기준연도,학교명,계열,재학생,1인당장학금
2010,전북대학교,인문사회,76,896700
2010,전북대학교,인문사회,77,1537400
2010,전북대학교,자연과학,78,976200
2010,전북대학교,공학,81,1047300
2010,전북대학교,인문사회,83,1423000
2010,전북대학교,자연과학,84,990500
2010,전북대학교,자연과학,85,1315600
2010,전북대학교,공학,85,891600
2010,전북대학교,자연과학,87,985000
2010,전북대학교 _제2캠퍼스,자연과학,60,748200
2010,전북대학교 _제2캠퍼스,인문사회,54,683400
2010,전북대학교 _제2캠퍼스,자연과학,50,882000
2010,전북대학교 _제2캠퍼스,자연과학,39,945000
2010,전북대학교 _제2캠퍼스,자연과학,17,3324500
2010,전북대학교 _제2캠퍼스,자연과학,13,845400
2010,전북대학교 _제2캠퍼스,자연과학,11,1044300
2010,전북대학교 _제2캠퍼스,인문사회,138,1086900
2010,전주대학교,예체능,113,2496400
2010,전주대학교,공학,247,1117300
2010,전주대학교,예체능,311,1011300
2010,전주대학교,인문사회,106,1432600
2010,전주대학교,자연과학,19,1208100
2010,전주대학교,인문사회,31,2260200
2010,전주대학교,인문사회,39,1514800
2010,전주대학교,공학,59,971500
2010,전주대학교,예체능계열,62,1349000
2010,전주대학교,공학,62,1401900
2010,전주대학교,예체능,64,928500
2010,전주대학교,인문사회계열,78,1169100
2010,전주대학교,인문사회,424,1057200
2010,전주대학교,자연과학계열,507,994900
2010,전주대학교,인문사회,875,1016900
2010,정석대학,공학,16,0
2010,정석대학,공학,30,0
2010,제주대학교,자연과학,138,1302800
2010,제주대학교,인문사회,96,1183000
2010,제주대학교,인문사회,99,1103700
2010,제주대학교,예체능,106,1301500
2010,제주대학교,자연과학,136,1182900
2010,제주대학교,인문사회,90,1610900
2010,제주대학교,자연과학,10,2004400
2010,제주대학교,인문사회,16,1834300
2010,제주대학교,의학,17,2058800
2010,제주대학교,인문사회,19,1468200
2010,제주대학교,자연과학,22,0
2010,제주대학교,자연과학계열,23,1215500
2010,제주대학교,자연과학,32,1726300
2010,제주대학교,공학,59,742100
2010,제주대학교,자연과학,71,911600
2010,제주대학교,예체능,83,967800
2010,제주대학교,자연과학,56,1694800
2010,제주대학교,자연과학,35,1462400
2010,제주대학교,자연과학,38,964400
2010,제주대학교,인문사회,40,1236800
2010,제주대학교,자연과학,41,546800
2010,제주대학교,자연과학,43,1260600
2010,제주대학교,인문사회,49,1057600
2010,제주대학교,인문사회,50,1649700
2010,제주대학교,인문사회,50,1716700
2010,제주대학교,자연과학,55,1716200
2010,제주대학교,자연과학,317,1217500
2010,제주대학교,인문사회,303,1034500
2010,제주대학교,인문사회,45,2976700
2010,제주대학교,예체능,42,1121500
2010,제주대학교,공학,38,1000800
2010,제주대학교,예체능,35,596900
2010,제주대학교,인문사회,29,722200
2010,제주대학교,인문사회,26,1368300
2010,제주대학교,예체능,15,2239700
2010,제주대학교,예체능,139,1860600
2010,제주대학교,인문사회,138,1202100
2010,제주대학교,인문사회,130,1147900
2010,제주대학교,인문사회,122,1137200
2010,제주대학교,인문사회,116,1116800
2010,제주대학교,인문사회계열,115,1133400
2010,제주대학교,인문사회,186,988600
2010,제주대학교,예체능,190,1123800
2010,제주대학교,예체능,193,1286600
2010,제주대학교,인문사회,226,1523600
2010,제주대학교,공학,248,1237000
2010,제주대학교,공학,261,1047100
2010,제주대학교,예체능,185,864100
2010,제주대학교,자연과학,164,1115300
2010,제주대학교,예체능,173,2953400
2010,제주대학교,예체능,182,1169000
2010,제주대학교,자연과학,178,1111800
2010,제주대학교,공학,177,1034600
2010,중부대학교,예체능계열,267,965400
2010,중부대학교,예체능,89,1150600
2010,중부대학교,자연과학,92,1046400
2010,중부대학교,예체능계열,95,1703900
2010,중부대학교,예체능계열,113,945700
2010,중부대학교,공학,116,870600
2010,중부대학교,인문사회,53,942100
2010,중부대학교,공학,209,1046000
2010,중부대학교,자연과학계열,196,948800
2010,중부대학교,예체능,144,778900
2010,중부대학교,예체능계열,137,1059700
2010,중부대학교,인문사회계열,137,1061700
2010,중부대학교,공학,135,910300
2010,중부대학교,자연과학계열,132,911900
2010,중부대학교,인문사회계열,176,162500
2010,중부대학교,인문사회계열,79,642300
2010,중부대학교,인문사회계열,333,2447100
2010,중부대학교,자연과학,322,1596200
2010,중부대학교,인문사회,305,2019100
2010,중부대학교,자연과학,295,1762400
2010,중부대학교,인문사회계열,1569,1389200
2010,중부대학교,인문사회계열,146,1444500
2010,중부대학교,인문사회,143,1704700
2010,중부대학교,예체능계열,134,1779500
2010,중부대학교,자연과학계열,91,1974500
2010,중부대학교,인문사회계열,27,599600
2010,중부대학교,인문사회계열,22,598300
2010,중부대학교,인문사회계열,85,1157800
2010,중부대학교,인문사회,148,1912800
2010,중부대학교,공학,283,1323700
2010,중부대학교,예체능,232,1681000
2010,중부대학교,예체능,179,1781900
2010,중부대학교,공학,173,113400
2010,중앙승가대학교,인문사회계열,36,1009900
2010,중앙승가대학교,인문사회계열,82,736400
2010,중원대학교,인문사회계열,66,3966300
2010,중원대학교,공학,86,4991200
2010,진주교육대학교,인문사회,151,880700
2010,진주산업대학교(산업대),인문사회,150,859600
2010,진주산업대학교(산업대),인문사회,129,1141600
2010,진주산업대학교(산업대),인문사회,125,900600
2010,진주산업대학교(산업대),공학,73,538400
2010,진주산업대학교(산업대),인문사회,124,793000
2010,진주산업대학교(산업대),공학,13,192300
2010,진주산업대학교(산업대),자연과학계열,22,0
2010,진주산업대학교(산업대),자연과학계열,24,1437300
2010,진주산업대학교(산업대),인문사회,133,1597100
2010,진주산업대학교(산업대),공학,70,1816000
2010,청운대학교,인문사회,21,475500
2010,청운대학교,인문사회,22,647300
2010,청운대학교,공학,30,1499500
2010,청운대학교,공학,30,486200
2010,청운대학교,인문사회계열,32,684100
2010,청운대학교,인문사회,33,1831200
2010,청운대학교,인문사회,39,441100
2010,청운대학교,인문사회,281,1350400
2010,청운대학교,인문사회,175,1051500
2010,청운대학교,인문사회,174,1016600
2010,청운대학교,인문사회계열,119,1439600
2010,청주대학교,공학,212,1205300
2010,청주대학교,인문사회,28,983000
2010,청주대학교,자연과학,198,1124800
2010,청주대학교,공학,117,472800
2010,청주대학교,자연과학,95,1156900
2010,청주대학교,자연과학계열,35,1077200
2010,청주대학교,공학,161,1122500
2010,청주대학교,인문사회계열,161,1479100
2010,청주대학교,인문사회,165,382500
2010,청주대학교,인문사회,178,516200
2010,청주대학교,예체능,136,1031600
2010,청주대학교,자연과학,156,863000
2010,청주대학교,인문사회,187,1752400
2010,청주대학교,자연과학,399,1096000
2010,청주대학교,공학,39,3160300
2010,청주대학교,인문사회,41,987300
2010,청주대학교,의학계열,122,1128100
2010,청주대학교,인문사회,86,2330100
2010,총신대학교,예체능계열,106,1216200
2010,총신대학교,예체능,92,1021200
2010,총신대학교,예체능,83,1046100
2010,춘천교육대학교,자연과학,167,786800
2010,춘천교육대학교,공학,201,984500
2010,춘천교육대학교,자연과학,205,1061800
2010,춘천교육대학교,자연과학,116,748100
2010,춘천교육대학교,공학,120,1279900
2010,춘천교육대학교,인문사회,120,923300
2010,춘천교육대학교,인문사회,121,759900
2010,춘천교육대학교,인문사회,125,830400
2010,춘천교육대학교,자연과학,153,906200
2010,춘천교육대학교,공학,406,1346400
2010,춘천교육대학교,자연과학,116,1264600
2010,춘천교육대학교,인문사회,112,851500
2010,춘천교육대학교,자연과학,25,750000
2010,춘천교육대학교,인문사회,27,492600
2010,춘천교육대학교,자연과학,29,799500
2010,춘천교육대학교,자연과학,31,1367500
2010,춘천교육대학교,인문사회,31,300500
2010,춘천교육대학교,자연과학계열,32,807000
2010,춘천교육대학교,자연과학,33,415200
2010,춘천교육대학교,자연과학,33,527300
2010,춘천교육대학교,인문사회,16,132700
2010,춘천교육대학교,인문사회,10,387100
2010,춘천교육대학교,자연과학,39,473400
2010,춘천교육대학교,자연과학,40,461500
2010,춘천교육대학교,자연과학,91,1069200
2010,춘천교육대학교,자연과학,100,1041900
2010,춘천교육대학교,공학,104,785300
2010,춘천교육대학교,자연과학,107,1681800
2010,춘천교육대학교,공학,109,606600
2010,춘천교육대학교,인문사회,71,1235400
2010,춘천교육대학교,공학,43,578500
2010,춘천교육대학교,인문사회,49,977500
2010,충북대학교,자연과학계열,69,1294400
2010,충북대학교,자연과학계열,90,1353300
2010,충북대학교,자연과학,60,731300
2010,충북대학교,공학,116,901200
2010,충북대학교,자연과학,114,1014000
2010,충북대학교,공학,112,1174800
2010,충북대학교,인문사회,56,679300
2010,충북대학교,인문사회,28,1380100
2010,충북대학교,자연과학계열,47,686300
2010,충북대학교,자연과학계열,45,819400
2010,충북대학교,인문사회,38,0
2010,충북대학교,인문사회,38,912200
2010,충북대학교,자연과학,37,720600
2010,충북대학교,인문사회,32,1075000
2010,충북대학교,자연과학,127,1188800
2010,충북대학교,자연과학,127,889300
2010,충북대학교,인문사회,57,1166500
2010,충북대학교,공학,128,1000800
2010,칼빈대학교,인문사회,14,1232100
2010,칼빈대학교,인문사회,11,0
2010,칼빈대학교,자연과학,16,2610000
2010,칼빈대학교,인문사회,42,2059100
2010,평택대학교,인문사회,116,677800
2010,평택대학교,자연과학,115,1402200
2010,평택대학교,공학,96,827300
2010,평택대학교,예체능,61,1298600
2010,평택대학교,예체능,13,253800
2010,평택대학교,예체능,12,812900
2010,평택대학교,예체능,33,771800
2010,평택대학교,인문사회계열,50,1447400
2010,평택대학교,인문사회,41,1415400
2010,평택대학교,기타,71,5320100
2010,평택대학교,공학,51,5463000
2010,한경대학교(산업대),인문사회,40,457200
2010,한경대학교(산업대),자연과학계열,70,493100
2010,한경대학교(산업대),예체능,71,255400
2010,한경대학교(산업대),자연과학계열,79,489700
2010,한경대학교(산업대),공학,79,827300
2010,한경대학교(산업대),자연과학,11,503100
2010,한경대학교(산업대),자연과학,13,5532500
2010,한경대학교(산업대),자연과학,13,1368700
2010,한경대학교(산업대),자연과학,54,450900
2010,한경대학교(산업대),예체능,88,377700
2010,한경대학교(산업대),자연과학,18,885100
2010,한경대학교(산업대),자연과학,108,675700
2010,한경대학교(산업대),인문사회,111,754000
2010,한경대학교(산업대),자연과학,134,615000
2010,한국과학기술원,예체능계열,1454,14196200
2010,한국과학기술원,공학,364,14772200
2010,한국과학기술원,공학,213,14634700
2010,한국과학기술원,자연과학계열,198,15367000
2010,한국과학기술원,공학,170,14419100
2010,한국과학기술원,인문사회,93,5167000
2010,한국과학기술원,자연과학,78,15956900
2010,한국과학기술원,자연과학,70,15733200
2010,한국교통대학교(산업대),자연과학,92,1081300
2010,한국교통대학교(산업대),인문사회,86,774500
2010,한국교통대학교(산업대),공학,105,716500
2010,한국교통대학교(산업대),공학,110,692200
2010,한국교통대학교(산업대),의학계열,115,574200
2010,한국교통대학교(산업대),인문사회,66,1342400
2010,한국교통대학교(산업대),인문사회,14,657400
2010,한국교통대학교(산업대),자연과학,47,565100
2010,한국교통대학교(산업대),예체능계열,65,1572600
2010,한국교통대학교(산업대),공학,136,925600
2010,한국교통대학교(산업대),자연과학,59,589000
2010,한국교통대학교(산업대),공학,61,886500
2010,한국교통대학교(산업대),인문사회,102,949600
2010,한국교통대학교(산업대),의학계열,25,1022400
2010,한국교통대학교(산업대),인문사회,24,771900
2010,한국교통대학교(산업대),공학,21,231100
2010,한국교통대학교(산업대),공학,41,831200
2010,한국교통대학교(산업대),인문사회,657,976700
2010,한국교통대학교(산업대),공학,641,1634000
2010,한국교통대학교(산업대),예체능,170,1158000
2010,한국교통대학교(산업대),공학,547,1067100
2010,한국방송통신대학교,인문사회,692,30300
2010,한국방송통신대학교,인문사회,887,66200
2010,한국방송통신대학교,인문사회,2695,89000
2010,한국방송통신대학교,인문사회,3034,83400
2010,한국방송통신대학교,인문사회,11878,107000
2010,한국방송통신대학교,인문사회,5463,52000
2010,한국방송통신대학교,인문사회,4965,85400
2010,한국산업기술대학교(산업대),공학,83,1643900
2010,한국산업기술대학교(산업대),공학,69,1204200
2010,한국산업기술대학교(산업대),공학,46,669600
2010,한국산업기술대학교(산업대),인문사회,28,3277700
2010,한국산업기술대학교(산업대),공학,19,1724400
2010,한국산업기술대학교(산업대),인문사회,60,528600
2010,한국산업기술대학교(산업대),예체능,87,654200
2010,한국산업기술대학교(산업대),인문사회,48,650500
2010,한국산업기술대학교(산업대),인문사회,112,397000
2010,한국산업기술대학교(산업대),예체능,28,1372400
2010,한국산업기술대학교(산업대),인문사회,55,770900
2010,한국외국어대학교,인문사회계열,210,1477400
2010,한국외국어대학교,인문사회,156,1294900
2010,한국외국어대학교,인문사회계열,137,1458800
2010,한국외국어대학교,인문사회계열,129,1011800
2010,한국외국어대학교,인문사회계열,127,986000
2010,한국외국어대학교,인문사회계열,116,1548800
2010,한국외국어대학교,인문사회계열,113,896500
2010,한국외국어대학교,인문사회,265,2165400
2010,한국외국어대학교,인문사회계열,113,979800
2010,한국외국어대학교,인문사회,112,216100
2010,한국외국어대학교,인문사회,17,4067300
2010,한국외국어대학교,인문사회,30,2243800
2010,한국외국어대학교,인문사회,33,1569400
2010,한국외국어대학교,인문사회계열,36,1220900
2010,한국외국어대학교,인문사회,40,2866400
2010,한국외국어대학교,인문사회계열,51,955400
2010,한국외국어대학교,인문사회,51,1096200
2010,한국외국어대학교,인문사회,111,1194400
2010,한국외국어대학교,인문사회,108,948900
2010,한국외국어대학교,인문사회계열,107,1245100
2010,한국외국어대학교,인문사회,95,1057200
2010,한국외국어대학교,인문사회,70,1959500
2010,한국외국어대학교,인문사회계열,65,1102800
2010,한국외국어대학교,인문사회,63,1097300
2010,한국외국어대학교,인문사회,340,1625500
2010,한국외국어대학교,인문사회,319,1196600
2010,한국외국어대학교,인문사회,300,1346200
2010,한국외국어대학교,인문사회,244,894300
2010,한국외국어대학교,인문사회,217,1485000
2010,한국외국어대학교,공학,198,854100
2010,한국외국어대학교,인문사회,52,2349300
2010,한국외국어대학교,인문사회계열,34,1435700
2010,한국외국어대학교,인문사회,34,205900
2010,한국외국어대학교,인문사회계열,34,62500
2010,한국외국어대학교,인문사회계열,32,1323300
2010,한국외국어대학교,인문사회계열,28,1016300
2010,한국외국어대학교,인문사회계열,18,1193800
2010,한국외국어대학교,공학,12,0
2010,한국외국어대학교,인문사회계열,11,0
2010,한국외국어대학교,인문사회계열,75,975900
2010,한국외국어대학교,인문사회,81,796200
2010,한국외국어대학교,인문사회계열,178,1569500
2010,한국외국어대학교,인문사회,172,770300
2010,한국외국어대학교,인문사회계열,165,1229200
2010,한국외국어대학교,인문사회계열,156,812900
2010,한국외국어대학교,인문사회계열,154,998500
2010,한국외국어대학교,인문사회계열,152,964600
2010,한국외국어대학교,인문사회,145,1127900
2010,한국외국어대학교,인문사회계열,142,1195200
2010,한국외국어대학교,인문사회계열,131,1154600
2010,한국외국어대학교,인문사회계열,129,1143700
2010,한국외국어대학교,인문사회,86,1529200
2010,한국외국어대학교,인문사회계열,89,1585100
2010,한국전통문화대학교(각종),예체능,153,1020200
2010,한국전통문화대학교(각종),인문사회계열,59,1353300
2010,한국전통문화대학교(각종),공학,73,1353500
2010,한국전통문화대학교(각종),인문사회,73,1021200
2010,한국전통문화대학교(각종),인문사회,83,986400
2010,한국전통문화대학교(각종),공학,83,1025000
2010,한국체육대학교,예체능,161,897400
2010,한국체육대학교,예체능계열,121,1102000
2010,한국체육대학교,예체능,48,545000
2010,한국체육대학교,공학,15,682400
2010,한국침례신학대학교,공학,1401,1232200
2010,한국침례신학대학교,공학,1171,1393300
2010,한국침례신학대학교,인문사회,28,3340200
2010,한국침례신학대학교,공학,177,2588000
2010,한국침례신학대학교,인문사회,212,1555600
2010,한국침례신학대학교,공학,258,1337600
2010,한국침례신학대학교,공학,322,8340700
2010,한남대학교,자연과학,136,660600
2010,한남대학교,인문사회,96,945600
2010,한남대학교,인문사회,86,762100
2010,한남대학교,인문사회계열,45,3823400
2010,한남대학교,인문사회계열,47,4051200
2010,한남대학교,인문사회계열,57,4172300
2010,한남대학교,인문사회,83,957200
2010,한남대학교,자연과학,143,746900
2010,한남대학교,자연과학,189,763800
2010,한남대학교,인문사회,151,717300
2010,한남대학교,인문사회계열,786,1834700
2010,한남대학교,인문사회,776,1399600
2010,한남대학교,자연과학,128,2796000
2010,한남대학교,인문사회,157,1283000
2010,한남대학교,공학,181,3147000
2010,한남대학교,공학,185,1866600
2010,한남대학교,공학,220,2907600
2010,한남대학교,인문사회,260,1651100
2010,한남대학교,자연과학,83,1262300
2010,한남대학교,인문사회계열,107,710900
2010,한남대학교,공학,108,530200
2010,한남대학교,인문사회,171,762100
2010,한남대학교,인문사회,230,957300
2010,한남대학교,인문사회,14,3088100
2010,한남대학교,인문사회,11,2000000
2010,한남대학교,인문사회,10,2770800
2010,한남대학교,자연과학,218,1362800
2010,한남대학교,인문사회,123,4879300
2010,한남대학교,의학계열,110,1819900
2010,한남대학교,인문사회,110,1509100
2010,한남대학교,인문사회,73,1719600
2010,한남대학교,인문사회,69,3446000
2010,한남대학교,공학,55,3450300
2010,한남대학교,인문사회,45,1761100
2010,한남대학교,예체능,20,9869000
2010,한남대학교,인문사회,18,6278900
2010,한남대학교,인문사회,12,7356800
2010,한남대학교,인문사회,184,1283000
2010,한남대학교,인문사회,182,1014400
2010,한남대학교,인문사회,140,1428300
2010,한남대학교,인문사회,142,1106900
2010,한남대학교,인문사회,143,1164600
2010,한남대학교,인문사회계열,86,2295300
2010,한남대학교,공학,183,351300
2010,한남대학교,인문사회,136,356600
2010,한남대학교,공학,24,788500
2010,한남대학교,인문사회,31,361200
2010,한남대학교,인문사회,53,320800
2010,한남대학교,공학,71,432800
2010,한북대학교,자연과학계열,71,1041400
2010,한북대학교,인문사회,29,388300
2010,한북대학교,공학,255,868900
2010,한북대학교,공학,208,2051200
2010,한북대학교,인문사회,193,855500
2010,한북대학교,자연과학,94,1056900
2010,한북대학교,공학계열,79,8514100
2010,한북대학교,공학,187,1585400
2010,한북대학교,공학,153,1731600
2010,한북대학교,의학계열,150,605000
2010,한북대학교,자연과학,146,675800
2010,한북대학교,공학,147,1121900
2010,한북대학교,공학,140,1140900
2010,한북대학교,인문사회,123,1021400
2010,한북대학교,자연과학,165,1211900
2010,한북대학교,예체능,173,1042200
2010,한북대학교,인문사회계열,84,2341300
2010,한북대학교,공학,120,1210100
2010,한북대학교,자연과학,162,1088900
2010,한북대학교,공학,142,533800
2010,한북대학교,인문사회,205,675600
2010,한북대학교,인문사회,196,733000
2010,한북대학교,인문사회,195,668900
2010,한북대학교,인문사회,190,656400
2010,한양대학교,공학,494,2114000
2010,한양대학교,인문사회,693,1381300
2010,한양대학교,공학,220,1837000
2010,한양대학교,공학,185,2579200
2010,한양대학교,인문사회,99,1667000
2010,한양대학교,자연과학,97,1228900
2010,한양대학교,공학,91,1635700
2010,한양대학교,자연과학,78,1122000
2010,한양대학교,인문사회,69,4794200
2010,한양대학교,자연과학,66,2198700
2010,한양대학교,자연과학,65,3816600
2010,한양대학교,예체능,61,1040800
2010,한양대학교,인문사회계열,156,4584000
2010,한양대학교,자연과학,148,3383600
2010,한양대학교,인문사회,147,1515200
2010,한양대학교,공학,144,4215500
2010,한양대학교,공학,113,1829900
2010,한양대학교,자연과학,119,1530700
2010,한양대학교,공학,388,1284100
2010,한양대학교,공학,380,1485000
2010,한양대학교,자연과학,177,1419300
2010,한양대학교,공학,85,2674900
2010,한양대학교,인문사회,84,1834200
2010,한양대학교,공학,77,696200
2010,한양대학교,인문사회,76,1240800
2010,한양대학교,인문사회,58,1165200
2010,한양대학교,자연과학,30,1396800
2010,한양대학교,인문사회,28,759500
2010,한양대학교,인문사회,22,1769000
2010,한양대학교,인문사회,95,1160500
2010,한양대학교,인문사회,96,1562800
2010,한양대학교,예체능,164,1050000
2010,한양대학교,공학,161,1162400
2010,한양대학교,예체능계열,153,2748300
2010,한양대학교,인문사회,141,1372000
2010,한양대학교,자연과학계열,131,2621600
2010,한양대학교,자연과학,107,1486700
2010,한양대학교,인문사회,109,1314500
2010,한양대학교,인문사회,115,1375700
2010,한양대학교,예체능,125,1177200
2010,한양대학교,공학,232,789800
2010,한양대학교,인문사회,356,431600
2010,한양대학교,예체능,111,2816300
2010,한양대학교,예체능계열,13,7367500
2010,한양대학교,예체능,14,5403400
2010,한양대학교,인문사회,14,3970100
2010,한양대학교,인문사회,17,4796200
2010,한양대학교,예체능계열,18,7395000
2010,한양대학교,자연과학,18,5777900
2010,한양대학교,인문사회,21,4681100
2010,한양대학교,인문사회,23,3809200
2010,한양대학교,인문사회,30,3749300
2010,한양대학교,예체능계열,33,4687500
2010,한양대학교,인문사회,34,5709000
2010,한양대학교,인문사회,40,4498800
2010,한양대학교,예체능계열,69,5777100
2010,협성대학교,자연과학,136,902000
2010,협성대학교,예체능,119,779500
2010,협성대학교,인문사회,104,790900
2010,협성대학교,인문사회,64,722800
2010,협성대학교,인문사회,63,1054800
2010,협성대학교,공학,131,1684500
2010,협성대학교,공학,111,1239300
2010,협성대학교,공학,99,2238000
2010,협성대학교,인문사회,26,0
2010,협성대학교,인문사회,150,1654400
2010,협성대학교,인문사회,185,1904300
2010,협성대학교,예체능,173,1342000
2010,협성대학교,자연과학,166,1229900
2010,호남신학대학교,인문사회,16,5788800
2010,호남신학대학교,인문사회계열,28,0
2010,호남신학대학교,자연과학,34,0
2010,호남신학대학교,인문사회계열,38,793600
2010,호남신학대학교,인문사회계열,42,1080700
2010,호남신학대학교,공학계열,48,560400
2010,호남신학대학교,공학,88,2629500
2010,호남신학대학교,인문사회,161,1059500
2010,호남신학대학교,예체능계열,186,1192200
2010,호남신학대학교,예체능,95,1054400
2010,호남신학대학교,인문사회,98,914400
2010,호남신학대학교,공학,100,297800
2010,호남신학대학교,인문사회계열,102,1216100
2010,호남신학대학교,인문사회,110,981700
2010,호남신학대학교,자연과학계열,112,874000
2010,호남신학대학교,인문사회,118,1381700
2010,호남신학대학교,인문사회계열,326,1229800
2010,호남신학대학교,인문사회,26,1759600
2010,호남신학대학교,예체능계열,11,2007300
2010,호남신학대학교,예체능계열,13,2367700
2010,호남신학대학교,인문사회,13,254900
2010,호남신학대학교,예체능,16,2082300
2010,호남신학대학교,공학,17,141800
2010,호남신학대학교,인문사회,68,455700
2010,호남신학대학교,인문사회,81,1990100
2010,호남신학대학교,공학,126,1105800
2010,호남신학대학교,인문사회,153,1292400
2010,호남신학대학교,공학계열,157,2309300
2010,호남신학대학교,인문사회,288,2959900
2010,호남신학대학교,공학,67,1451800
2010,호남신학대학교,인문사회,32,1853800
2010,호남신학대학교,공학,52,1104100
2010,홍익대학교,인문사회,212,1177900
2010,홍익대학교,공학,269,1378700
2010,홍익대학교,공학,742,2004900
2010,홍익대학교,공학,127,1950900
2010,홍익대학교,예체능계열,122,1668700
2010,홍익대학교,예체능,105,1989200
2010,홍익대학교,기타,84,1314700
2010,홍익대학교,예체능,169,2307800
2010,홍익대학교,예체능계열,154,1964300
2010,홍익대학교,공학,148,1863600
2010,홍익대학교,공학계열,14,151900
2010,홍익대학교,공학,43,3711800
2010,홍익대학교,공학,43,2053400
2010,홍익대학교,기타,53,1606800
2010,홍익대학교,인문사회,57,1371600
2010,홍익대학교,인문사회계열,60,2163400
2010,홍익대학교,예체능,381,2186600
2010,홍익대학교,공학,311,2250700
2010,홍익대학교,예체능,249,1983300
2010,홍익대학교,예체능,246,2142800
2010,홍익대학교,예체능,217,2053400
2010,홍익대학교,공학,186,2394400
2010,홍익대학교,공학,93,2530900
2010,홍익대학교,공학계열,107,1335400
2010,홍익대학교,공학,113,7195000
2010,홍익대학교,자연과학,175,1899300
2010,홍익대학교,공학,173,2092900
2010,홍익대학교,예체능계열,172,1996300
2010,홍익대학교,공학,32,280300
2010,홍익대학교,인문사회,165,1352400
2011,가천대학교,인문사회,45,840800
2011,가천대학교,자연과학,12,2993300
2011,가천대학교,예체능계열,36,600500
2011,가천의과학대학교,자연과학,24,11986300
2011,강릉원주대학교,예체능,82,1038900
2011,강릉원주대학교,자연과학,85,1072500
2011,강릉원주대학교,자연과학,93,1239900
2011,강원대학교,자연과학,98,2843400
2011,강원대학교,인문사회,76,1988600
2011,강원대학교_제2캠퍼스,자연과학,97,2450900
2011,강원대학교,공학,256,816900
2011,강원대학교,인문사회,311,1562700
2011,강원대학교,공학,97,684900
2011,강원대학교,공학,114,1010400
2011,강원대학교,자연과학,100,945200
2011,강원대학교,자연과학,149,945400
2011,건국대학교(글로컬)_분교,공학,147,684100
2011,건국대학교(글로컬)_분교,인문사회계열,42,418600
2011,건동대학교,인문사회,11,0
2011,건동대학교,예체능계열,38,50100
2011,건양대학교,인문사회,57,1304900
2011,건양대학교,공학,111,1515200
2011,경기대학교,예체능계열,38,3741300
2011,경기대학교_제2캠퍼스,인문사회,19,779300
2011,경기대학교,공학계열,24,3310900
2011,경남과학기술대학교,자연과학,26,532300
2011,경남과학기술대학교,공학,30,856300
2011,경남대학교,인문사회,194,889400
2011,경남대학교,인문사회,100,1032600
2011,경남대학교,인문사회,140,753500
2011,경북대학교_제2캠퍼스,인문사회,26,1843000
2011,경북대학교,공학,69,424300
2011,경북대학교,공학,91,1420300
2011,경북대학교,예체능,104,1041900
2011,경북대학교_제2캠퍼스,공학,26,1075800
2011,경북대학교,예체능,179,1136700
2011,경북대학교_제2캠퍼스,공학,59,719500
2011,경북대학교_제2캠퍼스,인문사회,74,699000
2011,경북대학교_제2캠퍼스,인문사회,12,1950500
2011,경북대학교,예체능,247,936700
2011,경북대학교_제2캠퍼스,공학,36,649200
2011,경북대학교,공학,18,10186300
2011,경북대학교_제2캠퍼스,자연과학,58,920600
2011,경북대학교_제2캠퍼스,공학,12,2170100
2011,경상대학교,공학,12,1187700
2011,경상대학교,공학,23,87000
2011,경상대학교,공학,79,1326500
2011,경상대학교,공학,48,1032500
2011,경성대학교,공학,169,1553900
2011,경성대학교,인문사회,92,1000000
2011,경성대학교,예체능계열,100,1961700
2011,경성대학교,자연과학,206,1601200
2011,경성대학교,인문사회,155,1686300
2011,경성대학교,공학,136,1686900
2011,경운대학교(산업대),예체능계열,12,2586800
2011,경일대학교,예체능,180,1269300
2011,경일대학교,공학,219,1553000
2011,경주대학교,인문사회,18,860900
2011,경주대학교,예체능,11,2010500
2011,경주대학교,자연과학,13,1260800
2011,경희대학교,인문사회,218,1580100
2011,경희대학교,자연과학,51,1473700
2011,경희대학교(국제)_분교,공학,10,892000
2011,계명대학교,인문사회,30,5512800
2011,계명대학교,공학,15,255600
2011,계명대학교,인문사회,471,1445800
2011,계명대학교,자연과학,12,10540300
2011,고려대학교,예체능,50,1235300
2011,고려대학교(세종)_분교,인문사회,213,328700
2011,고신대학교,자연과학,13,2758200
2011,고신대학교,자연과학,17,4624900
2011,공주대학교,인문사회,17,877300
2011,공주대학교,공학,47,212800
2011,공주대학교,공학,64,142200
2011,공주대학교,공학,18,55600
2011,관동대학교,인문사회계열,52,1093200
2011,관동대학교,예체능계열,229,1273400
2011,관동대학교,공학,40,1077900
2011,관동대학교,인문사회,305,156400
2011,광운대학교,인문사회,72,17600
2011,광운대학교,인문사회,71,0
2011,광운대학교,인문사회,41,0
2011,광운대학교,인문사회,293,0
2011,광운대학교,공학,157,808300
2011,광운대학교,공학,32,0
2011,광운대학교,인문사회계열,51,0
2011,광운대학교,인문사회계열,114,0
2011,광주교육대학교,공학계열,37,1700600
2011,국민대학교,인문사회계열,34,4738300
2011,국민대학교,인문사회,10,1958000
2011,국민대학교,인문사회,35,1042400
2011,국민대학교,공학계열,44,1038700
2011,국민대학교,공학,18,2136300
2011,국민대학교,자연과학,837,1395800
2011,극동대학교,인문사회,28,1498500
2011,극동대학교,공학,27,3799600
2011,극동대학교,인문사회,107,1325200
2011,극동대학교,인문사회,93,1313100
2011,금오공과대학교,공학,292,895100
2011,금오공과대학교,공학,89,955300
