기준년도,학교,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
,,인문ㆍ사회계열,"3,348","3,522",113,29.63,31.17
,동국대학교,인문ㆍ사회계열,"9,293","10,988",290,32.04,37.89
,,자연과학계열,"1,748","1,745",93,18.8,18.76
,,의학계열,125,94,97,1.29,0.97
,,예ㆍ체능계열,"1,566","1,871",37,42.32,50.57
,,공학계열,"4,041","4,327",171,23.63,25.3
,동국대학교(WISE) _분교,공학계열,"1,088","1,120",25,43.52,44.8
,,예ㆍ체능계열,577,582,13,44.38,44.77
,,의학계열,680,699,96,7.08,7.28
,,자연과학계열,"1,640","1,616",80,20.5,20.2
,,인문ㆍ사회계열,"4,294","4,685",142,30.24,32.99
,동덕여자대학교,인문ㆍ사회계열,"2,708","3,130",113,23.96,27.7
,,예ㆍ체능계열,"2,902","2,679",78,37.21,34.35
,,자연과학계열,"1,362","1,481",40,34.05,37.03
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,동명대학교,예ㆍ체능계열,655,822,16,40.94,51.38
,,인문ㆍ사회계열,"2,832","3,236",87,32.55,37.2
,,의학계열,0,0,0,0,0
,,자연과학계열,560,627,22,25.45,28.5
,,공학계열,"3,547","3,638",147,24.13,24.75
,동서대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,162","4,657",154,27.03,30.24
,,자연과학계열,"1,013","1,120",35,28.94,32
,,예ㆍ체능계열,"1,906","2,056",64,29.78,32.13
,,공학계열,"3,142","3,090",109,28.83,28.35
,동신대학교,공학계열,"1,710","1,612",61,28.03,26.43
,,인문ㆍ사회계열,"2,332","2,549",96,24.29,26.55
,,예ㆍ체능계열,506,488,18,28.11,27.11
,,의학계열,232,265,23,10.09,11.52
,,자연과학계열,"2,268","2,330",76,29.84,30.66
,동아대학교,예ㆍ체능계열,"2,006","2,057",48,41.79,42.85
,,의학계열,308,264,142,2.17,1.86
,,공학계열,"5,217","5,621",145,35.98,38.77
,,자연과학계열,"3,308","3,042",135,24.5,22.53
,,인문ㆍ사회계열,"9,532","10,319",304,31.36,33.94
,동양대학교,인문ㆍ사회계열,"1,730","1,686",74,23.38,22.78
,,의학계열,0,0,0,0,0
,,공학계열,"1,710","1,721",54,31.67,31.87
,,예ㆍ체능계열,891,775,19,46.89,40.79
,,자연과학계열,275,328,8,34.38,41
,동의대학교,인문ㆍ사회계열,"5,948","6,863",206,28.87,33.32
,,예ㆍ체능계열,"1,494","1,502",55,27.16,27.31
,,의학계열,242,231,32,7.56,7.22
,,공학계열,"6,143","5,871",206,29.82,28.5
,,자연과학계열,"2,093","2,033",53,39.49,38.36
,루터대학교,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,467,416,15,31.13,27.73
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,명지대학교,공학계열,"4,236","4,614",154,27.51,29.96
,,예ㆍ체능계열,"1,384","1,608",52,26.62,30.92
,,자연과학계열,829,903,46,18.02,19.63
,,인문ㆍ사회계열,710,730,42,16.9,17.38
,,의학계열,0,0,0,0,0
,명지대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,140",848,15,76,56.53
,,자연과학계열,54,34,1,54,34
,,공학계열,463,353,9,51.44,39.22
,,인문ㆍ사회계열,"5,719","7,627",222,25.76,34.36
,목원대학교,인문ㆍ사회계열,"3,915","4,157",124,31.57,33.52
,,공학계열,"1,341","1,320",50,26.82,26.4
,,예ㆍ체능계열,"2,327","2,354",75,31.03,31.39
,,자연과학계열,"1,014",969,33,30.73,29.36
,,의학계열,0,0,0,0,0
,목포가톨릭대학교,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,354,375,12,29.5,31.25
,,인문ㆍ사회계열,146,125,9,16.22,13.89
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,배재대학교,인문ㆍ사회계열,"4,667","4,692",178,26.22,26.36
,,예ㆍ체능계열,896,915,21,42.67,43.57
,,자연과학계열,"1,655","1,677",52,31.83,32.25
,,공학계열,"1,951","2,016",55,35.47,36.65
,,의학계열,0,0,0,0,0
,백석대학교,자연과학계열,"2,645","2,832",83,31.87,34.12
,,예ㆍ체능계열,"2,910","2,865",107,27.2,26.78
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"9,216","9,502",303,30.42,31.36
,,의학계열,0,0,0,0,0
,부산가톨릭대학교,자연과학계열,"2,505","2,816",79,31.71,35.65
,,공학계열,400,404,18,22.22,22.44
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,968,932,48,20.17,19.42
,,의학계열,0,0,0,0,0
,부산교육대학교,자연과학계열,345,750,24,14.38,31.25
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,281","1,378",40,57.03,34.45
,,예ㆍ체능계열,204,523,15,13.6,34.87
,부산대학교,자연과학계열,"5,707","5,787",233,24.49,24.84
,,공학계열,"9,112","9,356",312,29.21,29.99
,,의학계열,"2,511","2,550",389,6.46,6.56
,,인문ㆍ사회계열,"10,499","11,571",344,30.52,33.64
,,예ㆍ체능계열,"1,898","2,041",57,33.3,35.81
,부산외국어대학교,예ㆍ체능계열,412,305,3,137.33,101.67
,,자연과학계열,101,44,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,905,730,22,41.14,33.18
,,인문ㆍ사회계열,"6,718","7,811",241,27.88,32.41
,부산장신대학교,인문ㆍ사회계열,687,498,23,29.87,21.65
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,삼육대학교,공학계열,632,761,20,31.6,38.05
,,인문ㆍ사회계열,"2,040","2,182",107,19.07,20.39
,,자연과학계열,"2,061","2,280",56,36.8,40.71
,,예ㆍ체능계열,748,845,21,35.62,40.24
,,의학계열,0,0,0,0,0
,상명대학교,공학계열,892,852,41,21.76,20.78
,,예ㆍ체능계열,"1,428","1,486",42,34,35.38
,,인문ㆍ사회계열,"3,358","4,297",136,24.69,31.6
,,자연과학계열,"1,180","1,497",40,29.5,37.43
,,의학계열,0,0,0,0,0
,상명대학교 _제2캠퍼스,인문ㆍ사회계열,"1,064","1,216",59,18.03,20.61
,,자연과학계열,597,626,21,28.43,29.81
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,145","2,917",76,28.22,38.38
,,공학계열,"1,668","1,502",57,29.26,26.35
,상지대학교,예ㆍ체능계열,859,772,22,39.05,35.09
,,인문ㆍ사회계열,"3,736","3,078",109,34.28,28.24
,,공학계열,961,853,32,30.03,26.66
,,자연과학계열,"2,039","1,856",72,28.32,25.78
,,의학계열,270,248,15,18,16.53
,서강대학교,공학계열,"3,132","2,831",93,33.68,30.44
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,184","1,109",61,19.41,18.18
,,인문ㆍ사회계열,"8,510","8,573",259,32.86,33.1
,서경대학교,자연과학계열,320,353,12,26.67,29.42
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,117","2,620",59,35.88,44.41
,,공학계열,"1,654","1,753",54,30.63,32.46
,,인문ㆍ사회계열,"1,867","2,185",110,16.97,19.86
,서울과학기술대학교,예ㆍ체능계열,"1,269","1,522",42,30.21,36.24
,,의학계열,0,0,0,0,0
,,공학계열,"7,689","8,643",237,32.44,36.47
,,자연과학계열,655,763,21,31.19,36.33
,,인문ㆍ사회계열,"1,279","1,842",76,16.83,24.24
,서울과학기술대학교(산업대),공학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,서울교육대학교,공학계열,0,0,0,0,0
,,예ㆍ체능계열,322,259,0,0,0
,,인문ㆍ사회계열,"2,843","2,927",101,28.15,28.98
,,의학계열,0,0,0,0,0
,,자연과학계열,829,631,2,414.5,315.5
,서울기독대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,787,617,24,32.79,25.71
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,216,199,9,24,22.11
,서울대학교,인문ㆍ사회계열,"10,389","12,876",622,16.7,20.7
,,의학계열,"3,040","3,372",665,4.57,5.07
,,예ㆍ체능계열,"1,555","1,890",92,16.9,20.54
,,공학계열,"7,732","7,597",348,22.22,21.83
,,자연과학계열,"8,144","8,221",533,15.28,15.42
,서울시립대학교,자연과학계열,"1,081","1,156",51,21.2,22.67
,,공학계열,"3,925","4,302",151,25.99,28.49
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,028","6,334",187,26.89,33.87
,,예ㆍ체능계열,716,741,31,23.1,23.9
,서울신학대학교,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,422,420,13,32.46,32.31
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,038","3,153",84,36.17,37.54
,서울여자대학교,자연과학계열,"2,338","2,454",64,36.53,38.34
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,219","4,299",133,31.72,32.32
,,예ㆍ체능계열,766,759,22,34.82,34.5
,서울장신대학교,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,129,119,7,18.43,17
,,인문ㆍ사회계열,855,870,30,28.5,29
,서울한영대학교,예ㆍ체능계열,80,67,4,20,16.75
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,982,835,34,28.88,24.56
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,서원대학교,인문ㆍ사회계열,"3,272","3,578",141,23.21,25.38
,,공학계열,"1,619","1,548",38,42.61,40.74
,,예ㆍ체능계열,818,782,26,31.46,30.08
,,자연과학계열,"1,135","1,137",30,37.83,37.9
,,의학계열,0,0,0,0,0
,선문대학교,공학계열,"3,603","3,297",125,28.82,26.38
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,970","4,569",150,26.47,30.46
,,자연과학계열,"1,167","1,300",32,36.47,40.63
,,예ㆍ체능계열,515,565,14,36.79,40.36
,성결대학교,예ㆍ체능계열,805,915,25,32.2,36.6
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,849","3,799",117,32.9,32.47
,,의학계열,0,0,0,0,0
,,공학계열,"1,225","1,280",34,36.03,37.65
,성공회대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,087","1,974",70,29.81,28.2
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,634,628,13,48.77,48.31
,,자연과학계열,0,0,0,0,0
,성균관대학교,예ㆍ체능계열,"1,551","2,023",34,45.62,59.5
,,공학계열,"7,736","8,690",292,26.49,29.76
,,자연과학계열,"3,331","3,009",236,14.11,12.75
,,인문ㆍ사회계열,"12,632","16,171",420,30.08,38.5
,,의학계열,628,550,466,1.35,1.18
,성신여자대학교,예ㆍ체능계열,"2,873","2,614",79,36.37,33.09
,,자연과학계열,"1,493","1,662",40,37.33,41.55
,,공학계열,978,977,31,31.55,31.52
,,인문ㆍ사회계열,"4,676","4,764",166,28.17,28.7
,,의학계열,0,0,0,0,0
,세명대학교,인문ㆍ사회계열,"3,389","3,362",135,25.1,24.9
,,의학계열,188,185,17,11.06,10.88
,,공학계열,"1,141","1,094",33,34.58,33.15
,,예ㆍ체능계열,819,813,25,32.76,32.52
,,자연과학계열,"2,486","2,461",69,36.03,35.67
,세종대학교,인문ㆍ사회계열,"4,265","5,306",164,26.01,32.35
,,예ㆍ체능계열,"1,863","2,000",19,98.05,105.26
,,의학계열,0,0,0,0,0
,,자연과학계열,792,856,50,15.84,17.12
,,공학계열,"6,100","6,565",281,21.71,23.36
,세한대학교,자연과학계열,778,792,24,32.42,33
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,453","1,377",41,35.44,33.59
,,인문ㆍ사회계열,"1,435","1,626",59,24.32,27.56
,,공학계열,456,374,20,22.8,18.7
,세한대학교 _제2캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,송원대학교,예ㆍ체능계열,500,446,12,41.67,37.17
,,자연과학계열,739,733,24,30.79,30.54
,,의학계열,0,0,0,0,0
,,공학계열,783,621,31,25.26,20.03
,,인문ㆍ사회계열,"1,327","1,107",40,33.18,27.68
,수원가톨릭대학교,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,472,201,9,42.91,22.33
,수원대학교,공학계열,"3,400","3,385",107,31.78,31.64
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,281","1,318",34,37.68,38.76
,,인문ㆍ사회계열,"3,309","3,488",162,20.43,21.53
,,예ㆍ체능계열,"2,692","2,443",52,51.77,46.98
,숙명여자대학교,인문ㆍ사회계열,"7,124","7,391",268,26.58,27.58
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,166","2,011",49,44.2,41.04
,,공학계열,"1,538","1,498",54,28.48,27.74
,,자연과학계열,"2,094","1,865",78,26.85,23.91
,순복음총회신학교,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,49,28,2,24.5,14
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,291,182,13,22.38,14
,순천향대학교,자연과학계열,"2,232","2,301",118,18.92,19.5
,,공학계열,"3,493","3,498",120,29.11,29.15
,,의학계열,609,562,512,1.19,1.1
,,인문ㆍ사회계열,"4,366","4,704",159,27.46,29.58
,,예ㆍ체능계열,739,810,21,35.19,38.57
,숭실대학교,공학계열,"5,866","6,377",178,32.96,35.83
,,인문ㆍ사회계열,"7,010","9,482",279,25.13,33.99
,,자연과학계열,"1,010","1,033",48,21.04,21.52
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,353,328,8,44.13,41
,신경주대학교,예ㆍ체능계열,667,277,10,66.7,27.7
,,의학계열,0,0,0,0,0
,,공학계열,0,2,4,0,0.5
,,자연과학계열,730,260,13,56.15,20
,,인문ㆍ사회계열,"1,930",707,48,40.21,14.73
,신라대학교,공학계열,"2,101","1,820",62,33.89,29.35
,,인문ㆍ사회계열,"4,827","5,223",171,28.23,30.54
,,자연과학계열,"1,760","1,820",59,29.83,30.85
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,874,889,29,30.14,30.66
,신한대학교,예ㆍ체능계열,24,28,0,0,0
,,공학계열,709,656,28,25.32,23.43
,,자연과학계열,451,557,13,34.69,42.85
,,인문ㆍ사회계열,412,468,41,10.05,11.41
,,의학계열,0,0,0,0,0
,신한대학교 _제2캠퍼스,자연과학계열,"1,569","1,809",53,29.6,34.13
,,인문ㆍ사회계열,"1,905","2,112",61,31.23,34.62
,,공학계열,300,350,9,33.33,38.89
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,723,706,22,32.86,32.09
,아신대학교,인문ㆍ사회계열,"1,963","1,540",56,35.05,27.5
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,아주대학교,인문ㆍ사회계열,"4,870","6,153",171,28.48,35.98
,,공학계열,"6,509","7,471",201,32.38,37.17
,,예ㆍ체능계열,104,42,0,0,0
,,의학계열,391,324,208,1.88,1.56
,,자연과학계열,"1,922","1,982",145,13.26,13.67
,안양대학교,인문ㆍ사회계열,"3,045","2,928",99,30.76,29.58
,,의학계열,0,0,0,0,0
,,공학계열,"1,714","1,677",58,29.55,28.91
,,자연과학계열,230,264,5,46,52.8
,,예ㆍ체능계열,352,393,13,27.08,30.23
,안양대학교 _제2캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,280,207,10,28,20.7
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,256,180,7,36.57,25.71
,연세대학교,의학계열,"1,914","2,026",537,3.56,3.77
,,예ㆍ체능계열,"1,149","1,355",42,27.36,32.26
,,인문ㆍ사회계열,"15,268","18,607",505,30.23,36.85
,,공학계열,"7,450","8,082",273,27.29,29.6
,,자연과학계열,"4,618","5,401",327,14.12,16.52
,연세대학교(미래) _분교,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,812","3,456",99,28.4,34.91
,,의학계열,521,571,131,3.98,4.36
,,공학계열,"1,076","1,191",39,27.59,30.54
,,자연과학계열,"2,978","3,446",128,23.27,26.92
,영남대학교,공학계열,"6,956","7,416",239,29.1,31.03
,,예ㆍ체능계열,"2,493","2,297",49,50.88,46.88
,,의학계열,451,420,146,3.09,2.88
,,자연과학계열,"4,029","3,915",173,23.29,22.63
,,인문ㆍ사회계열,"9,558","10,671",307,31.13,34.76
,영남신학대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,972,865,32,30.38,27.03
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,영산대학교,인문ㆍ사회계열,921,988,55,16.75,17.96
,,의학계열,0,0,0,0,0
,,자연과학계열,667,764,18,37.06,42.44
,,공학계열,"1,106","1,018",29,38.14,35.1
,,예ㆍ체능계열,200,236,4,50,59
,영산대학교 _제2캠퍼스,예ㆍ체능계열,"1,237","1,428",48,25.77,29.75
,,의학계열,0,0,0,0,0
,,자연과학계열,576,742,18,32,41.22
,,인문ㆍ사회계열,"1,609","2,139",70,22.99,30.56
,,공학계열,60,26,0,0,0
,영산선학대학교,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,200,33,11,18.18,3
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,예수대학교,자연과학계열,467,514,18,25.94,28.56
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,71,65,4,17.75,16.25
,,예ㆍ체능계열,0,0,0,0,0
,예원예술대학교,예ㆍ체능계열,894,778,39,22.92,19.95
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,75,43,17,4.41,2.53
,예원예술대학교 _제2캠퍼스,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,546,"1,216",17,32.12,71.53
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,용인대학교,인문ㆍ사회계열,"2,180","2,115",102,21.37,20.74
,,자연과학계열,"1,155","1,115",32,36.09,34.84
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"3,591","3,966",85,42.25,46.66
,우석대학교,자연과학계열,"2,097","2,157",77,27.23,28.01
,,공학계열,"1,512","1,518",39,38.77,38.92
,,예ㆍ체능계열,"1,123","1,165",30,37.43,38.83
,,의학계열,145,164,13,11.15,12.62
,,인문ㆍ사회계열,"3,111","3,541",124,25.09,28.56
,우송대학교,인문ㆍ사회계열,"3,683","5,290",209,17.62,25.31
,,자연과학계열,"1,657","1,787",30,55.23,59.57
,,공학계열,"2,233","2,549",84,26.58,30.35
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,810,"1,026",21,38.57,48.86
,우송대학교(산업대),인문ㆍ사회계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,울산과학기술원,의학계열,0,0,0,0,0
,,공학계열,"3,484","3,836",174,20.02,22.05
,,자연과학계열,823,823,96,8.57,8.57
,,인문ㆍ사회계열,268,326,27,9.93,12.07
,,예ㆍ체능계열,0,0,0,0,0
,울산대학교,인문ㆍ사회계열,"4,683","4,975",122,38.39,40.78
,,공학계열,"4,444","5,072",154,28.86,32.94
,,예ㆍ체능계열,"1,384","1,323",38,36.42,34.82
,,의학계열,739,640,630,1.17,1.02
,,자연과학계열,"3,004","2,842",187,16.06,15.2
,원광대학교,자연과학계열,"4,569","4,239",187,24.43,22.67
,,의학계열,"1,313","1,399",196,6.7,7.14
,,공학계열,"4,059","3,519",107,37.93,32.89
,,예ㆍ체능계열,"1,603","1,713",39,41.1,43.92
,,인문ㆍ사회계열,"6,327","6,617",205,30.86,32.28
,위덕대학교,공학계열,593,419,26,22.81,16.12
,,인문ㆍ사회계열,"1,939","1,763",63,30.78,27.98
,,예ㆍ체능계열,304,283,7,43.43,40.43
,,자연과학계열,993,911,30,33.1,30.37
,,의학계열,0,0,0,0,0
,유원대학교,자연과학계열,"1,393","1,267",38,36.66,33.34
,,인문ㆍ사회계열,"1,514","1,416",67,22.6,21.13
,,예ㆍ체능계열,400,236,14,28.57,16.86
,,의학계열,0,0,0,0,0
,,공학계열,852,644,33,25.82,19.52
,을지대학교,인문ㆍ사회계열,28,27,0,0,0
,,의학계열,226,252,234,0.97,1.08
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,841,872,44,19.11,19.82
,을지대학교 _제2캠퍼스,자연과학계열,"2,592","2,852",74,35.03,38.54
,,의학계열,0,0,0,0,0
,,공학계열,260,180,17,15.29,10.59
,,인문ㆍ사회계열,668,671,32,20.88,20.97
,,예ㆍ체능계열,213,164,7,30.43,23.43
,이화여자대학교,자연과학계열,"4,667","4,355",171,27.29,25.47
,,의학계열,732,505,191,3.83,2.64
,,예ㆍ체능계열,"3,694","3,892",86,42.95,45.26
,,공학계열,"2,230","2,237",81,27.53,27.62
,,인문ㆍ사회계열,"11,408","13,458",433,26.35,31.08
,인제대학교,예ㆍ체능계열,557,610,11,50.64,55.45
,,의학계열,211,205,0,0,0
,,자연과학계열,"2,649","2,732",130,20.38,21.02
,,인문ㆍ사회계열,"3,500","3,639",115,30.43,31.64
,,공학계열,"3,505","3,140",119,29.45,26.39
,인제대학교 _제2캠퍼스,자연과학계열,320,451,14,22.86,32.21
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,372,397,612,0.61,0.65
,인천가톨릭대학교,인문ㆍ사회계열,179,109,23,7.78,4.74
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,인천가톨릭대학교 _제2캠퍼스,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,220,201,4,55,50.25
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,593,522,19,31.21,27.47
,인천대학교,예ㆍ체능계열,986,"1,061",38,25.95,27.92
,,공학계열,"4,621","5,321",175,26.41,30.41
,,자연과학계열,"1,289","1,435",58,22.22,24.74
,,인문ㆍ사회계열,"5,285","6,050",220,24.02,27.5
,,의학계열,0,0,0,0,0
,인하대학교,공학계열,"8,082","9,466",233,34.69,40.63
,,의학계열,323,333,148,2.18,2.25
,,자연과학계열,"1,919","1,962",141,13.61,13.91
,,인문ㆍ사회계열,"8,063","9,449",284,28.39,33.27
,,예ㆍ체능계열,661,647,18,36.72,35.94
,장로회신학대학교,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,303,291,10,30.3,29.1
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,750","2,767",70,39.29,39.53
,전남대학교,의학계열,"1,969","1,898",334,5.9,5.68
,,공학계열,"4,418","4,751",168,26.3,28.28
,,인문ㆍ사회계열,"8,018","8,616",300,26.73,28.72
,,예ㆍ체능계열,"1,160","1,321",40,29,33.03
,,자연과학계열,"6,290","6,483",264,23.83,24.56
,전남대학교 _제2캠퍼스,예ㆍ체능계열,22,4,0,0,0
,,공학계열,"1,213","1,043",67,18.1,15.57
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,812,808,36,22.56,22.44
,,자연과학계열,"1,157","1,012",55,21.04,18.4
,전북대학교,인문ㆍ사회계열,"6,989","7,995",288,24.27,27.76
