기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100"
2011,대전대학교,인문ㆍ사회계열,4916,104
2011,대전대학교,자연과학계열,1605,108.8
2011,대전대학교,공학계열,2093,87.8
2011,대전대학교,의학계열,304,109.5
2011,대전신학대학교,인문ㆍ사회계열,240,103.3
2011,대진대학교,예ㆍ체능계열,1190,92
2011,대진대학교,공학계열,2319,94.4
2011,대진대학교,자연과학계열,831,95.4
2011,대진대학교,인문ㆍ사회계열,3460,116.6
2011,덕성여자대학교,인문ㆍ사회계열,2882,123.6
2011,덕성여자대학교,자연과학계열,1220,104.9
2011,덕성여자대학교,공학계열,364,107.1
2011,덕성여자대학교,예ㆍ체능계열,694,111.7
2011,동국대학교,예ㆍ체능계열,940,123.8
2011,동국대학교,공학계열,3077,121.4
2011,동국대학교,자연과학계열,1431,106.6
2011,동국대학교,인문ㆍ사회계열,5412,142.1
2011,동국대학교(WISE) _분교,인문ㆍ사회계열,4206,115.7
2011,동국대학교(WISE) _분교,자연과학계열,1567,107
2011,동국대학교(WISE) _분교,공학계열,1080,85.5
2011,동국대학교(WISE) _분교,의학계열,410,113.9
2011,동국대학교(WISE) _분교,예ㆍ체능계열,605,91.2
2011,동덕여자대학교,예ㆍ체능계열,2560,99.4
2011,동덕여자대학교,인문ㆍ사회계열,2948,123.2
2011,동덕여자대학교,자연과학계열,1280,101.4
2011,동명대학교,인문ㆍ사회계열,3230,99
2011,동명대학교,예ㆍ체능계열,1522,88
2011,동명대학교,공학계열,4088,96
2011,동명대학교,자연과학계열,120,139.2
2011,동서대학교,인문ㆍ사회계열,4920,114.5
2011,동서대학교,자연과학계열,455,93.6
2011,동서대학교,공학계열,3400,90
2011,동서대학교,예ㆍ체능계열,1825,99.3
2011,동신대학교,의학계열,160,125
2011,동신대학교,예ㆍ체능계열,470,77.7
2011,동신대학교,공학계열,1275,76.3
2011,동신대학교,자연과학계열,2320,106.3
2011,동신대학교,인문ㆍ사회계열,2755,95.3
2011,동아대학교,자연과학계열,2888,100.5
2011,동아대학교,공학계열,5030,112.1
2011,동아대학교,의학계열,121,104.1
2011,동아대학교,예ㆍ체능계열,2304,95.5
2011,동아대학교,인문ㆍ사회계열,8140,122.3
2011,동양대학교,자연과학계열,55,109.1
2011,동양대학교,인문ㆍ사회계열,1997,91.9
2011,동양대학교,공학계열,2110,75.9
2011,동양대학교,예ㆍ체능계열,462,59.5
2011,동의대학교,의학계열,200,94.5
2011,동의대학교,공학계열,5095,99.3
2011,동의대학교,자연과학계열,2335,95.2
2011,동의대학교,인문ㆍ사회계열,6875,116.8
2011,동의대학교,예ㆍ체능계열,1675,87.1
2011,디지털서울문화예술대학교,예ㆍ체능계열,1970,85.5
2011,디지털서울문화예술대학교,인문ㆍ사회계열,2010,97.8
2011,루터대학교,인문ㆍ사회계열,800,72.3
2011,명신대학교,예ㆍ체능계열,210,50.5
2011,명신대학교,자연과학계열,130,23.8
2011,명신대학교,인문ㆍ사회계열,460,92.6
2011,명지대학교,자연과학계열,1044,94.7
2011,명지대학교,공학계열,4380,103.4
2011,명지대학교,예ㆍ체능계열,1560,101.9
2011,명지대학교 _제2캠퍼스,인문ㆍ사회계열,5320,129.6
2011,목원대학교,인문ㆍ사회계열,4347,101.5
2011,목원대학교,자연과학계열,1009,89.3
2011,목원대학교,공학계열,1587,85.8
2011,목원대학교,예ㆍ체능계열,2725,92.1
2011,목포가톨릭대학교,자연과학계열,370,111.9
2011,목포가톨릭대학교,인문ㆍ사회계열,170,84.1
2011,배재대학교,예ㆍ체능계열,1099,85.4
2011,배재대학교,자연과학계열,1775,90.3
2011,배재대학교,인문ㆍ사회계열,4888,108.1
2011,배재대학교,공학계열,1598,89.9
2011,백석대학교,인문ㆍ사회계열,8213,104.8
2011,백석대학교,자연과학계열,1870,109.8
2011,백석대학교,예ㆍ체능계열,2637,94.7
2011,부산가톨릭대학교,공학계열,440,76.6
2011,부산가톨릭대학교,인문ㆍ사회계열,1240,87.5
2011,부산가톨릭대학교,자연과학계열,2200,123.4
2011,부산교육대학교,인문ㆍ사회계열,859,106.8
2011,부산교육대학교,자연과학계열,650,102.9
2011,부산교육대학교,예ㆍ체능계열,390,104.9
2011,부산대학교,예ㆍ체능계열,1411,109.1
2011,부산대학교,공학계열,6388,120.1
2011,부산대학교,자연과학계열,4415,106.3
2011,부산대학교,인문ㆍ사회계열,5915,130.1
2011,부산디지털대학교,인문ㆍ사회계열,3600,64.4
2011,부산외국어대학교,예ㆍ체능계열,340,78.5
2011,부산외국어대학교,공학계열,480,89.8
2011,부산외국어대학교,자연과학계열,120,70.8
2011,부산외국어대학교,인문ㆍ사회계열,7660,108.9
2011,부산장신대학교,인문ㆍ사회계열,280,97.1
2011,삼육대학교,인문ㆍ사회계열,1926,114.8
2011,삼육대학교,자연과학계열,2009,105.3
2011,삼육대학교,공학계열,359,80.5
2011,삼육대학교,예ㆍ체능계열,794,106.5
2011,상명대학교,인문ㆍ사회계열,2755,122.8
2011,상명대학교,자연과학계열,1555,118.5
2011,상명대학교,공학계열,210,108.1
2011,상명대학교,예ㆍ체능계열,1080,103.2
2011,상명대학교(천안) _분교,인문ㆍ사회계열,1670,104.3
2011,상명대학교(천안) _분교,공학계열,1080,101.8
2011,상명대학교(천안) _분교,자연과학계열,440,100.7
2011,상명대학교(천안) _분교,예ㆍ체능계열,2610,116.8
2011,상주대학교,예ㆍ체능계열,105,139
2011,상주대학교,자연과학계열,128,230.5
2011,상주대학교,인문ㆍ사회계열,250,166
2011,상주대학교,공학계열,668,201.5
2011,상지대학교,자연과학계열,1845,96.4
2011,상지대학교,인문ㆍ사회계열,4105,103.8
2011,상지대학교,공학계열,1110,91.3
2011,상지대학교,의학계열,240,102.5
2011,상지대학교,예ㆍ체능계열,964,95.4
2011,서강대학교,인문ㆍ사회계열,4170,134.4
2011,서강대학교,자연과학계열,856,113.6
2011,서강대학교,공학계열,1564,112
2011,서경대학교,예ㆍ체능계열,1400,100.8
2011,서경대학교,자연과학계열,320,150.6
2011,서경대학교,인문ㆍ사회계열,2320,119.3
2011,서경대학교,공학계열,1600,99.3
2011,서남대학교,예ㆍ체능계열,1014,10.8
2011,서남대학교,인문ㆍ사회계열,1441,10.5
2011,서남대학교,자연과학계열,2082,41.1
2011,서남대학교,공학계열,380,11.3
2011,서남대학교,의학계열,196,95.4
2011,서남대학교 _제2캠퍼스,인문ㆍ사회계열,2662,24.9
2011,서남대학교 _제2캠퍼스,공학계열,214,65
2011,서남대학교 _제2캠퍼스,자연과학계열,213,77.9
2011,서남대학교 _제2캠퍼스,예ㆍ체능계열,124,46
2011,서울과학기술대학교(산업대),공학계열,8133,115.7
2011,서울과학기술대학교(산업대),자연과학계열,546,102
2011,서울과학기술대학교(산업대),인문ㆍ사회계열,955,115.9
2011,서울과학기술대학교(산업대),예ㆍ체능계열,1198,131.7
2011,서울교육대학교,자연과학계열,565,106.4
2011,서울교육대학교,예ㆍ체능계열,350,104.9
2011,서울교육대학교,인문ㆍ사회계열,914,105.4
2011,서울기독대학교,예ㆍ체능계열,240,83.3
2011,서울기독대학교,인문ㆍ사회계열,440,102.5
2011,서울대학교,자연과학계열,3570,119.2
2011,서울대학교,의학계열,496,121.6
2011,서울대학교,예ㆍ체능계열,1140,121.9
2011,서울대학교,인문ㆍ사회계열,4534,147.5
2011,서울대학교,공학계열,3162,116.8
2011,서울디지털대학교,인문ㆍ사회계열,9365,86.9
2011,서울디지털대학교,예ㆍ체능계열,2635,97.5
2011,서울시립대학교,예ㆍ체능계열,544,105.7
2011,서울시립대학교,공학계열,2640,119.1
2011,서울시립대학교,자연과학계열,680,117.2
2011,서울시립대학교,인문ㆍ사회계열,3285,127.3
2011,서울신학대학교,예ㆍ체능계열,335,111.6
2011,서울신학대학교,인문ㆍ사회계열,1825,108.1
2011,서울여자대학교,예ㆍ체능계열,800,108
2011,서울여자대학교,인문ㆍ사회계열,3920,120.7
2011,서울여자대학교,자연과학계열,2200,106.9
2011,서울장신대학교,인문ㆍ사회계열,348,117.5
2011,서울장신대학교,예ㆍ체능계열,140,93.6
2011,서울한영대학교,인문ㆍ사회계열,732,88.1
2011,서울한영대학교,예ㆍ체능계열,82,78
2011,서원대학교,인문ㆍ사회계열,3843,97.4
2011,서원대학교,자연과학계열,1300,92.5
2011,서원대학교,예ㆍ체능계열,1050,89.4
2011,서원대학교,공학계열,815,85.8
2011,선교청대학교,예ㆍ체능계열,240,18.8
2011,선교청대학교,인문ㆍ사회계열,255,53.3
2011,선문대학교,자연과학계열,1160,90.6
2011,선문대학교,예ㆍ체능계열,655,87.3
2011,선문대학교,인문ㆍ사회계열,4662,112.5
2011,선문대학교,공학계열,2785,93.1
2011,성결대학교,예ㆍ체능계열,720,116.9
2011,성결대학교,공학계열,1240,98.9
2011,성결대학교,인문ㆍ사회계열,3160,109
2011,성공회대학교,자연과학계열,160,118.8
2011,성공회대학교,공학계열,600,89.3
2011,성공회대학교,인문ㆍ사회계열,1400,117.4
2011,성균관대학교,인문ㆍ사회계열,6538,156.4
2011,성균관대학교,자연과학계열,1684,111.7
2011,성균관대학교,공학계열,4599,131.9
2011,성균관대학교,의학계열,80,128.8
2011,성균관대학교,예ㆍ체능계열,1236,115.5
2011,성신여자대학교,인문ㆍ사회계열,4888,120.5
2011,성신여자대학교,예ㆍ체능계열,1917,111.9
2011,성신여자대학교,자연과학계열,2071,111.5
2011,세명대학교,인문ㆍ사회계열,4160,98.6
2011,세명대학교,자연과학계열,1900,95.9
2011,세명대학교,공학계열,1160,91.3
2011,세명대학교,의학계열,160,118.1
2011,세명대학교,예ㆍ체능계열,1180,84.1
2011,세종대학교,예ㆍ체능계열,1340,116.6
2011,세종대학교,인문ㆍ사회계열,2760,126.9
2011,세종대학교,공학계열,3660,124
2011,세종대학교,자연과학계열,1520,93.2
2011,세한대학교,예ㆍ체능계열,1950,75.5
2011,세한대학교,공학계열,290,66.6
2011,세한대학교,자연과학계열,810,95.2
2011,세한대학교,인문ㆍ사회계열,2050,91.4
2011,수원가톨릭대학교,인문ㆍ사회계열,360,45.3
2011,수원대학교,인문ㆍ사회계열,2960,118.9
2011,수원대학교,예ㆍ체능계열,2450,98.4
2011,수원대학교,공학계열,3515,109
2011,수원대학교,자연과학계열,1555,100.3
2011,숙명여자대학교,예ㆍ체능계열,1520,107.2
2011,숙명여자대학교,인문ㆍ사회계열,5634,125.8
2011,숙명여자대학교,자연과학계열,1958,107.1
2011,순복음총회신학교,인문ㆍ사회계열,400,47.3
2011,순천향대학교,예ㆍ체능계열,1040,93.3
2011,순천향대학교,의학계열,372,98.4
2011,순천향대학교,공학계열,2620,101.2
2011,순천향대학교,자연과학계열,2369,98.7
2011,순천향대학교,인문ㆍ사회계열,3985,125
2011,숭실대학교,자연과학계열,963,98.2
2011,숭실대학교,공학계열,4647,124.7
2011,숭실대학교,예ㆍ체능계열,180,97.2
2011,숭실대학교,인문ㆍ사회계열,4940,136.3
2011,신경주대학교,예ㆍ체능계열,535,55.5
2011,신경주대학교,공학계열,565,52.2
2011,신경주대학교,자연과학계열,587,79.7
2011,신경주대학교,인문ㆍ사회계열,3987,78.4
2011,신라대학교,인문ㆍ사회계열,5232,108
2011,신라대학교,자연과학계열,1951,96.4
2011,신라대학교,공학계열,1404,89.8
2011,신라대학교,예ㆍ체능계열,1213,91.3
2011,아신대학교,인문ㆍ사회계열,880,86.3
2011,아주대학교,인문ㆍ사회계열,2721,131.5
2011,아주대학교,자연과학계열,1082,109.5
2011,아주대학교,공학계열,4023,125.8
2011,아주대학교,의학계열,100,126
2011,아주대학교,예ㆍ체능계열,39,92.3
2011,안양대학교,예ㆍ체능계열,280,88.2
2011,안양대학교,공학계열,1580,103.3
2011,안양대학교,자연과학계열,360,101.4
2011,안양대학교,인문ㆍ사회계열,2248,109.4
2011,안양대학교 _제2캠퍼스,인문ㆍ사회계열,280,87.5
2011,안양대학교 _제2캠퍼스,공학계열,280,87.9
2011,연세대학교,의학계열,425,119.8
2011,연세대학교,자연과학계열,2265,132.1
2011,연세대학교,인문ㆍ사회계열,6641,146.8
2011,연세대학교,예ㆍ체능계열,888,115.4
2011,연세대학교,공학계열,3742,120.5
2011,연세대학교(미래) _분교,의학계열,372,120.2
2011,연세대학교(미래) _분교,공학계열,932,125
2011,연세대학교(미래) _분교,자연과학계열,2934,111.2
2011,연세대학교(미래) _분교,인문ㆍ사회계열,2380,129.2
2011,영남대학교,자연과학계열,3694,104.4
2011,영남대학교,공학계열,5385,128.4
2011,영남대학교,의학계열,190,115.8
2011,영남대학교,예ㆍ체능계열,1967,103.6
2011,영남대학교,인문ㆍ사회계열,8733,122.8
2011,영남신학대학교,인문ㆍ사회계열,560,105.7
2011,영산대학교,예ㆍ체능계열,455,75.6
2011,영산대학교,인문ㆍ사회계열,2770,86.8
2011,영산대학교,자연과학계열,235,97
2011,영산대학교,공학계열,620,70
2011,영산대학교 _제2캠퍼스,공학계열,90,107.8
2011,영산대학교 _제2캠퍼스,자연과학계열,555,103.6
2011,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1275,120.4
2011,영산대학교 _제2캠퍼스,예ㆍ체능계열,800,94.3
2011,영산선학대학교,인문ㆍ사회계열,200,19.5
2011,예수대학교,인문ㆍ사회계열,115,83.5
2011,예수대학교,자연과학계열,445,110.6
2011,예원예술대학교,예ㆍ체능계열,841,112.1
2011,예원예술대학교,인문ㆍ사회계열,124,75.8
2011,용인대학교,인문ㆍ사회계열,1486,104.4
2011,용인대학교,자연과학계열,1086,105.5
2011,용인대학교,예ㆍ체능계열,3308,106.7
2011,우석대학교,인문ㆍ사회계열,3120,105
2011,우석대학교,자연과학계열,2240,98.2
2011,우석대학교,공학계열,975,92
2011,우석대학교,의학계열,120,131.7
2011,우석대학교,예ㆍ체능계열,1405,87.7
2011,우송대학교,예ㆍ체능계열,915,106.6
2011,우송대학교,인문ㆍ사회계열,3861,115.3
2011,우송대학교,자연과학계열,1075,92.8
2011,우송대학교,공학계열,2292,84
2011,울산과학기술원,인문ㆍ사회계열,450,70.9
2011,울산과학기술원,공학계열,1550,90.5
2011,울산대학교,공학계열,4190,126.3
2011,울산대학교,인문ㆍ사회계열,4260,114.3
2011,울산대학교,자연과학계열,2020,107.9
2011,울산대학교,예ㆍ체능계열,1370,99.1
2011,울산대학교,의학계열,160,100.6
2011,원광대학교,자연과학계열,3718,99.4
2011,원광대학교,공학계열,2707,94.2
2011,원광대학교,의학계열,1004,107.2
2011,원광대학교,예ㆍ체능계열,2013,89.8
2011,원광대학교,인문ㆍ사회계열,7811,102.1
2011,원광디지털대학교,인문ㆍ사회계열,2925,70.9
2011,원광디지털대학교,자연과학계열,1878,76.6
2011,원광디지털대학교,예ㆍ체능계열,697,72
2011,위덕대학교,예ㆍ체능계열,381,69.6
2011,위덕대학교,공학계열,1022,75
2011,위덕대학교,자연과학계열,704,80
2011,위덕대학교,인문ㆍ사회계열,1453,92.8
2011,유원대학교,예ㆍ체능계열,640,62
2011,유원대학교,공학계열,1255,55.4
2011,유원대학교,자연과학계열,945,92.7
2011,유원대학교,인문ㆍ사회계열,1480,71.4
2011,을지대학교,의학계열,160,111.3
2011,을지대학교,자연과학계열,508,113.8
2011,을지대학교,인문ㆍ사회계열,120,100
2011,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,113.9
2011,을지대학교 _제2캠퍼스,자연과학계열,3188,118.6
2011,이화여자대학교,자연과학계열,2689,113.2
2011,이화여자대학교,공학계열,1050,109.3
2011,이화여자대학교,예ㆍ체능계열,2553,112.1
2011,이화여자대학교,인문ㆍ사회계열,6219,135.1
2011,인제대학교,자연과학계열,2521,110
2011,인제대학교,공학계열,2016,98.9
2011,인제대학교,예ㆍ체능계열,912,95.5
2011,인제대학교,인문ㆍ사회계열,3637,103.6
2011,인제대학교 _제2캠퍼스,자연과학계열,320,158.4
2011,인제대학교 _제2캠퍼스,의학계열,372,105.9
2011,인천가톨릭대학교,인문ㆍ사회계열,140,70.7
2011,인천가톨릭대학교 _제2캠퍼스,예ㆍ체능계열,560,92.1
2011,인천대학교,예ㆍ체능계열,744,130.1
2011,인천대학교,공학계열,3500,145.8
2011,인천대학교,자연과학계열,1150,110.3
2011,인천대학교,인문ㆍ사회계열,3326,143.9
2011,인하대학교,예ㆍ체능계열,560,97.1
2011,인하대학교,인문ㆍ사회계열,6280,130.5
2011,인하대학교,자연과학계열,1460,108.8
2011,인하대학교,공학계열,5897,136.8
2011,인하대학교,의학계열,49,136.7
2011,장로회신학대학교,인문ㆍ사회계열,400,120.3
2011,장로회신학대학교,예ㆍ체능계열,201,110
2011,전남대학교,인문ㆍ사회계열,4965,134.6
2011,전남대학교,자연과학계열,4747,119.1
2011,전남대학교,공학계열,3331,125.2
2011,전남대학교,의학계열,511,66.5
2011,전남대학교,예ㆍ체능계열,939,106.4
2011,전남대학교 _제2캠퍼스,예ㆍ체능계열,108,92.6
2011,전남대학교 _제2캠퍼스,공학계열,1317,78.7
2011,전남대학교 _제2캠퍼스,자연과학계열,1312,107
2011,전남대학교 _제2캠퍼스,인문ㆍ사회계열,953,96
2011,전북대학교,예ㆍ체능계열,764,116.9
2011,전북대학교,의학계열,200,102.5
2011,전북대학교,공학계열,5459,115.6
2011,전북대학교,자연과학계열,4302,102.6
2011,전북대학교,인문ㆍ사회계열,5134,123.3
2011,전북대학교 _제2캠퍼스,자연과학계열,710,73.1
2011,전북대학교 _제2캠퍼스,인문ㆍ사회계열,120,63.3
2011,전주교육대학교,인문ㆍ사회계열,608,108.6
2011,전주교육대학교,자연과학계열,479,106.3
2011,전주교육대학교,예ㆍ체능계열,360,105.6
2011,전주대학교,인문ㆍ사회계열,5750,114.5
2011,전주대학교,자연과학계열,1660,99.5
2011,전주대학교,공학계열,2172,91.3
2011,전주대학교,예ㆍ체능계열,1746,84.3
2011,정석대학,인문ㆍ사회계열,55,100
2011,정석대학,공학계열,145,75.9
2011,제주대학교,인문ㆍ사회계열,4075,117.7
2011,제주대학교,예ㆍ체능계열,706,98.9
2011,제주대학교,의학계열,160,114.4
2011,제주대학교,공학계열,1369,99.8
2011,제주대학교,자연과학계열,3045,95.1
2011,조선대학교,인문ㆍ사회계열,8088,110.1
2011,조선대학교,자연과학계열,2770,100.6
2011,조선대학교,의학계열,205,127.8
2011,조선대학교,예ㆍ체능계열,2260,102.5
2011,조선대학교,공학계열,6269,100.3
2011,중부대학교,인문ㆍ사회계열,4040,98.6
2011,중부대학교,자연과학계열,1120,97.1
2011,중부대학교,공학계열,2040,83.6
2011,중부대학교,예ㆍ체능계열,1740,89.3
2011,중앙대학교,인문ㆍ사회계열,5468,133
2011,중앙대학교,예ㆍ체능계열,503,97.6
2011,중앙대학교,의학계열,215,108.4
2011,중앙대학교,공학계열,2980,120.8
2011,중앙대학교,자연과학계열,1614,105.3
2011,중앙대학교(안성) _분교,자연과학계열,1006,109.7
2011,중앙대학교(안성) _분교,인문ㆍ사회계열,3489,128.1
2011,중앙대학교(안성) _분교,예ㆍ체능계열,2665,110.7
2011,중앙승가대학교,인문ㆍ사회계열,480,56.5
2011,중원대학교,공학계열,658,65.8
2011,중원대학교,자연과학계열,235,66.8
2011,중원대학교,인문ㆍ사회계열,460,69.1
2011,진주교육대학교,인문ㆍ사회계열,710,104.9
2011,진주교육대학교,예ㆍ체능계열,421,100.7
2011,진주교육대학교,자연과학계열,560,104.6
2011,차의과학대학교,자연과학계열,390,115.1
2011,차의과학대학교,인문ㆍ사회계열,260,108.5
2011,청운대학교,자연과학계열,275,110.2
2011,청운대학교,공학계열,1490,106.4
2011,청운대학교,예ㆍ체능계열,750,77.3
2011,청운대학교,인문ㆍ사회계열,3205,112.6
2011,청주교육대학교,인문ㆍ사회계열,678,108.6
2011,청주교육대학교,자연과학계열,480,106.5
2011,청주교육대학교,예ㆍ체능계열,334,103.6
2011,청주대학교,예ㆍ체능계열,1975,96.5
2011,청주대학교,자연과학계열,1196,95.8
2011,청주대학교,인문ㆍ사회계열,6555,119.4
2011,청주대학교,공학계열,2350,103.4
2011,초당대학교(산업대),예ㆍ체능계열,725,61.8
2011,초당대학교(산업대),공학계열,475,58.5
2011,초당대학교(산업대),인문ㆍ사회계열,2060,77.8
2011,초당대학교(산업대),자연과학계열,1645,88.8
2011,총신대학교,인문ㆍ사회계열,1160,120.8
2011,총신대학교,예ㆍ체능계열,280,108.9
2011,추계예술대학교,예ㆍ체능계열,900,108.3
2011,추계예술대학교,인문ㆍ사회계열,260,111.9
2011,춘천교육대학교,인문ㆍ사회계열,1696,103.1
2011,충남대학교,예ㆍ체능계열,971,98.5
2011,충남대학교,의학계열,326,121.2
2011,충남대학교,공학계열,4557,114.4
2011,충남대학교,자연과학계열,4604,107.4
2011,충남대학교,인문ㆍ사회계열,5084,126
2011,충북대학교,공학계열,4212,113.7
2011,충북대학교,의학계열,284,93.3
2011,충북대학교,예ㆍ체능계열,421,96.4
2011,충북대학교,자연과학계열,3758,103.2
2011,충북대학교,인문ㆍ사회계열,4021,119.4
2011,칼빈대학교,예ㆍ체능계열,80,77.5
2011,칼빈대학교,인문ㆍ사회계열,360,110.6
2011,탐라대학교,인문ㆍ사회계열,596,55
2011,탐라대학교,공학계열,112,34.8
2011,탐라대학교,예ㆍ체능계열,356,38.5
2011,평택대학교,예ㆍ체능계열,810,92.1
2011,평택대학교,자연과학계열,575,88.3
2011,평택대학교,인문ㆍ사회계열,2415,108.7
2011,포항공과대학교,공학계열,818,113.6
2011,포항공과대학교,자연과학계열,382,105
2011,한경대학교(산업대),인문ㆍ사회계열,880,130.5
2011,한경대학교(산업대),자연과학계열,1748,107
2011,한경대학교(산업대),공학계열,2704,105.1
2011,한경대학교(산업대),예ㆍ체능계열,348,104.3
2011,한국교원대학교,인문ㆍ사회계열,1276,105.3
2011,한국교원대학교,자연과학계열,586,107.8
2011,한국교원대학교,예ㆍ체능계열,240,104.6
2011,한국교원대학교,공학계열,160,115
2011,한국국제대학교,공학계열,760,62.6
2011,한국국제대학교,자연과학계열,980,85.6
2011,한국국제대학교,인문ㆍ사회계열,1932,76.6
2011,한국국제대학교,예ㆍ체능계열,800,74.8
2011,한국기술교육대학교,공학계열,3037,107.1
2011,한국기술교육대학교,인문ㆍ사회계열,582,122
2011,한국방송통신대학교,인문ㆍ사회계열,187700,72.8
2011,한국방송통신대학교,자연과학계열,51100,70.3
2011,한국산업기술대학교(산업대),인문ㆍ사회계열,420,141.9
2011,한국산업기술대학교(산업대),공학계열,5100,115.4
2011,한국성서대학교,공학계열,155,76.8
2011,한국성서대학교,자연과학계열,70,101.4
2011,한국성서대학교,인문ㆍ사회계열,735,120.4
2011,한국예술종합학교,예ㆍ체능계열,2232,107.9
2011,한국외국어대학교,인문ㆍ사회계열,6741,130.5
2011,한국외국어대학교(용인) _분교,자연과학계열,1092,106.4
2011,한국외국어대학교(용인) _분교,인문ㆍ사회계열,4800,120.6
2011,한국외국어대학교(용인) _분교,공학계열,996,124.1
2011,한국전통문화대학교(각종),자연과학계열,80,92.5
2011,한국전통문화대학교(각종),인문ㆍ사회계열,160,96.9
2011,한국전통문화대학교(각종),공학계열,160,91.3
2011,한국전통문화대학교(각종),예ㆍ체능계열,160,95.6
2011,한국체육대학교,예ㆍ체능계열,2360,104.1
2011,한국침례신학대학교,예ㆍ체능계열,260,82.7
2011,한국침례신학대학교,인문ㆍ사회계열,1340,100.1
2011,한국항공대학교,공학계열,2400,118.8
2011,한국항공대학교,인문ㆍ사회계열,590,120.5
2011,한국항공대학교,자연과학계열,570,131.4
2011,한남대학교,예ㆍ체능계열,1038,94.9
2011,한남대학교,공학계열,2510,102.3
2011,한남대학교,자연과학계열,1585,93.1
2011,한남대학교,인문ㆍ사회계열,6897,103.6
2011,한동대학교,자연과학계열,342,95.9
2011,한동대학교,공학계열,766,97.5
2011,한동대학교,인문ㆍ사회계열,1932,141.7
2011,한라대학교,인문ㆍ사회계열,1660,96.3
2011,한라대학교,공학계열,2040,86.3
2011,한라대학교,예ㆍ체능계열,280,81.8
2011,한려대학교,자연과학계열,920,76.2
2011,한려대학교,공학계열,240,15
2011,한려대학교,예ㆍ체능계열,130,26.2
2011,한려대학교,인문ㆍ사회계열,1062,23.4
2011,한림대학교,의학계열,304,101
2011,한림대학교,예ㆍ체능계열,306,102.9
2011,한림대학교,공학계열,840,113.8
2011,한림대학교,자연과학계열,2172,102.1
2011,한림대학교,인문ㆍ사회계열,3890,128.2
2011,한민학교,예ㆍ체능계열,150,140
2011,한민학교,인문ㆍ사회계열,970,55.3
2011,한밭대학교(산업대),예ㆍ체능계열,460,99.6
2011,한밭대학교(산업대),공학계열,6108,101.7
2011,한밭대학교(산업대),인문ㆍ사회계열,1672,122.2
2011,한북대학교,예ㆍ체능계열,240,66.3
2011,한북대학교,공학계열,160,84.4
2011,한북대학교,자연과학계열,220,87.7
2011,한북대학교,인문ㆍ사회계열,880,81
2011,한서대학교,예ㆍ체능계열,1902,103.3
2011,한서대학교,공학계열,2091,101.3
2011,한서대학교,자연과학계열,1404,109
2011,한서대학교,인문ㆍ사회계열,2003,107.9
2011,한성대학교,인문ㆍ사회계열,3160,113.8
2011,한성대학교,공학계열,1880,104.7
2011,한성대학교,예ㆍ체능계열,1440,114.8
2011,한세대학교,예ㆍ체능계열,724,103.9
2011,한세대학교,공학계열,250,98.4
2011,한세대학교,자연과학계열,25,100
2011,한세대학교,인문ㆍ사회계열,1361,129.6
2011,한신대학교,예ㆍ체능계열,160,110
2011,한신대학교,공학계열,924,95.9
2011,한신대학교,자연과학계열,384,83.9
2011,한신대학교,인문ㆍ사회계열,3572,110.4
2011,한양대학교,인문ㆍ사회계열,4182,147.5
2011,한양대학교,자연과학계열,1613,116.7
2011,한양대학교,공학계열,4559,132.6
2011,한양대학교,의학계열,275,109.8
2011,한양대학교,예ㆍ체능계열,1233,106.7
2011,한양대학교(ERICA) _분교,인문ㆍ사회계열,2885,126.1
2011,한양대학교(ERICA) _분교,자연과학계열,816,101.6
2011,한양대학교(ERICA) _분교,공학계열,2662,130.4
2011,한양대학교(ERICA) _분교,예ㆍ체능계열,1392,102.5
2011,한일장신대학교,인문ㆍ사회계열,1160,92.4
2011,한일장신대학교,예ㆍ체능계열,190,95.3
2011,한중대학교,인문ㆍ사회계열,1185,67.5
2011,한중대학교,자연과학계열,460,100.9
2011,한중대학교,공학계열,678,58.6
2011,한중대학교,예ㆍ체능계열,713,60.7
2011,협성대학교,예ㆍ체능계열,990,99.1
2011,협성대학교,공학계열,560,94.5
2011,협성대학교,자연과학계열,160,110
2011,협성대학교,인문ㆍ사회계열,2610,110.7
2011,호남대학교,인문ㆍ사회계열,3245,99.2
2011,호남대학교,자연과학계열,915,101.2
2011,호남대학교,공학계열,1752,85.7
2011,호남대학교,예ㆍ체능계열,1640,87.9
2011,호남신학대학교,인문ㆍ사회계열,480,94.8
2011,호남신학대학교,예ㆍ체능계열,200,93.5
2011,호서대학교,인문ㆍ사회계열,4210,106
2011,호서대학교,자연과학계열,1145,103.1
2011,호서대학교,공학계열,5220,96.7
2011,호서대학교,예ㆍ체능계열,2065,89.2
2011,호원대학교,자연과학계열,475,88.8
2011,호원대학교,공학계열,1705,84.4
2011,호원대학교,예ㆍ체능계열,1480,76.4
2011,호원대학교,인문ㆍ사회계열,2220,98.3
2011,홍익대학교,인문ㆍ사회계열,3560,114.3
2011,홍익대학교,자연과학계열,160,114.4
2011,홍익대학교,공학계열,4205,120.1
2011,홍익대학교,예ㆍ체능계열,2000,126.9
2011,홍익대학교(세종) _분교,예ㆍ체능계열,1640,118.4
2011,홍익대학교(세종) _분교,공학계열,2476,104.9
2011,홍익대학교(세종) _분교,인문ㆍ사회계열,1720,109.2
