기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100"
2010,우석대학교,자연과학계열,2165,100
2010,우석대학교,공학계열,975,100.3
2010,우석대학교,의학계열,120,131.7
2010,우석대학교,예ㆍ체능계열,1375,89
2010,우송대학교,예ㆍ체능계열,480,92.7
2010,우송대학교,공학계열,1220,89.5
2010,우송대학교,자연과학계열,590,95.4
2010,우송대학교,인문ㆍ사회계열,2104,100.8
2010,우송대학교(산업대),예ㆍ체능계열,440,131.6
2010,우송대학교(산업대),인문ㆍ사회계열,1482,142.4
2010,우송대학교(산업대),자연과학계열,340,101.8
2010,우송대학교(산업대),공학계열,842,84.4
2010,울산과학기술원,인문ㆍ사회계열,300,83
2010,울산과학기술원,공학계열,950,95.4
2010,울산대학교,예ㆍ체능계열,1395,97.7
2010,울산대학교,인문ㆍ사회계열,4325,110.7
2010,울산대학교,자연과학계열,1990,105.5
2010,울산대학교,공학계열,4250,121.8
2010,울산대학교,의학계열,160,100.6
2010,원광대학교,자연과학계열,3589,99.4
2010,원광대학교,인문ㆍ사회계열,7953,102.5
2010,원광대학교,공학계열,2734,94.8
2010,원광대학교,의학계열,1014,105.8
2010,원광대학교,예ㆍ체능계열,1989,92.4
2010,원광디지털대학교,인문ㆍ사회계열,2547,78.5
2010,원광디지털대학교,자연과학계열,1571,87.1
2010,원광디지털대학교,예ㆍ체능계열,582,86.3
2010,위덕대학교,인문ㆍ사회계열,1426,93.1
2010,위덕대학교,자연과학계열,644,75.6
2010,위덕대학교,공학계열,1103,63
2010,위덕대학교,예ㆍ체능계열,387,69.3
2010,유원대학교,예ㆍ체능계열,660,55.9
2010,유원대학교,공학계열,1280,46.8
2010,유원대학교,자연과학계열,890,84.7
2010,유원대학교,인문ㆍ사회계열,1490,67.2
2010,을지대학교,인문ㆍ사회계열,160,88.8
2010,을지대학교,자연과학계열,508,117.9
2010,을지대학교,의학계열,160,116.9
2010,을지대학교 _제2캠퍼스,자연과학계열,3188,119.6
2010,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,106.8
2010,이화여자대학교,인문ㆍ사회계열,6350,130.6
2010,이화여자대학교,자연과학계열,2688,117.4
2010,이화여자대학교,공학계열,1022,107.3
2010,이화여자대학교,예ㆍ체능계열,2526,107.7
2010,인제대학교,자연과학계열,2486,109.9
2010,인제대학교,공학계열,2043,96.5
2010,인제대학교,예ㆍ체능계열,920,95.7
2010,인제대학교,인문ㆍ사회계열,3639,105.2
2010,인제대학교 _제2캠퍼스,자연과학계열,320,154.7
2010,인제대학교 _제2캠퍼스,의학계열,372,103.2
2010,인천가톨릭대학교,인문ㆍ사회계열,155,64.5
2010,인천가톨릭대학교,예ㆍ체능계열,445,101.1
2010,인천대학교,인문ㆍ사회계열,3013,120.3
2010,인천대학교,예ㆍ체능계열,572,103.8
2010,인천대학교,공학계열,3000,112.4
2010,인천대학교,자연과학계열,1135,103.9
2010,인하대학교,자연과학계열,1430,107.5
2010,인하대학교,인문ㆍ사회계열,6360,126.9
2010,인하대학교,공학계열,5885,136.3
2010,인하대학교,의학계열,98,114.3
2010,인하대학교,예ㆍ체능계열,560,92.9
2010,장로회신학대학교,예ㆍ체능계열,201,113.4
2010,장로회신학대학교,인문ㆍ사회계열,400,110.3
2010,전남대학교,예ㆍ체능계열,962,102.5
2010,전남대학교,인문ㆍ사회계열,5236,128.5
2010,전남대학교,자연과학계열,4719,112.5
2010,전남대학교,공학계열,3402,121.4
2010,전남대학교,의학계열,574,150.5
2010,전남대학교 _제2캠퍼스,인문ㆍ사회계열,980,98.7
2010,전남대학교 _제2캠퍼스,자연과학계열,1365,102.6
2010,전남대학교 _제2캠퍼스,공학계열,1367,78.6
2010,전남대학교 _제2캠퍼스,예ㆍ체능계열,112,106.3
2010,전북대학교,자연과학계열,4241,103.1
2010,전북대학교,공학계열,5337,112.9
2010,전북대학교,의학계열,200,100
2010,전북대학교,예ㆍ체능계열,764,117.9
2010,전북대학교,인문ㆍ사회계열,5204,122.3
2010,전북대학교 _제2캠퍼스,자연과학계열,535,75.1
2010,전북대학교 _제2캠퍼스,인문ㆍ사회계열,90,61.1
2010,전주교육대학교,인문ㆍ사회계열,640,105.8
2010,전주교육대학교,자연과학계열,512,105.1
2010,전주교육대학교,예ㆍ체능계열,380,106.1
2010,전주대학교,공학계열,2136,83.6
2010,전주대학교,자연과학계열,1590,99
2010,전주대학교,인문ㆍ사회계열,5900,113.5
2010,전주대학교,예ㆍ체능계열,1692,83.6
2010,정석대학,인문ㆍ사회계열,55,96.4
2010,정석대학,공학계열,145,60
2010,제주대학교,인문ㆍ사회계열,4040,115.4
2010,제주대학교,자연과학계열,2990,92
2010,제주대학교,공학계열,1365,93.3
2010,제주대학교,의학계열,200,106.5
2010,제주대학교,예ㆍ체능계열,706,97
2010,조선대학교,인문ㆍ사회계열,8008,109
2010,조선대학교,자연과학계열,2700,102.9
2010,조선대학교,공학계열,6392,97.3
2010,조선대학교,의학계열,410,114.9
2010,조선대학교,예ㆍ체능계열,2280,103.1
2010,중부대학교,인문ㆍ사회계열,3740,94.1
2010,중부대학교,자연과학계열,1085,96.7
2010,중부대학교,공학계열,1995,77.3
2010,중부대학교,예ㆍ체능계열,2120,84.8
2010,중앙대학교,자연과학계열,1614,109.9
2010,중앙대학교,인문ㆍ사회계열,5520,130
2010,중앙대학교,공학계열,2970,119.6
2010,중앙대학교,의학계열,258,110.5
2010,중앙대학교,예ㆍ체능계열,498,90.6
2010,중앙대학교(안성) _분교,예ㆍ체능계열,2520,113.1
2010,중앙대학교(안성) _분교,인문ㆍ사회계열,3632,128.7
2010,중앙대학교(안성) _분교,자연과학계열,1008,109.8
2010,중앙승가대학교,인문ㆍ사회계열,480,59.4
2010,중원대학교,공학계열,540,78.7
2010,중원대학교,인문ㆍ사회계열,280,77.5
2010,진주교육대학교,인문ㆍ사회계열,903,87.7
2010,진주교육대학교,자연과학계열,465,131.2
2010,진주교육대학교,예ㆍ체능계열,457,100.2
2010,진주산업대학교(산업대),예ㆍ체능계열,140,84.3
2010,진주산업대학교(산업대),공학계열,3125,98.6
2010,진주산업대학교(산업대),자연과학계열,1270,100.1
2010,진주산업대학교(산업대),인문ㆍ사회계열,1345,104.5
2010,차의과학대학교,인문ㆍ사회계열,200,100
2010,차의과학대학교,자연과학계열,240,115.8
2010,청운대학교,예ㆍ체능계열,800,89.3
2010,청운대학교,공학계열,1440,91.3
2010,청운대학교,자연과학계열,230,113
2010,청운대학교,인문ㆍ사회계열,3250,105.4
2010,청주교육대학교,예ㆍ체능계열,344,104.4
2010,청주교육대학교,자연과학계열,524,103.4
2010,청주교육대학교,인문ㆍ사회계열,724,107.6
2010,청주대학교,자연과학계열,1077,95.5
2010,청주대학교,공학계열,2341,105.4
2010,청주대학교,예ㆍ체능계열,2000,95.4
2010,청주대학교,인문ㆍ사회계열,6715,117.6
2010,초당대학교(산업대),예ㆍ체능계열,780,67.8
2010,초당대학교(산업대),공학계열,530,54
2010,초당대학교(산업대),자연과학계열,1765,81.1
2010,초당대학교(산업대),인문ㆍ사회계열,2445,71
2010,총신대학교,인문ㆍ사회계열,1160,121.8
2010,총신대학교,예ㆍ체능계열,280,112.9
2010,추계예술대학교,예ㆍ체능계열,900,108.1
2010,추계예술대학교,인문ㆍ사회계열,260,106.2
2010,춘천교육대학교,인문ㆍ사회계열,1822,104.7
2010,충남대학교,인문ㆍ사회계열,5018,125.3
2010,충남대학교,예ㆍ체능계열,980,98.9
2010,충남대학교,공학계열,4631,115.7
2010,충남대학교,의학계열,436,115.1
2010,충남대학교,자연과학계열,4690,102.7
2010,충북대학교,인문ㆍ사회계열,4080,115.4
2010,충북대학교,자연과학계열,3823,104.1
2010,충북대학교,공학계열,4171,115.4
2010,충북대학교,의학계열,284,93.7
2010,충북대학교,예ㆍ체능계열,410,98.5
2010,칼빈대학교,인문ㆍ사회계열,360,104.2
2010,칼빈대학교,예ㆍ체능계열,80,76.3
2010,탐라대학교,인문ㆍ사회계열,584,55.5
2010,탐라대학교,공학계열,148,30.4
2010,탐라대학교,예ㆍ체능계열,332,38.9
2010,평택대학교,자연과학계열,560,88.4
2010,평택대학교,인문ㆍ사회계열,2485,105
2010,평택대학교,예ㆍ체능계열,755,91.3
2010,포항공과대학교,공학계열,800,119.3
2010,포항공과대학교,자연과학계열,400,101.5
2010,한경대학교(산업대),예ㆍ체능계열,348,110.1
2010,한경대학교(산업대),공학계열,2944,97.9
2010,한경대학교(산업대),자연과학계열,1508,130.6
2010,한경대학교(산업대),인문ㆍ사회계열,880,130.2
2010,한국교원대학교,공학계열,160,114.4
2010,한국교원대학교,자연과학계열,586,103.4
2010,한국교원대학교,인문ㆍ사회계열,1293,105.5
2010,한국교원대학교,예ㆍ체능계열,240,104.2
2010,한국교통대학교(산업대),예ㆍ체능계열,180,95
2010,한국교통대학교(산업대),공학계열,4146,106
2010,한국교통대학교(산업대),자연과학계열,438,127.2
2010,한국교통대학교(산업대),인문ㆍ사회계열,1569,85.2
2010,한국국제대학교,인문ㆍ사회계열,2057,71.9
2010,한국국제대학교,자연과학계열,910,75.8
2010,한국국제대학교,공학계열,750,59.5
2010,한국국제대학교,예ㆍ체능계열,755,73.8
2010,한국기술교육대학교,공학계열,3004,105.1
2010,한국기술교육대학교,인문ㆍ사회계열,615,112.4
2010,한국방송통신대학교,인문ㆍ사회계열,187400,75.9
2010,한국방송통신대학교,자연과학계열,51400,71
2010,한국산업기술대학교(산업대),공학계열,5115,113.1
2010,한국산업기술대학교(산업대),인문ㆍ사회계열,405,133.6
2010,한국성서대학교,공학계열,160,93.8
2010,한국성서대학교,인문ㆍ사회계열,775,114.2
2010,한국성서대학교,자연과학계열,25,100
2010,한국예술종합학교,예ㆍ체능계열,2232,101.2
2010,한국외국어대학교,인문ㆍ사회계열,6778,126.9
2010,한국외국어대학교(용인) _분교,인문ㆍ사회계열,4813,116.9
2010,한국외국어대학교(용인) _분교,자연과학계열,1094,105
2010,한국외국어대학교(용인) _분교,공학계열,996,124.3
2010,한국전통문화대학교(각종),인문ㆍ사회계열,160,95
2010,한국전통문화대학교(각종),자연과학계열,80,76.3
2010,한국전통문화대학교(각종),공학계열,200,80.5
2010,한국전통문화대학교(각종),예ㆍ체능계열,160,96.3
2010,한국체육대학교,예ㆍ체능계열,2360,101.7
2010,한국침례신학대학교,예ㆍ체능계열,260,86.2
2010,한국침례신학대학교,인문ㆍ사회계열,1340,101.2
2010,한국항공대학교,공학계열,2400,121.4
2010,한국항공대학교,자연과학계열,540,133.7
2010,한국항공대학교,인문ㆍ사회계열,620,118.4
2010,한남대학교,인문ㆍ사회계열,6932,101.1
2010,한남대학교,자연과학계열,1545,88.5
2010,한남대학교,공학계열,2510,100.2
2010,한남대학교,예ㆍ체능계열,1043,93.6
2010,한동대학교,자연과학계열,313,93.6
2010,한동대학교,공학계열,788,94.3
2010,한동대학교,인문ㆍ사회계열,1939,136.8
2010,한라대학교,인문ㆍ사회계열,1660,89.3
2010,한라대학교,예ㆍ체능계열,280,77.9
2010,한라대학교,공학계열,2040,79.8
2010,한려대학교(산업대),예ㆍ체능계열,230,22.6
2010,한려대학교(산업대),공학계열,360,22.5
2010,한려대학교(산업대),인문ㆍ사회계열,996,27.4
2010,한려대학교(산업대),자연과학계열,870,67.2
2010,한림대학교,자연과학계열,2157,99.9
2010,한림대학교,공학계열,860,101.6
2010,한림대학교,의학계열,304,100
2010,한림대학교,예ㆍ체능계열,321,99.1
2010,한림대학교,인문ㆍ사회계열,3870,119.1
2010,한민학교,인문ㆍ사회계열,1040,68.5
2010,한민학교,예ㆍ체능계열,80,77.5
2010,한밭대학교(산업대),예ㆍ체능계열,460,102.2
2010,한밭대학교(산업대),공학계열,6108,103.5
2010,한밭대학교(산업대),인문ㆍ사회계열,1672,121.5
2010,한북대학교,인문ㆍ사회계열,720,74
2010,한북대학교,예ㆍ체능계열,200,61
2010,한북대학교,공학계열,140,83.6
2010,한북대학교,자연과학계열,190,80
2010,한서대학교,인문ㆍ사회계열,2076,104.6
2010,한서대학교,예ㆍ체능계열,1886,99.6
2010,한서대학교,공학계열,2064,97.2
2010,한서대학교,자연과학계열,1374,107.1
2010,한성대학교,공학계열,1880,101.8
2010,한성대학교,인문ㆍ사회계열,3160,108.3
2010,한성대학교,예ㆍ체능계열,1440,107.4
2010,한세대학교,예ㆍ체능계열,724,114.5
2010,한세대학교,공학계열,280,95.7
2010,한세대학교,인문ㆍ사회계열,1356,121.9
2010,한신대학교,인문ㆍ사회계열,3572,108.7
2010,한신대학교,자연과학계열,384,90.9
2010,한신대학교,공학계열,924,93.5
2010,한신대학교,예ㆍ체능계열,160,97.5
2010,한양대학교,자연과학계열,1609,118.4
2010,한양대학교,인문ㆍ사회계열,4238,142
2010,한양대학교,공학계열,4571,133.5
2010,한양대학교,예ㆍ체능계열,1246,104.3
2010,한양대학교,의학계열,330,107.9
2010,한양대학교(ERICA) _분교,인문ㆍ사회계열,2925,119.9
2010,한양대학교(ERICA) _분교,자연과학계열,800,97.5
2010,한양대학교(ERICA) _분교,공학계열,2675,128.8
2010,한양대학교(ERICA) _분교,예ㆍ체능계열,1355,102.4
2010,한일장신대학교,예ㆍ체능계열,180,96.1
2010,한일장신대학교,인문ㆍ사회계열,1220,90.7
2010,한중대학교,인문ㆍ사회계열,1240,65.4
2010,한중대학교,자연과학계열,460,99.6
2010,한중대학교,공학계열,753,42.9
2010,한중대학교,예ㆍ체능계열,643,57.7
2010,협성대학교,인문ㆍ사회계열,2620,104.2
2010,협성대학교,공학계열,560,83.9
2010,협성대학교,예ㆍ체능계열,980,99.7
2010,협성대학교,자연과학계열,160,107.5
2010,호남대학교,자연과학계열,792,94.6
2010,호남대학교,예ㆍ체능계열,1588,88.8
2010,호남대학교,공학계열,1797,87
2010,호남대학교,인문ㆍ사회계열,3375,99.2
2010,호남신학대학교,인문ㆍ사회계열,480,94.2
2010,호남신학대학교,예ㆍ체능계열,200,92
2010,호서대학교,예ㆍ체능계열,2060,91.3
2010,호서대학교,인문ㆍ사회계열,4190,105.4
2010,호서대학교,자연과학계열,1100,100.9
2010,호서대학교,공학계열,5290,95.7
2010,호원대학교,인문ㆍ사회계열,2200,108.5
2010,호원대학교,자연과학계열,380,80.5
2010,호원대학교,공학계열,1690,83.2
2010,호원대학교,예ㆍ체능계열,1580,73.7
2010,홍익대학교,예ㆍ체능계열,2000,122.6
2010,홍익대학교,공학계열,4205,114.2
2010,홍익대학교,자연과학계열,160,116.3
2010,홍익대학교,인문ㆍ사회계열,3560,112.9
2010,홍익대학교(세종) _분교,예ㆍ체능계열,1635,116.6
2010,홍익대학교(세종) _분교,공학계열,2482,99.4
2010,홍익대학교(세종) _분교,인문ㆍ사회계열,1720,112.6
2010,화성의과학대학교,예ㆍ체능계열,110,66.4
2010,화성의과학대학교,인문ㆍ사회계열,466,67.2
2010,화성의과학대학교,자연과학계열,150,66
2010,화성의과학대학교,공학계열,38,81.6
