기준연도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%)
2020.0,건양대학교 _제2캠퍼스,공학계열,1350.0,82,6.07
2020.0,건양대학교 _제2캠퍼스,자연과학계열,2828.0,49,1.73
2020.0,경기대학교,공학계열,5771.0,214,3.71
2020.0,경기대학교,예체능계열,2022.0,78,3.86
2020.0,경기대학교,인문사회계열,8598.0,326,3.79
2020.0,경기대학교 _제2캠퍼스,인문사회계열,2591.0,91,3.51
2020.0,경남과학기술대학교,공학계열,3109.0,178,5.73
2020.0,경남과학기술대학교,인문사회계열,1668.0,106,6.35
2020.0,경남과학기술대학교,자연과학계열,1652.0,87,5.27
2020.0,경남대학교,공학계열,5719.0,296,5.18
2020.0,경남대학교,인문사회계열,6841.0,477,6.97
2020.0,경남대학교,자연과학계열,3940.0,136,3.45
2020.0,경동대학교,공학계열,233.0,16,6.87
2020.0,경동대학교,예체능계열,60.0,10,16.67
2020.0,경동대학교,인문사회계열,1392.0,133,9.55
2020.0,경동대학교,자연과학계열,225.0,19,8.44
2020.0,경동대학교 _제3캠퍼스,자연과학계열,4620.0,124,2.68
2020.0,경동대학교 _제4캠퍼스,공학계열,1094.0,53,4.84
2020.0,경동대학교 _제4캠퍼스,예체능계열,397.0,30,7.56
2020.0,경동대학교 _제4캠퍼스,인문사회계열,1615.0,75,4.64
2020.0,경동대학교 _제4캠퍼스,자연과학계열,179.0,10,5.59
2020.0,경북대학교,공학계열,11390.0,464,4.07
2020.0,경북대학교,예체능계열,708.0,14,1.98
2020.0,경북대학교,인문사회계열,7561.0,178,2.35
2020.0,경북대학교,자연과학계열,10704.0,417,3.9
2020.0,경상국립대학교,공학계열,6135.0,288,4.69
2020.0,경상국립대학교,인문사회계열,5533.0,244,4.41
2020.0,경상국립대학교,자연과학계열,7329.0,233,3.18
2020.0,경성대학교,공학계열,4394.0,255,5.8
2020.0,경성대학교,예체능계열,2863.0,146,5.1
2020.0,경성대학교,인문사회계열,7852.0,373,4.75
2020.0,경성대학교,자연과학계열,1696.0,65,3.83
2020.0,경운대학교,공학계열,2661.0,242,9.09
2020.0,경운대학교,인문사회계열,1160.0,156,13.45
2020.0,경운대학교,자연과학계열,2202.0,85,3.86
2020.0,경인교육대학교,예체능계열,296.0,5,1.69
2020.0,경인교육대학교,인문사회계열,658.0,6,0.91
2020.0,경인교육대학교,자연과학계열,359.0,8,2.23
2020.0,경인교육대학교 _제2캠퍼스,예체능계열,281.0,0,0.0
2020.0,경인교육대학교 _제2캠퍼스,인문사회계열,731.0,2,0.27
2020.0,경인교육대학교 _제2캠퍼스,자연과학계열,408.0,1,0.25
2020.0,경일대학교,공학계열,4861.0,305,6.27
2020.0,경일대학교,예체능계열,4191.0,256,6.11
2020.0,경일대학교,인문사회계열,181.0,19,10.5
2020.0,경희대학교,공학계열,6500.0,267,4.11
2020.0,경희대학교,예체능계열,5598.0,184,3.29
2020.0,경희대학교,인문사회계열,14477.0,396,2.74
2020.0,경희대학교,자연과학계열,7920.0,284,3.59
2020.0,계명대학교,공학계열,5722.0,284,4.96
2020.0,계명대학교,예체능계열,3965.0,161,4.06
2020.0,계명대학교,인문사회계열,14203.0,682,4.8
2020.0,계명대학교,자연과학계열,4304.0,150,3.49
2020.0,고려대학교,공학계열,6080.0,175,2.88
2020.0,고려대학교,예체능계열,1052.0,15,1.43
2020.0,고려대학교,인문사회계열,12074.0,165,1.37
2020.0,고려대학교,자연과학계열,8548.0,388,4.54
2020.0,고려대학교(세종) _분교,공학계열,3792.0,209,5.51
2020.0,고려대학교(세종) _분교,인문사회계열,5200.0,218,4.19
2020.0,고려대학교(세종) _분교,자연과학계열,152.0,0,0.0
2020.0,고신대학교,인문사회계열,2903.0,241,8.3
2020.0,고신대학교,자연과학계열,1881.0,70,3.72
2020.0,공주교육대학교,자연과학계열,1490.0,38,2.55
2020.0,광신대학교,예체능계열,139.0,17,12.23
2020.0,광신대학교,인문사회계열,461.0,49,10.63
2020.0,광운대학교,공학계열,5875.0,204,3.47
2020.0,광운대학교,인문사회계열,3451.0,170,4.93
2020.0,광운대학교,자연과학계열,1014.0,52,5.13
2020.0,광주가톨릭대학교,인문사회계열,129.0,5,3.88
2020.0,광주과학기술원,공학계열,461.0,7,1.52
2020.0,광주과학기술원,인문사회계열,253.0,15,5.93
2020.0,광주과학기술원,자연과학계열,251.0,4,1.59
2020.0,광주교육대학교,예체능계열,341.0,6,1.76
2020.0,광주교육대학교,인문사회계열,599.0,13,2.17
2020.0,광주교육대학교,자연과학계열,449.0,13,2.9
2020.0,광주대학교,공학계열,2035.0,154,7.57
2020.0,광주대학교,예체능계열,964.0,106,11.0
2020.0,광주대학교,인문사회계열,3080.0,263,8.54
2020.0,광주대학교,자연과학계열,2901.0,162,5.58
2020.0,광주여자대학교,예체능계열,132.0,11,8.33
2020.0,광주여자대학교,인문사회계열,1799.0,94,5.23
2020.0,광주여자대학교,자연과학계열,2046.0,86,4.2
2020.0,국립강릉원주대학교,공학계열,1371.0,82,5.98
2020.0,국립강릉원주대학교,예체능계열,789.0,46,5.83
2020.0,국립강릉원주대학교,인문사회계열,3045.0,209,6.86
2020.0,국립강릉원주대학교,자연과학계열,2783.0,138,4.96
2020.0,국립강릉원주대학교 _제2캠퍼스,공학계열,1933.0,83,4.29
2020.0,국립강릉원주대학교 _제2캠퍼스,인문사회계열,938.0,21,2.24
2020.0,국립경국대학교,공학계열,2564.0,155,6.05
2020.0,국립경국대학교,인문사회계열,3056.0,186,6.09
2020.0,국립경국대학교,자연과학계열,2988.0,121,4.05
2020.0,국립공주대학교,공학계열,5538.0,237,4.28
2020.0,국립공주대학교,예체능계열,947.0,38,4.01
2020.0,국립공주대학교,인문사회계열,4562.0,246,5.39
2020.0,국립공주대학교,자연과학계열,4879.0,174,3.57
2020.0,국립군산대학교,공학계열,5702.0,338,5.93
2020.0,국립군산대학교,예체능계열,408.0,22,5.39
2020.0,국립군산대학교,인문사회계열,2695.0,180,6.68
2020.0,국립군산대학교,자연과학계열,1127.0,80,7.1
2020.0,국립금오공과대학교,공학계열,7629.0,289,3.79
2020.0,국립금오공과대학교,인문사회계열,267.0,7,2.62
2020.0,국립금오공과대학교,자연과학계열,186.0,1,0.54
2020.0,국립목포대학교,공학계열,3398.0,175,5.15
2020.0,국립목포대학교,예체능계열,843.0,63,7.47
2020.0,국립목포대학교,인문사회계열,3702.0,228,6.16
2020.0,국립목포대학교,자연과학계열,1913.0,103,5.38
2020.0,국립목포해양대학교,공학계열,3081.0,164,5.32
2020.0,국립부경대학교,공학계열,11037.0,409,3.71
2020.0,국립부경대학교,인문사회계열,6921.0,280,4.05
2020.0,국립부경대학교,자연과학계열,4337.0,188,4.33
2020.0,국립순천대학교,공학계열,2862.0,198,6.92
2020.0,국립순천대학교,인문사회계열,3366.0,207,6.15
2020.0,국립순천대학교,자연과학계열,3275.0,150,4.58
2020.0,국립창원대학교,공학계열,4012.0,167,4.16
2020.0,국립창원대학교,예체능계열,639.0,41,6.42
2020.0,국립창원대학교,인문사회계열,4390.0,209,4.76
2020.0,국립창원대학교,자연과학계열,1623.0,94,5.79
2020.0,국립한국교통대학교,공학계열,8480.0,417,4.92
2020.0,국립한국교통대학교,인문사회계열,2761.0,135,4.89
2020.0,국립한국해양대학교,공학계열,6209.0,235,3.78
2020.0,국립한국해양대학교,인문사회계열,1817.0,75,4.13
2020.0,국립한밭대학교,공학계열,7106.0,359,5.05
2020.0,국립한밭대학교,인문사회계열,2241.0,125,5.58
2020.0,국민대학교,공학계열,7434.0,232,3.12
2020.0,국민대학교,예체능계열,3536.0,81,2.29
2020.0,국민대학교,인문사회계열,9232.0,334,3.62
2020.0,국민대학교,인문사회계열,298.0,11,3.69
2020.0,국민대학교,자연과학계열,54.0,1,1.85
2020.0,극동대학교,공학계열,1640.0,80,4.88
2020.0,극동대학교,예체능계열,1051.0,58,5.52
2020.0,극동대학교,인문사회계열,1283.0,73,5.69
2020.0,극동대학교,자연과학계열,1217.0,44,3.62
2020.0,금강대학교,인문사회계열,575.0,72,12.52
2020.0,김천대학교,공학계열,531.0,78,14.69
2020.0,김천대학교,예체능계열,989.0,145,14.66
2020.0,김천대학교,자연과학계열,2305.0,163,7.07
2020.0,나사렛대학교,공학계열,126.0,13,10.32
2020.0,나사렛대학교,예체능계열,1117.0,82,7.34
2020.0,나사렛대학교,인문사회계열,4070.0,238,5.85
2020.0,나사렛대학교,인문사회계열,38.0,3,7.89
2020.0,나사렛대학교,자연과학계열,1422.0,47,3.31
2020.0,남부대학교,공학계열,435.0,47,10.8
2020.0,남부대학교,예체능계열,337.0,36,10.68
2020.0,남부대학교,인문사회계열,925.0,79,8.54
2020.0,남부대학교,자연과학계열,2029.0,97,4.78
2020.0,남서울대학교,공학계열,3655.0,216,5.91
2020.0,남서울대학교,예체능계열,1427.0,69,4.84
2020.0,남서울대학교,인문사회계열,4338.0,297,6.85
2020.0,남서울대학교,자연과학계열,3142.0,112,3.56
2020.0,단국대학교,공학계열,5060.0,170,3.36
2020.0,단국대학교,예체능계열,1874.0,59,3.15
2020.0,단국대학교,인문사회계열,5111.0,160,3.13
2020.0,단국대학교,자연과학계열,879.0,31,3.53
2020.0,단국대학교 _제2캠퍼스,공학계열,1322.0,99,7.49
2020.0,단국대학교 _제2캠퍼스,예체능계열,2221.0,108,4.86
2020.0,단국대학교 _제2캠퍼스,인문사회계열,3238.0,163,5.03
2020.0,단국대학교 _제2캠퍼스,자연과학계열,4221.0,109,2.58
2020.0,대구가톨릭대학교,공학계열,3476.0,191,5.49
2020.0,대구가톨릭대학교,예체능계열,1726.0,120,6.95
2020.0,대구가톨릭대학교,인문사회계열,9362.0,532,5.68
2020.0,대구가톨릭대학교,자연과학계열,1904.0,45,2.36
2020.0,대구경북과학기술원,자연과학계열,952.0,33,3.47
2020.0,대구교육대학교,예체능계열,373.0,8,2.14
2020.0,대구교육대학교,인문사회계열,738.0,15,2.03
2020.0,대구교육대학교,자연과학계열,547.0,17,3.11
2020.0,대구대학교,공학계열,5658.0,352,6.22
2020.0,대구대학교,예체능계열,1578.0,98,6.21
2020.0,대구대학교,인문사회계열,12061.0,755,6.26
2020.0,대구대학교,자연과학계열,4915.0,190,3.87
2020.0,대구예술대학교,예체능계열,1298.0,159,12.25
2020.0,대구예술대학교,인문사회계열,226.0,18,7.96
2020.0,대구한의대학교,인문사회계열,184.0,28,15.22
2020.0,대구한의대학교,자연과학계열,8377.0,515,6.15
2020.0,대신대학교,예체능계열,205.0,42,20.49
2020.0,대신대학교,인문사회계열,449.0,76,16.93
2020.0,대전가톨릭대학교,인문사회계열,58.0,6,10.34
2020.0,대전대학교,공학계열,3439.0,206,5.99
2020.0,대전대학교,예체능계열,496.0,33,6.65
2020.0,대전대학교,인문사회계열,6295.0,444,7.05
2020.0,대전대학교,자연과학계열,2413.0,80,3.32
2020.0,대전신학대학교,인문사회계열,102.0,8,7.84
2020.0,대진대학교,공학계열,4432.0,224,5.05
2020.0,대진대학교,인문사회계열,5578.0,312,5.59
2020.0,덕성여자대학교,공학계열,868.0,42,4.84
2020.0,덕성여자대학교,예체능계열,776.0,14,1.8
2020.0,덕성여자대학교,인문사회계열,3884.0,106,2.73
2020.0,덕성여자대학교,자연과학계열,1396.0,42,3.01
2020.0,동국대학교,공학계열,4888.0,154,3.15
2020.0,동국대학교,예체능계열,1193.0,26,2.18
2020.0,동국대학교,인문사회계열,8982.0,223,2.48
2020.0,동국대학교,자연과학계열,3390.0,123,3.63
2020.0,동국대학교(WISE) _분교,공학계열,2855.0,162,5.67
2020.0,동국대학교(WISE) _분교,인문사회계열,6369.0,402,6.31
2020.0,동국대학교(WISE) _분교,자연과학계열,1415.0,27,1.91
2020.0,동덕여자대학교,예체능계열,2289.0,78,3.41
2020.0,동덕여자대학교,인문사회계열,3420.0,154,4.5
2020.0,동덕여자대학교,자연과학계열,1779.0,41,2.3
2020.0,동명대학교,공학계열,6419.0,398,6.2
2020.0,동명대학교,인문사회계열,3523.0,249,7.07
2020.0,동명대학교,자연과학계열,1797.0,83,4.62
2020.0,동서대학교,공학계열,4781.0,279,5.84
2020.0,동서대학교,예체능계열,1762.0,89,5.05
2020.0,동서대학교,인문사회계열,6108.0,421,6.89
2020.0,동서대학교,자연과학계열,1697.0,38,2.24
2020.0,동신대학교,공학계열,2281.0,151,6.62
2020.0,동신대학교,인문사회계열,5004.0,342,6.83
2020.0,동신대학교,자연과학계열,1060.0,35,3.3
2020.0,동아대학교,공학계열,8498.0,354,4.17
2020.0,동아대학교,예체능계열,1189.0,63,5.3
2020.0,동아대학교,인문사회계열,10660.0,386,3.62
2020.0,동아대학교,자연과학계열,3664.0,152,4.15
2020.0,동양대학교,공학계열,2272.0,152,6.69
2020.0,동양대학교,예체능계열,1059.0,91,8.59
2020.0,동양대학교,인문사회계열,1938.0,174,8.98
2020.0,동양대학교,자연과학계열,330.0,8,2.42
2020.0,동의대학교,공학계열,9177.0,469,5.11
2020.0,동의대학교,예체능계열,1702.0,102,5.99
2020.0,동의대학교,인문사회계열,8135.0,433,5.32
2020.0,동의대학교,자연과학계열,1986.0,44,2.22
2020.0,루터대학교,인문사회계열,417.0,19,4.56
2020.0,명지대학교,공학계열,5407.0,217,4.01
2020.0,명지대학교,예체능계열,1757.0,71,4.04
2020.0,명지대학교,인문사회계열,684.0,27,3.95
2020.0,명지대학교,자연과학계열,1043.0,58,5.56
2020.0,명지대학교 _제2캠퍼스,공학계열,828.0,32,3.86
2020.0,명지대학교 _제2캠퍼스,인문사회계열,9663.0,364,3.77
2020.0,목원대학교,공학계열,2099.0,131,6.24
2020.0,목원대학교,예체능계열,2797.0,154,5.51
2020.0,목원대학교,인문사회계열,3187.0,227,7.12
2020.0,목원대학교,자연과학계열,2243.0,111,4.95
2020.0,목포가톨릭대학교,인문사회계열,151.0,8,5.3
2020.0,목포가톨릭대학교,자연과학계열,416.0,7,1.68
2020.0,배재대학교,공학계열,2358.0,121,5.13
2020.0,배재대학교,예체능계열,1930.0,142,7.36
2020.0,배재대학교,인문사회계열,5134.0,323,6.29
2020.0,배재대학교,자연과학계열,1463.0,65,4.44
2020.0,백석대학교,예체능계열,3451.0,181,5.24
2020.0,백석대학교,인문사회계열,8525.0,373,4.38
2020.0,백석대학교,자연과학계열,3837.0,136,3.54
2020.0,부산가톨릭대학교,인문사회계열,1179.0,85,7.21
2020.0,부산가톨릭대학교,자연과학계열,3572.0,136,3.81
2020.0,부산교육대학교,예체능계열,361.0,2,0.55
2020.0,부산교육대학교,인문사회계열,714.0,11,1.54
2020.0,부산교육대학교,자연과학계열,493.0,10,2.03
2020.0,부산대학교,공학계열,9283.0,309,3.33
2020.0,부산대학교,예체능계열,1771.0,50,2.82
2020.0,부산대학교,인문사회계열,7840.0,200,2.55
2020.0,부산대학교,자연과학계열,9109.0,377,4.14
2020.0,부산외국어대학교,공학계열,981.0,77,7.85
2020.0,부산외국어대학교,인문사회계열,10456.0,608,5.81
2020.0,부산장신대학교,인문사회계열,174.0,18,10.34
2020.0,부산장신대학교,자연과학계열,103.0,4,3.88
2020.0,삼육대학교,공학계열,1945.0,70,3.6
2020.0,삼육대학교,예체능계열,1003.0,42,4.19
2020.0,삼육대학교,인문사회계열,3753.0,138,3.68
2020.0,삼육대학교,자연과학계열,554.0,10,1.81
2020.0,상명대학교,공학계열,2300.0,77,3.35
2020.0,상명대학교,예체능계열,1525.0,50,3.28
2020.0,상명대학교,인문사회계열,4275.0,170,3.98
2020.0,상명대학교,자연과학계열,975.0,44,4.51
2020.0,상명대학교 _제2캠퍼스,공학계열,3978.0,160,4.02
2020.0,상명대학교 _제2캠퍼스,예체능계열,2826.0,99,3.5
2020.0,상명대학교 _제2캠퍼스,인문사회계열,1099.0,59,5.37
2020.0,상지대학교,공학계열,1763.0,121,6.86
2020.0,상지대학교,예체능계열,1106.0,52,4.7
2020.0,상지대학교,인문사회계열,3781.0,259,6.85
2020.0,상지대학교,자연과학계열,2654.0,135,5.09
2020.0,서강대학교,공학계열,2738.0,102,3.73
2020.0,서강대학교,인문사회계열,7989.0,209,2.62
2020.0,서강대학교,자연과학계열,1315.0,64,4.87
2020.0,서경대학교,공학계열,2994.0,158,5.28
2020.0,서경대학교,예체능계열,2782.0,143,5.14
2020.0,서경대학교,인문사회계열,2703.0,137,5.07
2020.0,서울과학기술대학교,공학계열,9823.0,299,3.04
2020.0,서울과학기술대학교,예체능계열,3374.0,92,2.73
2020.0,서울과학기술대학교,인문사회계열,766.0,34,4.44
2020.0,서울교육대학교,예체능계열,370.0,2,0.54
2020.0,서울교육대학교,인문사회계열,742.0,12,1.62
2020.0,서울교육대학교,자연과학계열,494.0,14,2.83
2020.0,서울기독대학교,예체능계열,121.0,13,10.74
2020.0,서울기독대학교,인문사회계열,370.0,35,9.46
2020.0,서울대학교,공학계열,5268.0,99,1.88
2020.0,서울대학교,예체능계열,1455.0,11,0.76
2020.0,서울대학교,인문사회계열,6710.0,44,0.66
2020.0,서울대학교,자연과학계열,7956.0,164,2.06
2020.0,서울시립대학교,공학계열,4889.0,136,2.78
2020.0,서울시립대학교,예체능계열,831.0,24,2.89
2020.0,서울시립대학교,인문사회계열,5382.0,130,2.42
2020.0,서울시립대학교,자연과학계열,1120.0,57,5.09
2020.0,서울신학대학교,예체능계열,491.0,29,5.91
2020.0,서울신학대학교,인문사회계열,2278.0,106,4.65
2020.0,서울여자대학교,공학계열,997.0,40,4.01
2020.0,서울여자대학교,예체능계열,564.0,19,3.37
2020.0,서울여자대학교,인문사회계열,4435.0,232,5.23
2020.0,서울여자대학교,자연과학계열,1591.0,88,5.53
2020.0,서울장신대학교,예체능계열,115.0,13,11.3
2020.0,서울장신대학교,인문사회계열,484.0,23,4.75
2020.0,서울한영대학교,예체능계열,81.0,9,11.11
2020.0,서울한영대학교,인문사회계열,797.0,61,7.65
2020.0,서원대학교,공학계열,2483.0,124,4.99
2020.0,서원대학교,인문사회계열,4774.0,273,5.72
2020.0,서원대학교,자연과학계열,1686.0,56,3.32
2020.0,선문대학교,공학계열,4470.0,274,6.13
2020.0,선문대학교,인문사회계열,5875.0,345,5.87
2020.0,선문대학교,자연과학계열,2341.0,119,5.08
2020.0,성결대학교,공학계열,1502.0,68,4.53
2020.0,성결대학교,예체능계열,857.0,41,4.78
2020.0,성결대학교,인문사회계열,3612.0,180,4.98
2020.0,성결대학교,자연과학계열,461.0,5,1.08
2020.0,성공회대학교,공학계열,895.0,43,4.8
2020.0,성공회대학교,인문사회계열,2016.0,114,5.65
2020.0,성균관대학교,공학계열,7133.0,260,3.65
2020.0,성균관대학교,예체능계열,2031.0,78,3.84
2020.0,성균관대학교,인문사회계열,12277.0,363,2.96
2020.0,성균관대학교,자연과학계열,4459.0,213,4.78
2020.0,성신여자대학교,공학계열,1451.0,41,2.83
2020.0,성신여자대학교,예체능계열,2331.0,45,1.93
2020.0,성신여자대학교,인문사회계열,4465.0,181,4.05
2020.0,성신여자대학교,자연과학계열,1853.0,47,2.54
2020.0,세명대학교,공학계열,2701.0,162,6.0
2020.0,세명대학교,인문사회계열,5265.0,335,6.36
2020.0,세명대학교,자연과학계열,2734.0,97,3.55
2020.0,세종대학교,공학계열,6832.0,291,4.26
2020.0,세종대학교,예체능계열,1740.0,87,5.0
2020.0,세종대학교,인문사회계열,4861.0,229,4.71
2020.0,세종대학교,자연과학계열,1884.0,98,5.2
2020.0,세한대학교,공학계열,491.0,36,7.33
2020.0,세한대학교,예체능계열,193.0,29,15.03
2020.0,세한대학교,인문사회계열,1647.0,196,11.9
2020.0,세한대학교,자연과학계열,854.0,38,4.45
2020.0,송원대학교,공학계열,1194.0,117,9.8
2020.0,송원대학교,예체능계열,439.0,24,5.47
2020.0,송원대학교,인문사회계열,2109.0,135,6.4
2020.0,수원가톨릭대학교,인문사회계열,174.0,6,3.45
2020.0,수원대학교,공학계열,4029.0,198,4.91
2020.0,수원대학교,예체능계열,2058.0,170,8.26
2020.0,수원대학교,인문사회계열,4078.0,248,6.08
2020.0,수원대학교,자연과학계열,1338.0,49,3.66
2020.0,숙명여자대학교,공학계열,1834.0,75,4.09
2020.0,숙명여자대학교,예체능계열,1687.0,20,1.19
2020.0,숙명여자대학교,인문사회계열,6197.0,109,1.76
2020.0,숙명여자대학교,자연과학계열,2373.0,94,3.96
2020.0,순복음총회신학교,예체능계열,32.0,2,6.25
2020.0,순복음총회신학교,인문사회계열,69.0,4,5.8
2020.0,순천향대학교,공학계열,5698.0,236,4.14
2020.0,순천향대학교,인문사회계열,4341.0,179,4.12
2020.0,순천향대학교,자연과학계열,4185.0,165,3.94
2020.0,숭실대학교,공학계열,7843.0,203,2.59
2020.0,숭실대학교,인문사회계열,10187.0,308,3.02
2020.0,숭실대학교,자연과학계열,1358.0,63,4.64
2020.0,신경주대학교,예체능계열,354.0,77,21.75
2020.0,신경주대학교,인문사회계열,790.0,178,22.53
2020.0,신경주대학교,자연과학계열,342.0,44,12.87
2020.0,신라대학교,공학계열,2719.0,201,7.39
2020.0,신라대학교,예체능계열,895.0,84,9.39
2020.0,신라대학교,인문사회계열,5380.0,311,5.78
2020.0,신라대학교,자연과학계열,1961.0,91,4.64
2020.0,신한대학교,인문사회계열,361.0,21,5.82
2020.0,신한대학교,자연과학계열,1507.0,41,2.72
2020.0,신한대학교 _제2캠퍼스,예체능계열,944.0,60,6.36
2020.0,신한대학교 _제2캠퍼스,인문사회계열,2877.0,118,4.1
2020.0,신한대학교 _제2캠퍼스,자연과학계열,2663.0,105,3.94
2020.0,아신대학교,인문사회계열,838.0,99,11.81
2020.0,아주대학교,공학계열,7468.0,221,2.96
2020.0,아주대학교,인문사회계열,4386.0,149,3.4
2020.0,아주대학교,자연과학계열,1785.0,69,3.87
2020.0,안양대학교,공학계열,2265.0,94,4.15
2020.0,안양대학교,예체능계열,164.0,12,7.32
2020.0,안양대학교,인문사회계열,2693.0,145,5.38
2020.0,안양대학교 _제2캠퍼스,공학계열,212.0,16,7.55
2020.0,안양대학교 _제2캠퍼스,인문사회계열,235.0,19,8.09
2020.0,연세대학교,공학계열,5369.0,114,2.12
2020.0,연세대학교,예체능계열,657.0,6,0.91
2020.0,연세대학교,인문사회계열,16798.0,383,2.28
2020.0,연세대학교,자연과학계열,3590.0,57,1.59
2020.0,연세대학교(미래) _분교,공학계열,2463.0,116,4.71
2020.0,연세대학교(미래) _분교,인문사회계열,4060.0,128,3.15
2020.0,연세대학교(미래) _분교,자연과학계열,3384.0,82,2.42
2020.0,영남대학교,공학계열,10087.0,370,3.67
2020.0,영남대학교,예체능계열,1908.0,72,3.77
2020.0,영남대학교,인문사회계열,8990.0,392,4.36
2020.0,영남대학교,자연과학계열,6611.0,262,3.96
2020.0,영남신학대학교,인문사회계열,575.0,56,9.74
2020.0,영산대학교,공학계열,1424.0,199,13.97
2020.0,영산대학교,인문사회계열,1264.0,179,14.16
2020.0,영산대학교,자연과학계열,1024.0,44,4.3
2020.0,영산대학교 _제2캠퍼스,공학계열,609.0,54,8.87
2020.0,영산대학교 _제2캠퍼스,예체능계열,1329.0,138,10.38
2020.0,영산대학교 _제2캠퍼스,인문사회계열,2936.0,256,8.72
2020.0,영산선학대학교,인문사회계열,47.0,2,4.26
2020.0,예수대학교,인문사회계열,78.0,5,6.41
2020.0,예수대학교,자연과학계열,537.0,7,1.3
2020.0,예원예술대학교,예체능계열,1243.0,127,10.22
2020.0,예원예술대학교,인문사회계열,80.0,10,12.5
2020.0,예원예술대학교 _제2캠퍼스,예체능계열,515.0,60,11.65
2020.0,용인대학교,예체능계열,5308.0,371,6.99
2020.0,용인대학교,인문사회계열,1917.0,164,8.56
2020.0,용인대학교,자연과학계열,858.0,59,6.88
2020.0,우석대학교,공학계열,1870.0,141,7.54
2020.0,우석대학교,예체능계열,1126.0,91,8.08
2020.0,우석대학교,인문사회계열,4377.0,337,7.7
2020.0,우석대학교,자연과학계열,2186.0,65,2.97
2020.0,우송대학교,공학계열,3557.0,144,4.05
2020.0,우송대학교,예체능계열,978.0,47,4.81
2020.0,우송대학교,인문사회계열,6459.0,329,5.09
2020.0,우송대학교,자연과학계열,1772.0,50,2.82
2020.0,울산과학기술원,공학계열,2197.0,56,2.55
2020.0,울산과학기술원,인문사회계열,297.0,9,3.03
2020.0,울산과학기술원,자연과학계열,338.0,8,2.37
2020.0,울산대학교,공학계열,6860.0,269,3.92
2020.0,울산대학교,예체능계열,1251.0,54,4.32
2020.0,울산대학교,인문사회계열,5874.0,281,4.78
2020.0,울산대학교,자연과학계열,3460.0,166,4.8
2020.0,원광대학교,공학계열,5795.0,314,5.42
2020.0,원광대학교,예체능계열,994.0,52,5.23
2020.0,원광대학교,인문사회계열,6562.0,473,7.21
2020.0,원광대학교,자연과학계열,7983.0,391,4.9
2020.0,위덕대학교,공학계열,693.0,138,19.91
2020.0,위덕대학교,예체능계열,321.0,64,19.94
2020.0,위덕대학교,인문사회계열,1759.0,220,12.51
2020.0,위덕대학교,자연과학계열,927.0,59,6.36
