기준연도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%),학교명_정규화
2020.0,건국대학교,인문사회계열,8178.0,199,2.43,건국대학교
2020.0,건국대학교,자연과학계열,3987.0,115,2.88,건국대학교
2020.0,건국대학교(글로컬) _분교,공학계열,2207.0,92,4.17,건국대학교(글로컬) _분교
2020.0,건국대학교(글로컬) _분교,예체능계열,2555.0,59,2.31,건국대학교(글로컬) _분교
2020.0,건국대학교(글로컬) _분교,인문사회계열,2632.0,118,4.48,건국대학교(글로컬) _분교
2020.0,건국대학교(글로컬) _분교,자연과학계열,2279.0,92,4.04,건국대학교(글로컬) _분교
2020.0,건양대학교,인문사회계열,4556.0,202,4.43,건양대학교
2020.0,건양대학교 _제2캠퍼스,공학계열,1350.0,82,6.07,건양대학교 _제2캠퍼스
2020.0,건양대학교 _제2캠퍼스,자연과학계열,2828.0,49,1.73,건양대학교 _제2캠퍼스
2020.0,경기대학교,공학계열,5771.0,214,3.71,경기대학교
2020.0,경기대학교,예체능계열,2022.0,78,3.86,경기대학교
2020.0,경기대학교,인문사회계열,8598.0,326,3.79,경기대학교
2020.0,경기대학교 _제2캠퍼스,인문사회계열,2591.0,91,3.51,경기대학교 _제2캠퍼스
2020.0,경남과학기술대학교,공학계열,3109.0,178,5.73,경상국립대학교
2020.0,경남과학기술대학교,인문사회계열,1668.0,106,6.35,경상국립대학교
2020.0,경남과학기술대학교,자연과학계열,1652.0,87,5.27,경상국립대학교
2020.0,경남대학교,공학계열,5719.0,296,5.18,경남대학교
2020.0,경남대학교,인문사회계열,6841.0,477,6.97,경남대학교
2020.0,경남대학교,자연과학계열,3940.0,136,3.45,경남대학교
2020.0,경동대학교,공학계열,233.0,16,6.87,경동대학교
2020.0,경동대학교,예체능계열,60.0,10,16.67,경동대학교
2020.0,경동대학교,인문사회계열,1392.0,133,9.55,경동대학교
2020.0,경동대학교,자연과학계열,225.0,19,8.44,경동대학교
2020.0,경북대학교,공학계열,11390.0,464,4.07,경북대학교
2020.0,경북대학교,예체능계열,708.0,14,1.98,경북대학교
2020.0,경북대학교,인문사회계열,7561.0,178,2.35,경북대학교
2020.0,경북대학교,자연과학계열,10704.0,417,3.9,경북대학교
2020.0,경상국립대학교,공학계열,6135.0,288,4.69,경상국립대학교
2020.0,경상국립대학교,인문사회계열,5533.0,244,4.41,경상국립대학교
2020.0,경상국립대학교,자연과학계열,7329.0,233,3.18,경상국립대학교
2020.0,경성대학교,공학계열,4394.0,255,5.8,경성대학교
2020.0,경성대학교,예체능계열,2863.0,146,5.1,경성대학교
2020.0,경성대학교,인문사회계열,7852.0,373,4.75,경성대학교
2020.0,경성대학교,자연과학계열,1696.0,65,3.83,경성대학교
2020.0,경인교육대학교,예체능계열,296.0,5,1.69,경인교육대학교
2020.0,경인교육대학교,인문사회계열,658.0,6,0.91,경인교육대학교
2020.0,경인교육대학교,자연과학계열,359.0,8,2.23,경인교육대학교
2020.0,경일대학교,공학계열,4861.0,305,6.27,경일대학교
2020.0,경일대학교,예체능계열,4191.0,256,6.11,경일대학교
2020.0,경일대학교,인문사회계열,181.0,19,10.5,경일대학교
2020.0,경희대학교,공학계열,6500.0,267,4.11,경희대학교
2020.0,경희대학교,예체능계열,5598.0,184,3.29,경희대학교
2020.0,경희대학교,인문사회계열,14477.0,396,2.74,경희대학교
2020.0,경희대학교,자연과학계열,7920.0,284,3.59,경희대학교
2020.0,계명대학교,공학계열,5722.0,284,4.96,계명대학교
2020.0,계명대학교,예체능계열,3965.0,161,4.06,계명대학교
2020.0,계명대학교,인문사회계열,14203.0,682,4.8,계명대학교
2020.0,계명대학교,자연과학계열,4304.0,150,3.49,계명대학교
2020.0,고려대학교,공학계열,6080.0,175,2.88,고려대학교
2020.0,고려대학교,예체능계열,1052.0,15,1.43,고려대학교
2020.0,고려대학교,인문사회계열,12074.0,165,1.37,고려대학교
2020.0,고려대학교,자연과학계열,8548.0,388,4.54,고려대학교
2020.0,고려대학교(세종) _분교,공학계열,3792.0,209,5.51,고려대학교(세종) _분교
2020.0,고려대학교(세종) _분교,인문사회계열,5200.0,218,4.19,고려대학교(세종) _분교
2020.0,고려대학교(세종) _분교,자연과학계열,152.0,0,0.0,고려대학교(세종) _분교
2020.0,고신대학교,인문사회계열,2903.0,241,8.3,고신대학교
2020.0,고신대학교,자연과학계열,1881.0,70,3.72,고신대학교
2020.0,공주교육대학교,자연과학계열,1490.0,38,2.55,공주교육대학교
2020.0,광신대학교,예체능계열,139.0,17,12.23,광신대학교
2020.0,광신대학교,인문사회계열,461.0,49,10.63,광신대학교
2020.0,광운대학교,공학계열,5875.0,204,3.47,광운대학교
2020.0,광운대학교,인문사회계열,3451.0,170,4.93,광운대학교
2020.0,광운대학교,자연과학계열,1014.0,52,5.13,광운대학교
2020.0,광주가톨릭대학교,인문사회계열,129.0,5,3.88,광주가톨릭대학교
2020.0,광주과학기술원,공학계열,461.0,7,1.52,광주과학기술원
2020.0,광주과학기술원,인문사회계열,253.0,15,5.93,광주과학기술원
2020.0,광주과학기술원,자연과학계열,251.0,4,1.59,광주과학기술원
2020.0,광주교육대학교,예체능계열,341.0,6,1.76,광주교육대학교
2020.0,광주교육대학교,인문사회계열,599.0,13,2.17,광주교육대학교
2020.0,광주교육대학교,자연과학계열,449.0,13,2.9,광주교육대학교
2020.0,광주대학교,공학계열,2035.0,154,7.57,광주대학교
2020.0,광주대학교,예체능계열,964.0,106,11.0,광주대학교
2020.0,광주대학교,인문사회계열,3080.0,263,8.54,광주대학교
2020.0,광주대학교,자연과학계열,2901.0,162,5.58,광주대학교
2020.0,광주여자대학교,예체능계열,132.0,11,8.33,광주여자대학교
2020.0,광주여자대학교,인문사회계열,1799.0,94,5.23,광주여자대학교
2020.0,광주여자대학교,자연과학계열,2046.0,86,4.2,광주여자대학교
2020.0,국립강릉원주대학교,공학계열,1371.0,82,5.98,국립강릉원주대학교
2020.0,국립강릉원주대학교,예체능계열,789.0,46,5.83,국립강릉원주대학교
2020.0,국립강릉원주대학교,인문사회계열,3045.0,209,6.86,국립강릉원주대학교
2020.0,국립강릉원주대학교,자연과학계열,2783.0,138,4.96,국립강릉원주대학교
2020.0,국립강릉원주대학교 _제2캠퍼스,공학계열,1933.0,83,4.29,국립강릉원주대학교 _제2캠퍼스
2020.0,국립강릉원주대학교 _제2캠퍼스,인문사회계열,938.0,21,2.24,국립강릉원주대학교 _제2캠퍼스
2020.0,국립경국대학교,공학계열,2564.0,155,6.05,국립경국대학교
2020.0,국립경국대학교,인문사회계열,3056.0,186,6.09,국립경국대학교
2020.0,국립경국대학교,자연과학계열,2988.0,121,4.05,국립경국대학교
2020.0,국립공주대학교,공학계열,5538.0,237,4.28,국립공주대학교
2020.0,국립공주대학교,예체능계열,947.0,38,4.01,국립공주대학교
2020.0,국립공주대학교,인문사회계열,4562.0,246,5.39,국립공주대학교
2020.0,국립공주대학교,자연과학계열,4879.0,174,3.57,국립공주대학교
2020.0,국립군산대학교,공학계열,5702.0,338,5.93,국립군산대학교
2020.0,국립군산대학교,예체능계열,408.0,22,5.39,국립군산대학교
2020.0,국립군산대학교,인문사회계열,2695.0,180,6.68,국립군산대학교
2020.0,국립군산대학교,자연과학계열,1127.0,80,7.1,국립군산대학교
2020.0,국립금오공과대학교,공학계열,7629.0,289,3.79,국립금오공과대학교
2020.0,국립금오공과대학교,인문사회계열,267.0,7,2.62,국립금오공과대학교
2020.0,국립금오공과대학교,자연과학계열,186.0,1,0.54,국립금오공과대학교
2020.0,국립목포대학교,공학계열,3398.0,175,5.15,국립목포대학교
2020.0,국립목포대학교,예체능계열,843.0,63,7.47,국립목포대학교
2020.0,국립목포대학교,인문사회계열,3702.0,228,6.16,국립목포대학교
2020.0,국립목포대학교,자연과학계열,1913.0,103,5.38,국립목포대학교
2020.0,국립목포해양대학교,공학계열,3081.0,164,5.32,국립목포해양대학교
2020.0,국립부경대학교,공학계열,11037.0,409,3.71,국립부경대학교
2020.0,국립부경대학교,인문사회계열,6921.0,280,4.05,국립부경대학교
2020.0,국립부경대학교,자연과학계열,4337.0,188,4.33,국립부경대학교
2020.0,국립순천대학교,공학계열,2862.0,198,6.92,국립순천대학교
2020.0,국립순천대학교,인문사회계열,3366.0,207,6.15,국립순천대학교
2020.0,국립순천대학교,자연과학계열,3275.0,150,4.58,국립순천대학교
2020.0,국립창원대학교,공학계열,4012.0,167,4.16,국립창원대학교
2020.0,국립창원대학교,예체능계열,639.0,41,6.42,국립창원대학교
2020.0,국립창원대학교,인문사회계열,4390.0,209,4.76,국립창원대학교
2020.0,국립창원대학교,자연과학계열,1623.0,94,5.79,국립창원대학교
2020.0,국립한국교통대학교,공학계열,8480.0,417,4.92,국립한국교통대학교
2020.0,국립한국교통대학교,인문사회계열,2761.0,135,4.89,국립한국교통대학교
2020.0,국립한국해양대학교,공학계열,6209.0,235,3.78,국립한국해양대학교
2020.0,국립한국해양대학교,인문사회계열,1817.0,75,4.13,국립한국해양대학교
2020.0,국민대학교,공학계열,7434.0,232,3.12,국민대학교
2020.0,국민대학교,예체능계열,3536.0,81,2.29,국민대학교
2020.0,국민대학교,인문사회계열,9232.0,334,3.62,국민대학교
2020.0,국민대학교,인문사회계열,298.0,11,3.69,국민대학교
2020.0,국민대학교,자연과학계열,54.0,1,1.85,국민대학교
2020.0,극동대학교,공학계열,1640.0,80,4.88,극동대학교
2020.0,극동대학교,예체능계열,1051.0,58,5.52,극동대학교
2020.0,극동대학교,인문사회계열,1283.0,73,5.69,극동대학교
2020.0,극동대학교,자연과학계열,1217.0,44,3.62,극동대학교
2020.0,금강대학교,인문사회계열,575.0,72,12.52,금강대학교
2020.0,김천대학교,공학계열,531.0,78,14.69,김천대학교
2020.0,김천대학교,예체능계열,989.0,145,14.66,김천대학교
2020.0,김천대학교,자연과학계열,2305.0,163,7.07,김천대학교
2020.0,나사렛대학교,공학계열,126.0,13,10.32,나사렛대학교
2020.0,나사렛대학교,예체능계열,1117.0,82,7.34,나사렛대학교
2020.0,나사렛대학교,인문사회계열,4070.0,238,5.85,나사렛대학교
2020.0,나사렛대학교,인문사회계열,38.0,3,7.89,나사렛대학교
2020.0,나사렛대학교,자연과학계열,1422.0,47,3.31,나사렛대학교
2020.0,남부대학교,공학계열,435.0,47,10.8,남부대학교
2020.0,남부대학교,예체능계열,337.0,36,10.68,남부대학교
2020.0,남부대학교,인문사회계열,925.0,79,8.54,남부대학교
2020.0,남부대학교,자연과학계열,2029.0,97,4.78,남부대학교
2020.0,단국대학교,공학계열,5060.0,170,3.36,단국대학교
2020.0,단국대학교,예체능계열,1874.0,59,3.15,단국대학교
2020.0,단국대학교,인문사회계열,5111.0,160,3.13,단국대학교
2020.0,단국대학교,자연과학계열,879.0,31,3.53,단국대학교
2020.0,대구가톨릭대학교,공학계열,3476.0,191,5.49,대구가톨릭대학교
2020.0,대구가톨릭대학교,예체능계열,1726.0,120,6.95,대구가톨릭대학교
2020.0,대구가톨릭대학교,인문사회계열,9362.0,532,5.68,대구가톨릭대학교
2020.0,대구가톨릭대학교,자연과학계열,1904.0,45,2.36,대구가톨릭대학교
2020.0,대구교육대학교,예체능계열,373.0,8,2.14,대구교육대학교
2020.0,대구교육대학교,인문사회계열,738.0,15,2.03,대구교육대학교
2020.0,대구교육대학교,자연과학계열,547.0,17,3.11,대구교육대학교
2020.0,대구대학교,공학계열,5658.0,352,6.22,대구대학교
2020.0,대구대학교,예체능계열,1578.0,98,6.21,대구대학교
2020.0,대구대학교,인문사회계열,12061.0,755,6.26,대구대학교
2020.0,대구대학교,자연과학계열,4915.0,190,3.87,대구대학교
2020.0,대구예술대학교,예체능계열,1298.0,159,12.25,대구예술대학교
2020.0,대구예술대학교,인문사회계열,226.0,18,7.96,대구예술대학교
2020.0,대구한의대학교,인문사회계열,184.0,28,15.22,대구한의대학교
2020.0,대구한의대학교,자연과학계열,8377.0,515,6.15,대구한의대학교
2020.0,대신대학교,예체능계열,205.0,42,20.49,대신대학교
2020.0,대신대학교,인문사회계열,449.0,76,16.93,대신대학교
2020.0,대전가톨릭대학교,인문사회계열,58.0,6,10.34,대전가톨릭대학교
2020.0,대전대학교,공학계열,3439.0,206,5.99,대전대학교
2020.0,대전대학교,예체능계열,496.0,33,6.65,대전대학교
2020.0,대전대학교,인문사회계열,6295.0,444,7.05,대전대학교
2020.0,대전대학교,자연과학계열,2413.0,80,3.32,대전대학교
2020.0,대전신학대학교,인문사회계열,102.0,8,7.84,대전신학대학교
2020.0,대진대학교,공학계열,4432.0,224,5.05,대진대학교
2020.0,대진대학교,인문사회계열,5578.0,312,5.59,대진대학교
2020.0,덕성여자대학교,공학계열,868.0,42,4.84,덕성여자대학교
2020.0,덕성여자대학교,예체능계열,776.0,14,1.8,덕성여자대학교
2020.0,덕성여자대학교,인문사회계열,3884.0,106,2.73,덕성여자대학교
2020.0,덕성여자대학교,자연과학계열,1396.0,42,3.01,덕성여자대학교
2020.0,동국대학교,공학계열,4888.0,154,3.15,동국대학교
2020.0,동국대학교,예체능계열,1193.0,26,2.18,동국대학교
2020.0,동국대학교,인문사회계열,8982.0,223,2.48,동국대학교
2020.0,동국대학교,자연과학계열,3390.0,123,3.63,동국대학교
2020.0,동국대학교(WISE) _분교,공학계열,2855.0,162,5.67,동국대학교(WISE) _분교
2020.0,동국대학교(WISE) _분교,인문사회계열,6369.0,402,6.31,동국대학교(WISE) _분교
2020.0,동국대학교(WISE) _분교,자연과학계열,1415.0,27,1.91,동국대학교(WISE) _분교
2020.0,동덕여자대학교,예체능계열,2289.0,78,3.41,동덕여자대학교
2020.0,동덕여자대학교,인문사회계열,3420.0,154,4.5,동덕여자대학교
2020.0,동덕여자대학교,자연과학계열,1779.0,41,2.3,동덕여자대학교
2020.0,동명대학교,공학계열,6419.0,398,6.2,동명대학교
2020.0,동명대학교,인문사회계열,3523.0,249,7.07,동명대학교
2020.0,동명대학교,자연과학계열,1797.0,83,4.62,동명대학교
2020.0,동서대학교,공학계열,4781.0,279,5.84,동서대학교
2020.0,동서대학교,예체능계열,1762.0,89,5.05,동서대학교
2020.0,동서대학교,인문사회계열,6108.0,421,6.89,동서대학교
2020.0,동서대학교,자연과학계열,1697.0,38,2.24,동서대학교
2020.0,동신대학교,공학계열,2281.0,151,6.62,동신대학교
2020.0,동신대학교,인문사회계열,5004.0,342,6.83,동신대학교
2020.0,동신대학교,자연과학계열,1060.0,35,3.3,동신대학교
2020.0,동아대학교,공학계열,8498.0,354,4.17,동아대학교
2020.0,동아대학교,예체능계열,1189.0,63,5.3,동아대학교
2020.0,동아대학교,인문사회계열,10660.0,386,3.62,동아대학교
2020.0,동아대학교,자연과학계열,3664.0,152,4.15,동아대학교
2020.0,동양대학교,공학계열,2272.0,152,6.69,동양대학교
2020.0,동양대학교,예체능계열,1059.0,91,8.59,동양대학교
2020.0,동양대학교,인문사회계열,1938.0,174,8.98,동양대학교
2020.0,동양대학교,자연과학계열,330.0,8,2.42,동양대학교
2020.0,동의대학교,공학계열,9177.0,469,5.11,동의대학교
2020.0,동의대학교,예체능계열,1702.0,102,5.99,동의대학교
2020.0,동의대학교,인문사회계열,8135.0,433,5.32,동의대학교
2020.0,동의대학교,자연과학계열,1986.0,44,2.22,동의대학교
2020.0,루터대학교,인문사회계열,417.0,19,4.56,루터대학교
2020.0,명지대학교,공학계열,5407.0,217,4.01,명지대학교
2020.0,명지대학교,예체능계열,1757.0,71,4.04,명지대학교
2020.0,명지대학교,인문사회계열,684.0,27,3.95,명지대학교
2020.0,명지대학교,자연과학계열,1043.0,58,5.56,명지대학교
2020.0,명지대학교 _제2캠퍼스,공학계열,828.0,32,3.86,명지대학교 _제2캠퍼스
2020.0,명지대학교 _제2캠퍼스,인문사회계열,9663.0,364,3.77,명지대학교 _제2캠퍼스
2020.0,목원대학교,공학계열,2099.0,131,6.24,목원대학교
2020.0,목원대학교,예체능계열,2797.0,154,5.51,목원대학교
2020.0,목원대학교,인문사회계열,3187.0,227,7.12,목원대학교
2020.0,목원대학교,자연과학계열,2243.0,111,4.95,목원대학교
2020.0,목포가톨릭대학교,인문사회계열,151.0,8,5.3,목포가톨릭대학교
2020.0,목포가톨릭대학교,자연과학계열,416.0,7,1.68,목포가톨릭대학교
2020.0,배재대학교,공학계열,2358.0,121,5.13,배재대학교
2020.0,배재대학교,예체능계열,1930.0,142,7.36,배재대학교
2020.0,배재대학교,인문사회계열,5134.0,323,6.29,배재대학교
2020.0,배재대학교,자연과학계열,1463.0,65,4.44,배재대학교
2020.0,백석대학교,예체능계열,3451.0,181,5.24,백석대학교
2020.0,백석대학교,인문사회계열,8525.0,373,4.38,백석대학교
2020.0,백석대학교,자연과학계열,3837.0,136,3.54,백석대학교
2020.0,부산가톨릭대학교,인문사회계열,1179.0,85,7.21,부산가톨릭대학교
2020.0,부산가톨릭대학교,자연과학계열,3572.0,136,3.81,부산가톨릭대학교
2020.0,부산교육대학교,예체능계열,361.0,2,0.55,부산교육대학교
2020.0,부산교육대학교,인문사회계열,714.0,11,1.54,부산교육대학교
2020.0,부산교육대학교,자연과학계열,493.0,10,2.03,부산교육대학교
2020.0,부산대학교,공학계열,9283.0,309,3.33,부산대학교
2020.0,부산대학교,예체능계열,1771.0,50,2.82,부산대학교
2020.0,부산대학교,인문사회계열,7840.0,200,2.55,부산대학교
2020.0,부산대학교,자연과학계열,9109.0,377,4.14,부산대학교
2020.0,부산외국어대학교,공학계열,981.0,77,7.85,부산외국어대학교
2020.0,부산외국어대학교,인문사회계열,10456.0,608,5.81,부산외국어대학교
2020.0,부산장신대학교,인문사회계열,174.0,18,10.34,부산장신대학교
2020.0,부산장신대학교,자연과학계열,103.0,4,3.88,부산장신대학교
2020.0,삼육대학교,공학계열,1945.0,70,3.6,삼육대학교
2020.0,삼육대학교,예체능계열,1003.0,42,4.19,삼육대학교
2020.0,삼육대학교,인문사회계열,3753.0,138,3.68,삼육대학교
2020.0,삼육대학교,자연과학계열,554.0,10,1.81,삼육대학교
2020.0,상명대학교,공학계열,2300.0,77,3.35,상명대학교
2020.0,상명대학교,예체능계열,1525.0,50,3.28,상명대학교
2020.0,상명대학교,인문사회계열,4275.0,170,3.98,상명대학교
2020.0,상명대학교,자연과학계열,975.0,44,4.51,상명대학교
2020.0,상지대학교,공학계열,1763.0,121,6.86,상지대학교
2020.0,상지대학교,예체능계열,1106.0,52,4.7,상지대학교
2020.0,상지대학교,인문사회계열,3781.0,259,6.85,상지대학교
2020.0,상지대학교,자연과학계열,2654.0,135,5.09,상지대학교
2020.0,서강대학교,공학계열,2738.0,102,3.73,서강대학교
2020.0,서강대학교,인문사회계열,7989.0,209,2.62,서강대학교
2020.0,서강대학교,자연과학계열,1315.0,64,4.87,서강대학교
2020.0,서경대학교,공학계열,2994.0,158,5.28,서경대학교
2020.0,서경대학교,예체능계열,2782.0,143,5.14,서경대학교
2020.0,서경대학교,인문사회계열,2703.0,137,5.07,서경대학교
2020.0,서울교육대학교,예체능계열,370.0,2,0.54,서울교육대학교
2020.0,서울교육대학교,인문사회계열,742.0,12,1.62,서울교육대학교
2020.0,서울교육대학교,자연과학계열,494.0,14,2.83,서울교육대학교
2020.0,서울기독대학교,예체능계열,121.0,13,10.74,서울기독대학교
2020.0,서울기독대학교,인문사회계열,370.0,35,9.46,서울기독대학교
2020.0,서울대학교,공학계열,5268.0,99,1.88,서울대학교
2020.0,서울대학교,예체능계열,1455.0,11,0.76,서울대학교
2020.0,서울대학교,인문사회계열,6710.0,44,0.66,서울대학교
2020.0,서울대학교,자연과학계열,7956.0,164,2.06,서울대학교
2020.0,서울시립대학교,공학계열,4889.0,136,2.78,서울시립대학교
2020.0,서울시립대학교,예체능계열,831.0,24,2.89,서울시립대학교
2020.0,서울시립대학교,인문사회계열,5382.0,130,2.42,서울시립대학교
2020.0,서울시립대학교,자연과학계열,1120.0,57,5.09,서울시립대학교
2020.0,서울신학대학교,예체능계열,491.0,29,5.91,서울신학대학교
2020.0,서울신학대학교,인문사회계열,2278.0,106,4.65,서울신학대학교
2020.0,서울여자대학교,공학계열,997.0,40,4.01,서울여자대학교
2020.0,서울여자대학교,예체능계열,564.0,19,3.37,서울여자대학교
2020.0,서울여자대학교,인문사회계열,4435.0,232,5.23,서울여자대학교
2020.0,서울여자대학교,자연과학계열,1591.0,88,5.53,서울여자대학교
2020.0,서울장신대학교,예체능계열,115.0,13,11.3,서울장신대학교
2020.0,서울장신대학교,인문사회계열,484.0,23,4.75,서울장신대학교
2020.0,서울한영대학교,예체능계열,81.0,9,11.11,서울한영대학교
2020.0,서울한영대학교,인문사회계열,797.0,61,7.65,서울한영대학교
2020.0,서원대학교,공학계열,2483.0,124,4.99,서원대학교
2020.0,서원대학교,인문사회계열,4774.0,273,5.72,서원대학교
2020.0,서원대학교,자연과학계열,1686.0,56,3.32,서원대학교
2020.0,선문대학교,공학계열,4470.0,274,6.13,선문대학교
2020.0,선문대학교,인문사회계열,5875.0,345,5.87,선문대학교
2020.0,선문대학교,자연과학계열,2341.0,119,5.08,선문대학교
2020.0,성결대학교,공학계열,1502.0,68,4.53,성결대학교
2020.0,성결대학교,예체능계열,857.0,41,4.78,성결대학교
2020.0,성결대학교,인문사회계열,3612.0,180,4.98,성결대학교
2020.0,성결대학교,자연과학계열,461.0,5,1.08,성결대학교
2020.0,성공회대학교,공학계열,895.0,43,4.8,성공회대학교
2020.0,성공회대학교,인문사회계열,2016.0,114,5.65,성공회대학교
2020.0,성균관대학교,공학계열,7133.0,260,3.65,성균관대학교
2020.0,성균관대학교,예체능계열,2031.0,78,3.84,성균관대학교
2020.0,성균관대학교,인문사회계열,12277.0,363,2.96,성균관대학교
2020.0,성균관대학교,자연과학계열,4459.0,213,4.78,성균관대학교
2020.0,성신여자대학교,공학계열,1451.0,41,2.83,성신여자대학교
2020.0,성신여자대학교,예체능계열,2331.0,45,1.93,성신여자대학교
2020.0,성신여자대학교,인문사회계열,4465.0,181,4.05,성신여자대학교
2020.0,성신여자대학교,자연과학계열,1853.0,47,2.54,성신여자대학교
2020.0,세명대학교,공학계열,2701.0,162,6.0,세명대학교
2020.0,세명대학교,인문사회계열,5265.0,335,6.36,세명대학교
2020.0,세명대학교,자연과학계열,2734.0,97,3.55,세명대학교
2020.0,세종대학교,공학계열,6832.0,291,4.26,세종대학교
2020.0,세종대학교,예체능계열,1740.0,87,5.0,세종대학교
2020.0,세종대학교,인문사회계열,4861.0,229,4.71,세종대학교
2020.0,세종대학교,자연과학계열,1884.0,98,5.2,세종대학교
2020.0,세한대학교,공학계열,491.0,36,7.33,세한대학교
2020.0,세한대학교,예체능계열,193.0,29,15.03,세한대학교
2020.0,세한대학교,인문사회계열,1647.0,196,11.9,세한대학교
2020.0,세한대학교,자연과학계열,854.0,38,4.45,세한대학교
2020.0,수원가톨릭대학교,인문사회계열,174.0,6,3.45,수원가톨릭대학교
2020.0,수원대학교,공학계열,4029.0,198,4.91,수원대학교
2020.0,수원대학교,예체능계열,2058.0,170,8.26,수원대학교
2020.0,수원대학교,인문사회계열,4078.0,248,6.08,수원대학교
2020.0,수원대학교,자연과학계열,1338.0,49,3.66,수원대학교
2020.0,숙명여자대학교,공학계열,1834.0,75,4.09,숙명여자대학교
2020.0,숙명여자대학교,예체능계열,1687.0,20,1.19,숙명여자대학교
2020.0,숙명여자대학교,인문사회계열,6197.0,109,1.76,숙명여자대학교
2020.0,숙명여자대학교,자연과학계열,2373.0,94,3.96,숙명여자대학교
2020.0,순복음총회신학교,예체능계열,32.0,2,6.25,순복음총회신학교
2020.0,순복음총회신학교,인문사회계열,69.0,4,5.8,순복음총회신학교
2020.0,순천향대학교,공학계열,5698.0,236,4.14,순천향대학교
2020.0,순천향대학교,인문사회계열,4341.0,179,4.12,순천향대학교
2020.0,순천향대학교,자연과학계열,4185.0,165,3.94,순천향대학교
2020.0,숭실대학교,공학계열,7843.0,203,2.59,숭실대학교
2020.0,숭실대학교,인문사회계열,10187.0,308,3.02,숭실대학교
2020.0,숭실대학교,자연과학계열,1358.0,63,4.64,숭실대학교
2020.0,신경주대학교,예체능계열,354.0,77,21.75,신경주대학교
2020.0,신경주대학교,인문사회계열,790.0,178,22.53,신경주대학교
2020.0,신경주대학교,자연과학계열,342.0,44,12.87,신경주대학교
2020.0,신라대학교,공학계열,2719.0,201,7.39,신라대학교
2020.0,신라대학교,예체능계열,895.0,84,9.39,신라대학교
2020.0,신라대학교,인문사회계열,5380.0,311,5.78,신라대학교
2020.0,신라대학교,자연과학계열,1961.0,91,4.64,신라대학교
2020.0,아신대학교,인문사회계열,838.0,99,11.81,아신대학교
2020.0,아주대학교,공학계열,7468.0,221,2.96,아주대학교
2020.0,아주대학교,인문사회계열,4386.0,149,3.4,아주대학교
2020.0,아주대학교,자연과학계열,1785.0,69,3.87,아주대학교
2020.0,안양대학교,공학계열,2265.0,94,4.15,안양대학교
2020.0,안양대학교,예체능계열,164.0,12,7.32,안양대학교
