기준연도,학교명,계열,졸업자(A),진학자(B),진학률(%),학교명_정규화
2019,장로회신학대학교,인문사회계열,106,35,33.02,장로회신학대학교
2019,전남대학교,공학계열,626,33,5.27,전남대학교
2019,전남대학교,예체능계열,201,14,6.97,전남대학교
2019,전남대학교,의학계열,133,6,4.51,전남대학교
2019,전남대학교,인문사회계열,1535,61,3.97,전남대학교
2019,전남대학교,자연과학계열,1272,138,10.85,전남대학교
2019,전남대학교 _제2캠퍼스,공학계열,187,5,2.67,전남대학교 _제2캠퍼스
2019,전남대학교 _제2캠퍼스,의학계열,28,7,25.0,전남대학교 _제2캠퍼스
2019,전남대학교 _제2캠퍼스,인문사회계열,213,5,2.35,전남대학교 _제2캠퍼스
2019,전남대학교 _제2캠퍼스,자연과학계열,163,15,9.2,전남대학교 _제2캠퍼스
2019,전북대학교,공학계열,1451,109,7.51,전북대학교
2019,전북대학교,예체능계열,126,15,11.9,전북대학교
2019,전북대학교,의학계열,42,7,16.67,전북대학교
2019,전북대학교,인문사회계열,1312,60,4.57,전북대학교
2019,전북대학교,자연과학계열,1158,185,15.98,전북대학교
2019,전주교육대학교,공학계열,23,0,0.0,전주교육대학교
2019,전주교육대학교,예체능계열,76,0,0.0,전주교육대학교
2019,전주교육대학교,인문사회계열,149,0,0.0,전주교육대학교
2019,전주교육대학교,자연과학계열,48,0,0.0,전주교육대학교
2019,전주대학교,공학계열,571,12,2.1,전주대학교
2019,전주대학교,예체능계열,350,10,2.86,전주대학교
2019,전주대학교,의학계열,53,1,1.89,전주대학교
2019,전주대학교,인문사회계열,1148,34,2.96,전주대학교
2019,전주대학교,자연과학계열,315,10,3.17,전주대학교
2019,제주대학교,공학계열,417,12,2.88,제주대학교
2019,제주대학교,예체능계열,105,13,12.38,제주대학교
2019,제주대학교,의학계열,69,3,4.35,제주대학교
2019,제주대학교,인문사회계열,944,13,1.38,제주대학교
2019,제주대학교,자연과학계열,392,44,11.22,제주대학교
2019,조선대학교,공학계열,1388,65,4.68,조선대학교
2019,조선대학교,예체능계열,501,43,8.58,조선대학교
2019,조선대학교,의학계열,3,0,0.0,조선대학교
2019,조선대학교,인문사회계열,1623,43,2.65,조선대학교
2019,조선대학교,자연과학계열,861,80,9.29,조선대학교
2019,중부대학교,공학계열,468,10,2.14,중부대학교
2019,중부대학교,예체능계열,292,11,3.77,중부대학교
2019,중부대학교,인문사회계열,634,7,1.1,중부대학교
2019,중부대학교,자연과학계열,233,7,3.0,중부대학교
2019,중앙대학교,공학계열,1048,113,10.78,중앙대학교
2019,중앙대학교,예체능계열,92,2,2.17,중앙대학교
2019,중앙대학교,의학계열,40,0,0.0,중앙대학교
2019,중앙대학교,인문사회계열,1791,105,5.86,중앙대학교
2019,중앙대학교,자연과학계열,603,102,16.92,중앙대학교
2019,중앙승가대학교,인문사회계열,55,13,23.64,중앙승가대학교
2019,중원대학교,공학계열,156,7,4.49,중원대학교
2019,중원대학교,예체능계열,31,0,0.0,중원대학교
2019,중원대학교,의학계열,18,0,0.0,중원대학교
2019,중원대학교,인문사회계열,232,8,3.45,중원대학교
2019,중원대학교,자연과학계열,118,19,16.1,중원대학교
2019,진주교육대학교,공학계열,32,0,0.0,진주교육대학교
2019,진주교육대학교,예체능계열,87,0,0.0,진주교육대학교
2019,진주교육대학교,인문사회계열,173,0,0.0,진주교육대학교
2019,진주교육대학교,자연과학계열,52,0,0.0,진주교육대학교
2019,차의과학대학교,공학계열,127,4,3.15,차의과학대학교
2019,차의과학대학교,의학계열,18,3,16.67,차의과학대학교
2019,차의과학대학교,인문사회계열,105,7,6.67,차의과학대학교
2019,차의과학대학교,자연과학계열,123,33,26.83,차의과학대학교
2019,청운대학교,공학계열,363,6,1.65,청운대학교
2019,청운대학교,예체능계열,144,2,1.39,청운대학교
2019,청운대학교,인문사회계열,678,8,1.18,청운대학교
2019,청운대학교,자연과학계열,78,2,2.56,청운대학교
2019,청주교육대학교,공학계열,21,1,4.76,청주교육대학교
2019,청주교육대학교,예체능계열,74,2,2.7,청주교육대학교
2019,청주교육대학교,인문사회계열,159,2,1.26,청주교육대학교
2019,청주교육대학교,자연과학계열,46,0,0.0,청주교육대학교
2019,청주대학교,공학계열,696,24,3.45,청주대학교
2019,청주대학교,예체능계열,335,12,3.58,청주대학교
2019,청주대학교,의학계열,24,1,4.17,청주대학교
2019,청주대학교,인문사회계열,1288,15,1.16,청주대학교
2019,청주대학교,자연과학계열,488,23,4.71,청주대학교
2019,총신대학교,예체능계열,76,7,9.21,총신대학교
2019,총신대학교,인문사회계열,317,55,17.35,총신대학교
2019,추계예술대학교,예체능계열,318,13,4.09,추계예술대학교
2019,추계예술대학교,인문사회계열,32,1,3.12,추계예술대학교
2019,춘천교육대학교,공학계열,27,0,0.0,춘천교육대학교
2019,춘천교육대학교,예체능계열,96,0,0.0,춘천교육대학교
2019,춘천교육대학교,인문사회계열,172,1,0.58,춘천교육대학교
2019,춘천교육대학교,자연과학계열,54,0,0.0,춘천교육대학교
2019,충남대학교,공학계열,1279,144,11.26,충남대학교
2019,충남대학교,예체능계열,159,17,10.69,충남대학교
2019,충남대학교,의학계열,67,6,8.96,충남대학교
2019,충남대학교,인문사회계열,1308,36,2.75,충남대학교
2019,충남대학교,자연과학계열,1154,197,17.07,충남대학교
2019,충북대학교,공학계열,1127,98,8.7,충북대학교
2019,충북대학교,예체능계열,114,17,14.91,충북대학교
2019,충북대학교,의학계열,113,14,12.39,충북대학교
2019,충북대학교,인문사회계열,987,37,3.75,충북대학교
2019,충북대학교,자연과학계열,948,142,14.98,충북대학교
2019,칼빈대학교,예체능계열,10,1,10.0,칼빈대학교
2019,칼빈대학교,인문사회계열,91,16,17.58,칼빈대학교
2019,평택대학교,공학계열,128,0,0.0,평택대학교
2019,평택대학교,예체능계열,183,6,3.28,평택대학교
2019,평택대학교,인문사회계열,551,1,0.18,평택대학교
2019,평택대학교,자연과학계열,10,3,30.0,평택대학교
2019,포항공과대학교,공학계열,156,106,67.95,포항공과대학교
2019,포항공과대학교,자연과학계열,169,115,68.05,포항공과대학교
2019,한국과학기술원,공학계열,413,229,55.45,한국과학기술원
2019,한국과학기술원,인문사회계열,5,2,40.0,한국과학기술원
2019,한국과학기술원,자연과학계열,322,181,56.21,한국과학기술원
2019,한국교원대학교,공학계열,74,0,0.0,한국교원대학교
2019,한국교원대학교,예체능계열,63,0,0.0,한국교원대학교
2019,한국교원대학교,인문사회계열,307,4,1.3,한국교원대학교
2019,한국교원대학교,자연과학계열,129,1,0.78,한국교원대학교
2019,한국기술교육대학교,공학계열,794,45,5.67,한국기술교육대학교
2019,한국기술교육대학교,예체능계열,33,1,3.03,한국기술교육대학교
2019,한국기술교육대학교,자연과학계열,104,10,9.62,한국기술교육대학교
2019,한국성서대학교,공학계열,30,2,6.67,한국성서대학교
2019,한국성서대학교,인문사회계열,112,7,6.25,한국성서대학교
2019,한국성서대학교,자연과학계열,46,0,0.0,한국성서대학교
2019,한국예술종합학교,공학계열,11,0,0.0,한국예술종합학교
2019,한국예술종합학교,예체능계열,436,40,9.17,한국예술종합학교
2019,한국예술종합학교,인문사회계열,27,1,3.7,한국예술종합학교
2019,한국외국어대학교,공학계열,316,18,5.7,한국외국어대학교
2019,한국외국어대학교,인문사회계열,2966,160,5.39,한국외국어대학교
2019,한국외국어대학교,자연과학계열,234,50,21.37,한국외국어대학교
2019,한국체육대학교,예체능계열,466,17,3.65,한국체육대학교
2019,한국체육대학교,인문사회계열,31,1,3.23,한국체육대학교
2019,한국침례신학대학교,예체능계열,54,9,16.67,한국침례신학대학교
2019,한국침례신학대학교,인문사회계열,331,56,16.92,한국침례신학대학교
2019,한국항공대학교,공학계열,780,81,10.38,한국항공대학교
2019,한국항공대학교,인문사회계열,140,13,9.29,한국항공대학교
2019,한국항공대학교,자연과학계열,57,7,12.28,한국항공대학교
2019,한남대학교,공학계열,558,31,5.56,한남대학교
2019,한남대학교,예체능계열,235,19,8.09,한남대학교
2019,한남대학교,인문사회계열,1279,54,4.22,한남대학교
2019,한남대학교,자연과학계열,424,72,16.98,한남대학교
2019,한동대학교,공학계열,345,65,18.84,한동대학교
2019,한동대학교,예체능계열,59,1,1.69,한동대학교
2019,한동대학교,인문사회계열,355,52,14.65,한동대학교
2019,한동대학교,자연과학계열,118,30,25.42,한동대학교
2019,한라대학교,공학계열,352,5,1.42,한라대학교
2019,한라대학교,예체능계열,58,1,1.72,한라대학교
2019,한라대학교,인문사회계열,380,3,0.79,한라대학교
2019,한라대학교,자연과학계열,23,1,4.35,한라대학교
2019,한림대학교,공학계열,242,12,4.96,한림대학교
2019,한림대학교,예체능계열,72,2,2.78,한림대학교
2019,한림대학교,의학계열,74,0,0.0,한림대학교
2019,한림대학교,인문사회계열,1089,37,3.4,한림대학교
2019,한림대학교,자연과학계열,430,61,14.19,한림대학교
2019,한서대학교,공학계열,599,20,3.34,한서대학교
2019,한서대학교,예체능계열,290,1,0.34,한서대학교
2019,한서대학교,인문사회계열,410,7,1.71,한서대학교
2019,한서대학교,자연과학계열,339,4,1.18,한서대학교
2019,한성대학교,공학계열,286,8,2.8,한성대학교
2019,한성대학교,예체능계열,211,1,0.47,한성대학교
2019,한성대학교,인문사회계열,323,10,3.1,한성대학교
2019,한성대학교,자연과학계열,75,0,0.0,한성대학교
2019,한세대학교,공학계열,187,2,1.07,한세대학교
2019,한세대학교,예체능계열,100,9,9.0,한세대학교
2019,한세대학교,인문사회계열,275,25,9.09,한세대학교
2019,한신대학교,공학계열,199,0,0.0,한신대학교
2019,한신대학교,예체능계열,25,0,0.0,한신대학교
2019,한신대학교,인문사회계열,738,41,5.56,한신대학교
2019,한신대학교,자연과학계열,89,2,2.25,한신대학교
2019,한양대학교,공학계열,1224,239,19.53,한양대학교
2019,한양대학교,예체능계열,237,36,15.19,한양대학교
2019,한양대학교,의학계열,46,0,0.0,한양대학교
2019,한양대학교,인문사회계열,1393,101,7.25,한양대학교
2019,한양대학교,자연과학계열,571,140,24.52,한양대학교
2019,한양대학교(ERICA) _분교,공학계열,642,102,15.89,한양대학교(ERICA) _분교
2019,한양대학교(ERICA) _분교,예체능계열,307,16,5.21,한양대학교(ERICA) _분교
2019,한양대학교(ERICA) _분교,인문사회계열,594,29,4.88,한양대학교(ERICA) _분교
2019,한양대학교(ERICA) _분교,자연과학계열,517,64,12.38,한양대학교(ERICA) _분교
2019,한일장신대학교,공학계열,32,0,0.0,한일장신대학교
2019,한일장신대학교,예체능계열,33,4,12.12,한일장신대학교
2019,한일장신대학교,인문사회계열,130,27,20.77,한일장신대학교
2019,협성대학교,공학계열,74,3,4.05,협성대학교
2019,협성대학교,예체능계열,171,5,2.92,협성대학교
2019,협성대학교,의학계열,40,0,0.0,협성대학교
2019,협성대학교,인문사회계열,663,42,6.33,협성대학교
2019,협성대학교,자연과학계열,17,0,0.0,협성대학교
2019,호남대학교,공학계열,573,14,2.44,호남대학교
2019,호남대학교,예체능계열,193,1,0.52,호남대학교
2019,호남대학교,인문사회계열,790,13,1.65,호남대학교
2019,호남대학교,자연과학계열,226,4,1.77,호남대학교
2019,호남신학대학교,예체능계열,39,3,7.69,호남신학대학교
2019,호남신학대학교,인문사회계열,68,8,11.76,호남신학대학교
2019,호서대학교,공학계열,1176,69,5.87,호서대학교
2019,호서대학교,예체능계열,379,14,3.69,호서대학교
2019,호서대학교,인문사회계열,896,9,1.0,호서대학교
2019,호서대학교,자연과학계열,358,31,8.66,호서대학교
2019,호원대학교,공학계열,414,5,1.21,호원대학교
2019,호원대학교,예체능계열,220,3,1.36,호원대학교
2019,호원대학교,인문사회계열,358,4,1.12,호원대학교
2019,호원대학교,자연과학계열,101,0,0.0,호원대학교
2019,홍익대학교,공학계열,923,53,5.74,홍익대학교
2019,홍익대학교,예체능계열,407,27,6.63,홍익대학교
2019,홍익대학교,인문사회계열,1005,43,4.28,홍익대학교
2019,홍익대학교,자연과학계열,238,21,8.82,홍익대학교
2019,화성의과학대학교,공학계열,48,0,0.0,화성의과학대학교
2019,화성의과학대학교,예체능계열,18,1,5.56,화성의과학대학교
2019,화성의과학대학교,인문사회계열,83,4,4.82,화성의과학대학교
2019,화성의과학대학교,자연과학계열,14,4,28.57,화성의과학대학교
2020,가천대학교,공학계열,1159,45,3.88,가천대학교
2020,가천대학교,예체능계열,446,24,5.38,가천대학교
2020,가천대학교,의학계열,77,10,12.99,가천대학교
2020,가천대학교,인문사회계열,1363,22,1.61,가천대학교
2020,가천대학교,자연과학계열,655,105,16.03,가천대학교
2020,가톨릭관동대학교,공학계열,405,5,1.23,가톨릭관동대학교
2020,가톨릭관동대학교,예체능계열,178,7,3.93,가톨릭관동대학교
2020,가톨릭관동대학교,의학계열,50,0,0.0,가톨릭관동대학교
2020,가톨릭관동대학교,인문사회계열,1147,21,1.83,가톨릭관동대학교
2020,가톨릭관동대학교,자연과학계열,72,2,2.78,가톨릭관동대학교
2020,가톨릭꽃동네대학교,공학계열,42,0,0.0,가톨릭꽃동네대학교
2020,가톨릭꽃동네대학교,인문사회계열,70,1,1.43,가톨릭꽃동네대학교
2020,가톨릭대학교,공학계열,228,6,2.63,가톨릭대학교
2020,가톨릭대학교,예체능계열,59,6,10.17,가톨릭대학교
2020,가톨릭대학교,인문사회계열,948,48,5.06,가톨릭대학교
2020,가톨릭대학교,자연과학계열,381,61,16.01,가톨릭대학교
2020,가톨릭대학교 _제2캠퍼스,공학계열,88,0,0.0,가톨릭대학교 _제2캠퍼스
2020,가톨릭대학교 _제3캠퍼스,인문사회계열,41,24,58.54,가톨릭대학교 _제3캠퍼스
2020,감리교신학대학교,인문사회계열,187,77,41.18,감리교신학대학교
2020,강남대학교,공학계열,305,4,1.31,강남대학교
2020,강남대학교,예체능계열,135,2,1.48,강남대학교
2020,강남대학교,인문사회계열,930,12,1.29,강남대학교
2020,강남대학교,자연과학계열,57,1,1.75,강남대학교
2020,강서대학교,예체능계열,21,2,9.52,강서대학교
2020,강서대학교,인문사회계열,209,7,3.35,강서대학교
2020,강원대학교,공학계열,791,82,10.37,강원대학교
2020,강원대학교,예체능계열,123,5,4.07,강원대학교
2020,강원대학교,의학계열,52,11,21.15,강원대학교
2020,강원대학교,인문사회계열,1025,29,2.83,강원대학교
2020,강원대학교,자연과학계열,1053,177,16.81,강원대학교
2020,강원대학교 _제2캠퍼스,공학계열,657,13,1.98,강원대학교 _제2캠퍼스
2020,강원대학교 _제2캠퍼스,예체능계열,93,1,1.08,강원대학교 _제2캠퍼스
2020,강원대학교 _제2캠퍼스,인문사회계열,279,4,1.43,강원대학교 _제2캠퍼스
2020,강원대학교 _제2캠퍼스,자연과학계열,300,20,6.67,강원대학교 _제2캠퍼스
2020,건국대학교,공학계열,918,109,11.87,건국대학교
2020,건국대학교,예체능계열,202,9,4.46,건국대학교
2020,건국대학교,의학계열,77,7,9.09,건국대학교
2020,건국대학교,인문사회계열,1187,22,1.85,건국대학교
2020,건국대학교,자연과학계열,890,149,16.74,건국대학교
2020,건국대학교(글로컬) _분교,공학계열,388,15,3.87,건국대학교(글로컬) _분교
2020,건국대학교(글로컬) _분교,예체능계열,256,5,1.95,건국대학교(글로컬) _분교
2020,건국대학교(글로컬) _분교,인문사회계열,798,10,1.25,건국대학교(글로컬) _분교
2020,건국대학교(글로컬) _분교,자연과학계열,313,52,16.61,건국대학교(글로컬) _분교
2020,건양대학교,공학계열,134,4,2.99,건양대학교
2020,건양대학교,예체능계열,108,0,0.0,건양대학교
2020,건양대학교,인문사회계열,481,4,0.83,건양대학교
2020,건양대학교,자연과학계열,148,15,10.14,건양대학교
2020,건양대학교 _제2캠퍼스,공학계열,300,8,2.67,건양대학교 _제2캠퍼스
2020,건양대학교 _제2캠퍼스,예체능계열,62,2,3.23,건양대학교 _제2캠퍼스
2020,건양대학교 _제2캠퍼스,의학계열,61,0,0.0,건양대학교 _제2캠퍼스
2020,건양대학교 _제2캠퍼스,인문사회계열,105,1,0.95,건양대학교 _제2캠퍼스
2020,건양대학교 _제2캠퍼스,자연과학계열,356,25,7.02,건양대학교 _제2캠퍼스
2020,경기대학교,공학계열,698,32,4.58,경기대학교
2020,경기대학교,예체능계열,311,9,2.89,경기대학교
2020,경기대학교,인문사회계열,1250,25,2.0,경기대학교
2020,경기대학교,자연과학계열,404,53,13.12,경기대학교
2020,경기대학교 _제2캠퍼스,공학계열,20,2,10.0,경기대학교 _제2캠퍼스
2020,경기대학교 _제2캠퍼스,예체능계열,26,1,3.85,경기대학교 _제2캠퍼스
2020,경기대학교 _제2캠퍼스,인문사회계열,397,4,1.01,경기대학교 _제2캠퍼스
2020,경남과학기술대학교,공학계열,460,9,1.96,경상국립대학교
2020,경남과학기술대학교,예체능계열,19,0,0.0,경상국립대학교
2020,경남과학기술대학교,인문사회계열,211,6,2.84,경상국립대학교
2020,경남과학기술대학교,자연과학계열,279,21,7.53,경상국립대학교
2020,경남대학교,공학계열,790,18,2.28,경남대학교
2020,경남대학교,예체능계열,191,3,1.57,경남대학교
2020,경남대학교,인문사회계열,1565,38,2.43,경남대학교
2020,경남대학교,자연과학계열,417,10,2.4,경남대학교
2020,경동대학교,공학계열,165,1,0.61,경동대학교
2020,경동대학교,예체능계열,24,1,4.17,경동대학교
2020,경동대학교,의학계열,32,0,0.0,경동대학교
2020,경동대학교,인문사회계열,319,5,1.57,경동대학교
2020,경동대학교,자연과학계열,219,0,0.0,경동대학교
2020,경북대학교,공학계열,1866,171,9.16,경북대학교
2020,경북대학교,예체능계열,204,25,12.25,경북대학교
2020,경북대학교,의학계열,58,9,15.52,경북대학교
2020,경북대학교,인문사회계열,1571,55,3.5,경북대학교
2020,경북대학교,자연과학계열,1499,238,15.88,경북대학교
2020,경상국립대학교,공학계열,1014,60,5.92,경상국립대학교
2020,경상국립대학교,예체능계열,91,3,3.3,경상국립대학교
2020,경상국립대학교,의학계열,102,17,16.67,경상국립대학교
2020,경상국립대학교,인문사회계열,1096,37,3.38,경상국립대학교
2020,경상국립대학교,자연과학계열,843,111,13.17,경상국립대학교
2020,경성대학교,공학계열,534,13,2.43,경성대학교
2020,경성대학교,예체능계열,469,17,3.62,경성대학교
2020,경성대학교,의학계열,29,1,3.45,경성대학교
2020,경성대학교,인문사회계열,1373,11,0.8,경성대학교
2020,경성대학교,자연과학계열,429,17,3.96,경성대학교
2020,경일대학교,공학계열,660,19,2.88,경일대학교
2020,경일대학교,예체능계열,172,1,0.58,경일대학교
2020,경일대학교,인문사회계열,321,7,2.18,경일대학교
2020,경일대학교,자연과학계열,85,4,4.71,경일대학교
2020,경희대학교,공학계열,1403,135,9.62,경희대학교
2020,경희대학교,예체능계열,602,58,9.63,경희대학교
2020,경희대학교,의학계열,146,5,3.42,경희대학교
2020,경희대학교,인문사회계열,2428,95,3.91,경희대학교
2020,경희대학교,자연과학계열,1143,207,18.11,경희대학교
2020,계명대학교,공학계열,946,40,4.23,계명대학교
2020,계명대학교,예체능계열,773,59,7.63,계명대학교
2020,계명대학교,의학계열,82,0,0.0,계명대학교
2020,계명대학교,인문사회계열,2073,75,3.62,계명대학교
2020,계명대학교,자연과학계열,651,68,10.45,계명대학교
2020,고려대학교,공학계열,917,202,22.03,고려대학교
2020,고려대학교,예체능계열,129,10,7.75,고려대학교
2020,고려대학교,의학계열,99,0,0.0,고려대학교
2020,고려대학교,인문사회계열,2164,296,13.68,고려대학교
2020,고려대학교,자연과학계열,1036,322,31.08,고려대학교
2020,고려대학교(세종) _분교,공학계열,375,42,11.2,고려대학교(세종) _분교
2020,고려대학교(세종) _분교,예체능계열,116,10,8.62,고려대학교(세종) _분교
2020,고려대학교(세종) _분교,인문사회계열,707,27,3.82,고려대학교(세종) _분교
2020,고려대학교(세종) _분교,자연과학계열,281,55,19.57,고려대학교(세종) _분교
2020,고신대학교,공학계열,138,1,0.72,고신대학교
2020,고신대학교,예체능계열,49,6,12.24,고신대학교
2020,고신대학교,의학계열,81,0,0.0,고신대학교
2020,고신대학교,인문사회계열,474,58,12.24,고신대학교
2020,고신대학교,자연과학계열,64,4,6.25,고신대학교
2020,공주교육대학교,공학계열,28,0,0.0,공주교육대학교
2020,공주교육대학교,예체능계열,81,1,1.23,공주교육대학교
2020,공주교육대학교,인문사회계열,214,0,0.0,공주교육대학교
2020,공주교육대학교,자연과학계열,52,0,0.0,공주교육대학교
2020,광신대학교,예체능계열,20,2,10.0,광신대학교
2020,광신대학교,인문사회계열,105,18,17.14,광신대학교
2020,광운대학교,공학계열,860,103,11.98,광운대학교
2020,광운대학교,예체능계열,128,3,2.34,광운대학교
2020,광운대학교,인문사회계열,586,8,1.37,광운대학교
2020,광운대학교,자연과학계열,328,62,18.9,광운대학교
2020,광주가톨릭대학교,인문사회계열,20,14,70.0,광주가톨릭대학교
2020,광주과학기술원,공학계열,54,36,66.67,광주과학기술원
2020,광주과학기술원,자연과학계열,80,71,88.75,광주과학기술원
2020,광주교육대학교,공학계열,26,0,0.0,광주교육대학교
2020,광주교육대학교,예체능계열,81,0,0.0,광주교육대학교
2020,광주교육대학교,인문사회계열,183,2,1.09,광주교육대학교
2020,광주교육대학교,자연과학계열,56,0,0.0,광주교육대학교
2020,광주대학교,공학계열,397,2,0.5,광주대학교
2020,광주대학교,예체능계열,179,6,3.35,광주대학교
2020,광주대학교,의학계열,2,0,0.0,광주대학교
2020,광주대학교,인문사회계열,888,13,1.46,광주대학교
2020,광주대학교,자연과학계열,107,3,2.8,광주대학교
2020,광주여자대학교,공학계열,215,0,0.0,광주여자대학교
2020,광주여자대학교,예체능계열,42,3,7.14,광주여자대학교
2020,광주여자대학교,의학계열,29,1,3.45,광주여자대학교
2020,광주여자대학교,인문사회계열,330,7,2.12,광주여자대학교
2020,광주여자대학교,자연과학계열,276,10,3.62,광주여자대학교
2020,국립강릉원주대학교,공학계열,188,20,10.64,국립강릉원주대학교
2020,국립강릉원주대학교,예체능계열,159,13,8.18,국립강릉원주대학교
2020,국립강릉원주대학교,의학계열,45,0,0.0,국립강릉원주대학교
2020,국립강릉원주대학교,인문사회계열,554,11,1.99,국립강릉원주대학교
2020,국립강릉원주대학교,자연과학계열,393,40,10.18,국립강릉원주대학교
2020,국립강릉원주대학교 _제2캠퍼스,공학계열,326,7,2.15,국립강릉원주대학교 _제2캠퍼스
2020,국립강릉원주대학교 _제2캠퍼스,인문사회계열,80,1,1.25,국립강릉원주대학교 _제2캠퍼스
2020,국립강릉원주대학교 _제2캠퍼스,자연과학계열,23,1,4.35,국립강릉원주대학교 _제2캠퍼스
2020,국립경국대학교,공학계열,440,10,2.27,국립경국대학교
2020,국립경국대학교,예체능계열,100,13,13.0,국립경국대학교
2020,국립경국대학교,의학계열,31,3,9.68,국립경국대학교
2020,국립경국대학교,인문사회계열,484,23,4.75,국립경국대학교
2020,국립경국대학교,자연과학계열,378,30,7.94,국립경국대학교
2020,국립공주대학교,공학계열,1058,55,5.2,국립공주대학교
2020,국립공주대학교,예체능계열,260,5,1.92,국립공주대학교
2020,국립공주대학교,인문사회계열,813,13,1.6,국립공주대학교
2020,국립공주대학교,자연과학계열,773,95,12.29,국립공주대학교
2020,국립군산대학교,공학계열,655,30,4.58,국립군산대학교
2020,국립군산대학교,예체능계열,109,5,4.59,국립군산대학교
2020,국립군산대학교,인문사회계열,504,10,1.98,국립군산대학교
2020,국립군산대학교,자연과학계열,352,35,9.94,국립군산대학교
2020,국립금오공과대학교,공학계열,961,56,5.83,국립금오공과대학교
2020,국립금오공과대학교,예체능계열,30,1,3.33,국립금오공과대학교
2020,국립금오공과대학교,인문사회계열,44,0,0.0,국립금오공과대학교
2020,국립금오공과대학교,자연과학계열,332,44,13.25,국립금오공과대학교
2020,국립목포대학교,공학계열,492,19,3.86,국립목포대학교
2020,국립목포대학교,예체능계열,87,9,10.34,국립목포대학교
2020,국립목포대학교,인문사회계열,541,5,0.92,국립목포대학교
2020,국립목포대학교,자연과학계열,285,22,7.72,국립목포대학교
2020,국립목포해양대학교,공학계열,535,4,0.75,국립목포해양대학교
2020,국립목포해양대학교,자연과학계열,17,1,5.88,국립목포해양대학교
2020,국립부경대학교,공학계열,1600,96,6.0,국립부경대학교
2020,국립부경대학교,예체능계열,106,5,4.72,국립부경대학교
2020,국립부경대학교,의학계열,41,11,26.83,국립부경대학교
2020,국립부경대학교,인문사회계열,1206,22,1.82,국립부경대학교
2020,국립부경대학교,자연과학계열,852,95,11.15,국립부경대학교
2020,국립순천대학교,공학계열,471,20,4.25,국립순천대학교
2020,국립순천대학교,예체능계열,148,4,2.7,국립순천대학교
2020,국립순천대학교,의학계열,11,2,18.18,국립순천대학교
2020,국립순천대학교,인문사회계열,516,9,1.74,국립순천대학교
2020,국립순천대학교,자연과학계열,446,35,7.85,국립순천대학교
2020,국립창원대학교,공학계열,618,42,6.8,국립창원대학교
2020,국립창원대학교,예체능계열,112,14,12.5,국립창원대학교
2020,국립창원대학교,인문사회계열,740,7,0.95,국립창원대학교
2020,국립창원대학교,자연과학계열,243,32,13.17,국립창원대학교
2020,국립한국교통대학교,공학계열,1308,60,4.59,국립한국교통대학교
2020,국립한국교통대학교,예체능계열,38,1,2.63,국립한국교통대학교
2020,국립한국교통대학교,인문사회계열,365,4,1.1,국립한국교통대학교
2020,국립한국교통대학교,자연과학계열,249,22,8.84,국립한국교통대학교
2020,국립한국해양대학교,공학계열,954,52,5.45,국립한국해양대학교
2020,국립한국해양대학교,예체능계열,20,0,0.0,국립한국해양대학교
2020,국립한국해양대학교,인문사회계열,333,11,3.3,국립한국해양대학교
2020,국립한국해양대학교,자연과학계열,128,17,13.28,국립한국해양대학교
2020,국민대학교,공학계열,749,83,11.08,국민대학교
2020,국민대학교,예체능계열,407,52,12.78,국민대학교
2020,국민대학교,인문사회계열,1330,40,3.01,국민대학교
2020,국민대학교,자연과학계열,508,94,18.5,국민대학교
2020,극동대학교,공학계열,328,6,1.83,극동대학교
2020,극동대학교,예체능계열,128,1,0.78,극동대학교
2020,극동대학교,인문사회계열,303,2,0.66,극동대학교
2020,극동대학교,자연과학계열,86,2,2.33,극동대학교
2020,금강대학교,인문사회계열,102,3,2.94,금강대학교
2020,김천대학교,공학계열,217,3,1.38,김천대학교
2020,김천대학교,예체능계열,27,3,11.11,김천대학교
2020,김천대학교,인문사회계열,258,3,1.16,김천대학교
2020,김천대학교,자연과학계열,371,2,0.54,김천대학교
2020,나사렛대학교,공학계열,198,1,0.51,나사렛대학교
2020,나사렛대학교,예체능계열,99,2,2.02,나사렛대학교
2020,나사렛대학교,인문사회계열,825,20,2.42,나사렛대학교
2020,나사렛대학교,자연과학계열,109,5,4.59,나사렛대학교
2020,남부대학교,공학계열,204,0,0.0,남부대학교
2020,남부대학교,예체능계열,74,1,1.35,남부대학교
2020,남부대학교,인문사회계열,264,1,0.38,남부대학교
2020,남부대학교,자연과학계열,218,6,2.75,남부대학교
2020,단국대학교,공학계열,674,53,7.86,단국대학교
2020,단국대학교,예체능계열,289,41,14.19,단국대학교
2020,단국대학교,인문사회계열,1347,68,5.05,단국대학교
2020,단국대학교,자연과학계열,371,19,5.12,단국대학교
2020,대구가톨릭대학교,공학계열,712,30,4.21,대구가톨릭대학교
2020,대구가톨릭대학교,예체능계열,377,36,9.55,대구가톨릭대학교
2020,대구가톨릭대학교,의학계열,45,0,0.0,대구가톨릭대학교
2020,대구가톨릭대학교,인문사회계열,1164,44,3.78,대구가톨릭대학교
2020,대구가톨릭대학교,자연과학계열,601,67,11.15,대구가톨릭대학교
2020,대구교육대학교,공학계열,29,0,0.0,대구교육대학교
2020,대구교육대학교,예체능계열,90,1,1.11,대구교육대학교
2020,대구교육대학교,인문사회계열,237,2,0.84,대구교육대학교
2020,대구교육대학교,자연과학계열,55,5,9.09,대구교육대학교
2020,대구대학교,공학계열,1040,18,1.73,대구대학교
