기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100",학교_정규화
2012,강원대학교,인문ㆍ사회계열,4587,118.2,강원대학교
2012,강원대학교,예ㆍ체능계열,768,107.8,강원대학교
2012,강원대학교,의학계열,160,91.9,강원대학교
2012,강원대학교,공학계열,2817,115.0,강원대학교
2012,강원대학교 _제2캠퍼스,예ㆍ체능계열,941,88.2,강원대학교 _제2캠퍼스
2012,강원대학교 _제2캠퍼스,공학계열,3441,89.7,강원대학교 _제2캠퍼스
2012,강원대학교 _제2캠퍼스,자연과학계열,1437,94.2,강원대학교 _제2캠퍼스
2012,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1129,103.9,강원대학교 _제2캠퍼스
2012,건국대학교,인문ㆍ사회계열,4201,178.3,건국대학교
2012,건국대학교,자연과학계열,2879,91.6,건국대학교
2012,건국대학교,의학계열,276,127.9,건국대학교
2012,건국대학교,예ㆍ체능계열,1466,132.5,건국대학교
2012,건국대학교,공학계열,3316,128.0,건국대학교
2012,건국대학교(글로컬) _분교,인문ㆍ사회계열,3105,123.8,건국대학교(글로컬) _분교
2012,건국대학교(글로컬) _분교,예ㆍ체능계열,1370,110.9,건국대학교(글로컬) _분교
2012,건국대학교(글로컬) _분교,공학계열,696,155.7,건국대학교(글로컬) _분교
2012,건국대학교(글로컬) _분교,자연과학계열,1869,89.0,건국대학교(글로컬) _분교
2012,건양대학교,인문ㆍ사회계열,3735,103.5,건양대학교
2012,건양대학교,자연과학계열,523,96.6,건양대학교
2012,건양대학교,공학계열,1725,93.2,건양대학교
2012,건양대학교 _제2캠퍼스,자연과학계열,1348,116.3,건양대학교 _제2캠퍼스
2012,건양대학교 _제2캠퍼스,의학계열,196,120.9,건양대학교 _제2캠퍼스
2012,건양대학교 _제2캠퍼스,인문ㆍ사회계열,220,115.9,건양대학교 _제2캠퍼스
2012,경기대학교,자연과학계열,1232,104.6,경기대학교
2012,경기대학교,예ㆍ체능계열,1580,104.9,경기대학교
2012,경기대학교,공학계열,2588,108.9,경기대학교
2012,경기대학교,인문ㆍ사회계열,5040,123.4,경기대학교
2012,경기대학교 _제2캠퍼스,예ㆍ체능계열,440,108.0,경기대학교 _제2캠퍼스
2012,경기대학교 _제2캠퍼스,인문ㆍ사회계열,1736,115.4,경기대학교 _제2캠퍼스
2012,경남과학기술대학교,예ㆍ체능계열,120,105.0,경상국립대학교
2012,경남과학기술대학교,인문ㆍ사회계열,1344,102.1,경상국립대학교
2012,경남과학기술대학교,자연과학계열,1214,99.9,경상국립대학교
2012,경남과학기술대학교,공학계열,2675,99.0,경상국립대학교
2012,경남대학교,인문ㆍ사회계열,7267,103.6,경남대학교
2012,경남대학교,자연과학계열,1655,95.6,경남대학교
2012,경남대학교,공학계열,3347,95.1,경남대학교
2012,경남대학교,예ㆍ체능계열,940,106.3,경남대학교
2012,경동대학교,예ㆍ체능계열,120,76.7,경동대학교
2012,경동대학교,공학계열,550,101.3,경동대학교
2012,경동대학교,자연과학계열,915,79.7,경동대학교
2012,경동대학교,인문ㆍ사회계열,1967,79.9,경동대학교
2012,경북대학교,예ㆍ체능계열,716,102.4,경북대학교
2012,경북대학교,의학계열,228,113.2,경북대학교
2012,경북대학교,공학계열,4604,133.7,경북대학교
2012,경북대학교,자연과학계열,4641,119.2,경북대학교
2012,경북대학교,인문ㆍ사회계열,5499,137.9,경북대학교
2012,경상국립대학교,예ㆍ체능계열,280,101.4,경상국립대학교
2012,경상국립대학교,의학계열,200,116.5,경상국립대학교
2012,경상국립대학교,공학계열,4370,113.6,경상국립대학교
2012,경상국립대학교,자연과학계열,3721,106.3,경상국립대학교
2012,경상국립대학교,인문ㆍ사회계열,4575,117.0,경상국립대학교
2012,경성대학교,자연과학계열,1525,100.2,경성대학교
2012,경성대학교,공학계열,2640,102.7,경성대학교
2012,경성대학교,예ㆍ체능계열,2420,100.0,경성대학교
2012,경성대학교,인문ㆍ사회계열,5880,113.8,경성대학교
2012,경인교육대학교,예ㆍ체능계열,630,49.5,경인교육대학교
2012,경인교육대학교,자연과학계열,801,53.8,경인교육대학교
2012,경인교육대학교,인문ㆍ사회계열,1367,51.5,경인교육대학교
2012,경일대학교,인문ㆍ사회계열,2400,89.1,경일대학교
2012,경일대학교,공학계열,3101,85.5,경일대학교
2012,경일대학교,예ㆍ체능계열,1074,87.0,경일대학교
2012,경일대학교,자연과학계열,295,93.6,경일대학교
2012,경희대학교,인문ㆍ사회계열,7573,150.2,경희대학교
2012,경희대학교,자연과학계열,3886,116.1,경희대학교
2012,경희대학교,공학계열,4110,119.6,경희대학교
2012,경희대학교,의학계열,444,106.8,경희대학교
2012,경희대학교,예ㆍ체능계열,3680,110.8,경희대학교
2012,계명대학교,자연과학계열,2497,113.8,계명대학교
2012,계명대학교,의학계열,304,103.0,계명대학교
2012,계명대학교,공학계열,3443,107.2,계명대학교
2012,계명대학교,인문ㆍ사회계열,10338,125.3,계명대학교
2012,계명대학교,예ㆍ체능계열,3590,105.6,계명대학교
2012,고려대학교,자연과학계열,3778,116.9,고려대학교
2012,고려대학교,공학계열,3238,128.6,고려대학교
2012,고려대학교,인문ㆍ사회계열,7516,144.1,고려대학교
2012,고려대학교,의학계열,212,118.4,고려대학교
2012,고려대학교,예ㆍ체능계열,500,113.0,고려대학교
2012,고려대학교(세종) _분교,인문ㆍ사회계열,3160,119.2,고려대학교(세종) _분교
2012,고려대학교(세종) _분교,자연과학계열,863,112.4,고려대학교(세종) _분교
2012,고려대학교(세종) _분교,예ㆍ체능계열,485,110.5,고려대학교(세종) _분교
2012,고려대학교(세종) _분교,공학계열,1472,119.6,고려대학교(세종) _분교
2012,고신대학교,인문ㆍ사회계열,1980,118.4,고신대학교
2012,고신대학교,자연과학계열,1302,81.9,고신대학교
2012,고신대학교,예ㆍ체능계열,476,89.5,고신대학교
2012,고신대학교,의학계열,304,97.4,고신대학교
2012,공주교육대학교,예ㆍ체능계열,319,109.7,공주교육대학교
2012,공주교육대학교,자연과학계열,535,105.8,공주교육대학교
2012,공주교육대학교,인문ㆍ사회계열,821,108.0,공주교육대학교
2012,광신대학교,인문ㆍ사회계열,415,107.0,광신대학교
2012,광신대학교,예ㆍ체능계열,105,82.9,광신대학교
2012,광운대학교,인문ㆍ사회계열,2640,133.5,광운대학교
2012,광운대학교,자연과학계열,600,119.5,광운대학교
2012,광운대학교,공학계열,3655,124.6,광운대학교
2012,광운대학교,예ㆍ체능계열,160,96.3,광운대학교
2012,광주가톨릭대학교,인문ㆍ사회계열,165,51.5,광주가톨릭대학교
2012,광주과학기술원,공학계열,400,54.8,광주과학기술원
2012,광주교육대학교,인문ㆍ사회계열,670,105.7,광주교육대학교
2012,광주교육대학교,자연과학계열,502,108.2,광주교육대학교
2012,광주교육대학교,예ㆍ체능계열,365,109.6,광주교육대학교
2012,광주대학교,인문ㆍ사회계열,3755,103.4,광주대학교
2012,광주대학교,자연과학계열,938,95.5,광주대학교
2012,광주대학교,예ㆍ체능계열,1327,80.4,광주대학교
2012,광주대학교,공학계열,1036,85.5,광주대학교
2012,광주여자대학교,인문ㆍ사회계열,1704,103.5,광주여자대학교
2012,광주여자대학교,자연과학계열,2050,104.7,광주여자대학교
2012,광주여자대학교,예ㆍ체능계열,216,86.6,광주여자대학교
2012,광주여자대학교,공학계열,70,80.0,광주여자대학교
2012,국립강릉원주대학교,인문ㆍ사회계열,2339,107.0,국립강릉원주대학교
2012,국립강릉원주대학교,예ㆍ체능계열,456,95.8,국립강릉원주대학교
2012,국립강릉원주대학교,의학계열,160,98.1,국립강릉원주대학교
2012,국립강릉원주대학교,자연과학계열,2045,97.8,국립강릉원주대학교
2012,국립강릉원주대학교,공학계열,1067,98.8,국립강릉원주대학교
2012,국립강릉원주대학교 _제2캠퍼스,자연과학계열,290,105.5,국립강릉원주대학교 _제2캠퍼스
2012,국립강릉원주대학교 _제2캠퍼스,공학계열,1117,98.0,국립강릉원주대학교 _제2캠퍼스
2012,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,423,91.0,국립강릉원주대학교 _제2캠퍼스
2012,국립강릉원주대학교 _제2캠퍼스,예ㆍ체능계열,331,99.4,국립강릉원주대학교 _제2캠퍼스
2012,국립경국대학교,예ㆍ체능계열,444,93.5,국립경국대학교
2012,국립경국대학교,공학계열,1898,101.8,국립경국대학교
2012,국립경국대학교,자연과학계열,1954,99.7,국립경국대학교
2012,국립경국대학교,인문ㆍ사회계열,2056,102.5,국립경국대학교
2012,국립공주대학교,인문ㆍ사회계열,3421,120.6,국립공주대학교
2012,국립공주대학교,공학계열,4254,120.2,국립공주대학교
2012,국립공주대학교,자연과학계열,3711,108.6,국립공주대학교
2012,국립공주대학교,예ㆍ체능계열,845,108.8,국립공주대학교
2012,국립군산대학교,인문ㆍ사회계열,2069,105.9,국립군산대학교
2012,국립군산대학교,자연과학계열,1917,96.5,국립군산대학교
2012,국립군산대학교,공학계열,3100,94.5,국립군산대학교
2012,국립군산대학교,예ㆍ체능계열,626,102.2,국립군산대학교
2012,국립금오공과대학교,공학계열,4798,124.0,국립금오공과대학교
2012,국립금오공과대학교,인문ㆍ사회계열,200,183.0,국립금오공과대학교
2012,국립금오공과대학교,자연과학계열,400,106.5,국립금오공과대학교
2012,국립목포대학교,예ㆍ체능계열,456,97.4,국립목포대학교
2012,국립목포대학교,공학계열,2328,112.3,국립목포대학교
2012,국립목포대학교,자연과학계열,1556,100.3,국립목포대학교
2012,국립목포대학교,인문ㆍ사회계열,2830,118.2,국립목포대학교
2012,국립목포해양대학교,공학계열,2464,101.0,국립목포해양대학교
2012,국립부경대학교,인문ㆍ사회계열,3951,135.9,국립부경대학교
2012,국립부경대학교,자연과학계열,2354,108.5,국립부경대학교
2012,국립부경대학교,공학계열,7336,122.9,국립부경대학교
2012,국립부경대학교,예ㆍ체능계열,486,108.6,국립부경대학교
2012,국립순천대학교,예ㆍ체능계열,787,105.8,국립순천대학교
2012,국립순천대학교,공학계열,1978,103.4,국립순천대학교
2012,국립순천대학교,자연과학계열,2244,95.5,국립순천대학교
2012,국립순천대학교,인문ㆍ사회계열,2300,112.7,국립순천대학교
2012,국립창원대학교,인문ㆍ사회계열,3125,123.3,국립창원대학교
2012,국립창원대학교,자연과학계열,1407,90.7,국립창원대학교
2012,국립창원대학교,공학계열,2454,120.4,국립창원대학교
2012,국립창원대학교,예ㆍ체능계열,584,120.9,국립창원대학교
2012,국립한국교통대학교,인문ㆍ사회계열,1984,103.1,국립한국교통대학교
2012,국립한국교통대학교,자연과학계열,640,105.9,국립한국교통대학교
2012,국립한국교통대학교,예ㆍ체능계열,260,112.3,국립한국교통대학교
2012,국립한국교통대학교,공학계열,5511,104.9,국립한국교통대학교
2012,국립한국해양대학교,인문ㆍ사회계열,1280,131.5,국립한국해양대학교
2012,국립한국해양대학교,자연과학계열,790,116.1,국립한국해양대학교
2012,국립한국해양대학교,공학계열,3420,117.1,국립한국해양대학교
2012,국립한국해양대학교,예ㆍ체능계열,100,103.0,국립한국해양대학교
2012,국민대학교,예ㆍ체능계열,2186,108.9,국민대학교
2012,국민대학교,공학계열,2983,126.1,국민대학교
2012,국민대학교,자연과학계열,1271,114.1,국민대학교
2012,국민대학교,인문ㆍ사회계열,5547,136.8,국민대학교
2012,극동대학교,예ㆍ체능계열,950,90.1,극동대학교
2012,극동대학교,공학계열,480,92.3,극동대학교
2012,극동대학교,자연과학계열,905,100.7,극동대학교
2012,극동대학교,인문ㆍ사회계열,2065,103.5,극동대학교
2012,금강대학교,인문ㆍ사회계열,465,85.2,금강대학교
2012,김천대학교,자연과학계열,1858,80.5,김천대학교
2012,김천대학교,공학계열,120,50.0,김천대학교
2012,김천대학교,예ㆍ체능계열,90,76.7,김천대학교
2012,김천대학교,인문ㆍ사회계열,1005,70.7,김천대학교
2012,나사렛대학교,예ㆍ체능계열,369,103.8,나사렛대학교
2012,나사렛대학교,인문ㆍ사회계열,3527,112.2,나사렛대학교
2012,나사렛대학교,자연과학계열,1500,92.3,나사렛대학교
2012,남부대학교,예ㆍ체능계열,664,82.8,남부대학교
2012,남부대학교,공학계열,240,87.5,남부대학교
2012,남부대학교,인문ㆍ사회계열,727,99.2,남부대학교
2012,남부대학교,자연과학계열,1665,100.7,남부대학교
2012,단국대학교,예ㆍ체능계열,1520,105.9,단국대학교
2012,단국대학교,인문ㆍ사회계열,4270,135.7,단국대학교
2012,단국대학교,자연과학계열,1080,111.0,단국대학교
2012,단국대학교,공학계열,2700,121.6,단국대학교
2012,대구가톨릭대학교,인문ㆍ사회계열,5949,109.7,대구가톨릭대학교
2012,대구가톨릭대학교,자연과학계열,3312,102.4,대구가톨릭대학교
2012,대구가톨릭대학교,공학계열,1807,108.1,대구가톨릭대학교
2012,대구가톨릭대학교,의학계열,160,113.1,대구가톨릭대학교
2012,대구가톨릭대학교,예ㆍ체능계열,1524,97.2,대구가톨릭대학교
2012,대구교육대학교,인문ㆍ사회계열,858,108.5,대구교육대학교
2012,대구교육대학교,자연과학계열,589,105.4,대구교육대학교
2012,대구교육대학교,예ㆍ체능계열,362,108.3,대구교육대학교
2012,대구대학교,공학계열,3906,104.7,대구대학교
2012,대구대학교,자연과학계열,3583,100.6,대구대학교
2012,대구대학교,인문ㆍ사회계열,9033,110.6,대구대학교
2012,대구대학교,예ㆍ체능계열,1680,100.1,대구대학교
2012,대구예술대학교,예ㆍ체능계열,1940,68.2,대구예술대학교
2012,대구한의대학교,인문ㆍ사회계열,2065,97.0,대구한의대학교
2012,대구한의대학교,자연과학계열,2979,97.2,대구한의대학교
2012,대구한의대학교,공학계열,842,85.5,대구한의대학교
2012,대구한의대학교,의학계열,444,99.3,대구한의대학교
2012,대구한의대학교,예ㆍ체능계열,690,82.2,대구한의대학교
2012,대신대학교,예ㆍ체능계열,170,62.4,대신대학교
2012,대신대학교,인문ㆍ사회계열,425,82.4,대신대학교
2012,대전가톨릭대학교,인문ㆍ사회계열,160,74.4,대전가톨릭대학교
2012,대전대학교,예ㆍ체능계열,823,81.0,대전대학교
2012,대전대학교,의학계열,296,109.5,대전대학교
2012,대전대학교,공학계열,2093,94.3,대전대학교
2012,대전대학교,인문ㆍ사회계열,4879,106.4,대전대학교
2012,대전대학교,자연과학계열,1645,110.8,대전대학교
2012,대전신학대학교,인문ㆍ사회계열,240,69.6,대전신학대학교
2012,대진대학교,공학계열,2318,96.5,대진대학교
2012,대진대학교,자연과학계열,830,99.0,대진대학교
2012,대진대학교,인문ㆍ사회계열,3470,116.0,대진대학교
2012,대진대학교,예ㆍ체능계열,1182,96.0,대진대학교
2012,덕성여자대학교,자연과학계열,1220,105.7,덕성여자대학교
2012,덕성여자대학교,공학계열,364,102.2,덕성여자대학교
2012,덕성여자대학교,예ㆍ체능계열,694,114.1,덕성여자대학교
2012,덕성여자대학교,인문ㆍ사회계열,2882,130.2,덕성여자대학교
2012,동국대학교,예ㆍ체능계열,970,121.0,동국대학교
2012,동국대학교,공학계열,3099,118.8,동국대학교
2012,동국대학교,자연과학계열,1448,105.7,동국대학교
2012,동국대학교,인문ㆍ사회계열,5343,142.7,동국대학교
2012,동국대학교(WISE) _분교,인문ㆍ사회계열,4220,117.0,동국대학교(WISE) _분교
2012,동국대학교(WISE) _분교,자연과학계열,1598,106.8,동국대학교(WISE) _분교
2012,동국대학교(WISE) _분교,공학계열,1035,90.5,동국대학교(WISE) _분교
2012,동국대학교(WISE) _분교,의학계열,372,115.1,동국대학교(WISE) _분교
2012,동국대학교(WISE) _분교,예ㆍ체능계열,605,95.7,동국대학교(WISE) _분교
2012,동덕여자대학교,인문ㆍ사회계열,2948,128.8,동덕여자대학교
2012,동덕여자대학교,자연과학계열,1280,107.6,동덕여자대학교
2012,동덕여자대학교,예ㆍ체능계열,2560,101.8,동덕여자대학교
2012,동명대학교,인문ㆍ사회계열,3320,103.3,동명대학교
2012,동명대학교,자연과학계열,340,157.6,동명대학교
2012,동명대학교,공학계열,3800,102.9,동명대학교
2012,동명대학교,예ㆍ체능계열,1280,79.4,동명대학교
2012,동서대학교,인문ㆍ사회계열,4940,115.9,동서대학교
2012,동서대학교,자연과학계열,610,102.0,동서대학교
2012,동서대학교,공학계열,3280,92.5,동서대학교
2012,동서대학교,예ㆍ체능계열,1755,104.7,동서대학교
2012,동신대학교,자연과학계열,2490,105.1,동신대학교
2012,동신대학교,인문ㆍ사회계열,2610,99.0,동신대학교
2012,동신대학교,공학계열,1260,76.1,동신대학교
2012,동신대학교,의학계열,160,128.8,동신대학교
2012,동신대학교,예ㆍ체능계열,460,72.6,동신대학교
2012,동아대학교,인문ㆍ사회계열,7960,125.7,동아대학교
2012,동아대학교,예ㆍ체능계열,2348,90.5,동아대학교
2012,동아대학교,의학계열,96,103.1,동아대학교
2012,동아대학교,공학계열,5020,118.0,동아대학교
2012,동아대학교,자연과학계열,2933,101.9,동아대학교
2012,동양대학교,자연과학계열,105,112.4,동양대학교
2012,동양대학교,인문ㆍ사회계열,2011,103.0,동양대학교
2012,동양대학교,공학계열,2070,90.8,동양대학교
2012,동양대학교,예ㆍ체능계열,428,74.1,동양대학교
2012,동의대학교,예ㆍ체능계열,1650,86.2,동의대학교
2012,동의대학교,인문ㆍ사회계열,6845,119.8,동의대학교
2012,동의대학교,자연과학계열,2430,97.6,동의대학교
2012,동의대학교,공학계열,5035,101.7,동의대학교
2012,동의대학교,의학계열,200,93.0,동의대학교
2012,루터대학교,인문ㆍ사회계열,700,70.6,루터대학교
2012,명지대학교,자연과학계열,1044,95.7,명지대학교
2012,명지대학교,공학계열,4390,106.3,명지대학교
2012,명지대학교,예ㆍ체능계열,1550,102.5,명지대학교
2012,명지대학교 _제2캠퍼스,인문ㆍ사회계열,5320,137.3,명지대학교 _제2캠퍼스
2012,목원대학교,예ㆍ체능계열,2642,97.5,목원대학교
2012,목원대학교,공학계열,1558,97.1,목원대학교
2012,목원대학교,자연과학계열,1046,100.0,목원대학교
2012,목원대학교,인문ㆍ사회계열,4168,111.6,목원대학교
2012,목포가톨릭대학교,인문ㆍ사회계열,160,93.8,목포가톨릭대학교
2012,목포가톨릭대학교,자연과학계열,360,113.6,목포가톨릭대학교
2012,배재대학교,자연과학계열,1847,92.7,배재대학교
2012,배재대학교,인문ㆍ사회계열,4835,105.2,배재대학교
2012,배재대학교,공학계열,1585,87.4,배재대학교
2012,배재대학교,예ㆍ체능계열,1093,87.1,배재대학교
2012,백석대학교,예ㆍ체능계열,2686,96.1,백석대학교
2012,백석대학교,자연과학계열,2000,112.8,백석대학교
2012,백석대학교,인문ㆍ사회계열,7996,109.9,백석대학교
2012,부산가톨릭대학교,공학계열,430,77.7,부산가톨릭대학교
2012,부산가톨릭대학교,자연과학계열,2240,119.2,부산가톨릭대학교
2012,부산가톨릭대학교,인문ㆍ사회계열,1205,91.4,부산가톨릭대학교
2012,부산교육대학교,인문ㆍ사회계열,793,105.9,부산교육대학교
2012,부산교육대학교,자연과학계열,561,107.3,부산교육대학교
2012,부산교육대학교,예ㆍ체능계열,368,105.2,부산교육대학교
2012,부산대학교,자연과학계열,4422,107.3,부산대학교
2012,부산대학교,예ㆍ체능계열,1436,108.1,부산대학교
2012,부산대학교,공학계열,6417,121.6,부산대학교
2012,부산대학교,인문ㆍ사회계열,5764,132.8,부산대학교
2012,부산외국어대학교,자연과학계열,120,81.7,부산외국어대학교
2012,부산외국어대학교,공학계열,490,83.9,부산외국어대학교
2012,부산외국어대학교,예ㆍ체능계열,330,81.5,부산외국어대학교
2012,부산외국어대학교,인문ㆍ사회계열,7660,109.0,부산외국어대학교
2012,부산장신대학교,인문ㆍ사회계열,280,98.2,부산장신대학교
2012,삼육대학교,인문ㆍ사회계열,1910,116.6,삼육대학교
2012,삼육대학교,자연과학계열,2040,105.2,삼육대학교
2012,삼육대학교,공학계열,358,91.9,삼육대학교
2012,삼육대학교,예ㆍ체능계열,780,108.1,삼육대학교
2012,상명대학교,예ㆍ체능계열,1080,99.2,상명대학교
2012,상명대학교,인문ㆍ사회계열,2740,121.4,상명대학교
2012,상명대학교,자연과학계열,1490,125.5,상명대학교
2012,상명대학교,공학계열,290,106.2,상명대학교
2012,상지대학교,인문ㆍ사회계열,4080,104.0,상지대학교
2012,상지대학교,자연과학계열,1855,94.3,상지대학교
2012,상지대학교,공학계열,1115,89.6,상지대학교
2012,상지대학교,의학계열,240,105.8,상지대학교
2012,상지대학교,예ㆍ체능계열,954,95.0,상지대학교
2012,서강대학교,인문ㆍ사회계열,4140,138.4,서강대학교
2012,서강대학교,자연과학계열,856,106.1,서강대학교
2012,서강대학교,공학계열,1564,115.3,서강대학교
2012,서경대학교,자연과학계열,320,138.1,서경대학교
2012,서경대학교,예ㆍ체능계열,1400,115.6,서경대학교
2012,서경대학교,공학계열,1600,102.3,서경대학교
2012,서경대학교,인문ㆍ사회계열,2320,125.5,서경대학교
2012,서울교육대학교,예ㆍ체능계열,329,111.2,서울교육대학교
2012,서울교육대학교,인문ㆍ사회계열,825,108.6,서울교육대학교
2012,서울교육대학교,자연과학계열,524,106.9,서울교육대학교
2012,서울기독대학교,인문ㆍ사회계열,440,125.0,서울기독대학교
2012,서울기독대학교,예ㆍ체능계열,240,87.5,서울기독대학교
2012,서울대학교,의학계열,428,132.9,서울대학교
2012,서울대학교,예ㆍ체능계열,1140,124.5,서울대학교
2012,서울대학교,공학계열,3162,118.2,서울대학교
2012,서울대학교,자연과학계열,3644,117.2,서울대학교
2012,서울대학교,인문ㆍ사회계열,4457,148.7,서울대학교
2012,서울시립대학교,예ㆍ체능계열,544,111.6,서울시립대학교
2012,서울시립대학교,공학계열,2640,123.6,서울시립대학교
2012,서울시립대학교,자연과학계열,680,116.3,서울시립대학교
2012,서울시립대학교,인문ㆍ사회계열,3248,132.7,서울시립대학교
2012,서울신학대학교,인문ㆍ사회계열,1830,108.4,서울신학대학교
2012,서울신학대학교,예ㆍ체능계열,330,103.3,서울신학대학교
2012,서울여자대학교,예ㆍ체능계열,800,108.3,서울여자대학교
2012,서울여자대학교,자연과학계열,2200,109.5,서울여자대학교
2012,서울여자대학교,인문ㆍ사회계열,3920,125.2,서울여자대학교
2012,서울장신대학교,인문ㆍ사회계열,348,118.1,서울장신대학교
2012,서울장신대학교,예ㆍ체능계열,140,89.3,서울장신대학교
2012,서울한영대학교,예ㆍ체능계열,80,80.0,서울한영대학교
2012,서울한영대학교,인문ㆍ사회계열,720,96.3,서울한영대학교
2012,서원대학교,예ㆍ체능계열,1030,89.5,서원대학교
2012,서원대학교,공학계열,830,88.7,서원대학교
2012,서원대학교,인문ㆍ사회계열,3848,97.1,서원대학교
2012,서원대학교,자연과학계열,1300,96.7,서원대학교
2012,선문대학교,자연과학계열,1118,105.2,선문대학교
2012,선문대학교,예ㆍ체능계열,679,83.5,선문대학교
2012,선문대학교,공학계열,2906,89.7,선문대학교
2012,선문대학교,인문ㆍ사회계열,4549,116.9,선문대학교
2012,성결대학교,예ㆍ체능계열,720,116.7,성결대학교
2012,성결대학교,공학계열,1240,99.7,성결대학교
2012,성결대학교,인문ㆍ사회계열,3160,109.7,성결대학교
2012,성공회대학교,자연과학계열,160,109.4,성공회대학교
2012,성공회대학교,공학계열,600,90.7,성공회대학교
2012,성공회대학교,인문ㆍ사회계열,1400,117.8,성공회대학교
2012,성균관대학교,예ㆍ체능계열,1236,115.6,성균관대학교
2012,성균관대학교,인문ㆍ사회계열,6448,154.2,성균관대학교
2012,성균관대학교,자연과학계열,1684,110.6,성균관대학교
2012,성균관대학교,공학계열,4599,129.9,성균관대학교
2012,성균관대학교,의학계열,80,100.0,성균관대학교
2012,성신여자대학교,자연과학계열,1981,116.9,성신여자대학교
2012,성신여자대학교,예ㆍ체능계열,2040,104.5,성신여자대학교
2012,성신여자대학교,인문ㆍ사회계열,4852,122.7,성신여자대학교
2012,세명대학교,공학계열,1160,90.2,세명대학교
2012,세명대학교,인문ㆍ사회계열,4120,97.6,세명대학교
2012,세명대학교,자연과학계열,1980,96.8,세명대학교
2012,세명대학교,의학계열,160,123.1,세명대학교
2012,세명대학교,예ㆍ체능계열,1120,87.9,세명대학교
2012,세종대학교,자연과학계열,985,87.8,세종대학교
2012,세종대학교,공학계열,4220,122.4,세종대학교
2012,세종대학교,예ㆍ체능계열,1340,118.1,세종대학교
2012,세종대학교,인문ㆍ사회계열,2735,131.1,세종대학교
2012,세한대학교,인문ㆍ사회계열,1880,90.9,세한대학교
2012,세한대학교,자연과학계열,820,97.1,세한대학교
2012,세한대학교,공학계열,250,48.8,세한대학교
2012,세한대학교,예ㆍ체능계열,1900,77.3,세한대학교
2012,수원가톨릭대학교,인문ㆍ사회계열,360,52.2,수원가톨릭대학교
2012,수원대학교,인문ㆍ사회계열,3115,117.1,수원대학교
2012,수원대학교,자연과학계열,1560,99.5,수원대학교
2012,수원대학교,공학계열,3340,110.0,수원대학교
2012,수원대학교,예ㆍ체능계열,2460,99.3,수원대학교
2012,숙명여자대학교,자연과학계열,1955,108.7,숙명여자대학교
2012,숙명여자대학교,예ㆍ체능계열,1520,109.3,숙명여자대학교
2012,숙명여자대학교,인문ㆍ사회계열,5637,129.1,숙명여자대학교
2012,순복음총회신학교,인문ㆍ사회계열,600,34.5,순복음총회신학교
2012,순천향대학교,예ㆍ체능계열,1040,98.1,순천향대학교
2012,순천향대학교,공학계열,2620,104.1,순천향대학교
2012,순천향대학교,자연과학계열,2379,100.8,순천향대학교
2012,순천향대학교,인문ㆍ사회계열,3975,121.7,순천향대학교
2012,순천향대학교,의학계열,372,100.5,순천향대학교
2012,숭실대학교,인문ㆍ사회계열,4873,149.6,숭실대학교
2012,숭실대학교,자연과학계열,955,104.7,숭실대학교
2012,숭실대학교,공학계열,4722,125.3,숭실대학교
2012,숭실대학교,예ㆍ체능계열,180,97.8,숭실대학교
2012,신경주대학교,공학계열,485,44.1,신경주대학교
2012,신경주대학교,자연과학계열,681,73.0,신경주대학교
2012,신경주대학교,인문ㆍ사회계열,4003,67.7,신경주대학교
2012,신경주대학교,예ㆍ체능계열,505,53.5,신경주대학교
2012,신라대학교,공학계열,1405,89.9,신라대학교
2012,신라대학교,예ㆍ체능계열,1141,92.7,신라대학교
2012,신라대학교,자연과학계열,2011,95.9,신라대학교
2012,신라대학교,인문ㆍ사회계열,5223,108.0,신라대학교
2012,아신대학교,인문ㆍ사회계열,860,83.8,아신대학교
2012,아주대학교,의학계열,80,123.8,아주대학교
2012,아주대학교,공학계열,4012,129.3,아주대학교
2012,아주대학교,인문ㆍ사회계열,2676,132.8,아주대학교
2012,아주대학교,자연과학계열,1139,114.7,아주대학교
2012,안양대학교,예ㆍ체능계열,280,88.2,안양대학교
2012,안양대학교,공학계열,1515,105.9,안양대학교
2012,안양대학교,자연과학계열,390,97.7,안양대학교
2012,안양대학교,인문ㆍ사회계열,2283,109.6,안양대학교
2012,안양대학교 _제2캠퍼스,공학계열,280,89.6,안양대학교 _제2캠퍼스
2012,안양대학교 _제2캠퍼스,인문ㆍ사회계열,280,89.3,안양대학교 _제2캠퍼스
2012,연세대학교,예ㆍ체능계열,880,115.7,연세대학교
2012,연세대학교,의학계열,340,125.6,연세대학교
2012,연세대학교,공학계열,3744,123.9,연세대학교
2012,연세대학교,자연과학계열,2298,137.2,연세대학교
2012,연세대학교,인문ㆍ사회계열,6564,149.8,연세대학교
2012,연세대학교(미래) _분교,인문ㆍ사회계열,2380,132.5,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,의학계열,372,121.8,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,공학계열,932,126.3,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,자연과학계열,2934,110.1,연세대학교(미래) _분교
2012,영남대학교,인문ㆍ사회계열,8594,125.1,영남대학교
2012,영남대학교,자연과학계열,3746,105.3,영남대학교
