기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100",학교_정규화
2011,칼빈대학교,예ㆍ체능계열,80,77.5,칼빈대학교
2011,칼빈대학교,인문ㆍ사회계열,360,110.6,칼빈대학교
2011,평택대학교,예ㆍ체능계열,810,92.1,평택대학교
2011,평택대학교,자연과학계열,575,88.3,평택대학교
2011,평택대학교,인문ㆍ사회계열,2415,108.7,평택대학교
2011,포항공과대학교,공학계열,818,113.6,포항공과대학교
2011,포항공과대학교,자연과학계열,382,105.0,포항공과대학교
2011,한국교원대학교,인문ㆍ사회계열,1276,105.3,한국교원대학교
2011,한국교원대학교,자연과학계열,586,107.8,한국교원대학교
2011,한국교원대학교,예ㆍ체능계열,240,104.6,한국교원대학교
2011,한국교원대학교,공학계열,160,115.0,한국교원대학교
2011,한국기술교육대학교,공학계열,3037,107.1,한국기술교육대학교
2011,한국기술교육대학교,인문ㆍ사회계열,582,122.0,한국기술교육대학교
2011,한국방송통신대학교,인문ㆍ사회계열,187700,72.8,한국방송통신대학교
2011,한국방송통신대학교,자연과학계열,51100,70.3,한국방송통신대학교
2011,한국성서대학교,공학계열,155,76.8,한국성서대학교
2011,한국성서대학교,자연과학계열,70,101.4,한국성서대학교
2011,한국성서대학교,인문ㆍ사회계열,735,120.4,한국성서대학교
2011,한국예술종합학교,예ㆍ체능계열,2232,107.9,한국예술종합학교
2011,한국외국어대학교,인문ㆍ사회계열,6741,130.5,한국외국어대학교
2011,한국체육대학교,예ㆍ체능계열,2360,104.1,한국체육대학교
2011,한국침례신학대학교,예ㆍ체능계열,260,82.7,한국침례신학대학교
2011,한국침례신학대학교,인문ㆍ사회계열,1340,100.1,한국침례신학대학교
2011,한국항공대학교,공학계열,2400,118.8,한국항공대학교
2011,한국항공대학교,인문ㆍ사회계열,590,120.5,한국항공대학교
2011,한국항공대학교,자연과학계열,570,131.4,한국항공대학교
2011,한남대학교,예ㆍ체능계열,1038,94.9,한남대학교
2011,한남대학교,공학계열,2510,102.3,한남대학교
2011,한남대학교,자연과학계열,1585,93.1,한남대학교
2011,한남대학교,인문ㆍ사회계열,6897,103.6,한남대학교
2011,한동대학교,자연과학계열,342,95.9,한동대학교
2011,한동대학교,공학계열,766,97.5,한동대학교
2011,한동대학교,인문ㆍ사회계열,1932,141.7,한동대학교
2011,한라대학교,인문ㆍ사회계열,1660,96.3,한라대학교
2011,한라대학교,공학계열,2040,86.3,한라대학교
2011,한라대학교,예ㆍ체능계열,280,81.8,한라대학교
2011,한림대학교,의학계열,304,101.0,한림대학교
2011,한림대학교,예ㆍ체능계열,306,102.9,한림대학교
2011,한림대학교,공학계열,840,113.8,한림대학교
2011,한림대학교,자연과학계열,2172,102.1,한림대학교
2011,한림대학교,인문ㆍ사회계열,3890,128.2,한림대학교
2011,한서대학교,예ㆍ체능계열,1902,103.3,한서대학교
2011,한서대학교,공학계열,2091,101.3,한서대학교
2011,한서대학교,자연과학계열,1404,109.0,한서대학교
2011,한서대학교,인문ㆍ사회계열,2003,107.9,한서대학교
2011,한성대학교,인문ㆍ사회계열,3160,113.8,한성대학교
2011,한성대학교,공학계열,1880,104.7,한성대학교
2011,한성대학교,예ㆍ체능계열,1440,114.8,한성대학교
2011,한세대학교,예ㆍ체능계열,724,103.9,한세대학교
2011,한세대학교,공학계열,250,98.4,한세대학교
2011,한세대학교,자연과학계열,25,100.0,한세대학교
2011,한세대학교,인문ㆍ사회계열,1361,129.6,한세대학교
2011,한신대학교,예ㆍ체능계열,160,110.0,한신대학교
2011,한신대학교,공학계열,924,95.9,한신대학교
2011,한신대학교,자연과학계열,384,83.9,한신대학교
2011,한신대학교,인문ㆍ사회계열,3572,110.4,한신대학교
2011,한양대학교,인문ㆍ사회계열,4182,147.5,한양대학교
2011,한양대학교,자연과학계열,1613,116.7,한양대학교
2011,한양대학교,공학계열,4559,132.6,한양대학교
2011,한양대학교,의학계열,275,109.8,한양대학교
2011,한양대학교,예ㆍ체능계열,1233,106.7,한양대학교
2011,한양대학교(ERICA) _분교,인문ㆍ사회계열,2885,126.1,한양대학교(ERICA) _분교
2011,한양대학교(ERICA) _분교,자연과학계열,816,101.6,한양대학교(ERICA) _분교
2011,한양대학교(ERICA) _분교,공학계열,2662,130.4,한양대학교(ERICA) _분교
2011,한양대학교(ERICA) _분교,예ㆍ체능계열,1392,102.5,한양대학교(ERICA) _분교
2011,한일장신대학교,인문ㆍ사회계열,1160,92.4,한일장신대학교
2011,한일장신대학교,예ㆍ체능계열,190,95.3,한일장신대학교
2011,협성대학교,예ㆍ체능계열,990,99.1,협성대학교
2011,협성대학교,공학계열,560,94.5,협성대학교
2011,협성대학교,자연과학계열,160,110.0,협성대학교
2011,협성대학교,인문ㆍ사회계열,2610,110.7,협성대학교
2011,호남대학교,인문ㆍ사회계열,3245,99.2,호남대학교
2011,호남대학교,자연과학계열,915,101.2,호남대학교
2011,호남대학교,공학계열,1752,85.7,호남대학교
2011,호남대학교,예ㆍ체능계열,1640,87.9,호남대학교
2011,호남신학대학교,인문ㆍ사회계열,480,94.8,호남신학대학교
2011,호남신학대학교,예ㆍ체능계열,200,93.5,호남신학대학교
2011,호서대학교,인문ㆍ사회계열,4210,106.0,호서대학교
2011,호서대학교,자연과학계열,1145,103.1,호서대학교
2011,호서대학교,공학계열,5220,96.7,호서대학교
2011,호서대학교,예ㆍ체능계열,2065,89.2,호서대학교
2011,호원대학교,자연과학계열,475,88.8,호원대학교
2011,호원대학교,공학계열,1705,84.4,호원대학교
2011,호원대학교,예ㆍ체능계열,1480,76.4,호원대학교
2011,호원대학교,인문ㆍ사회계열,2220,98.3,호원대학교
2011,홍익대학교,인문ㆍ사회계열,3560,114.3,홍익대학교
2011,홍익대학교,자연과학계열,160,114.4,홍익대학교
2011,홍익대학교,공학계열,4205,120.1,홍익대학교
2011,홍익대학교,예ㆍ체능계열,2000,126.9,홍익대학교
2011,화성의과학대학교,예ㆍ체능계열,150,64.7,화성의과학대학교
2011,화성의과학대학교,인문ㆍ사회계열,616,60.4,화성의과학대학교
2011,화성의과학대학교,자연과학계열,212,89.2,화성의과학대학교
2010,가천대학교,공학계열,4770,96.7,가천대학교
2010,가천대학교,의학계열,120,104.2,가천대학교
2010,가천대학교,예ㆍ체능계열,1750,98.4,가천대학교
2010,가천대학교,인문ㆍ사회계열,4938,108.2,가천대학교
2010,가천대학교,자연과학계열,1150,85.1,가천대학교
2010,가톨릭관동대학교,인문ㆍ사회계열,5831,84.0,가톨릭관동대학교
2010,가톨릭관동대학교,자연과학계열,628,123.2,가톨릭관동대학교
2010,가톨릭관동대학교,공학계열,1586,68.1,가톨릭관동대학교
2010,가톨릭관동대학교,의학계열,196,117.3,가톨릭관동대학교
2010,가톨릭관동대학교,예ㆍ체능계열,1550,74.5,가톨릭관동대학교
2010,가톨릭꽃동네대학교,자연과학계열,160,96.3,가톨릭꽃동네대학교
2010,가톨릭꽃동네대학교,인문ㆍ사회계열,320,103.4,가톨릭꽃동네대학교
2010,가톨릭대학교,인문ㆍ사회계열,3610,118.8,가톨릭대학교
2010,가톨릭대학교,자연과학계열,1280,108.0,가톨릭대학교
2010,가톨릭대학교,공학계열,1268,106.9,가톨릭대학교
2010,가톨릭대학교,예ㆍ체능계열,208,94.7,가톨릭대학교
2010,가톨릭대학교 _제2캠퍼스,의학계열,278,129.5,가톨릭대학교 _제2캠퍼스
2010,가톨릭대학교 _제2캠퍼스,자연과학계열,352,89.5,가톨릭대학교 _제2캠퍼스
2010,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,320,69.1,가톨릭대학교 _제3캠퍼스
2010,감리교신학대학교,인문ㆍ사회계열,800,111.9,감리교신학대학교
2010,강남대학교,인문ㆍ사회계열,4917,116.1,강남대학교
2010,강남대학교,공학계열,1028,100.6,강남대학교
2010,강남대학교,예ㆍ체능계열,691,103.9,강남대학교
2010,강서대학교,인문ㆍ사회계열,1130,108.9,강서대학교
2010,강서대학교,예ㆍ체능계열,190,94.7,강서대학교
2010,강원대학교,인문ㆍ사회계열,4773,118.1,강원대학교
2010,강원대학교,자연과학계열,4906,103.1,강원대학교
2010,강원대학교,공학계열,2844,113.2,강원대학교
2010,강원대학교,의학계열,209,101.9,강원대학교
2010,강원대학교,예ㆍ체능계열,748,105.2,강원대학교
2010,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1242,97.3,강원대학교 _제2캠퍼스
2010,강원대학교 _제2캠퍼스,자연과학계열,937,93.6,강원대학교 _제2캠퍼스
2010,강원대학교 _제2캠퍼스,공학계열,3509,83.6,강원대학교 _제2캠퍼스
2010,강원대학교 _제2캠퍼스,예ㆍ체능계열,946,75.4,강원대학교 _제2캠퍼스
2010,건국대학교,인문ㆍ사회계열,4360,156.7,건국대학교
2010,건국대학교,자연과학계열,2822,94.2,건국대학교
2010,건국대학교,공학계열,3316,122.1,건국대학교
2010,건국대학교,의학계열,277,123.5,건국대학교
2010,건국대학교,예ㆍ체능계열,1424,125.8,건국대학교
2010,건국대학교(글로컬) _분교,인문ㆍ사회계열,3085,115.6,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,자연과학계열,2309,82.4,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,공학계열,336,234.2,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,예ㆍ체능계열,1310,113.4,건국대학교(글로컬) _분교
2010,건양대학교,인문ㆍ사회계열,4133,108.3,건양대학교
2010,건양대학교,자연과학계열,529,97.7,건양대학교
2010,건양대학교,예ㆍ체능계열,12,66.7,건양대학교
2010,건양대학교,공학계열,1805,98.8,건양대학교
2010,건양대학교 _제2캠퍼스,자연과학계열,1183,106.5,건양대학교 _제2캠퍼스
2010,건양대학교 _제2캠퍼스,의학계열,196,123.5,건양대학교 _제2캠퍼스
2010,경기대학교,인문ㆍ사회계열,5188,119.6,경기대학교
2010,경기대학교,자연과학계열,1254,99.0,경기대학교
2010,경기대학교,공학계열,2418,105.3,경기대학교
2010,경기대학교,예ㆍ체능계열,1580,109.4,경기대학교
2010,경기대학교 _제2캠퍼스,공학계열,148,85.8,경기대학교 _제2캠퍼스
2010,경기대학교 _제2캠퍼스,인문ㆍ사회계열,1588,105.2,경기대학교 _제2캠퍼스
2010,경기대학교 _제2캠퍼스,예ㆍ체능계열,440,112.3,경기대학교 _제2캠퍼스
2010,경남대학교,자연과학계열,1450,93.2,경남대학교
2010,경남대학교,예ㆍ체능계열,980,104.1,경남대학교
2010,경남대학교,공학계열,3315,93.5,경남대학교
2010,경남대학교,인문ㆍ사회계열,7480,102.0,경남대학교
2010,경동대학교,인문ㆍ사회계열,2350,75.6,경동대학교
2010,경동대학교,자연과학계열,350,95.1,경동대학교
2010,경동대학교,공학계열,780,70.6,경동대학교
2010,경동대학교,예ㆍ체능계열,120,90.8,경동대학교
2010,경북대학교,공학계열,4724,131.9,경북대학교
2010,경북대학교,자연과학계열,4532,120.3,경북대학교
2010,경북대학교,인문ㆍ사회계열,5680,132.8,경북대학교
2010,경북대학교,의학계열,234,117.9,경북대학교
2010,경북대학교,예ㆍ체능계열,688,103.6,경북대학교
2010,경상국립대학교,인문ㆍ사회계열,4616,109.7,경상국립대학교
2010,경상국립대학교,자연과학계열,3694,105.3,경상국립대학교
2010,경상국립대학교,공학계열,4370,108.6,경상국립대학교
2010,경상국립대학교,의학계열,200,108.5,경상국립대학교
2010,경상국립대학교,예ㆍ체능계열,280,99.6,경상국립대학교
2010,경성대학교,공학계열,2490,103.4,경성대학교
2010,경성대학교,자연과학계열,1670,86.4,경성대학교
2010,경성대학교,인문ㆍ사회계열,5870,112.4,경성대학교
2010,경성대학교,예ㆍ체능계열,2450,101.9,경성대학교
2010,경인교육대학교,자연과학계열,969,103.3,경인교육대학교
2010,경인교육대학교,예ㆍ체능계열,778,100.4,경인교육대학교
2010,경인교육대학교,인문ㆍ사회계열,1522,104.9,경인교육대학교
2010,경일대학교,공학계열,2867,76.5,경일대학교
2010,경일대학교,인문ㆍ사회계열,2295,80.8,경일대학교
2010,경일대학교,예ㆍ체능계열,783,97.3,경일대학교
2010,경일대학교,자연과학계열,25,116.0,경일대학교
2010,경희대학교,예ㆍ체능계열,1000,99.3,경희대학교
2010,경희대학교,자연과학계열,2326,120.6,경희대학교
2010,경희대학교,인문ㆍ사회계열,5981,143.8,경희대학교
2010,경희대학교,의학계열,523,105.4,경희대학교
2010,계명대학교,예ㆍ체능계열,3530,108.8,계명대학교
2010,계명대학교,의학계열,304,157.2,계명대학교
2010,계명대학교,공학계열,3312,102.1,계명대학교
2010,계명대학교,인문ㆍ사회계열,10654,120.2,계명대학교
2010,계명대학교,자연과학계열,2372,106.2,계명대학교
2010,고려대학교,의학계열,318,117.9,고려대학교
2010,고려대학교,인문ㆍ사회계열,7777,138.2,고려대학교
2010,고려대학교,자연과학계열,3726,113.0,고려대학교
2010,고려대학교,공학계열,3211,128.8,고려대학교
