기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,Unnamed: 10,Unnamed: 11,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100,학교_정규화
2021 하,대학교,사립,부산,기존,신라대학교,자연과학계열,1640.0,0.0,1690,1564,126,103.0,95.4,신라대학교
2021 하,대학교,사립,부산,기존,신라대학교,인문ㆍ사회계열,3883.0,0.0,4200,3684,516,108.2,94.9,신라대학교
2021 상,대학교,사립,경기,기존,아신대학교,인문ㆍ사회계열,718.0,0.0,483,466,17,67.3,64.9,아신대학교
2021 하,대학교,사립,경기,기존,아신대학교,인문ㆍ사회계열,718.0,0.0,549,529,20,76.5,73.7,아신대학교
2021 상,대학교,사립,경기,기존,아주대학교,인문ㆍ사회계열,2256.0,0.0,2773,2056,717,122.9,91.1,아주대학교
2021 상,대학교,사립,경기,기존,아주대학교,자연과학계열,1112.0,0.0,1209,1034,175,108.7,93.0,아주대학교
2021 상,대학교,사립,경기,기존,아주대학교,공학계열,4106.0,0.0,4560,3875,685,111.1,94.4,아주대학교
2021 상,대학교,사립,경기,기존,아주대학교,예ㆍ체능계열,48.0,0.0,37,37,0,77.1,77.1,아주대학교
2021 상,대학교,사립,경기,기존,아주대학교,의학계열,160.0,0.0,168,156,12,105.0,97.5,아주대학교
2021 하,대학교,사립,경기,기존,아주대학교,의학계열,160.0,0.0,173,161,12,108.1,100.6,아주대학교
2021 하,대학교,사립,경기,기존,아주대학교,공학계열,4106.0,0.0,5136,4401,735,125.1,107.2,아주대학교
2021 하,대학교,사립,경기,기존,아주대학교,예ㆍ체능계열,48.0,0.0,37,37,0,77.1,77.1,아주대학교
2021 하,대학교,사립,경기,기존,아주대학교,자연과학계열,1112.0,0.0,1290,1112,178,116.0,100.0,아주대학교
2021 하,대학교,사립,경기,기존,아주대학교,인문ㆍ사회계열,2256.0,0.0,3056,2392,664,135.5,106.0,아주대학교
2021 상,대학교,사립,경기,기존,안양대학교,인문ㆍ사회계열,1860.0,0.0,1882,1726,156,101.2,92.8,안양대학교
2021 상,대학교,사립,경기,기존,안양대학교,자연과학계열,160.0,0.0,205,187,18,128.1,116.9,안양대학교
2021 상,대학교,사립,경기,기존,안양대학교,공학계열,1756.0,0.0,1720,1629,91,97.9,92.8,안양대학교
2021 상,대학교,사립,경기,기존,안양대학교,예ㆍ체능계열,260.0,0.0,227,225,2,87.3,86.5,안양대학교
2021 하,대학교,사립,경기,기존,안양대학교,인문ㆍ사회계열,1860.0,0.0,2073,1911,162,111.5,102.7,안양대학교
2021 하,대학교,사립,경기,기존,안양대학교,자연과학계열,160.0,0.0,205,189,16,128.1,118.1,안양대학교
2021 하,대학교,사립,경기,기존,안양대학교,예ㆍ체능계열,260.0,0.0,263,260,3,101.2,100.0,안양대학교
2021 하,대학교,사립,경기,기존,안양대학교,공학계열,1756.0,0.0,1785,1682,103,101.7,95.8,안양대학교
2021 상,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,인문ㆍ사회계열,208.0,0.0,98,98,0,47.1,47.1,안양대학교 _제2캠퍼스
2021 상,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,공학계열,315.0,0.0,152,152,0,48.3,48.3,안양대학교 _제2캠퍼스
2021 하,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,인문ㆍ사회계열,208.0,0.0,101,101,0,48.6,48.6,안양대학교 _제2캠퍼스
2021 하,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,공학계열,315.0,0.0,153,153,0,48.6,48.6,안양대학교 _제2캠퍼스
2021 상,대학교,사립,서울,기존,연세대학교,인문ㆍ사회계열,6484.0,20.0,9113,6068,3045,141.0,93.9,연세대학교
2021 상,대학교,사립,서울,기존,연세대학교,자연과학계열,2376.0,2.0,2749,2190,559,115.8,92.2,연세대학교
2021 상,대학교,사립,서울,기존,연세대학교,공학계열,3790.0,11.0,3924,3291,633,103.8,87.1,연세대학교
2021 상,대학교,사립,서울,기존,연세대학교,예ㆍ체능계열,836.0,5.0,875,819,56,105.3,98.6,연세대학교
2021 상,대학교,사립,서울,기존,연세대학교,의학계열,680.0,0.0,751,674,77,110.4,99.1,연세대학교
2021 하,대학교,사립,서울,기존,연세대학교,공학계열,3790.0,11.0,4451,3788,663,117.8,100.2,연세대학교
2021 하,대학교,사립,서울,기존,연세대학교,인문ㆍ사회계열,6484.0,20.0,9832,6885,2947,152.1,106.5,연세대학교
2021 하,대학교,사립,서울,기존,연세대학교,자연과학계열,2376.0,2.0,3044,2477,567,128.2,104.3,연세대학교
2021 하,대학교,사립,서울,기존,연세대학교,예ㆍ체능계열,836.0,5.0,945,887,58,113.7,106.7,연세대학교
2021 하,대학교,사립,서울,기존,연세대학교,의학계열,680.0,0.0,744,667,77,109.4,98.1,연세대학교
2021 상,대학교,사립,강원,기존,연세대학교(미래) _분교,인문ㆍ사회계열,2219.0,0.0,2473,2006,467,111.4,90.4,연세대학교(미래) _분교
2021 상,대학교,사립,강원,기존,연세대학교(미래) _분교,자연과학계열,2354.0,0.0,2538,2162,376,107.8,91.8,연세대학교(미래) _분교
2021 상,대학교,사립,강원,기존,연세대학교(미래) _분교,공학계열,958.0,0.0,1050,839,211,109.6,87.6,연세대학교(미래) _분교
2021 상,대학교,사립,강원,기존,연세대학교(미래) _분교,의학계열,372.0,0.0,437,407,30,117.5,109.4,연세대학교(미래) _분교
2021 하,대학교,사립,강원,기존,연세대학교(미래) _분교,인문ㆍ사회계열,2219.0,0.0,2780,2307,473,125.3,104.0,연세대학교(미래) _분교
2021 하,대학교,사립,강원,기존,연세대학교(미래) _분교,자연과학계열,2354.0,0.0,2726,2326,400,115.8,98.8,연세대학교(미래) _분교
2021 하,대학교,사립,강원,기존,연세대학교(미래) _분교,공학계열,958.0,0.0,1153,933,220,120.4,97.4,연세대학교(미래) _분교
2021 하,대학교,사립,강원,기존,연세대학교(미래) _분교,의학계열,372.0,0.0,437,407,30,117.5,109.4,연세대학교(미래) _분교
2021 상,대학교,사립,경북,기존,영남대학교,인문ㆍ사회계열,6897.0,0.0,7416,6431,985,107.5,93.2,영남대학교
2021 상,대학교,사립,경북,기존,영남대학교,자연과학계열,3235.0,0.0,3103,2903,200,95.9,89.7,영남대학교
2021 상,대학교,사립,경북,기존,영남대학교,공학계열,6280.0,0.0,6380,5808,572,101.6,92.5,영남대학교
2021 상,대학교,사립,경북,기존,영남대학교,예ㆍ체능계열,1960.0,0.0,1899,1832,67,96.9,93.5,영남대학교
2021 상,대학교,사립,경북,기존,영남대학교,의학계열,304.0,0.0,297,297,0,97.7,97.7,영남대학교
2021 하,대학교,사립,경북,기존,영남대학교,인문ㆍ사회계열,6897.0,0.0,8129,7035,1094,117.9,102.0,영남대학교
2021 하,대학교,사립,경북,기존,영남대학교,자연과학계열,3235.0,0.0,3240,3031,209,100.2,93.7,영남대학교
2021 하,대학교,사립,경북,기존,영남대학교,예ㆍ체능계열,1960.0,0.0,1971,1899,72,100.6,96.9,영남대학교
2021 하,대학교,사립,경북,기존,영남대학교,공학계열,6280.0,0.0,6903,6269,634,109.9,99.8,영남대학교
2021 하,대학교,사립,경북,기존,영남대학교,의학계열,304.0,0.0,307,307,0,101.0,101.0,영남대학교
2021 상,대학교,사립,경북,기존,영남신학대학교,인문ㆍ사회계열,460.0,0.0,410,380,30,89.1,82.6,영남신학대학교
2021 하,대학교,사립,경북,기존,영남신학대학교,인문ㆍ사회계열,460.0,0.0,457,424,33,99.3,92.2,영남신학대학교
2021 상,대학교,사립,경남,기존,영산대학교,인문ㆍ사회계열,835.0,0.0,641,613,28,76.8,73.4,영산대학교
2021 상,대학교,사립,경남,기존,영산대학교,자연과학계열,640.0,0.0,744,601,143,116.3,93.9,영산대학교
2021 상,대학교,사립,경남,기존,영산대학교,공학계열,920.0,0.0,650,631,19,70.7,68.6,영산대학교
2021 상,대학교,사립,경남,기존,영산대학교,예ㆍ체능계열,260.0,0.0,230,229,1,88.5,88.1,영산대학교
2021 하,대학교,사립,경남,기존,영산대학교,인문ㆍ사회계열,835.0,0.0,720,689,31,86.2,82.5,영산대학교
2021 하,대학교,사립,경남,기존,영산대학교,자연과학계열,640.0,0.0,771,622,149,120.5,97.2,영산대학교
2021 하,대학교,사립,경남,기존,영산대학교,예ㆍ체능계열,260.0,0.0,270,270,0,103.8,103.8,영산대학교
2021 하,대학교,사립,경남,기존,영산대학교,공학계열,920.0,0.0,704,687,17,76.5,74.7,영산대학교
2021 상,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1420.0,0.0,1617,1186,431,113.9,83.5,영산대학교 _제2캠퍼스
2021 상,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,자연과학계열,550.0,0.0,525,487,38,95.5,88.5,영산대학교 _제2캠퍼스
2021 상,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,예ㆍ체능계열,1375.0,0.0,1221,1129,92,88.8,82.1,영산대학교 _제2캠퍼스
2021 하,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,예ㆍ체능계열,1375.0,0.0,1364,1266,98,99.2,92.1,영산대학교 _제2캠퍼스
2021 하,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,자연과학계열,550.0,0.0,563,527,36,102.4,95.8,영산대학교 _제2캠퍼스
2021 하,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1420.0,0.0,1656,1248,408,116.6,87.9,영산대학교 _제2캠퍼스
2021 상,대학교,사립,전남,기존,영산선학대학교,인문ㆍ사회계열,200.0,0.0,32,30,2,16.0,15.0,영산선학대학교
2021 하,대학교,사립,전남,기존,영산선학대학교,인문ㆍ사회계열,200.0,0.0,34,32,2,17.0,16.0,영산선학대학교
2021 상,대학교,사립,전북,기존,예수대학교,인문ㆍ사회계열,61.0,0.0,53,53,0,86.9,86.9,예수대학교
2021 상,대학교,사립,전북,기존,예수대학교,자연과학계열,445.0,0.0,478,442,36,107.4,99.3,예수대학교
2021 하,대학교,사립,전북,기존,예수대학교,인문ㆍ사회계열,61.0,0.0,62,62,0,101.6,101.6,예수대학교
2021 하,대학교,사립,전북,기존,예수대학교,자연과학계열,445.0,0.0,482,448,34,108.3,100.7,예수대학교
2021 상,대학교,사립,전북,기존,예원예술대학교,예ㆍ체능계열,807.0,0.0,1018,538,480,126.1,66.7,예원예술대학교
2021 하,대학교,사립,전북,기존,예원예술대학교,예ㆍ체능계열,807.0,0.0,1059,596,463,131.2,73.9,예원예술대학교
2021 상,대학교,사립,경기,기존,용인대학교,인문ㆍ사회계열,1316.0,0.0,1265,1105,160,96.1,84.0,용인대학교
2021 상,대학교,사립,경기,기존,용인대학교,자연과학계열,983.0,0.0,868,793,75,88.3,80.7,용인대학교
2021 상,대학교,사립,경기,기존,용인대학교,예ㆍ체능계열,3172.0,0.0,3118,2858,260,98.3,90.1,용인대학교
2021 하,대학교,사립,경기,기존,용인대학교,인문ㆍ사회계열,1316.0,0.0,1376,1200,176,104.6,91.2,용인대학교
2021 하,대학교,사립,경기,기존,용인대학교,자연과학계열,983.0,0.0,922,839,83,93.8,85.4,용인대학교
2021 하,대학교,사립,경기,기존,용인대학교,예ㆍ체능계열,3172.0,0.0,3323,3005,318,104.8,94.7,용인대학교
2021 상,대학교,사립,전북,기존,우석대학교,인문ㆍ사회계열,2471.0,0.0,2783,2264,519,112.6,91.6,우석대학교
2021 상,대학교,사립,전북,기존,우석대학교,자연과학계열,2128.0,0.0,1867,1658,209,87.7,77.9,우석대학교
2021 상,대학교,사립,전북,기존,우석대학교,공학계열,1431.0,0.0,1064,998,66,74.4,69.7,우석대학교
2021 상,대학교,사립,전북,기존,우석대학교,예ㆍ체능계열,930.0,0.0,790,744,46,84.9,80.0,우석대학교
2021 상,대학교,사립,전북,기존,우석대학교,의학계열,120.0,0.0,134,118,16,111.7,98.3,우석대학교
2021 하,대학교,사립,전북,기존,우석대학교,인문ㆍ사회계열,2471.0,0.0,2987,2491,496,120.9,100.8,우석대학교
2021 하,대학교,사립,전북,기존,우석대학교,예ㆍ체능계열,930.0,0.0,978,916,62,105.2,98.5,우석대학교
2021 하,대학교,사립,전북,기존,우석대학교,공학계열,1431.0,0.0,1194,1126,68,83.4,78.7,우석대학교
2021 하,대학교,사립,전북,기존,우석대학교,의학계열,120.0,0.0,134,117,17,111.7,97.5,우석대학교
2021 하,대학교,사립,전북,기존,우석대학교,자연과학계열,2128.0,0.0,1983,1759,224,93.2,82.7,우석대학교
2021 상,대학교,사립,대전,기존,우송대학교,인문ㆍ사회계열,3448.0,0.0,3830,2678,1152,111.1,77.7,우송대학교
2021 상,대학교,사립,대전,기존,우송대학교,자연과학계열,1550.0,0.0,1615,1494,121,104.2,96.4,우송대학교
2021 상,대학교,사립,대전,기존,우송대학교,공학계열,2268.0,0.0,2011,1778,233,88.7,78.4,우송대학교
2021 상,대학교,사립,대전,기존,우송대학교,예ㆍ체능계열,750.0,0.0,834,621,213,111.2,82.8,우송대학교
2021 하,대학교,사립,대전,기존,우송대학교,인문ㆍ사회계열,3388.0,0.0,4337,3189,1148,128.0,94.1,우송대학교
2021 하,대학교,사립,대전,기존,우송대학교,예ㆍ체능계열,750.0,0.0,980,759,221,130.7,101.2,우송대학교
2021 하,대학교,사립,대전,기존,우송대학교,공학계열,2268.0,0.0,2385,2146,239,105.2,94.6,우송대학교
2021 하,대학교,사립,대전,기존,우송대학교,자연과학계열,1610.0,0.0,1706,1576,130,106.0,97.9,우송대학교
2021 상,대학교,특별법법인,울산,기존,울산과학기술원,인문ㆍ사회계열,145.0,0.0,148,116,32,102.1,80.0,울산과학기술원
2021 상,대학교,특별법법인,울산,기존,울산과학기술원,자연과학계열,178.0,0.0,166,146,20,93.3,82.0,울산과학기술원
2021 상,대학교,특별법법인,울산,기존,울산과학기술원,공학계열,1157.0,0.0,1426,1214,212,123.2,104.9,울산과학기술원
2021 하,대학교,특별법법인,울산,기존,울산과학기술원,인문ㆍ사회계열,145.0,0.0,180,145,35,124.1,100.0,울산과학기술원
2021 하,대학교,특별법법인,울산,기존,울산과학기술원,자연과학계열,178.0,0.0,202,177,25,113.5,99.4,울산과학기술원
2021 하,대학교,특별법법인,울산,기존,울산과학기술원,공학계열,1157.0,0.0,1551,1330,221,134.1,115.0,울산과학기술원
2021 상,대학교,사립,울산,기존,울산대학교,인문ㆍ사회계열,3624.0,0.0,3680,3184,496,101.5,87.9,울산대학교
2021 상,대학교,사립,울산,기존,울산대학교,자연과학계열,2100.0,0.0,1993,1869,124,94.9,89.0,울산대학교
2021 상,대학교,사립,울산,기존,울산대학교,공학계열,3954.0,0.0,4009,3659,350,101.4,92.5,울산대학교
2021 상,대학교,사립,울산,기존,울산대학교,예ㆍ체능계열,1260.0,0.0,1120,1092,28,88.9,86.7,울산대학교
2021 상,대학교,사립,울산,기존,울산대학교,의학계열,160.0,0.0,161,161,0,100.6,100.6,울산대학교
2021 하,대학교,사립,울산,기존,울산대학교,공학계열,3954.0,0.0,4428,4058,370,112.0,102.6,울산대학교
2021 하,대학교,사립,울산,기존,울산대학교,예ㆍ체능계열,1260.0,0.0,1190,1160,30,94.4,92.1,울산대학교
2021 하,대학교,사립,울산,기존,울산대학교,자연과학계열,2100.0,0.0,2096,1959,137,99.8,93.3,울산대학교
2021 하,대학교,사립,울산,기존,울산대학교,인문ㆍ사회계열,3624.0,0.0,4015,3497,518,110.8,96.5,울산대학교
2021 하,대학교,사립,울산,기존,울산대학교,의학계열,160.0,0.0,159,159,0,99.4,99.4,울산대학교
2021 상,대학교,사립,전북,기존,원광대학교,인문ㆍ사회계열,4264.0,0.0,4198,3883,315,98.5,91.1,원광대학교
2021 상,대학교,사립,전북,기존,원광대학교,자연과학계열,3843.0,0.0,3478,3252,226,90.5,84.6,원광대학교
2021 상,대학교,사립,전북,기존,원광대학교,공학계열,4391.0,0.0,3342,3137,205,76.1,71.4,원광대학교
2021 상,대학교,사립,전북,기존,원광대학교,예ㆍ체능계열,1297.0,0.0,1141,1128,13,88.0,87.0,원광대학교
2021 상,대학교,사립,전북,기존,원광대학교,의학계열,1001.0,0.0,1135,1023,112,113.4,102.2,원광대학교
2021 하,대학교,사립,전북,기존,원광대학교,인문ㆍ사회계열,4264.0,0.0,4840,4460,380,113.5,104.6,원광대학교
2021 하,대학교,사립,전북,기존,원광대학교,자연과학계열,3843.0,0.0,3759,3518,241,97.8,91.5,원광대학교
2021 하,대학교,사립,전북,기존,원광대학교,예ㆍ체능계열,1297.0,0.0,1282,1263,19,98.8,97.4,원광대학교
2021 하,대학교,사립,전북,기존,원광대학교,공학계열,4391.0,0.0,3862,3630,232,88.0,82.7,원광대학교
2021 하,대학교,사립,전북,기존,원광대학교,의학계열,1001.0,0.0,1146,1038,108,114.5,103.7,원광대학교
2021 상,대학교,사립,경북,기존,위덕대학교,인문ㆍ사회계열,1432.0,0.0,1239,1170,69,86.5,81.7,위덕대학교
2021 상,대학교,사립,경북,기존,위덕대학교,자연과학계열,984.0,0.0,780,736,44,79.3,74.8,위덕대학교
2021 상,대학교,사립,경북,기존,위덕대학교,공학계열,455.0,0.0,286,276,10,62.9,60.7,위덕대학교
2021 상,대학교,사립,경북,기존,위덕대학교,예ㆍ체능계열,315.0,0.0,241,223,18,76.5,70.8,위덕대학교
2021 하,대학교,사립,경북,기존,위덕대학교,공학계열,455.0,0.0,313,303,10,68.8,66.6,위덕대학교
2021 하,대학교,사립,경북,기존,위덕대학교,예ㆍ체능계열,315.0,0.0,278,253,25,88.3,80.3,위덕대학교
2021 하,대학교,사립,경북,기존,위덕대학교,자연과학계열,984.0,0.0,848,801,47,86.2,81.4,위덕대학교
2021 하,대학교,사립,경북,기존,위덕대학교,인문ㆍ사회계열,1432.0,0.0,1322,1254,68,92.3,87.6,위덕대학교
2021 상,대학교,사립,충북,기존,유원대학교,인문ㆍ사회계열,1380.0,0.0,1230,1127,103,89.1,81.7,유원대학교
2021 상,대학교,사립,충북,기존,유원대학교,자연과학계열,1160.0,0.0,1108,1006,102,95.5,86.7,유원대학교
2021 상,대학교,사립,충북,기존,유원대학교,공학계열,780.0,0.0,563,542,21,72.2,69.5,유원대학교
2021 상,대학교,사립,충북,기존,유원대학교,예ㆍ체능계열,370.0,0.0,215,207,8,58.1,55.9,유원대학교
2021 하,대학교,사립,충북,기존,유원대학교,인문ㆍ사회계열,1380.0,0.0,1274,1169,105,92.3,84.7,유원대학교
2021 하,대학교,사립,충북,기존,유원대학교,자연과학계열,1160.0,0.0,1141,1038,103,98.4,89.5,유원대학교
2021 하,대학교,사립,충북,기존,유원대학교,예ㆍ체능계열,370.0,0.0,274,266,8,74.1,71.9,유원대학교
2021 하,대학교,사립,충북,기존,유원대학교,공학계열,780.0,0.0,607,586,21,77.8,75.1,유원대학교
2021 상,대학교,사립,대전,기존,을지대학교,자연과학계열,80.0,0.0,90,71,19,112.5,88.8,을지대학교
2021 상,대학교,사립,대전,기존,을지대학교,의학계열,160.0,0.0,197,166,31,123.1,103.8,을지대학교
2021 하,대학교,사립,대전,기존,을지대학교,자연과학계열,80.0,0.0,95,76,19,118.8,95.0,을지대학교
2021 하,대학교,사립,대전,기존,을지대학교,의학계열,160.0,0.0,196,164,32,122.5,102.5,을지대학교
2021 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,인문ㆍ사회계열,588.0,0.0,605,579,26,102.9,98.5,을지대학교 _제2캠퍼스
2021 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,자연과학계열,2300.0,0.0,2534,2295,239,110.2,99.8,을지대학교 _제2캠퍼스
2021 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,공학계열,350.0,0.0,299,280,19,85.4,80.0,을지대학교 _제2캠퍼스
2021 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,예ㆍ체능계열,249.0,0.0,200,191,9,80.3,76.7,을지대학교 _제2캠퍼스
2021 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,공학계열,350.0,0.0,327,310,17,93.4,88.6,을지대학교 _제2캠퍼스
2021 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,인문ㆍ사회계열,588.0,0.0,629,600,29,107.0,102.0,을지대학교 _제2캠퍼스
2021 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,자연과학계열,2300.0,0.0,2558,2323,235,111.2,101.0,을지대학교 _제2캠퍼스
2021 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,예ㆍ체능계열,249.0,0.0,205,195,10,82.3,78.3,을지대학교 _제2캠퍼스
2021 상,대학교,사립,서울,기존,이화여자대학교,인문ㆍ사회계열,5112.0,0.0,6448,5212,1236,126.1,102.0,이화여자대학교
2021 상,대학교,사립,서울,기존,이화여자대학교,자연과학계열,3292.0,0.0,2961,2630,331,89.9,79.9,이화여자대학교
2021 상,대학교,사립,서울,기존,이화여자대학교,공학계열,2071.0,0.0,2065,1859,206,99.7,89.8,이화여자대학교
2021 상,대학교,사립,서울,기존,이화여자대학교,예ㆍ체능계열,1976.0,0.0,2360,2092,268,119.4,105.9,이화여자대학교
2021 상,대학교,사립,서울,기존,이화여자대학교,의학계열,304.0,0.0,301,295,6,99.0,97.0,이화여자대학교
2021 하,대학교,사립,서울,기존,이화여자대학교,자연과학계열,3292.0,0.0,3225,2867,358,98.0,87.1,이화여자대학교
2021 하,대학교,사립,서울,기존,이화여자대학교,인문ㆍ사회계열,5112.0,0.0,7443,6081,1362,145.6,119.0,이화여자대학교
2021 하,대학교,사립,서울,기존,이화여자대학교,의학계열,304.0,0.0,299,293,6,98.4,96.4,이화여자대학교
2021 하,대학교,사립,서울,기존,이화여자대학교,공학계열,2071.0,0.0,2339,2114,225,112.9,102.1,이화여자대학교
2021 하,대학교,사립,서울,기존,이화여자대학교,예ㆍ체능계열,1976.0,0.0,2622,2332,290,132.7,118.0,이화여자대학교
2021 상,대학교,사립,경남,기존,인제대학교,인문ㆍ사회계열,2347.0,0.0,2144,1957,187,91.4,83.4,인제대학교
2021 상,대학교,사립,경남,기존,인제대학교,자연과학계열,2042.0,0.0,2324,1990,334,113.8,97.5,인제대학교
2021 상,대학교,사립,경남,기존,인제대학교,공학계열,3808.0,0.0,2885,2684,201,75.8,70.5,인제대학교
2021 상,대학교,사립,경남,기존,인제대학교,예ㆍ체능계열,300.0,0.0,293,282,11,97.7,94.0,인제대학교
2021 상,대학교,사립,경남,기존,인제대학교,의학계열,372.0,0.0,402,371,31,108.1,99.7,인제대학교
2021 하,대학교,사립,경남,기존,인제대학교,의학계열,372.0,0.0,406,376,30,109.1,101.1,인제대학교
2021 하,대학교,사립,경남,기존,인제대학교,공학계열,3808.0,0.0,3049,2842,207,80.1,74.6,인제대학교
2021 하,대학교,사립,경남,기존,인제대학교,예ㆍ체능계열,300.0,0.0,320,307,13,106.7,102.3,인제대학교
2021 하,대학교,사립,경남,기존,인제대학교,인문ㆍ사회계열,2347.0,0.0,2294,2087,207,97.7,88.9,인제대학교
2021 하,대학교,사립,경남,기존,인제대학교,자연과학계열,2042.0,0.0,2408,2068,340,117.9,101.3,인제대학교
2021 상,대학교,사립,인천,기존,인천가톨릭대학교,인문ㆍ사회계열,71.0,0.0,67,67,0,94.4,94.4,인천가톨릭대학교
2021 하,대학교,사립,인천,기존,인천가톨릭대학교,인문ㆍ사회계열,71.0,0.0,66,66,0,93.0,93.0,인천가톨릭대학교
2021 상,대학교,국립대법인,인천,기존,인천대학교,인문ㆍ사회계열,3994.0,0.0,4389,3775,614,109.9,94.5,인천대학교
2021 상,대학교,국립대법인,인천,기존,인천대학교,자연과학계열,1058.0,0.0,1046,983,63,98.9,92.9,인천대학교
2021 상,대학교,국립대법인,인천,기존,인천대학교,공학계열,3988.0,0.0,4196,3783,413,105.2,94.9,인천대학교
2021 상,대학교,국립대법인,인천,기존,인천대학교,예ㆍ체능계열,928.0,0.0,894,870,24,96.3,93.8,인천대학교
2021 하,대학교,국립대법인,인천,기존,인천대학교,공학계열,3988.0,0.0,4587,4115,472,115.0,103.2,인천대학교
2021 하,대학교,국립대법인,인천,기존,인천대학교,자연과학계열,1058.0,0.0,1149,1075,74,108.6,101.6,인천대학교
2021 하,대학교,국립대법인,인천,기존,인천대학교,예ㆍ체능계열,928.0,0.0,949,925,24,102.3,99.7,인천대학교
2021 하,대학교,국립대법인,인천,기존,인천대학교,인문ㆍ사회계열,3994.0,0.0,4805,4151,654,120.3,103.9,인천대학교
2021 상,대학교,사립,인천,기존,인하대학교,인문ㆍ사회계열,5404.0,0.0,6677,5027,1650,123.6,93.0,인하대학교
2021 상,대학교,사립,인천,기존,인하대학교,자연과학계열,1630.0,0.0,1519,1372,147,93.2,84.2,인하대학교
2021 상,대학교,사립,인천,기존,인하대학교,공학계열,6064.0,0.0,6962,5795,1167,114.8,95.6,인하대학교
2021 상,대학교,사립,인천,기존,인하대학교,예ㆍ체능계열,672.0,0.0,645,612,33,96.0,91.1,인하대학교
2021 상,대학교,사립,인천,기존,인하대학교,의학계열,128.0,0.0,197,187,10,153.9,146.1,인하대학교
2021 하,대학교,사립,인천,기존,인하대학교,공학계열,6064.0,0.0,7696,6482,1214,126.9,106.9,인하대학교
2021 하,대학교,사립,인천,기존,인하대학교,인문ㆍ사회계열,5404.0,0.0,7320,5655,1665,135.5,104.6,인하대학교
2021 하,대학교,사립,인천,기존,인하대학교,자연과학계열,1630.0,0.0,1690,1536,154,103.7,94.2,인하대학교
2021 하,대학교,사립,인천,기존,인하대학교,예ㆍ체능계열,672.0,0.0,678,638,40,100.9,94.9,인하대학교
2021 하,대학교,사립,인천,기존,인하대학교,의학계열,128.0,0.0,198,188,10,154.7,146.9,인하대학교
2021 상,대학교,사립,서울,기존,장로회신학대학교,인문ㆍ사회계열,400.0,0.0,415,383,32,103.8,95.8,장로회신학대학교
2021 상,대학교,사립,서울,기존,장로회신학대학교,예ㆍ체능계열,200.0,0.0,184,173,11,92.0,86.5,장로회신학대학교
2021 하,대학교,사립,서울,기존,장로회신학대학교,인문ㆍ사회계열,400.0,0.0,424,393,31,106.0,98.3,장로회신학대학교
2021 하,대학교,사립,서울,기존,장로회신학대학교,예ㆍ체능계열,200.0,0.0,208,199,9,104.0,99.5,장로회신학대학교
2021 상,대학교,국립,광주,기존,전남대학교,인문ㆍ사회계열,4186.0,0.0,5183,4310,873,123.8,103.0,전남대학교
2021 상,대학교,국립,광주,기존,전남대학교,자연과학계열,4502.0,0.0,4716,4320,396,104.8,96.0,전남대학교
2021 상,대학교,국립,광주,기존,전남대학교,공학계열,3220.0,0.0,3404,3168,236,105.7,98.4,전남대학교
2021 상,대학교,국립,광주,기존,전남대학교,예ㆍ체능계열,848.0,0.0,841,812,29,99.2,95.8,전남대학교
2021 상,대학교,국립,광주,기존,전남대학교,의학계열,737.0,0.0,696,681,15,94.4,92.4,전남대학교
2021 하,대학교,국립,광주,기존,전남대학교,인문ㆍ사회계열,4186.0,0.0,5714,4767,947,136.5,113.9,전남대학교
2021 하,대학교,국립,광주,기존,전남대학교,자연과학계열,4502.0,0.0,5126,4701,425,113.9,104.4,전남대학교
2021 하,대학교,국립,광주,기존,전남대학교,예ㆍ체능계열,848.0,0.0,931,900,31,109.8,106.1,전남대학교
2021 하,대학교,국립,광주,기존,전남대학교,공학계열,3220.0,0.0,3810,3557,253,118.3,110.5,전남대학교
2021 하,대학교,국립,광주,기존,전남대학교,의학계열,737.0,0.0,704,688,16,95.5,93.4,전남대학교
2021 상,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,인문ㆍ사회계열,679.0,0.0,503,432,71,74.1,63.6,전남대학교 _제2캠퍼스
2021 상,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,자연과학계열,1006.0,0.0,826,731,95,82.1,72.7,전남대학교 _제2캠퍼스
