기준년도,학교명,최종_계열,졸업자_남,졸업자_여,진학자_남,진학자_여,졸업자_총합,진학자_총합,진학률(%),학교명_정규화
2010,가천대학교,공학계열,395,97,24,6,492,30,6.1,가천대학교
2010,가천대학교,예체능계열,106,246,11,15,352,26,7.4,가천대학교
2010,가천대학교,의학계열,18,5,2,1,23,3,13.0,가천대학교
2010,가천대학교,인문사회계열,263,314,9,17,577,26,4.5,가천대학교
2010,가천대학교,자연과학계열,132,131,19,13,263,32,12.2,가천대학교
2010,가톨릭관동대학교,공학계열,195,12,7,1,207,8,3.9,가톨릭관동대학교
2010,가톨릭관동대학교,예체능계열,39,65,2,1,104,3,2.9,가톨릭관동대학교
2010,가톨릭관동대학교,의학계열,39,9,0,0,48,0,0.0,가톨릭관동대학교
2010,가톨릭관동대학교,인문사회계열,604,390,13,10,994,23,2.3,가톨릭관동대학교
2010,가톨릭관동대학교,자연과학계열,109,140,3,0,249,3,1.2,가톨릭관동대학교
2010,가톨릭꽃동네대학교,인문사회계열,32,90,1,1,122,2,1.6,가톨릭꽃동네대학교
2010,가톨릭꽃동네대학교,자연과학계열,0,33,0,0,33,0,0.0,가톨릭꽃동네대학교
2010,가톨릭대학교,공학계열,138,57,8,4,195,12,6.2,가톨릭대학교
2010,가톨릭대학교,예체능계열,17,73,0,7,90,7,7.8,가톨릭대학교
2010,가톨릭대학교,인문사회계열,320,550,22,33,870,55,6.3,가톨릭대학교
2010,가톨릭대학교,자연과학계열,85,196,19,29,281,48,17.1,가톨릭대학교
2010,가톨릭대학교 _제2캠퍼스,의학계열,77,34,0,0,111,0,0.0,가톨릭대학교 _제2캠퍼스
2010,가톨릭대학교 _제2캠퍼스,자연과학계열,1,70,0,0,71,0,0.0,가톨릭대학교 _제2캠퍼스
2010,가톨릭대학교 _제3캠퍼스,인문사회계열,37,9,28,1,46,29,63.0,가톨릭대학교 _제3캠퍼스
2010,감리교신학대학교,인문사회계열,133,63,43,8,196,51,26.0,감리교신학대학교
2010,강남대학교,공학계열,176,119,15,7,295,22,7.5,강남대학교
2010,강남대학교,예체능계열,32,82,0,3,114,3,2.6,강남대학교
2010,강남대학교,인문사회계열,380,540,8,12,920,20,2.2,강남대학교
2010,강남대학교,자연과학계열,9,23,0,1,32,1,3.1,강남대학교
2010,강서대학교,예체능계열,5,30,1,0,35,1,2.9,강서대학교
2010,강서대학교,인문사회계열,68,89,4,2,157,6,3.8,강서대학교
2010,강원대학교,공학계열,524,144,106,22,668,128,19.2,강원대학교
2010,강원대학교,예체능계열,30,93,2,14,123,16,13.0,강원대학교
2010,강원대학교,의학계열,66,22,1,3,88,4,4.5,강원대학교
2010,강원대학교,인문사회계열,467,642,23,28,1109,51,4.6,강원대학교
2010,강원대학교,자연과학계열,422,437,103,84,859,187,21.8,강원대학교
2010,강원대학교 _제2캠퍼스,공학계열,447,78,10,4,525,14,2.7,강원대학교 _제2캠퍼스
2010,강원대학교 _제2캠퍼스,예체능계열,45,25,3,1,70,4,5.7,강원대학교 _제2캠퍼스
2010,강원대학교 _제2캠퍼스,인문사회계열,103,137,2,5,240,7,2.9,강원대학교 _제2캠퍼스
2010,강원대학교 _제2캠퍼스,자연과학계열,39,39,5,1,78,6,7.7,강원대학교 _제2캠퍼스
2010,건국대학교,공학계열,615,192,82,17,807,99,12.3,건국대학교
2010,건국대학교,예체능계열,88,182,8,11,270,19,7.0,건국대학교
2010,건국대학교,의학계열,69,33,12,7,102,19,18.6,건국대학교
2010,건국대학교,인문사회계열,762,523,38,30,1285,68,5.3,건국대학교
2010,건국대학교,자연과학계열,234,252,52,52,486,104,21.4,건국대학교
2010,건국대학교(글로컬) _분교,공학계열,199,109,16,4,308,20,6.5,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,예체능계열,75,109,7,1,184,8,4.3,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,의학계열,6,1,0,0,7,0,0.0,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,인문사회계열,339,415,6,13,754,19,2.5,건국대학교(글로컬) _분교
2010,건국대학교(글로컬) _분교,자연과학계열,202,218,35,30,420,65,15.5,건국대학교(글로컬) _분교
2010,건양대학교,공학계열,144,55,9,3,199,12,6.0,건양대학교
2010,건양대학교,예체능계열,141,95,4,1,236,5,2.1,건양대학교
2010,건양대학교,인문사회계열,233,423,7,11,656,18,2.7,건양대학교
2010,건양대학교,자연과학계열,109,182,5,8,291,13,4.5,건양대학교
2010,건양대학교 _제2캠퍼스,의학계열,35,18,0,0,53,0,0.0,건양대학교 _제2캠퍼스
2010,건양대학교 _제2캠퍼스,인문사회계열,10,24,0,0,34,0,0.0,건양대학교 _제2캠퍼스
2010,건양대학교 _제2캠퍼스,자연과학계열,44,126,2,7,170,9,5.3,건양대학교 _제2캠퍼스
2010,경기대학교,공학계열,293,83,13,4,376,17,4.5,경기대학교
2010,경기대학교,예체능계열,91,142,2,5,233,7,3.0,경기대학교
2010,경기대학교,인문사회계열,411,610,7,14,1021,21,2.1,경기대학교
2010,경기대학교,자연과학계열,132,123,13,12,255,25,9.8,경기대학교
2010,경기대학교 _제2캠퍼스,공학계열,7,10,0,0,17,0,0.0,경기대학교 _제2캠퍼스
2010,경기대학교 _제2캠퍼스,예체능계열,29,38,2,1,67,3,4.5,경기대학교 _제2캠퍼스
2010,경기대학교 _제2캠퍼스,인문사회계열,8,11,0,0,19,0,0.0,경기대학교 _제2캠퍼스
2010,경남대학교,공학계열,708,52,25,3,760,28,3.7,경남대학교
2010,경남대학교,예체능계열,42,88,0,1,130,1,0.8,경남대학교
2010,경남대학교,인문사회계열,835,889,9,21,1724,30,1.7,경남대학교
2010,경남대학교,자연과학계열,179,174,10,7,353,17,4.8,경남대학교
2010,경동대학교,공학계열,76,16,1,3,92,4,4.3,경동대학교
2010,경동대학교,예체능계열,14,7,0,0,21,0,0.0,경동대학교
2010,경동대학교,인문사회계열,203,154,4,4,357,8,2.2,경동대학교
2010,경동대학교,자연과학계열,4,7,0,0,11,0,0.0,경동대학교
2010,경북대학교,공학계열,1028,274,192,57,1302,249,19.1,경북대학교
2010,경북대학교,예체능계열,41,157,5,22,198,27,13.6,경북대학교
2010,경북대학교,의학계열,68,25,3,3,93,6,6.5,경북대학교
2010,경북대학교,인문사회계열,708,830,42,64,1538,106,6.9,경북대학교
2010,경북대학교,자연과학계열,358,506,61,86,864,147,17.0,경북대학교
2010,경상국립대학교,공학계열,777,147,82,15,924,97,10.5,경상국립대학교
2010,경상국립대학교,예체능계열,13,42,2,2,55,4,7.3,경상국립대학교
2010,경상국립대학교,의학계열,58,13,7,2,71,9,12.7,경상국립대학교
2010,경상국립대학교,인문사회계열,487,722,17,26,1209,43,3.6,경상국립대학교
2010,경상국립대학교,자연과학계열,412,380,57,64,792,121,15.3,경상국립대학교
2010,경성대학교,공학계열,327,92,18,7,419,25,6.0,경성대학교
2010,경성대학교,예체능계열,160,380,8,20,540,28,5.2,경성대학교
2010,경성대학교,인문사회계열,522,884,12,18,1406,30,2.1,경성대학교
2010,경성대학교,자연과학계열,106,160,10,14,266,24,9.0,경성대학교
2010,경인교육대학교,공학계열,14,23,0,0,37,0,0.0,경인교육대학교
2010,경인교육대학교,인문사회계열,176,273,1,0,449,1,0.2,경인교육대학교
2010,경인교육대학교,자연과학계열,12,22,0,0,34,0,0.0,경인교육대학교
2010,경일대학교,공학계열,393,30,18,1,423,19,4.5,경일대학교
2010,경일대학교,예체능계열,62,46,2,4,108,6,5.6,경일대학교
2010,경일대학교,인문사회계열,165,94,3,1,259,4,1.5,경일대학교
2010,경일대학교,자연과학계열,20,13,0,2,33,2,6.1,경일대학교
2010,경희대학교,공학계열,36,31,6,3,67,9,13.4,경희대학교
2010,경희대학교,예체능계열,61,175,13,31,236,44,18.6,경희대학교
2010,경희대학교,의학계열,137,35,4,1,172,5,2.9,경희대학교
2010,경희대학교,인문사회계열,802,826,49,69,1628,118,7.2,경희대학교
2010,경희대학교,자연과학계열,222,364,44,63,586,107,18.3,경희대학교
2010,계명대학교,공학계열,414,158,33,11,572,44,7.7,계명대학교
2010,계명대학교,예체능계열,248,513,22,58,761,80,10.5,계명대학교
2010,계명대학교,의학계열,59,29,0,0,88,0,0.0,계명대학교
2010,계명대학교,인문사회계열,899,1125,31,36,2024,67,3.3,계명대학교
2010,계명대학교,자연과학계열,130,392,13,27,522,40,7.7,계명대학교
2010,고려대학교,공학계열,850,227,287,71,1077,358,33.2,고려대학교
2010,고려대학교,예체능계열,30,38,7,11,68,18,26.5,고려대학교
2010,고려대학교,의학계열,65,44,0,0,109,0,0.0,고려대학교
2010,고려대학교,인문사회계열,1216,939,193,190,2155,383,17.8,고려대학교
2010,고려대학교,자연과학계열,324,280,112,76,604,188,31.1,고려대학교
2010,고려대학교(세종) _분교,공학계열,245,39,56,7,284,63,22.2,고려대학교(세종) _분교
2010,고려대학교(세종) _분교,예체능계열,9,13,2,2,22,4,18.2,고려대학교(세종) _분교
2010,고려대학교(세종) _분교,인문사회계열,428,282,23,25,710,48,6.8,고려대학교(세종) _분교
2010,고려대학교(세종) _분교,자연과학계열,141,78,35,15,219,50,22.8,고려대학교(세종) _분교
2010,고신대학교,공학계열,5,7,0,0,12,0,0.0,고신대학교
2010,고신대학교,예체능계열,13,54,1,4,67,5,7.5,고신대학교
2010,고신대학교,의학계열,56,21,0,0,77,0,0.0,고신대학교
2010,고신대학교,인문사회계열,154,230,30,8,384,38,9.9,고신대학교
2010,고신대학교,자연과학계열,31,118,2,3,149,5,3.4,고신대학교
2010,공주교육대학교,공학계열,11,22,0,0,33,0,0.0,공주교육대학교
2010,공주교육대학교,인문사회계열,144,317,10,5,461,15,3.3,공주교육대학교
2010,공주교육대학교,자연과학계열,20,32,0,0,52,0,0.0,공주교육대학교
2010,광신대학교,예체능계열,5,21,0,1,26,1,3.8,광신대학교
2010,광신대학교,인문사회계열,47,34,13,3,81,16,19.8,광신대학교
2010,광운대학교,공학계열,662,105,89,9,767,98,12.8,광운대학교
2010,광운대학교,예체능계열,67,34,4,1,101,5,5.0,광운대학교
2010,광운대학교,인문사회계열,231,178,9,8,409,17,4.2,광운대학교
2010,광운대학교,자연과학계열,157,84,40,16,241,56,23.2,광운대학교
2010,광주가톨릭대학교,인문사회계열,30,1,19,0,31,19,61.3,광주가톨릭대학교
2010,광주과학기술원,공학계열,0,0,0,0,0,0,0.0,광주과학기술원
2010,광주과학기술원,인문사회계열,0,0,0,0,0,0,0.0,광주과학기술원
2010,광주과학기술원,자연과학계열,0,0,0,0,0,0,0.0,광주과학기술원
2010,광주교육대학교,공학계열,30,37,1,0,67,1,1.5,광주교육대학교
2010,광주교육대학교,인문사회계열,170,246,3,2,416,5,1.2,광주교육대학교
2010,광주교육대학교,자연과학계열,15,18,1,0,33,1,3.0,광주교육대학교
2010,광주대학교,공학계열,70,18,2,5,88,7,8.0,광주대학교
2010,광주대학교,예체능계열,29,92,0,10,121,10,8.3,광주대학교
2010,광주대학교,인문사회계열,149,544,7,20,693,27,3.9,광주대학교
2010,광주대학교,자연과학계열,3,2,0,0,5,0,0.0,광주대학교
2010,광주여자대학교,예체능계열,0,134,0,10,134,10,7.5,광주여자대학교
2010,광주여자대학교,인문사회계열,0,425,0,13,425,13,3.1,광주여자대학교
2010,광주여자대학교,자연과학계열,0,89,0,3,89,3,3.4,광주여자대학교
2010,국립강릉원주대학교,공학계열,288,102,24,4,390,28,7.2,국립강릉원주대학교
2010,국립강릉원주대학교,예체능계열,52,60,4,3,112,7,6.2,국립강릉원주대학교
2010,국립강릉원주대학교,의학계열,29,9,0,0,38,0,0.0,국립강릉원주대학교
2010,국립강릉원주대학교,인문사회계열,263,316,8,6,579,14,2.4,국립강릉원주대학교
2010,국립강릉원주대학교,자연과학계열,221,120,14,14,341,28,8.2,국립강릉원주대학교
2010,국립경국대학교,공학계열,360,77,35,3,437,38,8.7,국립경국대학교
2010,국립경국대학교,예체능계열,52,70,9,10,122,19,15.6,국립경국대학교
2010,국립경국대학교,인문사회계열,281,322,7,16,603,23,3.8,국립경국대학교
2010,국립경국대학교,자연과학계열,214,113,15,10,327,25,7.6,국립경국대학교
2010,국립공주대학교,공학계열,832,218,68,23,1050,91,8.7,국립공주대학교
2010,국립공주대학교,예체능계열,82,112,6,9,194,15,7.7,국립공주대학교
2010,국립공주대학교,인문사회계열,322,674,12,21,996,33,3.3,국립공주대학교
2010,국립공주대학교,자연과학계열,339,572,37,44,911,81,8.9,국립공주대학교
2010,국립군산대학교,공학계열,537,66,36,1,603,37,6.1,국립군산대학교
2010,국립군산대학교,예체능계열,65,111,6,19,176,25,14.2,국립군산대학교
2010,국립군산대학교,의학계열,25,3,4,0,28,4,14.3,국립군산대학교
2010,국립군산대학교,인문사회계열,247,344,4,19,591,23,3.9,국립군산대학교
2010,국립군산대학교,자연과학계열,157,94,17,16,251,33,13.1,국립군산대학교
2010,국립금오공과대학교,공학계열,731,137,93,17,868,110,12.7,국립금오공과대학교
2010,국립금오공과대학교,자연과학계열,42,42,4,10,84,14,16.7,국립금오공과대학교
2010,국립목포대학교,공학계열,399,73,34,5,472,39,8.3,국립목포대학교
2010,국립목포대학교,예체능계열,58,102,1,9,160,10,6.2,국립목포대학교
2010,국립목포대학교,인문사회계열,297,429,7,11,726,18,2.5,국립목포대학교
2010,국립목포대학교,자연과학계열,110,125,3,5,235,8,3.4,국립목포대학교
2010,국립목포해양대학교,공학계열,565,70,13,1,635,14,2.2,국립목포해양대학교
2010,국립부경대학교,공학계열,1382,365,130,32,1747,162,9.3,국립부경대학교
2010,국립부경대학교,예체능계열,42,61,4,1,103,5,4.9,국립부경대학교
2010,국립부경대학교,의학계열,23,16,6,6,39,12,30.8,국립부경대학교
2010,국립부경대학교,인문사회계열,436,547,14,23,983,37,3.8,국립부경대학교
2010,국립부경대학교,자연과학계열,235,372,45,45,607,90,14.8,국립부경대학교
2010,국립순천대학교,공학계열,431,180,38,8,611,46,7.5,국립순천대학교
2010,국립순천대학교,예체능계열,51,97,3,5,148,8,5.4,국립순천대학교
2010,국립순천대학교,인문사회계열,221,333,9,5,554,14,2.5,국립순천대학교
2010,국립순천대학교,자연과학계열,132,127,14,5,259,19,7.3,국립순천대학교
2010,국립창원대학교,공학계열,466,105,60,5,571,65,11.4,국립창원대학교
2010,국립창원대학교,예체능계열,49,88,6,18,137,24,17.5,국립창원대학교
2010,국립창원대학교,인문사회계열,238,435,5,8,673,13,1.9,국립창원대학교
2010,국립창원대학교,자연과학계열,97,186,26,22,283,48,17.0,국립창원대학교
2010,국립한국교통대학교,공학계열,736,178,48,10,914,58,6.3,국립한국교통대학교
2010,국립한국교통대학교,예체능계열,9,33,1,4,42,5,11.9,국립한국교통대학교
2010,국립한국교통대학교,인문사회계열,106,172,2,3,278,5,1.8,국립한국교통대학교
2010,국립한국교통대학교,자연과학계열,49,214,3,3,263,6,2.3,국립한국교통대학교
2010,국립한국해양대학교,공학계열,802,160,79,29,962,108,11.2,국립한국해양대학교
2010,국립한국해양대학교,예체능계열,21,8,1,0,29,1,3.4,국립한국해양대학교
2010,국립한국해양대학교,인문사회계열,172,139,6,5,311,11,3.5,국립한국해양대학교
2010,국립한국해양대학교,자연과학계열,37,23,5,3,60,8,13.3,국립한국해양대학교
2010,국민대학교,공학계열,549,163,80,26,712,106,14.9,국민대학교
2010,국민대학교,예체능계열,197,331,17,44,528,61,11.6,국민대학교
2010,국민대학교,인문사회계열,623,564,25,29,1187,54,4.5,국민대학교
2010,국민대학교,자연과학계열,99,158,27,30,257,57,22.2,국민대학교
2010,극동대학교,공학계열,59,4,2,0,63,2,3.2,극동대학교
2010,극동대학교,예체능계열,56,40,3,1,96,4,4.2,극동대학교
2010,극동대학교,인문사회계열,188,238,5,3,426,8,1.9,극동대학교
2010,극동대학교,자연과학계열,5,47,2,1,52,3,5.8,극동대학교
2010,금강대학교,인문사회계열,11,26,1,2,37,3,8.1,금강대학교
2010,나사렛대학교,공학계열,13,4,0,0,17,0,0.0,나사렛대학교
2010,나사렛대학교,예체능계열,30,107,6,1,137,7,5.1,나사렛대학교
2010,나사렛대학교,인문사회계열,185,525,19,12,710,31,4.4,나사렛대학교
2010,나사렛대학교,자연과학계열,49,21,3,0,70,3,4.3,나사렛대학교
2010,남부대학교,공학계열,41,3,1,0,44,1,2.3,남부대학교
2010,남부대학교,예체능계열,41,56,6,7,97,13,13.4,남부대학교
2010,남부대학교,인문사회계열,63,95,7,6,158,13,8.2,남부대학교
2010,남부대학교,자연과학계열,68,75,3,3,143,6,4.2,남부대학교
2010,단국대학교,공학계열,539,125,50,24,664,74,11.1,단국대학교
2010,단국대학교,예체능계열,78,171,7,10,249,17,6.8,단국대학교
2010,단국대학교,인문사회계열,494,567,20,25,1061,45,4.2,단국대학교
2010,단국대학교,자연과학계열,124,126,20,17,250,37,14.8,단국대학교
2010,대구가톨릭대학교,공학계열,256,89,19,11,345,30,8.7,대구가톨릭대학교
2010,대구가톨릭대학교,예체능계열,79,221,7,29,300,36,12.0,대구가톨릭대학교
2010,대구가톨릭대학교,인문사회계열,532,635,10,17,1167,27,2.3,대구가톨릭대학교
2010,대구가톨릭대학교,자연과학계열,200,249,26,21,449,47,10.5,대구가톨릭대학교
2010,대구교육대학교,공학계열,18,23,0,0,41,0,0.0,대구교육대학교
2010,대구교육대학교,인문사회계열,177,329,7,4,506,11,2.2,대구교육대학교
2010,대구교육대학교,자연과학계열,23,45,0,1,68,1,1.5,대구교육대학교
2010,대구대학교,공학계열,567,148,26,5,715,31,4.3,대구대학교
2010,대구대학교,예체능계열,105,186,9,11,291,20,6.9,대구대학교
2010,대구대학교,인문사회계열,855,1185,24,38,2040,62,3.0,대구대학교
2010,대구대학교,자연과학계열,290,323,24,14,613,38,6.2,대구대학교
2010,대구예술대학교,공학계열,7,4,0,0,11,0,0.0,대구예술대학교
2010,대구예술대학교,예체능계열,81,101,2,6,182,8,4.4,대구예술대학교
2010,대구예술대학교,인문사회계열,18,1,2,0,19,2,10.5,대구예술대학교
2010,대구한의대학교,공학계열,53,29,0,1,82,1,1.2,대구한의대학교
2010,대구한의대학교,예체능계열,55,84,0,1,139,1,0.7,대구한의대학교
2010,대구한의대학교,의학계열,113,42,0,1,155,1,0.6,대구한의대학교
2010,대구한의대학교,인문사회계열,144,194,4,4,338,8,2.4,대구한의대학교
2010,대구한의대학교,자연과학계열,197,376,6,4,573,10,1.7,대구한의대학교
2010,대신대학교,예체능계열,3,15,1,1,18,2,11.1,대신대학교
2010,대신대학교,인문사회계열,66,52,6,2,118,8,6.8,대신대학교
2010,대전가톨릭대학교,인문사회계열,12,1,10,0,13,10,76.9,대전가톨릭대학교
2010,대전대학교,공학계열,206,62,6,5,268,11,4.1,대전대학교
2010,대전대학교,예체능계열,114,105,4,5,219,9,4.1,대전대학교
2010,대전대학교,의학계열,56,36,0,1,92,1,1.1,대전대학교
2010,대전대학교,인문사회계열,384,358,8,10,742,18,2.4,대전대학교
2010,대전대학교,자연과학계열,174,249,11,10,423,21,5.0,대전대학교
2010,대진대학교,공학계열,282,63,16,1,345,17,4.9,대진대학교
2010,대진대학교,예체능계열,51,203,6,27,254,33,13.0,대진대학교
2010,대진대학교,인문사회계열,262,358,11,17,620,28,4.5,대진대학교
2010,대진대학교,자연과학계열,113,94,9,6,207,15,7.2,대진대학교
2010,덕성여자대학교,공학계열,0,78,0,2,78,2,2.6,덕성여자대학교
2010,덕성여자대학교,예체능계열,0,200,0,24,200,24,12.0,덕성여자대학교
2010,덕성여자대학교,인문사회계열,0,628,0,32,628,32,5.1,덕성여자대학교
2010,덕성여자대학교,자연과학계열,0,336,0,34,336,34,10.1,덕성여자대학교
2010,동국대학교,공학계열,325,102,39,12,427,51,11.9,동국대학교
2010,동국대학교,예체능계열,56,92,5,18,148,23,15.5,동국대학교
2010,동국대학교,인문사회계열,738,710,40,45,1448,85,5.9,동국대학교
2010,동국대학교,자연과학계열,242,160,38,36,402,74,18.4,동국대학교
2010,동국대학교(WISE) _분교,공학계열,147,25,6,1,172,7,4.1,동국대학교(WISE) _분교
2010,동국대학교(WISE) _분교,예체능계열,38,81,3,11,119,14,11.8,동국대학교(WISE) _분교
2010,동국대학교(WISE) _분교,의학계열,99,41,1,0,140,1,0.7,동국대학교(WISE) _분교
2010,동국대학교(WISE) _분교,인문사회계열,591,636,15,25,1227,40,3.3,동국대학교(WISE) _분교
2010,동국대학교(WISE) _분교,자연과학계열,101,134,9,3,235,12,5.1,동국대학교(WISE) _분교
2010,동덕여자대학교,공학계열,0,195,0,5,195,5,2.6,동덕여자대학교
2010,동덕여자대학교,예체능계열,0,449,0,42,449,42,9.4,동덕여자대학교
2010,동덕여자대학교,인문사회계열,0,596,0,41,596,41,6.9,동덕여자대학교
2010,동덕여자대학교,자연과학계열,0,216,0,26,216,26,12.0,동덕여자대학교
2010,동명대학교,공학계열,106,31,4,0,137,4,2.9,동명대학교
2010,동명대학교,예체능계열,14,48,0,3,62,3,4.8,동명대학교
2010,동명대학교,인문사회계열,135,152,3,4,287,7,2.4,동명대학교
2010,동명대학교,자연과학계열,13,11,0,0,24,0,0.0,동명대학교
2010,동서대학교,공학계열,339,122,21,3,461,24,5.2,동서대학교
2010,동서대학교,예체능계열,168,213,10,12,381,22,5.8,동서대학교
2010,동서대학교,인문사회계열,372,604,9,10,976,19,1.9,동서대학교
2010,동서대학교,자연과학계열,29,16,2,0,45,2,4.4,동서대학교
2010,동신대학교,공학계열,226,66,9,4,292,13,4.5,동신대학교
2010,동신대학교,예체능계열,86,60,5,0,146,5,3.4,동신대학교
2010,동신대학교,의학계열,40,16,0,1,56,1,1.8,동신대학교
2010,동신대학교,인문사회계열,147,248,3,5,395,8,2.0,동신대학교
