기준연도,학교명,최종_계열,졸업자_남,졸업자_여,진학자_남,진학자_여,졸업자_총합,진학자_총합,진학률(%),학교명_정규화
2023,호서대학교,공학계열,910,262,33,7,1172,40,3.4,호서대학교
2023,호서대학교,예체능계열,144,228,3,2,372,5,1.3,호서대학교
2023,호서대학교,인문사회계열,478,527,2,15,1005,17,1.7,호서대학교
2023,호서대학교,자연과학계열,115,244,8,11,359,19,5.3,호서대학교
2023,호원대학교,공학계열,222,110,1,0,332,1,0.3,호원대학교
2023,호원대학교,예체능계열,150,158,0,1,308,1,0.3,호원대학교
2023,호원대학교,인문사회계열,158,323,0,3,481,3,0.6,호원대학교
2023,호원대학교,자연과학계열,84,110,0,0,194,0,0.0,호원대학교
2023,홍익대학교,공학계열,809,399,54,29,1208,83,6.9,홍익대학교
2023,홍익대학교,예체능계열,110,521,5,22,631,27,4.3,홍익대학교
2023,홍익대학교,인문사회계열,545,681,9,20,1226,29,2.4,홍익대학교
2023,화성의과학대학교,공학계열,22,41,1,1,63,2,3.2,화성의과학대학교
2023,화성의과학대학교,인문사회계열,15,11,0,0,26,0,0.0,화성의과학대학교
2023,화성의과학대학교,자연과학계열,21,6,0,0,27,0,0.0,화성의과학대학교
