기준연도,학교명,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
2021,예원예술대학교,인문ㆍ사회계열,45,45,19,2.37,2.37
2021,예원예술대학교 _제2캠퍼스,예ㆍ체능계열,518,570,18,28.78,31.67
2021,예원예술대학교 _제2캠퍼스,인문ㆍ사회계열,18,444,3,6.0,148.0
2021,용인대학교,인문ㆍ사회계열,2001,1767,84,23.82,21.04
2021,용인대학교,예ㆍ체능계열,3560,3612,91,39.12,39.69
2021,용인대학교,자연과학계열,1112,1022,35,31.77,29.2
2021,우석대학교,공학계열,1499,1323,44,34.07,30.07
2021,우석대학교,예ㆍ체능계열,1002,1169,26,38.54,44.96
2021,우석대학교,인문ㆍ사회계열,3099,3905,144,21.52,27.12
2021,우석대학교,의학계열,160,168,15,10.67,11.2
2021,우석대학교,자연과학계열,2213,2078,89,24.87,23.35
2021,우송대학교,인문ㆍ사회계열,3439,4931,216,15.92,22.83
2021,우송대학교,예ㆍ체능계열,750,980,17,44.12,57.65
2021,우송대학교,공학계열,2423,2592,99,24.47,26.18
2021,우송대학교,자연과학계열,1743,1832,34,51.26,53.88
2021,울산과학기술원,공학계열,3661,4073,199,18.4,20.47
2021,울산과학기술원,인문ㆍ사회계열,263,262,30,8.77,8.73
2021,울산과학기술원,자연과학계열,827,833,82,10.09,10.16
2021,울산대학교,자연과학계열,2978,2810,177,16.82,15.88
2021,울산대학교,공학계열,4615,5132,148,31.18,34.68
2021,울산대학교,예ㆍ체능계열,1429,1318,40,35.73,32.95
2021,울산대학교,인문ㆍ사회계열,4620,4677,115,40.17,40.67
2021,울산대학교,의학계열,640,577,669,0.96,0.86
2021,원광대학교,인문ㆍ사회계열,5758,5945,198,29.08,30.03
2021,원광대학교,의학계열,1353,1368,187,7.24,7.32
2021,원광대학교,예ㆍ체능계열,1385,1396,38,36.45,36.74
2021,원광대학교,자연과학계열,4409,4070,212,20.8,19.2
2021,원광대학교,공학계열,4535,3955,136,33.35,29.08
2021,위덕대학교,인문ㆍ사회계열,1847,1598,53,34.85,30.15
2021,위덕대학교,예ㆍ체능계열,328,291,7,46.86,41.57
2021,위덕대학교,공학계열,459,316,21,21.86,15.05
2021,위덕대학교,자연과학계열,1042,889,33,31.58,26.94
2021,유원대학교,인문ㆍ사회계열,1447,1356,54,26.8,25.11
2021,유원대학교,자연과학계열,1182,1157,37,31.95,31.27
2021,유원대학교,예ㆍ체능계열,370,274,11,33.64,24.91
2021,유원대학교,공학계열,780,607,23,33.91,26.39
2021,을지대학교,의학계열,160,196,280,0.57,0.7
2021,을지대학교,자연과학계열,80,95,24,3.33,3.96
2021,을지대학교 _제2캠퍼스,자연과학계열,2300,2558,70,32.86,36.54
2021,을지대학교 _제2캠퍼스,예ㆍ체능계열,249,201,8,31.13,25.13
2021,을지대학교 _제2캠퍼스,인문ㆍ사회계열,588,628,36,16.33,17.44
2021,을지대학교 _제2캠퍼스,공학계열,350,327,17,20.59,19.24
2021,을지대학교 _제3캠퍼스,자연과학계열,747,734,21,35.57,34.95
2021,이화여자대학교,인문ㆍ사회계열,11214,12878,428,26.2,30.09
2021,이화여자대학교,의학계열,552,388,197,2.8,1.97
2021,이화여자대학교,공학계열,2654,2666,93,28.54,28.67
2021,이화여자대학교,자연과학계열,4760,4375,172,27.67,25.44
2021,이화여자대학교,예ㆍ체능계열,3611,3825,85,42.48,45.0
2021,인제대학교,자연과학계열,2625,2903,128,20.51,22.68
2021,인제대학교,공학계열,4130,3254,122,33.85,26.67
2021,인제대학교,의학계열,619,640,612,1.01,1.05
2021,인제대학교,인문ㆍ사회계열,3176,2954,114,27.86,25.91
2021,인제대학교,예ㆍ체능계열,391,414,13,30.08,31.85
2021,인천가톨릭대학교,인문ㆍ사회계열,131,94,21,6.24,4.48
2021,인천가톨릭대학교 _제2캠퍼스,예ㆍ체능계열,613,551,19,32.26,29.0
2021,인천가톨릭대학교 _제2캠퍼스,자연과학계열,220,213,5,44.0,42.6
2021,인천대학교,인문ㆍ사회계열,5229,5900,216,24.21,27.31
2021,인천대학교,자연과학계열,1231,1317,63,19.54,20.9
2021,인천대학교,공학계열,4577,5134,176,26.01,29.17
2021,인천대학교,예ㆍ체능계열,992,1016,38,26.11,26.74
2021,인하대학교,인문ㆍ사회계열,7876,9619,272,28.96,35.36
2021,인하대학교,의학계열,198,262,150,1.32,1.75
2021,인하대학교,예ㆍ체능계열,725,721,18,40.28,40.06
2021,인하대학교,공학계열,8249,9668,250,33.0,38.67
2021,인하대학교,자연과학계열,2099,2071,141,14.89,14.69
2021,장로회신학대학교,인문ㆍ사회계열,2695,2654,71,37.96,37.38
2021,장로회신학대학교,예ㆍ체능계열,301,268,9,33.44,29.78
2021,전남대학교,인문ㆍ사회계열,7914,8645,297,26.65,29.11
2021,전남대학교,예ㆍ체능계열,1140,1314,40,28.5,32.85
2021,전남대학교,의학계열,1882,1979,329,5.72,6.02
2021,전남대학교,공학계열,4599,4869,180,25.55,27.05
2021,전남대학교,자연과학계열,6277,6624,270,23.25,24.53
2021,전남대학교 _제2캠퍼스,자연과학계열,1081,862,48,22.52,17.96
2021,전남대학교 _제2캠퍼스,인문ㆍ사회계열,836,724,28,29.86,25.86
2021,전남대학교 _제2캠퍼스,공학계열,1369,1116,70,19.56,15.94
2021,전북대학교,예ㆍ체능계열,960,1134,28,34.29,40.5
2021,전북대학교,의학계열,1177,1236,249,4.73,4.96
2021,전북대학교,공학계열,6411,6811,252,25.44,27.03
2021,전북대학교,자연과학계열,5997,6138,253,23.7,24.26
2021,전북대학교,인문ㆍ사회계열,6892,8110,278,24.79,29.17
2021,전주교육대학교,자연과학계열,165,433,17,9.71,25.47
2021,전주교육대학교,인문ㆍ사회계열,1515,604,28,54.11,21.57
2021,전주교육대학교,예ㆍ체능계열,165,347,13,12.69,26.69
2021,전주대학교,인문ㆍ사회계열,5530,6373,213,25.96,29.92
2021,전주대학교,자연과학계열,2124,2327,75,28.32,31.03
2021,전주대학교,공학계열,2448,2454,84,29.14,29.21
2021,전주대학교,예ㆍ체능계열,1384,1538,47,29.45,32.72
2021,제주국제대학교,인문ㆍ사회계열,1194,336,31,38.52,10.84
2021,제주국제대학교,자연과학계열,80,10,3,26.67,3.33
2021,제주국제대학교,공학계열,700,329,18,38.89,18.28
2021,제주국제대학교,예ㆍ체능계열,607,240,10,60.7,24.0
2021,제주대학교,의학계열,499,548,170,2.94,3.22
2021,제주대학교,공학계열,1817,2038,81,22.43,25.16
2021,제주대학교,자연과학계열,3176,3296,146,21.75,22.58
2021,제주대학교,예ㆍ체능계열,804,797,28,28.71,28.46
2021,제주대학교,인문ㆍ사회계열,5084,5780,225,22.6,25.69
2021,조선대학교,의학계열,1019,976,144,7.08,6.78
2021,조선대학교,예ㆍ체능계열,2308,2328,60,38.47,38.8
2021,조선대학교,인문ㆍ사회계열,8092,7776,282,28.7,27.57
2021,조선대학교,공학계열,6715,6655,180,37.31,36.97
2021,조선대학교,자연과학계열,3442,3100,160,21.51,19.38
2021,중부대학교,공학계열,1642,1685,54,30.41,31.2
2021,중부대학교,예ㆍ체능계열,1806,1775,52,34.73,34.13
2021,중부대학교,인문ㆍ사회계열,4015,4030,182,22.06,22.14
2021,중부대학교,자연과학계열,1123,1210,30,37.43,40.33
2021,중앙대학교,예ㆍ체능계열,1474,1852,33,44.67,56.12
2021,중앙대학교,공학계열,4844,5513,181,26.76,30.46
2021,중앙대학교,인문ㆍ사회계열,11086,15672,404,27.44,38.79
2021,중앙대학교,자연과학계열,3307,3352,189,17.5,17.74
2021,중앙대학교,의학계열,519,536,136,3.82,3.94
2021,중앙대학교 _제2캠퍼스,공학계열,408,315,7,58.29,45.0
2021,중앙대학교 _제2캠퍼스,인문ㆍ사회계열,345,205,17,20.29,12.06
2021,중앙대학교 _제2캠퍼스,자연과학계열,1814,1474,50,36.28,29.48
2021,중앙대학교 _제2캠퍼스,예ㆍ체능계열,2986,3614,84,35.55,43.02
2021,중앙승가대학교,인문ㆍ사회계열,615,224,18,34.17,12.44
2021,중원대학교,자연과학계열,1260,1283,38,33.16,33.76
2021,중원대학교,예ㆍ체능계열,642,720,23,27.91,31.3
2021,중원대학교,공학계열,1140,1108,30,38.0,36.93
2021,중원대학교,인문ㆍ사회계열,891,1128,56,15.91,20.14
2021,진주교육대학교,인문ㆍ사회계열,1699,771,35,48.54,22.03
2021,진주교육대학교,예ㆍ체능계열,255,448,14,18.21,32.0
2021,진주교육대학교,자연과학계열,183,544,19,9.63,28.63
2021,차의과학대학교,인문ㆍ사회계열,1051,1046,36,29.19,29.06
2021,차의과학대학교,자연과학계열,2239,2139,144,15.55,14.85
2021,차의과학대학교,의학계열,549,619,281,1.95,2.2
2021,창신대학교,인문ㆍ사회계열,1046,925,38,27.53,24.34
2021,창신대학교,예ㆍ체능계열,345,320,11,31.36,29.09
2021,창신대학교,공학계열,412,279,14,29.43,19.93
2021,창신대학교,자연과학계열,543,606,22,24.68,27.55
2021,청운대학교,자연과학계열,428,456,13,32.92,35.08
2021,청운대학교,인문ㆍ사회계열,2572,3063,92,27.96,33.29
2021,청운대학교,공학계열,1136,1694,55,20.65,30.8
2021,청운대학교,예ㆍ체능계열,1062,1039,28,37.93,37.11
2021,청주교육대학교,예ㆍ체능계열,163,387,13,12.54,29.77
2021,청주교육대학교,인문ㆍ사회계열,1631,738,35,46.6,21.09
2021,청주교육대학교,자연과학계열,145,472,21,6.9,22.48
2021,청주대학교,인문ㆍ사회계열,4755,4933,203,23.42,24.3
2021,청주대학교,공학계열,3669,3227,97,37.82,33.27
2021,청주대학교,자연과학계열,1557,1743,54,28.83,32.28
2021,청주대학교,예ㆍ체능계열,1454,1817,49,29.67,37.08
2021,초당대학교,공학계열,801,779,33,24.27,23.61
2021,초당대학교,자연과학계열,1054,1175,39,27.03,30.13
2021,초당대학교,예ㆍ체능계열,233,250,11,21.18,22.73
2021,초당대학교,인문ㆍ사회계열,1069,1184,36,29.69,32.89
2021,총신대학교,예ㆍ체능계열,296,294,10,29.6,29.4
2021,총신대학교,인문ㆍ사회계열,3863,4053,98,39.42,41.36
2021,추계예술대학교,예ㆍ체능계열,1002,998,38,26.37,26.26
2021,추계예술대학교,인문ㆍ사회계열,381,415,14,27.21,29.64
2021,춘천교육대학교,인문ㆍ사회계열,1926,845,35,55.03,24.14
2021,춘천교육대학교,자연과학계열,164,478,21,7.81,22.76
2021,춘천교육대학교,예ㆍ체능계열,255,439,18,14.17,24.39
2021,충남대학교,자연과학계열,5786,6539,242,23.91,27.02
2021,충남대학교,예ㆍ체능계열,916,1111,36,25.44,30.86
2021,충남대학교,인문ㆍ사회계열,7621,9445,246,30.98,38.39
2021,충남대학교,공학계열,6204,6529,228,27.21,28.64
2021,충남대학교,의학계열,1138,1039,281,4.05,3.7
2021,충북대학교,인문ㆍ사회계열,5729,6215,225,25.46,27.62
2021,충북대학교,예ㆍ체능계열,433,374,16,27.06,23.38
2021,충북대학교,의학계열,595,708,150,3.97,4.72
2021,충북대학교,공학계열,4777,5526,153,31.22,36.12
2021,충북대학교,자연과학계열,4848,5088,210,23.09,24.23
2021,칼빈대학교,인문ㆍ사회계열,683,937,25,27.32,37.48
2021,칼빈대학교,예ㆍ체능계열,52,37,2,26.0,18.5
2021,평택대학교,인문ㆍ사회계열,2435,2426,90,27.06,26.96
2021,평택대학교,예ㆍ체능계열,645,656,20,32.25,32.8
2021,평택대학교,공학계열,136,133,3,45.33,44.33
2021,평택대학교,자연과학계열,1181,1139,32,36.91,35.59
2021,포항공과대학교,공학계열,4083,3363,171,23.88,19.67
2021,포항공과대학교,인문ㆍ사회계열,0,0,15,0.0,0.0
2021,포항공과대학교,자연과학계열,898,948,101,8.89,9.39
2021,한경국립대학교,자연과학계열,1561,1618,50,31.22,32.36
2021,한경국립대학교,공학계열,2495,2626,108,23.1,24.31
2021,한경국립대학교,인문ㆍ사회계열,844,981,41,20.59,23.93
2021,한국공학대학교,인문ㆍ사회계열,595,734,21,28.33,34.95
2021,한국공학대학교,공학계열,5147,5996,237,21.72,25.3
2021,한국과학기술원,공학계열,7709,10877,453,17.02,24.01
2021,한국과학기술원,인문ㆍ사회계열,1946,1078,40,48.65,26.95
2021,한국과학기술원,자연과학계열,3454,2471,151,22.87,16.36
2021,한국교원대학교,공학계열,749,586,13,57.62,45.08
2021,한국교원대학교,인문ㆍ사회계열,4489,4622,129,34.8,35.83
2021,한국교원대학교,자연과학계열,1419,1446,49,28.96,29.51
2021,한국교원대학교,예ㆍ체능계열,772,804,21,36.76,38.29
2021,한국국제대학교,인문ㆍ사회계열,872,352,28,31.14,12.57
2021,한국국제대학교,예ㆍ체능계열,355,259,12,29.58,21.58
2021,한국국제대학교,자연과학계열,706,439,15,47.07,29.27
2021,한국국제대학교,공학계열,495,146,8,61.88,18.25
2021,한국기술교육대학교,공학계열,3374,3537,138,24.45,25.63
2021,한국기술교육대학교,인문ㆍ사회계열,762,846,57,13.37,14.84
2021,한국방송통신대학교,공학계열,1200,0,2,600.0,0.0
2021,한국방송통신대학교,인문ㆍ사회계열,168150,71821,108,1556.94,665.01
2021,한국방송통신대학교,자연과학계열,46150,30187,43,1048.86,702.02
2021,한국성서대학교,공학계열,140,157,6,23.33,26.17
2021,한국성서대학교,자연과학계열,210,252,8,26.25,31.5
2021,한국성서대학교,인문ㆍ사회계열,848,934,31,27.35,30.13
2021,한국예술종합학교,예ㆍ체능계열,2252,2647,135,16.68,19.61
2021,한국외국어대학교,인문ㆍ사회계열,16156,18904,571,28.29,33.11
2021,한국외국어대학교,자연과학계열,1208,1238,45,26.84,27.51
2021,한국외국어대학교,공학계열,1189,1282,46,25.85,27.87
2021,한국전통문화대학교,인문ㆍ사회계열,257,282,11,23.36,25.64
2021,한국전통문화대학교,공학계열,373,390,14,26.64,27.86
2021,한국전통문화대학교,예ㆍ체능계열,218,216,7,31.14,30.86
2021,한국전통문화대학교,자연과학계열,80,88,3,26.67,29.33
2021,한국체육대학교,예ㆍ체능계열,3070,3251,115,26.7,28.27
2021,한국침례신학대학교,인문ㆍ사회계열,2381,1923,48,49.6,40.06
2021,한국침례신학대학교,예ㆍ체능계열,338,189,4,84.5,47.25
2021,한국항공대학교,자연과학계열,934,1117,29,32.21,38.52
2021,한국항공대학교,인문ㆍ사회계열,706,702,44,16.05,15.95
2021,한국항공대학교,공학계열,2592,2764,99,26.18,27.92
2021,한남대학교,예ㆍ체능계열,1122,1176,44,25.5,26.73
2021,한남대학교,공학계열,3022,2814,106,28.51,26.55
2021,한남대학교,자연과학계열,1495,1373,52,28.75,26.4
2021,한남대학교,인문ㆍ사회계열,6876,7092,250,27.5,28.37
2021,한동대학교,공학계열,1539,1627,53,29.04,30.7
2021,한동대학교,자연과학계열,255,256,8,31.88,32.0
2021,한동대학교,인문ㆍ사회계열,1864,2734,88,21.18,31.07
2021,한라대학교,인문ㆍ사회계열,1329,1296,40,33.23,32.4
2021,한라대학교,공학계열,1946,1866,73,26.66,25.56
2021,한라대학교,예ㆍ체능계열,341,261,19,17.95,13.74
2021,한려대학교,인문ㆍ사회계열,304,95,10,30.4,9.5
2021,한려대학교,예ㆍ체능계열,147,32,2,73.5,16.0
2021,한려대학교,공학계열,68,4,4,17.0,1.0
2021,한려대학교,자연과학계열,685,300,20,34.25,15.0
2021,한림대학교,의학계열,633,539,466,1.36,1.16
2021,한림대학교,예ㆍ체능계열,205,245,5,41.0,49.0
2021,한림대학교,자연과학계열,2502,2372,66,37.91,35.94
2021,한림대학교,인문ㆍ사회계열,4113,4584,176,23.37,26.05
2021,한림대학교,공학계열,1051,1106,46,22.85,24.04
2021,한서대학교,인문ㆍ사회계열,1779,2066,83,21.43,24.89
2021,한서대학교,예ㆍ체능계열,1375,1511,47,29.26,32.15
2021,한서대학교,자연과학계열,1898,1916,63,30.13,30.41
2021,한서대학교,공학계열,1894,2033,80,23.68,25.41
2021,한성대학교,인문ㆍ사회계열,4095,3918,147,27.86,26.65
2021,한성대학교,예ㆍ체능계열,1309,1731,44,29.75,39.34
2021,한성대학교,공학계열,1771,2070,72,24.6,28.75
2021,한세대학교,공학계열,280,255,7,40.0,36.43
2021,한세대학교,자연과학계열,165,178,5,33.0,35.6
2021,한세대학교,예ㆍ체능계열,971,1058,28,34.68,37.79
2021,한세대학교,인문ㆍ사회계열,2153,1946,81,26.58,24.02
2021,한신대학교,예ㆍ체능계열,156,172,5,31.2,34.4
2021,한신대학교,자연과학계열,339,343,7,48.43,49.0
2021,한신대학교,인문ㆍ사회계열,4070,4502,148,27.5,30.42
2021,한신대학교,공학계열,903,941,30,30.1,31.37
2021,한양대학교,예ㆍ체능계열,2145,2834,62,34.6,45.71
2021,한양대학교,의학계열,537,555,257,2.09,2.16
2021,한양대학교,공학계열,8846,9506,304,29.1,31.27
2021,한양대학교,인문ㆍ사회계열,8794,11800,308,28.55,38.31
2021,한양대학교,자연과학계열,2568,2691,136,18.88,19.79
2021,한양대학교(ERICA) _분교,예ㆍ체능계열,1295,1742,32,40.47,54.44
2021,한양대학교(ERICA) _분교,인문ㆍ사회계열,2849,3815,122,23.35,31.27
2021,한양대학교(ERICA) _분교,자연과학계열,762,806,41,18.59,19.66
2021,한양대학교(ERICA) _분교,공학계열,4685,5135,188,24.92,27.31
2021,한일장신대학교,예ㆍ체능계열,230,228,9,25.56,25.33
2021,한일장신대학교,자연과학계열,208,226,7,29.71,32.29
2021,한일장신대학교,인문ㆍ사회계열,961,790,28,34.32,28.21
2021,협성대학교,자연과학계열,308,301,8,38.5,37.63
2021,협성대학교,인문ㆍ사회계열,3020,2896,94,32.13,30.81
2021,협성대학교,공학계열,580,572,20,29.0,28.6
2021,협성대학교,예ㆍ체능계열,700,667,33,21.21,20.21
2021,호남대학교,자연과학계열,1955,1960,60,32.58,32.67
2021,호남대학교,공학계열,1685,1520,67,25.15,22.69
2021,호남대학교,예ㆍ체능계열,1148,1458,49,23.43,29.76
2021,호남대학교,인문ㆍ사회계열,2399,3276,116,20.68,28.24
2021,호남신학대학교,예ㆍ체능계열,282,213,9,31.33,23.67
2021,호남신학대학교,인문ㆍ사회계열,1004,818,27,37.19,30.3
2021,호서대학교,자연과학계열,1590,1760,52,30.58,33.85
2021,호서대학교,공학계열,5338,5177,195,27.37,26.55
2021,호서대학교,인문ㆍ사회계열,5111,5464,247,20.69,22.12
2021,호서대학교,예ㆍ체능계열,1710,2026,50,34.2,40.52
2021,호원대학교,인문ㆍ사회계열,1043,1432,53,19.68,27.02
2021,호원대학교,예ㆍ체능계열,1624,1797,50,32.48,35.94
2021,호원대학교,자연과학계열,874,920,25,34.96,36.8
2021,호원대학교,공학계열,963,1124,32,30.09,35.13
2021,홍익대학교,자연과학계열,112,111,6,18.67,18.5
2021,홍익대학교,공학계열,6399,6165,197,32.48,31.29
2021,홍익대학교,예ㆍ체능계열,4820,6202,168,28.69,36.92
2021,홍익대학교,인문ㆍ사회계열,3534,4842,200,17.67,24.21
2021,홍익대학교 _제2캠퍼스,인문ㆍ사회계열,1079,1340,58,18.6,23.1
2021,홍익대학교 _제2캠퍼스,공학계열,3129,2613,82,38.16,31.87
2021,홍익대학교 _제2캠퍼스,예ㆍ체능계열,1292,1900,64,20.19,29.69
2021,화성의과학대학교,인문ㆍ사회계열,350,138,16,21.88,8.63
2021,화성의과학대학교,예ㆍ체능계열,265,80,7,37.86,11.43
2021,화성의과학대학교,자연과학계열,369,249,14,26.36,17.79
2020,가야대학교(김해),인문ㆍ사회계열,1075,771,49,21.94,15.73
2020,가야대학교(김해),자연과학계열,1713,1537,48,35.69,32.02
2020,가천대학교,자연과학계열,3485,3760,201,17.34,18.71
2020,가천대학교,공학계열,5745,6737,217,26.47,31.05
2020,가천대학교,의학계열,495,444,225,2.2,1.97
2020,가천대학교,인문ㆍ사회계열,6891,9328,221,31.18,42.21
2020,가천대학교,예ㆍ체능계열,1567,1747,41,38.22,42.61
2020,가톨릭관동대학교,자연과학계열,1280,1269,66,19.39,19.23
2020,가톨릭관동대학교,공학계열,1808,1505,46,39.3,32.72
2020,가톨릭관동대학교,의학계열,255,262,120,2.13,2.18
2020,가톨릭관동대학교,예ㆍ체능계열,1505,1187,32,47.03,37.09
2020,가톨릭관동대학교,인문ㆍ사회계열,4595,4423,159,28.9,27.82
2020,가톨릭꽃동네대학교,자연과학계열,173,190,6,28.83,31.67
2020,가톨릭꽃동네대학교,인문ㆍ사회계열,409,355,19,21.53,18.68
2020,가톨릭대학교,예ㆍ체능계열,210,211,4,52.5,52.75
2020,가톨릭대학교,공학계열,1370,1588,35,39.14,45.37
2020,가톨릭대학교,인문ㆍ사회계열,4914,5219,161,30.52,32.42
2020,가톨릭대학교,자연과학계열,1484,1544,48,30.92,32.17
2020,가톨릭대학교 _제2캠퍼스,인문ㆍ사회계열,244,177,4,61.0,44.25
2020,가톨릭대학교 _제2캠퍼스,자연과학계열,1423,1311,93,15.3,14.1
2020,가톨릭대학교 _제2캠퍼스,의학계열,1111,951,806,1.38,1.18
2020,가톨릭대학교 _제3캠퍼스,예ㆍ체능계열,56,17,2,28.0,8.5
2020,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,382,312,16,23.88,19.5
2020,감리교신학대학교,인문ㆍ사회계열,1793,1882,25,71.72,75.28
2020,강남대학교,인문ㆍ사회계열,4850,5203,182,26.65,28.59
2020,강남대학교,예ㆍ체능계열,605,621,17,35.59,36.53
2020,강남대학교,공학계열,1436,1485,39,36.82,38.08
2020,강서대학교,인문ㆍ사회계열,1019,1014,33,30.88,30.73
2020,강서대학교,예ㆍ체능계열,125,120,5,25.0,24.0
2020,강서대학교,자연과학계열,280,291,9,31.11,32.33
2020,강원대학교,인문ㆍ사회계열,5933,6414,221,26.85,29.02
2020,강원대학교,공학계열,3234,3356,135,23.96,24.86
2020,강원대학교,의학계열,709,726,160,4.43,4.54
2020,강원대학교,예ㆍ체능계열,937,827,26,36.04,31.81
2020,강원대학교,자연과학계열,6047,6125,256,23.62,23.93
2020,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1038,960,43,24.14,22.33
2020,강원대학교 _제2캠퍼스,자연과학계열,1407,1412,47,29.94,30.04
2020,강원대학교 _제2캠퍼스,공학계열,3133,2805,96,32.64,29.22
2020,강원대학교 _제2캠퍼스,예ㆍ체능계열,809,775,20,40.45,38.75
2020,건국대학교,인문ㆍ사회계열,7420,9546,277,26.79,34.46
2020,건국대학교,자연과학계열,2988,3124,122,24.49,25.61
2020,건국대학교,의학계열,580,582,29,20.0,20.07
2020,건국대학교,공학계열,6197,6485,212,29.23,30.59
2020,건국대학교,예ㆍ체능계열,1794,2099,49,36.61,42.84
2020,건국대학교(글로컬) _분교,예ㆍ체능계열,1656,1746,44,37.64,39.68
2020,건국대학교(글로컬) _분교,공학계열,1061,1041,29,36.59,35.9
2020,건국대학교(글로컬) _분교,자연과학계열,1722,1668,57,30.21,29.26
2020,건국대학교(글로컬) _분교,인문ㆍ사회계열,2429,2878,125,19.43,23.02
2020,건국대학교(글로컬) _분교,의학계열,320,336,207,1.55,1.62
2020,건양대학교,예ㆍ체능계열,140,117,5,28.0,23.4
2020,건양대학교,자연과학계열,480,474,17,28.24,27.88
2020,건양대학교,공학계열,760,681,23,33.04,29.61
2020,건양대학교,인문ㆍ사회계열,2105,2217,91,23.13,24.36
2020,건양대학교 _제2캠퍼스,인문ㆍ사회계열,455,462,6,75.83,77.0
2020,건양대학교 _제2캠퍼스,자연과학계열,2434,2481,85,28.64,29.19
2020,건양대학교 _제2캠퍼스,의학계열,293,319,117,2.5,2.73
2020,건양대학교 _제2캠퍼스,공학계열,1112,1066,41,27.12,26.0
2020,경기대학교,자연과학계열,1602,1551,60,26.7,25.85
2020,경기대학교,인문ㆍ사회계열,7745,8694,275,28.16,31.61
2020,경기대학교,공학계열,2900,3075,120,24.17,25.63
2020,경기대학교,예ㆍ체능계열,1925,1866,50,38.5,37.32
2020,경기대학교 _제2캠퍼스,예ㆍ체능계열,408,459,16,25.5,28.69
2020,경기대학교 _제2캠퍼스,인문ㆍ사회계열,904,1498,20,45.2,74.9
2020,경남과학기술대학교,자연과학계열,1466,1525,58,25.28,26.29
2020,경남과학기술대학교,인문ㆍ사회계열,1630,1622,56,29.11,28.96
2020,경남과학기술대학교,공학계열,2091,2302,74,28.26,31.11
2020,경남과학기술대학교,예ㆍ체능계열,134,130,4,33.5,32.5
2020,경남대학교,인문ㆍ사회계열,7116,6497,239,29.77,27.18
2020,경남대학교,예ㆍ체능계열,899,931,25,35.96,37.24
2020,경남대학교,자연과학계열,1973,1824,74,26.66,24.65
2020,경남대학교,공학계열,3724,3397,109,34.17,31.17
2020,경동대학교,공학계열,113,110,13,8.69,8.46
2020,경동대학교,인문ㆍ사회계열,707,991,35,20.2,28.31
2020,경동대학교,자연과학계열,140,121,4,35.0,30.25
2020,경동대학교 _제3캠퍼스,자연과학계열,3260,3590,96,33.96,37.4
2020,경동대학교 _제3캠퍼스,인문ㆍ사회계열,450,418,14,32.14,29.86
2020,경동대학교 _제4캠퍼스,인문ㆍ사회계열,1221,1220,56,21.8,21.79
2020,경동대학교 _제4캠퍼스,자연과학계열,150,155,6,25.0,25.83
2020,경동대학교 _제4캠퍼스,예ㆍ체능계열,314,299,9,34.89,33.22
2020,경동대학교 _제4캠퍼스,공학계열,745,805,21,35.48,38.33
2020,경북대학교,인문ㆍ사회계열,8412,9614,321,26.21,29.95
2020,경북대학교,자연과학계열,8433,8546,311,27.12,27.48
2020,경북대학교,의학계열,1476,1438,375,3.94,3.83
2020,경북대학교,예ㆍ체능계열,1549,1428,43,36.02,33.21
2020,경북대학교,공학계열,8318,9130,298,27.91,30.64
2020,경상국립대학교,자연과학계열,4790,4906,206,23.25,23.82
2020,경상국립대학교,예ㆍ체능계열,464,406,18,25.78,22.56
2020,경상국립대학교,공학계열,4964,4959,182,27.27,27.25
2020,경상국립대학교,인문ㆍ사회계열,5509,5834,200,27.55,29.17
2020,경상국립대학교,의학계열,628,654,209,3.0,3.13
2020,경성대학교,인문ㆍ사회계열,5659,6410,207,27.34,30.97
2020,경성대학교,예ㆍ체능계열,2294,2346,77,29.79,30.47
2020,경성대학교,자연과학계열,1486,1422,43,34.56,33.07
2020,경성대학교,공학계열,3076,3092,111,27.71,27.86
2020,경운대학교,예ㆍ체능계열,513,477,23,22.3,20.74
2020,경운대학교,공학계열,1962,1469,69,28.43,21.29
2020,경운대학교,자연과학계열,1604,1679,54,29.7,31.09
2020,경운대학교,인문ㆍ사회계열,896,901,49,18.29,18.39
2020,경인교육대학교,인문ㆍ사회계열,4775,2090,68,70.22,30.74
2020,경인교육대학교,자연과학계열,609,680,38,16.03,17.89
2020,경인교육대학교,예ㆍ체능계열,351,492,27,13.0,18.22
2020,경일대학교,공학계열,3412,3438,107,31.89,32.13
2020,경일대학교,예ㆍ체능계열,1127,1259,31,36.35,40.61
2020,경일대학교,인문ㆍ사회계열,1271,1499,92,13.82,16.29
2020,경일대학교,자연과학계열,813,878,25,32.52,35.12
2020,경희대학교,인문ㆍ사회계열,12082,17427,465,25.98,37.48
2020,경희대학교,자연과학계열,5677,5992,374,15.18,16.02
2020,경희대학교,공학계열,4771,5287,163,29.27,32.44
2020,경희대학교,예ㆍ체능계열,4519,5211,94,48.07,55.44
2020,경희대학교,의학계열,1935,1883,308,6.28,6.11
2020,계명대학교,인문ㆍ사회계열,11091,12346,369,30.06,33.46
2020,계명대학교,공학계열,3947,4070,124,31.83,32.82
2020,계명대학교,예ㆍ체능계열,3946,4081,100,39.46,40.81
2020,계명대학교,의학계열,439,430,185,2.37,2.32
2020,계명대학교,자연과학계열,2818,2862,124,22.73,23.08
2020,고려대학교,자연과학계열,6023,5796,320,18.82,18.11
