기준연도,학교명,학과명,등록금,대계열
2016,경희대학교,무역학과,7206000,인문사회계열
2016,경희대학교,무용학부,9492000,예체능계열
2016,경희대학교,문화관광산업학과,7206000,인문사회계열
2016,경희대학교,물리학과,8266000,자연과학계열
2016,경희대학교,사학과,7206000,인문사회계열
2016,경희대학교,사회기반시스템공학과,9492000,공학계열
2016,경희대학교,사회학과,7206000,인문사회계열
2016,경희대학교,산업경영공학과,9492000,공학계열
2016,경희대학교,생물학과,8266000,자연과학계열
2016,경희대학교,생체의공학과,9492000,공학계열
2016,경희대학교,성악과,9492000,예체능계열
2016,경희대학교,수학과,8266000,자연과학계열
2016,경희대학교,스페인어학과,7206000,인문사회계열
2016,경희대학교,스포츠지도학과,9174000,예체능계열
2016,경희대학교,식물환경신소재공학과,9492000,공학계열
2016,경희대학교,식품영양학과,8266000,자연과학계열
2016,경희대학교,아동가족학과,8266000,인문사회계열
2016,경희대학교,약과학과,8880000,자연과학계열
2016,경희대학교,약학과,10882000,자연과학계열
2016,경희대학교,언론정보학과,7206000,인문사회계열
2016,경희대학교,연극영화학과,9492000,예체능계열
2016,경희대학교,영어학부,7206000,인문사회계열
2016,경희대학교,우주과학과,9492000,자연과학계열
2016,경희대학교,원예생명공학과,9492000,자연과학계열
2016,경희대학교,원자력공학과,9492000,공학계열
2016,경희대학교,유전공학과,9492000,자연과학계열
2016,경희대학교,응용물리학과,9492000,자연과학계열
2016,경희대학교,응용수학과,9492000,자연과학계열
2016,경희대학교,의상학과,8266000,자연과학계열
2016,경희대학교,의예과,13312000,자연과학계열
2016,경희대학교,일본어학과,7206000,인문사회계열
2016,경희대학교,작곡과,9492000,예체능계열
2016,경희대학교,전자전파공학과,9492000,공학계열
2016,경희대학교,정보전자신소재공학과,9492000,공학계열
2016,경희대학교,정치외교학과,7206000,인문사회계열
2016,경희대학교,조리산업학과,8266000,인문사회계열
2016,경희대학교,주거환경학과,8266000,자연과학계열
2016,경희대학교,중국어학과,7206000,인문사회계열
2016,경희대학교,철학과,7206000,인문사회계열
2016,경희대학교,체육학과,9174000,예체능계열
2016,경희대학교,치의예과,13312000,자연과학계열
2016,경희대학교,컴퓨터공학과,9492000,공학계열
2016,경희대학교,태권도학과,9174000,예체능계열
2016,경희대학교,프랑스어학과,7206000,인문사회계열
2016,경희대학교,한국어학과,7206000,인문사회계열
2016,경희대학교,한방재료가공학과,8580000,자연과학계열
2016,경희대학교,한방재료공학과,9492000,자연과학계열
2016,경희대학교,한약학과,9492000,자연과학계열
2016,경희대학교,한의예과,10310000,자연과학계열
2016,경희대학교,한의학과,9398000,의학계열
2016,경희대학교,행정학과,7206000,인문사회계열
2016,경희대학교,화학공학과,9492000,공학계열
2016,경희대학교,화학과,8266000,자연과학계열
2016,경희대학교,환경학및환경공학과,9492000,자연과학계열
2016,경희대학교,회계세무학과,7206000,인문사회계열
2016,계명대학교,DepartmentofInternationalBusiness,9420000,인문사회계열
2016,계명대학교,DepartmentofInternationalRelations,9420000,인문사회계열
2016,계명대학교,EMU경영학부,6618000,인문사회계열
2016,계명대학교,간호학과,8358000,자연과학계열
2016,계명대학교,건축공학전공,8946000,공학계열
2016,계명대학교,건축학전공,8946000,공학계열
2016,계명대학교,게임모바일공학전공,8946000,공학계열
2016,계명대학교,경영공학과,8946000,공학계열
2016,계명대학교,경영정보학전공,6618000,인문사회계열
2016,계명대학교,경영학전공,6618000,인문사회계열
2016,계명대학교,경제금융학전공,6618000,인문사회계열
2016,계명대학교,경찰법학과,5910000,인문사회계열
2016,계명대학교,경찰행정학과,6618000,인문사회계열
2016,계명대학교,공예디자인전공,9538000,예체능계열
2016,계명대학교,공중보건학전공,8358000,자연과학계열
2016,계명대학교,관광경영학전공,6618000,인문사회계열
2016,계명대학교,관현악전공,9538000,예체능계열
2016,계명대학교,광고홍보학전공,6618000,인문사회계열
2016,계명대학교,교육학과,6618000,인문사회계열
2016,계명대학교,교통공학전공,8946000,공학계열
2016,계명대학교,국어교육과,6618000,인문사회계열
2016,계명대학교,국어국문학전공,6618000,인문사회계열
2016,계명대학교,국제통상학전공,6618000,인문사회계열
2016,계명대학교,기계자동차공학과,8946000,공학계열
2016,계명대학교,기독교학과,6618000,인문사회계열
2016,계명대학교,독일어문학전공,6618000,인문사회계열
2016,계명대학교,동양화과,8830000,예체능계열
2016,계명대학교,디지펜게임공학전공,8946000,공학계열
2016,계명대학교,러시아어문학전공,6618000,인문사회계열
2016,계명대학교,무용전공,9538000,예체능계열
2016,계명대학교,문헌정보학과,6618000,인문사회계열
2016,계명대학교,뮤직프로덕션전공,9538000,예체능계열
2016,계명대학교,미국학전공,6618000,인문사회계열
2016,계명대학교,법학과,6618000,인문사회계열
2016,계명대학교,사진미디어전공,9538000,예체능계열
2016,계명대학교,사학과,6618000,인문사회계열
2016,계명대학교,사회복지학과,6618000,인문사회계열
2016,계명대학교,사회체육학전공,8358000,예체능계열
2016,계명대학교,사회학과,6618000,인문사회계열
2016,계명대학교,산업디자인전공,9538000,예체능계열
2016,계명대학교,생명과학전공,8358000,자연과학계열
2016,계명대학교,생태조경학전공,8946000,공학계열
2016,계명대학교,성악전공,9538000,예체능계열
2016,계명대학교,세무학전공,6618000,인문사회계열
2016,계명대학교,소비자정보학과,6618000,인문사회계열
2016,계명대학교,수학전공,8358000,자연과학계열
2016,계명대학교,스페인어중남미학전공,6618000,인문사회계열
2016,계명대학교,시각디자인전공,9538000,예체능계열
2016,계명대학교,식품가공학전공,8358000,자연과학계열
2016,계명대학교,신소재공학과,8946000,공학계열
2016,계명대학교,심리학과,6618000,인문사회계열
2016,계명대학교,약학과,9500000,자연과학계열
2016,계명대학교,언론영상학전공,6618000,인문사회계열
2016,계명대학교,연극뮤지컬전공,9538000,예체능계열
2016,계명대학교,영상애니메이션전공,9538000,예체능계열
2016,계명대학교,영어교육과,6618000,인문사회계열
2016,계명대학교,영어영문학전공,6618000,인문사회계열
2016,계명대학교,오르간과,8830000,예체능계열
2016,계명대학교,유럽학전공,6618000,인문사회계열
2016,계명대학교,유아교육과,6738000,인문사회계열
2016,계명대학교,의예과,10558000,자연과학계열
2016,계명대학교,의용공학과,8946000,공학계열
2016,계명대학교,인문사회계열,6618000,인문사회계열
2016,계명대학교,일본어문학전공,6618000,인문사회계열
2016,계명대학교,일본학전공,6618000,인문사회계열
2016,계명대학교,자연계열,8946000,공학계열
2016,계명대학교,자율전공부생명과학계열,8238000,자연과학계열
2016,계명대학교,작곡전공,9538000,예체능계열
2016,계명대학교,전기에너지공학전공,8946000,공학계열
2016,계명대학교,전자공학전공,8946000,공학계열
2016,계명대학교,전자무역학전공,6618000,인문사회계열
2016,계명대학교,전통건축학과,8238000,공학계열
2016,계명대학교,정치외교학전공,6618000,인문사회계열
2016,계명대학교,제약학과,9500000,자연과학계열
2016,계명대학교,중국어문학과,5910000,인문사회계열
2016,계명대학교,중국어문학전공,6618000,인문사회계열
2016,계명대학교,중국학전공,6618000,인문사회계열
2016,계명대학교,지구환경학전공,8358000,자연과학계열
2016,계명대학교,철학윤리학과,6618000,인문사회계열
2016,계명대학교,체육학전공,8358000,예체능계열
2016,계명대학교,컴퓨터공학전공,8946000,공학계열
2016,계명대학교,태권도학과,8358000,예체능계열
2016,계명대학교,텍스타일디자인전공,9538000,예체능계열
2016,계명대학교,토목공학전공,8946000,공학계열
2016,계명대학교,통계학전공,8358000,자연과학계열
2016,계명대학교,패션마케팅학전공,9538000,예체능계열
2016,계명대학교,피아노전공,9538000,예체능계열
2016,계명대학교,한국문화정보학전공,6618000,인문사회계열
2016,계명대학교,한문교육과,6618000,인문사회계열
2016,계명대학교,행정학전공,6618000,인문사회계열
2016,계명대학교,화학공학과,8946000,공학계열
2016,계명대학교,화학전공,8358000,자연과학계열
2016,계명대학교,환경계획학과,7650000,자연과학계열
2016,계명대학교,환경과학전공,8358000,자연과학계열
2016,계명대학교,회계학전공,6618000,인문사회계열
2016,계명대학교,회화전공,9538000,예체능계열
2016,고려대학교,가정교육과,9430000,자연과학계열
2016,고려대학교,간호학과,9608000,자연과학계열
2016,고려대학교,건축사회환경공학부,10708000,공학계열
2016,고려대학교,건축학과,10708000,공학계열
2016,고려대학교,경영학과,8148000,인문사회계열
2016,고려대학교,경제학과,8148000,인문사회계열
2016,고려대학교,교육학과,8148000,인문사회계열
2016,고려대학교,국어교육과,8148000,인문사회계열
2016,고려대학교,국어국문학과,8148000,인문사회계열
2016,고려대학교,국제학부,8148000,인문사회계열
2016,고려대학교,기계공학부,10708000,공학계열
2016,고려대학교,노어노문학과,8148000,인문사회계열
2016,고려대학교,독어독문학과,8148000,인문사회계열
2016,고려대학교,디자인조형학부,10798000,예체능계열
2016,고려대학교,물리치료학과,8402000,자연과학계열
2016,고려대학교,물리학과,9430000,자연과학계열
2016,고려대학교,바이오시스템의과학부,9430000,자연과학계열
2016,고려대학교,바이오의공학부,10708000,공학계열
2016,고려대학교,방사선학과,8402000,자연과학계열
2016,고려대학교,보건정책관리학부,8148000,인문사회계열
2016,고려대학교,보건환경융합과학부,9430000,자연과학계열
2016,고려대학교,불어불문학과,8148000,인문사회계열
2016,고려대학교,사학과,8148000,인문사회계열
2016,고려대학교,사회학과,8148000,인문사회계열
2016,고려대학교,산업경영공학부,10708000,공학계열
2016,고려대학교,생체의공학과,9680000,공학계열
2016,고려대학교,서어서문학과,8148000,인문사회계열
2016,고려대학교,수학과,9430000,자연과학계열
2016,고려대학교,식품영양학과,8402000,자연과학계열
2016,고려대학교,식품자원경제학과,8148000,인문사회계열
2016,고려대학교,신소재공학부,10708000,공학계열
2016,고려대학교,심리학과,9095000,인문사회계열
2016,고려대학교,언어학과,8148000,인문사회계열
2016,고려대학교,역사교육과,8148000,인문사회계열
2016,고려대학교,영어교육과,8148000,인문사회계열
2016,고려대학교,영어영문학과,8148000,인문사회계열
2016,고려대학교,의예과,13613000,자연과학계열
2016,고려대학교,일어일문학과,8148000,인문사회계열
2016,고려대학교,임상병리학과,8402000,자연과학계열
2016,고려대학교,전기전자공학부,10708000,공학계열
2016,고려대학교,전기전자전파공학부,9680000,공학계열
2016,고려대학교,정치외교학과,8148000,인문사회계열
2016,고려대학교,중어중문학과,8148000,인문사회계열
2016,고려대학교,지구환경과학과,9430000,자연과학계열
2016,고려대학교,지리교육과,8148000,인문사회계열
2016,고려대학교,철학과,8148000,인문사회계열
2016,고려대학교,치기공학과,8402000,자연과학계열
2016,고려대학교,컴퓨터통신공학부,9680000,공학계열
2016,고려대학교,한국사학과,8148000,인문사회계열
2016,고려대학교,한문학과,8148000,인문사회계열
2016,고려대학교,행정학과,8148000,인문사회계열
2016,고려대학교,화공생명공학과,10708000,공학계열
2016,고려대학교,화학과,9430000,자연과학계열
2016,고려대학교,환경보건학과,8402000,자연과학계열
2016,고려대학교,환경생태공학부,9430000,자연과학계열
2016,고려대학교(세종) _분교,경영정보학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,경영학부,8148000,인문사회계열
2016,고려대학교(세종) _분교,경제학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,고고미술사학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,공공행정학부,8148000,인문사회계열
2016,고려대학교(세종) _분교,국어국문학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,국제스포츠학부,9430000,예체능계열
2016,고려대학교(세종) _분교,독일문화정보학과,7120000,인문사회계열
2016,고려대학교(세종) _분교,독일문화학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,디스플레이반도체물리학과,9430000,자연과학계열
2016,고려대학교(세종) _분교,미디어문예창작학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,북한학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,사회체육학부,8402000,예체능계열
2016,고려대학교(세종) _분교,사회학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,수학과,9430000,자연과학계열
2016,고려대학교(세종) _분교,신소재화학과,9430000,자연과학계열
2016,고려대학교(세종) _분교,약학과,11174000,자연과학계열
2016,고려대학교(세종) _분교,영어영문학과,8148000,인문사회계열
2016,고려대학교(세종) _분교,전자및정보공학과,10708000,공학계열
2016,고려대학교(세종) _분교,정보수학과,8402000,자연과학계열
2016,고려대학교(세종) _분교,정보통계학과,8402000,자연과학계열
2016,고려대학교(세종) _분교,제어계측공학과,10708000,공학계열
2016,고려대학교(세종) _분교,중국학부,8148000,인문사회계열
2016,고려대학교(세종) _분교,환경시스템공학과,10708000,공학계열
2016,고신대학교,IT경영학과,6688000,인문사회계열
2016,고신대학교,간호학과,7140500,자연과학계열
2016,고신대학교,광고홍보학과,6677500,인문사회계열
2016,고신대학교,교회음악과,7474100,예체능계열
2016,고신대학교,국제문화선교학과,5983400,인문사회계열
2016,고신대학교,기독교교육과,5983000,인문사회계열
2016,고신대학교,보건환경학부,7152000,자연과학계열
2016,고신대학교,사회복지학과,6676200,인문사회계열
2016,고신대학교,생명과학전공,6584800,자연과학계열
2016,고신대학교,식품영양학과,7139700,자연과학계열
2016,고신대학교,신학과,5982200,인문사회계열
2016,고신대학교,아동복지학과,6677500,인문사회계열
2016,고신대학교,영어영문학전공,5981800,인문사회계열
2016,고신대학교,유아교육과,6677500,인문사회계열
2016,고신대학교,음악과,8050000,예체능계열
2016,고신대학교,의생명과학전공,7152000,자연과학계열
2016,고신대학교,의예과,10082000,자연과학계열
2016,고신대학교,인터넷비즈니스학과,6122900,인문사회계열
2016,고신대학교,작업치료학과,7152000,자연과학계열
2016,고신대학교,재활학과,6122700,자연과학계열
2016,고신대학교,중국학전공,5982000,인문사회계열
2016,고신대학교,컴퓨터영상선교학전공,5406000,인문사회계열
2016,고신대학교,태권도선교학과,5983000,예체능계열
2016,고신대학교,화학신소재전공,7138900,자연과학계열
2016,고신대학교,환경보건전공,6585900,자연과학계열
2016,공주교육대학교,초등과학교육과,3603000,인문사회계열
2016,공주교육대학교,초등교육학과,3603000,인문사회계열
2016,공주교육대학교,초등국어교육과,3603000,인문사회계열
2016,공주교육대학교,초등미술교육과,3603000,인문사회계열
2016,공주교육대학교,초등사회과교육과,3603000,인문사회계열
2016,공주교육대학교,초등수학교육과,3603000,인문사회계열
2016,공주교육대학교,초등실과교육과,3603000,인문사회계열
2016,공주교육대학교,초등영어교육과,3603000,인문사회계열
2016,공주교육대학교,초등윤리교육과,3603000,인문사회계열
2016,공주교육대학교,초등음악교육과,3603000,인문사회계열
2016,공주교육대학교,초등체육교육과,3603000,인문사회계열
2016,공주교육대학교,초등컴퓨터교육과,3603000,인문사회계열
2016,광신대학교,국제한국어교원학과,5959000,인문사회계열
2016,광신대학교,사회복지상담학과,6167000,인문사회계열
2016,광신대학교,신학과,5959000,인문사회계열
2016,광신대학교,실용음악학과,7507000,예체능계열
2016,광신대학교,유아교육과,6177000,인문사회계열
2016,광신대학교,음악학과,7507000,예체능계열
2016,광운대학교,건축공학과,9496000,공학계열
2016,광운대학교,건축학과,9496000,공학계열
2016,광운대학교,경영학부,7826000,인문사회계열
2016,광운대학교,과학기술법학과,6496000,인문사회계열
2016,광운대학교,국어국문학과,7450000,인문사회계열
2016,광운대학교,국제법무전공,6496000,인문사회계열
2016,광운대학교,국제지역전공,7268000,인문사회계열
2016,광운대학교,국제통상학부,8222000,인문사회계열
2016,광운대학교,국제학부,7964700,인문사회계열
2016,광운대학교,글로벌코리아전공,7268000,인문사회계열
2016,광운대학교,동북아문화산업학부,8222000,인문사회계열
2016,광운대학교,동북아통상학부,7268000,인문사회계열
2016,광운대학교,로봇학부,9496000,공학계열
2016,광운대학교,문화교류전공,7268000,인문사회계열
2016,광운대학교,문화콘텐츠개발전공,7268000,인문사회계열
2016,광운대학교,미디어영상학부,8468000,인문사회계열
2016,광운대학교,법학부,7450000,인문사회계열
2016,광운대학교,부동산법무학과,6496000,인문사회계열
2016,광운대학교,산업심리학과,7450000,인문사회계열
2016,광운대학교,생활체육학과,8468000,예체능계열
2016,광운대학교,수학과,8468000,자연과학계열
2016,광운대학교,영어영문학과,7450000,인문사회계열
2016,광운대학교,일반법학전공,6496000,인문사회계열
2016,광운대학교,전기공학과,9496000,공학계열
2016,광운대학교,전자공학과,9496000,공학계열
2016,광운대학교,전자바이오물리학과,8468000,자연과학계열
2016,광운대학교,전자융합공학과,9496000,공학계열
2016,광운대학교,전자재료공학과,9496000,공학계열
2016,광운대학교,전자통신공학과,9496000,공학계열
2016,광운대학교,정보제어전공,8542000,공학계열
2016,광운대학교,지능시스템전공,8542000,공학계열
2016,광운대학교,컴퓨터공학과,9496000,공학계열
2016,광운대학교,컴퓨터소프트웨어학과,9496000,공학계열
2016,광운대학교,한일통상전공,7268000,인문사회계열
2016,광운대학교,한중통상전공,7268000,인문사회계열
2016,광운대학교,행정학과,7450000,인문사회계열
2016,광운대학교,화학공학과,9496000,공학계열
2016,광운대학교,화학과,8468000,자연과학계열
2016,광운대학교,환경공학과,9496000,공학계열
2016,광주가톨릭대학교,신학과,0,인문사회계열
2016,광주과학기술원,공학응용과학전공전기전산트랙,2060000,공학계열
2016,광주과학기술원,물리전공,2060000,자연과학계열
2016,광주과학기술원,생물전공,2060000,자연과학계열
2016,광주과학기술원,화학전공,2060000,자연과학계열
2016,광주교육대학교,교육학과,3651400,인문사회계열
2016,광주교육대학교,국어교육과,3653100,인문사회계열
2016,광주교육대학교,사회과교육과,3654800,인문사회계열
2016,광주교육대학교,실과교육과,3655000,인문사회계열
2016,광주교육대학교,영어교육과,3655000,인문사회계열
2016,광주교육대학교,윤리교육과,3655800,인문사회계열
2016,광주교육대학교,특수통합교육과,3669200,인문사회계열
2016,광주대학교,간호학과,7494000,자연과학계열
2016,광주대학교,건축공학과,6966000,공학계열
2016,광주대학교,건축학과,6966000,공학계열
2016,광주대학교,건축학부,7458000,공학계열
2016,광주대학교,경영학과,6112000,인문사회계열
2016,광주대학교,경찰법행정학부,5992000,인문사회계열
2016,광주대학교,공연예술무도학과,6966000,예체능계열
2016,광주대학교,관광경영학과,6486000,인문사회계열
2016,광주대학교,국방기술학부,7458000,공학계열
2016,광주대학교,국제물류무역학과,6112000,인문사회계열
2016,광주대학교,국제언어문화학부,6334000,인문사회계열
2016,광주대학교,무도학과,6966000,예체능계열
2016,광주대학교,문헌정보학과,6334000,인문사회계열
2016,광주대학교,물류유통경영학과,5620000,인문사회계열
2016,광주대학교,부동산금융학과,6112000,인문사회계열
2016,광주대학교,뷰티미용학과,7608000,예체능계열
2016,광주대학교,사이버보안경찰학과,6682000,인문사회계열
2016,광주대학교,사진영상학과,7458000,예체능계열
2016,광주대학교,사회복지학부,6486000,인문사회계열
2016,광주대학교,산업기술경영학부,6112000,인문사회계열
2016,광주대학교,생명건강과학과,7432000,자연과학계열
2016,광주대학교,세무경영학과,6112000,인문사회계열
2016,광주대학교,소방행정학과,6364000,인문사회계열
2016,광주대학교,시각영상디자인학과,6966000,예체능계열
2016,광주대학교,식품영양학과,7432000,자연과학계열
2016,광주대학교,신문방송학과,6682000,인문사회계열
2016,광주대학교,신재생에너지공학과,6966000,공학계열
2016,광주대학교,심리학과,7432000,인문사회계열
2016,광주대학교,언어심리치료학부,6940000,인문사회계열
2016,광주대학교,영어영문학과,5842000,인문사회계열
2016,광주대학교,유아교육과,7460000,인문사회계열
2016,광주대학교,음악학과,7654000,예체능계열
2016,광주대학교,의상디자인학과,7458000,예체능계열
2016,광주대학교,인테리어디자인학과,6966000,예체능계열
2016,광주대학교,일본어학과,5842000,인문사회계열
2016,광주대학교,자율융복합전공학부,5620000,인문사회계열
2016,광주대학교,작업치료학과,7494000,자연과학계열
2016,광주대학교,재테크자산관리학과,5620000,인문사회계열
2016,광주대학교,전기전자공학과,7458000,공학계열
2016,광주대학교,조형디자인학부,7458000,예체능계열
2016,광주대학교,주얼리디자인학과,6966000,예체능계열
2016,광주대학교,중국학과,5842000,인문사회계열
2016,광주대학교,청소년상담평생교육학과,6486000,인문사회계열
2016,광주대학교,컴퓨터공학과,6966000,공학계열
2016,광주대학교,컴퓨터정보공학부정보통신학전공,7458000,공학계열
2016,광주대학교,컴퓨터정보공학부컴퓨터공학전공,7458000,공학계열
2016,광주대학교,테솔학과,6334000,인문사회계열
2016,광주대학교,토목공학과,7458000,공학계열
2016,광주대학교,한국어교육과,6334000,인문사회계열
2016,광주대학교,항공서비스학과,6608000,인문사회계열
2016,광주대학교,호텔경영학과,6486000,인문사회계열
2016,광주대학교,호텔조리학과,6940000,자연과학계열
2016,광주여자대학교,간호학과,7369100,자연과학계열
2016,광주여자대학교,경찰법학과,5967000,인문사회계열
2016,광주여자대학교,무용학과,6422000,예체능계열
2016,광주여자대학교,물리치료학과,7369100,자연과학계열
2016,광주여자대학교,미용과학과,7702900,예체능계열
2016,광주여자대학교,보건의료시스템학과,6422000,자연과학계열
2016,광주여자대학교,사회복지학과,5967000,인문사회계열
2016,광주여자대학교,상담심리학과,5967000,인문사회계열
2016,광주여자대학교,서비스경영학과,5966800,인문사회계열
2016,광주여자대학교,식품영양학과,6961000,자연과학계열
2016,광주여자대학교,실내디자인학과,6961000,예체능계열
2016,광주여자대학교,실버케어학과,5428000,인문사회계열
2016,광주여자대학교,어린이영어교육학과,5967100,인문사회계열
2016,광주여자대학교,유아교육과,6581000,인문사회계열
2016,광주여자대학교,작업치료학과,7369000,자연과학계열
2016,광주여자대학교,제약향장학과,6961200,자연과학계열
2016,광주여자대학교,중등특수교육과,6581000,인문사회계열
2016,광주여자대학교,초등특수교육과,6581000,인문사회계열
2016,광주여자대학교,치위생학과,7369000,자연과학계열
2016,광주여자대학교,항공서비스학과,5967000,인문사회계열
2016,국립강릉원주대학교,경영학과,3654000,인문사회계열
2016,국립강릉원주대학교,경제학과,3654000,인문사회계열
2016,국립강릉원주대학교,공예조형디자인학과,5492000,예체능계열
2016,국립강릉원주대학교,관광경영학과,3654000,인문사회계열
2016,국립강릉원주대학교,국어국문학과,3654000,인문사회계열
2016,국립강릉원주대학교,국제통상학과,3654000,인문사회계열
2016,국립강릉원주대학교,대기환경과학과,4374000,자연과학계열
2016,국립강릉원주대학교,독어독문학과,3654000,인문사회계열
2016,국립강릉원주대학교,무역학과,3654000,인문사회계열
2016,국립강릉원주대학교,물리학과,4374000,자연과학계열
2016,국립강릉원주대학교,법학과,3654000,인문사회계열
2016,국립강릉원주대학교,사학과,3654000,인문사회계열
2016,국립강릉원주대학교,산업정보경영공학과,4616000,공학계열
2016,국립강릉원주대학교,생물학과,4374000,자연과학계열
2016,국립강릉원주대학교,세라믹신소재공학과,4782000,공학계열
2016,국립강릉원주대학교,수학과,4374000,자연과학계열
2016,국립강릉원주대학교,식물생명과학과,4374000,자연과학계열
2016,국립강릉원주대학교,식품가공유통학과,4374000,자연과학계열
2016,국립강릉원주대학교,식품영양학과,4374000,자연과학계열
2016,국립강릉원주대학교,신소재금속공학과,4782000,공학계열
2016,국립강릉원주대학교,영어영문학과,3654000,인문사회계열
2016,국립강릉원주대학교,유아교육과,3488000,인문사회계열
2016,국립강릉원주대학교,음악과,5612000,예체능계열
2016,국립강릉원주대학교,일본학과,3654000,인문사회계열
2016,국립강릉원주대학교,자치행정학과,3654000,인문사회계열
2016,국립강릉원주대학교,전자공학과,4782000,공학계열
2016,국립강릉원주대학교,정보통계학과,4374000,자연과학계열
2016,국립강릉원주대학교,중어중문학과,3654000,인문사회계열
2016,국립강릉원주대학교,철학과,3654000,인문사회계열
2016,국립강릉원주대학교,체육학과,4374000,예체능계열
2016,국립강릉원주대학교,치위생학과,4918000,자연과학계열
2016,국립강릉원주대학교,치의예과,5810000,자연과학계열
2016,국립강릉원주대학교,치의학과,7966000,의학계열
2016,국립강릉원주대학교,토목공학과,4782000,공학계열
2016,국립강릉원주대학교,해양분자생명공학과,4208000,자연과학계열
2016,국립강릉원주대학교,해양분자생명과학과,4374000,자연과학계열
2016,국립강릉원주대학교,해양생물공학과,4374000,자연과학계열
2016,국립강릉원주대학교,해양식품공학과,4374000,자연과학계열
2016,국립강릉원주대학교,해양자원육성학과,4374000,자연과학계열
2016,국립강릉원주대학교,화학신소재학과,4374000,자연과학계열
2016,국립강릉원주대학교,회계학과,3654000,인문사회계열
2016,국립강릉원주대학교 _제2캠퍼스,간호학과,4468000,자연과학계열
2016,국립강릉원주대학교 _제2캠퍼스,기계자동차공학부,4782000,공학계열
2016,국립강릉원주대학교 _제2캠퍼스,다문화학과,3654000,인문사회계열
2016,국립강릉원주대학교 _제2캠퍼스,멀티미디어공학과,4782000,공학계열
2016,국립강릉원주대학교 _제2캠퍼스,복지학과,3654000,인문사회계열
2016,국립강릉원주대학교 _제2캠퍼스,산업경영공학과,4782000,공학계열
2016,국립강릉원주대학교 _제2캠퍼스,여성인력개발학과,3488000,인문사회계열
2016,국립강릉원주대학교 _제2캠퍼스,유아교육과,3654000,인문사회계열
2016,국립강릉원주대학교 _제2캠퍼스,음악과,5442000,예체능계열
2016,국립강릉원주대학교 _제2캠퍼스,전기공학과,4782000,공학계열
2016,국립강릉원주대학교 _제2캠퍼스,정보기술공학과,4782000,공학계열
2016,국립강릉원주대학교 _제2캠퍼스,정보통신공학과,4782000,공학계열
2016,국립강릉원주대학교 _제2캠퍼스,컴퓨터공학과,4782000,공학계열
2016,국립경국대학교,간호학과,4093000,자연과학계열
2016,국립경국대학교,건축공학과,4355000,공학계열
2016,국립경국대학교,경영학과,3361000,인문사회계열
2016,국립경국대학교,경제학과,3361000,인문사회계열
2016,국립경국대학교,교육공학과,4001000,인문사회계열
2016,국립경국대학교,국어교육과,3361000,인문사회계열
2016,국립경국대학교,국어국문학과,3361000,인문사회계열
2016,국립경국대학교,금속신소재공학전공,4355000,공학계열
2016,국립경국대학교,기계공학과,4355000,공학계열
2016,국립경국대학교,기계교육과,4293000,공학계열
2016,국립경국대학교,기계설계공학과,4355000,공학계열
2016,국립경국대학교,기계자동차공학과,4355000,공학계열
2016,국립경국대학교,동양철학과,3361000,인문사회계열
2016,국립경국대학교,멀티미디어공학과,4355000,공학계열
2016,국립경국대학교,무역학과,3361000,인문사회계열
2016,국립경국대학교,물리학과,4001000,자연과학계열
2016,국립경국대학교,민속학과,3361000,인문사회계열
2016,국립경국대학교,법학과,3361000,인문사회계열
2016,국립경국대학교,사학과,3361000,인문사회계열
2016,국립경국대학교,생명과학과,4001000,자연과학계열
2016,국립경국대학교,생약자원학과,4001000,자연과학계열
2016,국립경국대학교,식물의학과,4001000,자연과학계열
2016,국립경국대학교,식품영양학과,4001000,자연과학계열
2016,국립경국대학교,영어교육과,3361000,인문사회계열
2016,국립경국대학교,원예육종학과,4001000,자연과학계열
2016,국립경국대학교,유럽문화관광학과,3361000,인문사회계열
2016,국립경국대학교,윤리교육과,3361000,인문사회계열
2016,국립경국대학교,음악과,4707000,예체능계열
2016,국립경국대학교,응용신소재공학전공,4355000,공학계열
2016,국립경국대학교,전자공학과,4355000,공학계열
2016,국립경국대학교,전자공학교육과,4293000,공학계열
2016,국립경국대학교,정보과학교육과,4001000,자연과학계열
2016,국립경국대학교,정보통계학과,4001000,자연과학계열
2016,국립경국대학교,정보통신공학과,4355000,공학계열
2016,국립경국대학교,중어중문학과,3361000,인문사회계열
2016,국립경국대학교,지구환경과학과,4001000,자연과학계열
2016,국립경국대학교,체육학과,4001000,예체능계열
2016,국립경국대학교,컴퓨터공학과,4355000,공학계열
2016,국립경국대학교,토목공학과,4355000,공학계열
2016,국립경국대학교,한문학과,3361000,인문사회계열
2016,국립경국대학교,행정학과,3361000,인문사회계열
2016,국립경국대학교,환경공학과,4355000,공학계열
2016,국립경국대학교,회계학과,3361000,인문사회계열
2016,국립공주대학교,간호학과,4046000,자연과학계열
2016,국립공주대학교,건설환경공학부,4396000,공학계열
2016,국립공주대학교,건축학부건축공학전공,4396000,공학계열
2016,국립공주대학교,건축학부건축학전공,4396000,공학계열
