기준년도,학교,학과,등록금
,,실용음악학과,9416000
,,아동복지학과,7376000
,,영상예술디자인학과,9178000
,,유리세라믹디자인학과,9178000
,,응급구조학과,9432000
,,임상병리학과,9432000
,,전자공학과,8780000
,,정보통신공학과,8780000
,,치위생학과,9432000
,,컴퓨터소프트웨어학과,8780000
,,컴퓨터학과,8300000
,,호텔경영학과,7634000
,단국대학교,건축공학과,9600000
,,건축학과,9600000
,,경영학부,7474000
,,경제학과,7474000
,,고분자공학과,9600000
,,공연영화학부,9970000
,,과학교육과,9600000
,,관현악과,9206000
,,국악과,9970000
,,국어국문학과,7474000
,,국제경영학과,10878000
,,국제경영학전공,10114000
,,국제자유전공학부,9600000
,,기계공학과,9600000
,,기악과,9970000
,,도시계획부동산학부,7474000
,,도예과,9970000
,,마이스터경영학과,7474000
,,모바일시스템공학과,11546000
,,모바일시스템공학전공,10782000
,,무역학과,7474000
,,무용과,9970000
,,법학과,7474000
,,사학과,7474000
,,상담학과,7474000
,,성악과,9970000
,,소프트웨어학과,9600000
,,수학교육과,8680000
,,영미인문학과,7474000
,,응용컴퓨터공학과,9600000
,,응용통계학과,8680000
,,작곡과,9970000
,,전자전기공학부,9600000
,,정치외교학과,7474000
,,철학과,7474000
,,체육교육과,8888000
,,커뮤니케이션디자인과,9970000
,,커뮤니케이션학부,8680000
,,토목환경공학과,9600000
,,특수교육과,7474000
,,파이버시스템공학과,9600000
,,패션산업디자인과,9970000
,,피아노과,9206000
,,한문교육과,7474000
,,행정학과,7474000
,,화학공학과,9600000
,단국대학교 _제2캠퍼스,간호학과,8786000
,,경영학과,7474000
,,공공관리학과,7474000
,,공예과,9206000
,,국제스포츠학과,8888000
,,나노바이오의과학과,8836000
,,녹지조경학과,9600000
,,독일어과,7474000
,,동물자원학과,9600000
,,동양화과,9206000
,,디스플레이공학과,9600000
,,러시아어과,7474000
,,몽골학과,7474000
,,문예창작과,7474000
,,물리치료학과,8786000
,,물리학과,9600000
,,미생물학과,9600000
,,미술학부,9970000
,,보건행정학과,7474000
,,분자생물학과,9600000
,,사회복지학과,7474000
,,산업경영학과,6710000
,,산업공학과,9600000
,,생명과학과,9600000
,,생명의료정보학과,8022000
,,생활음악과,9970000
,,생활체육학과,8888000
,,서양화과,9206000
,,수학과,8680000
,,스페인어과,7474000
,,스포츠경영학과,8888000
,,식량생명공학과,9600000
,,식품공학과,9600000
,,식품영양학과,9600000
,,신소재공학과,9600000
,,심리치료학과,8786000
,,심리학과,6710000
,,약학과,9750000
,,에너지공학과,9600000
,,영어과,7474000
,,운동처방재활학과,8888000
,,원자력융합공학과,9600000
,,의예과,11094000
,,의학과,10330000
,,일본어과,7474000
,,임상병리학과,8786000
,,제약공학과,9600000
,,조소과,9206000
,,중국어과,7474000
,,중동학과,7474000
,,치위생학과,8786000
,,치의예과,11094000
,,치의학과,10330000
,,포르투갈(브라질어)과,7474000
,,프랑스어과,7474000
,,해병대군사학과,7474000
,,화학과,9600000
,,환경원예학과,9600000
,,환경자원경제학과,7474000
,대구가톨릭대학교,IT경영전공,5808000
,,IT공학부,8536000
,,가족상담복지전공,5808000
,,간호학과,8190000
,,건축공학전공,7960000
,,건축학부,8536000
,,건축학전공,7960000
,,경영학과,5808000
,,경영학부,6384000
,,경제금융부동산전공,5808000
,,경제통상학부,6384000
,,경찰행정학과,6384000
,,관광경영학전공,6384000
,,관현악과,9208000
,,광고홍보전공,5808000
,,교육학과,6384000
,,국어교육과,6384000
,,국어국문학전공,5808000
,,국제의료경영학과,6384000
,,글로벌자동차생산전공,7960000
,,금속・주얼리디자인과,9208000
,,기계자동차공학부,8536000
,,기업금융전공,5808000
,,도서관학과,6384000
,,디지털디자인과,9208000
,,러시아어전공,6384000
,,모바일소프트웨어전공,8536000
,,무역학전공,5808000
,,무용학과,9208000
,,물리치료학과,8434000
,,방사선학과,8434000
,,법학과,5808000
,,법학전공,5808000
,,법행정학부,6384000
,,빅데이터공학과,8536000
,,사회·복지학부,6384000
,,사회복지전공,5808000
,,사회학전공,5808000
,,산업디자인과,9208000
,,산업보건학과,8190000
,,생명공학전공,7614000
,,생명화학부,8190000
,,성악과,9208000
,,수리정보과학과,6878000
,,수학교육과,7454000
,,스마트제조공학전공,7960000
,,스페인어전공,5808000
,,스페인어중남미학부,6384000
,,시각디자인과,9208000
,,식품공학전공,7614000
,,식품생명제약공학부,8190000
,,식품영양학과,8190000
,,신소재화학공학과,8536000
,,신학부,6004000
,,신학전공,5428000
,,실무영어전공,5808000
,,심리학과,6384000
,,아동학과,6384000
,,안경광학과,8434000
,,약학부,9422000
,,약학전공,9718100
,,언론광고학부,6384000
,,언론영상전공,5808000
,,언어청각치료학과,8434000
,,역사교육전공,6384000
,,영어교육과,6384000
,,영어학과,6384000
,,외식산업학전공,8190000
,,원예학전공,7614000
,,유아교육과,6384000
,,의공학과,8434000
,,의생명과학전공,7614000
,,의예과,9848000
,,의학과,9610000
,,일어일문학전공,6384000
,,자동차공학전공,7960000
,,자율전공학부,7091000
,,작곡·실용음악과,9208000
,,전자전기공학과,7960000
,,전자전기공학부,8536000
,,정보보호학전공,7960000
,,정보통신융합공학전공,7960000
,,정치외교학과,6384000
,,제약산업공학전공,7858000
,,제약학전공,9726100
,,조경학전공,7614000
,,조형예술학부,9208000
,,중국어전공,6384000
,,중남미학전공,5808000
,,지리교육전공,6410000
,,첨단건설기계시스템전공,7960000
,,체육교육과,8190000
,,컴퓨터공학전공,7960000
,,패션디자인과(예체능),9208000
,,피아노과,9208000
,,한국어교육전공,5808000
,,한국어문학부,6384000
,,행정학과,5808000
,,행정학전공,5808000
,,호텔경영학전공,6384000
,,화학전공,7614000
,,환경과학전공,7614000
,,환경원예조경학부,8190000
,,환경조각전공,8632000
,,회계세무전공,5808000
,,회화전공,8632000
,대구경북과학기술원,기초학부,0
,대구교육대학교,초등과학교육과(심화과정),3604000
,,초등교육학과(심화과정),3604000
,,초등국어교육과(심화과정),3604000
,,초등미술교육과(심화과정),3604000
,,초등사회교육과(심화과정),3604000
,,초등수학교육과(심화과정),3604000
,,초등실과교육과(심화과정),3604000
,,초등영어교육과(심화과정),3604000
,,초등윤리교육과(심화과정),3604000
,,초등음악교육과(심화과정),3604000
,,초등체육교육과(심화과정),3604000
,,초등컴퓨터교육과(심화과정),3604000
,,특수(통합)교육과(심화과정),3604000
,대구대학교,6차산업학과,8002000
,,DU인재법학부,6308000
,,DU인재법학부(공공안전법학전공),5764000
,,DU인재법학부(공법학전공),5764000
,,DU인재법학부(사법학전공),5764000
,,ICT융복합학과,8558000
,,가정복지학과,6308000
,,간호학과,8002000
,,건설시스템공학과,8558000
,,건축공학과,8558000
,,경영학과,6308000
,,경제학과,6308000
,,경찰행정학과,6308000
,,골프산업학과,7458000
,,과학교육학부(물리교육전공),8002000
,,과학교육학부(생물교육전공),8002000
,,과학교육학부(지구과학교육전공),8002000
,,과학교육학부(화학교육전공),8002000
,,관광경영학과,6308000
,,국어교육과,6308000
,,국어국문학과,5764000
,,국제관계학과,6308000
,,국제한국어교육과,5764000
,,금융보험학과,6308000
,,기계공학부(기계공학전공),8558000
,,기계공학부(기계설계공학전공),8558000
,,도시·조경학부(도시계획공학전공),8558000
,,도시·조경학부(조경학전공),8558000
,,도시・지역계획학과,5764000
,,도시행정학과,6308000
,,독어독문학과,5764000
,,동물자원학과,8002000
,,러시아어러시아학과,5764000
,,무역학과,6308000
,,문헌정보학과,6308000
,,물리치료학과,8002000
,,물리학과,7458000
,,미디어커뮤니케이션학과,6740000
,,부동산학과,6308000
,,불어불문학과,6308000
,,사회복지학과,6308000
,,사회학과,6308000
,,산림자원학과,8002000
,,산업경영공학과,8014000
,,산업디자인학과,9062000
,,산업복지학과,6308000
,,생명공학과,8558000
,,생명과학과,8002000
,,생명환경학부(바이오산업학전공),8002000
,,생명환경학부(식품환경안전학전공),7458000
,,생명환경학부(원예학전공),8002000
,,수리빅데이터학부(수학전공),7452000
,,수리빅데이터학부(통계·빅데이터전공),8002000
,,수학교육과,7452000
,,스포츠레저학과,8002000
,,시각디자인학과,9062000
,,식품공학과,8558000
,,식품영양학과,8558000
,,신소재에너지공학과,8558000
,,실내건축디자인학과,9062000
,,실버복지상담학과,6308000
,,심리학과,6308000
,,언어치료학과,8002000
,,역사교육과,6308000
,,영어교육과,6308000
,,영어영문학과,6308000
,,유아교육과,6308000
,,유아특수교육과,6308000
,,융합예술학부(생활조형디자인학전공),9062000
,,융합예술학부(영상애니메이션디자인학전공),9062000
,,융합예술학부(현대미술전공),9062000
,,의생명과학과,7458000
,,일반사회교육과,6308000
,,일본어일본학과,6308000
,,자산관리창업학과,6308000
,,작업치료학과,8002000
,,재활건강증진학과,8002000
,,재활공학과,8002000
,,재활심리학과,8002000
,,전자전기공학부(전자공학전공),8558000
,,전자전기공학부(전자제어공학전공),8558000
,,정보통신공학부(멀티미디어공학전공),8558000
,,정보통신공학부(임베디드시스템공학전공),8558000
,,정보통신공학부(통신공학전공),8558000
,,중국어중국학과,6308000
,,지리교육과,6596000
,,지역사회개발・복지학과,6308000
,,직업재활학과,8002000
,,창조융합학부,7624000
,,체육학과,8002000
,,초등특수교육과,6308000
,,컴퓨터정보공학부(컴퓨터공학전공),8558000
,,컴퓨터정보공학부(컴퓨터소프트웨어전공),8558000
,,특수교육과,6308000
,,특수재활교육학과,8002000
,,패션디자인학과,9062000
,,평생교육학과,6308000
,,한국어문학과,6308000
,,행정학과,6308000
,,호텔관광학과,6308000
,,화학・응용화학과,8002000
,,화학공학과,8558000
,,환경공학과,8558000
,,회계학과,6308000
,대구예술대학교,K-패션디자인전공,8858000
,,건축실내디자인전공,8858000
,,경호보안전공,8834000
,,공연음악전공,8920000
,,교회실용음악전공,8920000
,,모바일미디어디자인전공,8858000
,,미술콘텐츠전공,8858000
,,뷰티예술전공,8628000
,,사진영상미디어전공,9148000
,,사회체육전공,8834000
,,서양화전공,8858000
,,시각디자인전공,8858000
,,실용무용전공,8834000
,,실용음악전공,8920000
,,영상애니메이션전공,8858000
,,예술치료전공,7542000
,,자율전공(예체능학부),8796400
,,피아노교수학전공,8920000
,,피아노전공,8400000
,대구한의대학교,IT의료데이터과학전공,7820000
,,IT의료산업학전공,7276000
,,간호학과,8176000
,,건축학전공,8320000
,,경찰행정학과,6228000
,,노인복지학과,5684000
,,노인복지학전공,6228000
,,데이터경영학전공,7276000
,,메디컬화장품융합전공,7276000
,,물리치료학과,8048000
,,미술치료학과,7276000
,,미술치료학과(자연),7820000
,,바이오산업융합학부,7820000
,,방재안전관리전공,7820000
,,보건학부,7820000
,,뷰티케어산업학과,7820000
,,산림조경학전공,7276000
,,상담심리학과,6228000
,,소방방재환경전공,7820000
,,스마트IT전공,7820000
,,시각미디어디자인학과,8076000
,,식품생명공학전공,7276000
,,식품영양학전공,7820000
,,식품조리학전공,7820000
,,실내디자인전공,8320000
,,실버스포츠산업학과,7276000
,,실버스포츠학과,7276000
,,실버스포츠학전공,7820000
,,아동복지학과,6228000
,,의료경영학과,6228000
,,의료공학전공,8320000
,,임상병리학과,8048000
,,제약공학과,8320000
,,중국어과,5684000
,,중등특수교육과,6568000
,,천연물자원전공,7276000
,,청소년교육상담학과,6228000
,,친환경건축학전공,7776000
,,통상경제학부,6228000
,,한방스포츠의학과,7820000
,,한약개발학전공,7820000
,,한의예과,9804000
,,한의학과,9260000
,,항공서비스학과,6024000
,,항공서비스학전공,6568000
,,향산업전공,7820000
,,향산업학과,7276000
,,호텔관광학과,5684000
,,호텔관광학전공,6228000
,,화장품·제약자율전공,8320000
,,화장품공학부,8320000
,,화장품소재공학전공,7276000
,대신대학교,사회복지학과,6350000
,,상담영어학부,6350000
,,신학과,6340000
,,음악학부,7656000
,대전가톨릭대학교,신학과,6160000
,대전대학교,간호학과,7990000
,,건강운동관리학과,8270000
,,건설안전방재공학과,8600000
,,건축공학과,8600000
,,건축학과(5),8600000
,,경영학과,7000000
,,경제학과,7000000
,,경찰학과,7000000
,,국가안전융합학부,8600000
,,국어국문창작학과,7000000
,,국어국문창작학부,6384000
,,국제물류학과,7000000
,,국제언어학과,6384000
,,국제통상학과,7000000
,,군사학과,7960000
,,글로벌융합창의학부,7960000
,,러시아언어문화전공,7000000
,,물류유통학과,6384000
,,물리치료학과,7960000
,,방송공연예술학과,8270000
,,법학과,7000000
,,병원경영학과,6384000
,,뷰티건강관리학과,7960000
,,비즈니스정보통계학과,7054000
,,사회복지학과,7000000
,,사회체육학과,7654000
,,산업・광고심리학과,7000000
,,생명과학과,7960000
,,생명과학부,7344000
,,생활체육학과,8270000
,,서예디자인전공,7054000
,,서예디자인학과,7670000
,,소방방재학과,8600000
,,소방방재학전공,7984000
,,식품영양학과,7960000
,,신소재공학과,8600000
,,아동교육상담학과,7960000
,,역사문화학과,7000000
,,영미언어문화전공,7000000
,,영상애니메이션학과,8600000
,,영상애니메이션학전공,7984000
,,응급구조학과,7960000
,,응용화학과,7960000
,,의료경영학과,7000000
,,일본언어문화전공,7000000
,,임상병리학과,7960000
,,전자·정보통신공학과,8600000
,,정보보안학과,7960000
,,정치미디어학과,6384000
,,정치외교학과,7000000
,,중국언어문화전공,7000000
,,중등특수교육과,7644000
,,지반방재공학전공,7984000
,,커뮤니케이션디자인학과,8600000
,,커뮤니케이션디자인학전공,7984000
,,컴퓨터공학과,8600000
,,토목공학과,8600000
,,통계학과,7670000
,,패션디자인・비즈니스학과,7960000
,,한의예과,9966000
,,한의학과,9350000
,,행정학과,7000000
,,환경공학과,8600000
,,회계학과,7000000
,대전신학대학교,신학과,6436000
,대진대학교,간호학과,8785000
,,건설시스템공학과,8785000
,,경영학과,6813000
,,공공인재법학과,6813000
,,국제지역학부,6146000
,,국제통상학과,6813000
,,글로벌경제학과,6813000
,,대순종학과,6813000
,,도시공간조형전공,8785000
,,도시부동산공학과,8118000
,,문예창작학과,6813000
,,문헌정보학과,6813000
,,미국학전공,6813000
,,미디어커뮤니케이션학과,6813000
,,사회복지보육학과,6813000
,,사회복지학과,6813000
,,산업공학과,8785000
,,생명과학전공,8049000
,,생명화학부,7382000
,,수학과,7427000
,,수학물리학부,7070000
,,스포츠과학과,8785000
,,시각정보디자인전공,8785000
,,식품영양학과,8049000
,,신소재공학과,8785000
,,아동학과,6813000
,,역사·문화콘텐츠학과,6813000
,,연극전공,8785000
,,영어영문학과,6813000
,,영화전공,8785000
,,의료IT융합전공,8785000
,,일본학전공,6813000
,,전기공학전공,8785000
,,전기전자공학부,8118000
,,전기전자통신공학부,8118000
,,전자공학전공,8785000
,,제품환경디자인전공,8785000
,,종교문화학과,6146000
,,중국학전공,6813000
,,컴퓨터소프트웨어융합전공,8785000
,,컴퓨터응용기계공학과,8785000
,,한국어문학과,6813000
,,한국어문학부,6146000
,,한국화전공,8785000
,,행정학과,6813000
,,화학에너지공학전공,8785000
,,화학전공,8049000
,,환경에너지공학전공,8785000
,,회화전공,8785000
,,휴먼・로봇융합전공,8785000
,,휴먼건축공학부,8785000
,,휴먼케어평생교육학과,6813000
,덕성여자대학교,IT미디어공학과,9262500
,,Pre-Pharm Med학과,7242000
,,경영학과,6900000
,,국어국문학과,6900000
,,국제통상학과,6900000
,,독어독문학과,6900000
,,동양화과,9347500
,,문헌정보학과,6900000
,,문화인류학과,6900000
,,미술사학과,6900000
,,바이오공학과,9588000
,,법학과,6900000
,,불어불문학과,6900000
,,사학과,6900000
,,사회복지학과,6900000
,,사회학과,6900000
,,생활체육학과,9347500
,,서양화과,9347500
,,수학과,8120000
,,스페인어과,6900000
,,시각디자인학과,9347500
,,식품영양학과,8120000
,,실내디자인학과,9347500
,,심리학과,6900000
,,아동가족학과,6900000
,,약학과(2+4학제),9868500
,,영어영문학과,6900000
,,유아교육과,6900000
,,의상디자인학과,9347500
,,일어일문학과,6900000
,,정보통계학과,8120000
,,정치외교학과,6900000
,,중어중문학과,6900000
,,철학과,6900000
,,컴퓨터학과,9262500
,,텍스타일디자인학과,9347500
,,화학과,8120000
,,회계학과,6900000
,동국대학교,가정교육과,8910000
,,건설환경공학과,10020000
,,건축공학부,10020000
,,건축공학전공,9160000
,,건축학전공,9160000
,,경영정보학과,7798000
,,경영학과,7798000
,,경영학부,6938000
,,경제학과,7798000
,,경찰행정학과,6938000
,,경찰행정학부,7798000
,,광고홍보학과,7798000
,,교육학과,7798000
,,국어교육과,7798000
,,국어국문문예창작학부,7798000
,,국제통상학과,7798000
,,국제통상학부 국제통상학전공,6938000
,,글로벌무역학과,7798000
,,기계로봇에너지공학과,10020000
,,멀티미디어공학과,10020000
,,물리반도체과학부,8910000
,,바이오환경과학과,8910000
,,법학과,7798000
,,불교미술전공,10020000
,,불교사회복지학과,7798000
,,불교학부,7798000
,,사학과,7798000
,,사회복지상담학과,7798000
,,사회언론정보학부 미디어커뮤니케이션학전공,7798000
,,사회언론정보학부 사회학전공,7798000
,,사회언론정보학부 신문방송학전공,6938000
,,산업시스템공학과,10020000
,,생명과학과,8910000
,,서양화전공,10020000
,,수학과,8910000
,,수학교육과,8910000
,,스포츠과학과,8050000
,,스포츠문화학과,8910000
,,식품산업관리학과,7798000
,,식품생명공학과,10020000
,,약학과,11316000
,,역사교육과,7798000
,,연극학부,10020000
,,영어영문학부,7798000
,,영어영문학부 영어문학전공,6938000
,,영어영문학부 영어통번역학전공,6938000
,,영화영상학과,10020000
,,융합에너지신소재공학과,10020000
,,의생명공학과,10020000
,,일본학과,7798000
,,일어일문학과,6938000
,,전자전기공학부,10020000
,,정치행정학부 북한학 전공,7798000
,,정치행정학부 정치외교학 전공,7798000
,,정치행정학부 행정학전공,7798000
,,조소전공,10020000
,,중어중문학과,7798000
,,지리교육과,7798000
,,철학과,7798000
,,체육교육과,8910000
,,치안과학융합학과,7798000
,,컴퓨터정보통신공학부 정보통신공학전공,10020000
,,컴퓨터정보통신공학부 컴퓨터공학전공,10020000
,,케어복지학과,6938000
,,통계학과,8910000
,,한국화전공,10020000
,,화공생물공학과,10020000
,,화학과,8910000
,,회계학과,7798000
,동국대학교(WISE) _분교,가정교육과,8801000
,,간호학과,8801000
,,경영학부,6938000
,,경영학전공,7691000
,,고고미술사학과,7691000
,,국사학과,7691000
,,국어국문학과,7691000
,,글로벌경제통상학부,7691000
,,기계시스템공학과,9136000
,,기계시스템공학전공,9889000
,,미술학과,9889000
,,바이오제약공학과,8048000
,,바이오제약공학전공,8801000
,,불교아동보육학과,7691000
,,불교학부,7691000
,,빅데이터·응용통계학전공,8801000
,,사회복지학과,7691000
,,수학교육과,8801000
,,스포츠과학과,8801000
,,신소재화학과(자연),8048000
,,신소재화학전공,8801000
,,안전공학과,9136000
,,안전공학전공,9889000
,,영어영문학과,7691000
,,원자력·에너지시스템공학전공,9889000
,,원자력ㆍ에너지시스템공학과,9136000
,,유아교육과,7691000
,,응용통계학과,8048000
,,의생명공학과,8048000
,,의생명공학전공,8801000
,,의예과,11993000
,,일어일문학과,7691000
,,자유전공학부,7691000
,,전자·정보통신공학과,9136000
,,전자·정보통신공학전공,9889000
,,정보경영학전공,7691000
,,조경학과,8801000
,,중어중문학과,7691000
,,컴퓨터공학과,9136000
,,컴퓨터공학전공,9889000
,,한국음악과,9889000
,,한의예과,10249000
,,한의학과,9496000
,,행정경찰공공학과,7691000
,,호텔관광경영학부,7691000
,,회계학전공,7691000
,동덕여자대학교,경영학과,6643000
,,경제학과,6643000
,,관현악과,9415000
,,국사학과,6643000
,,국어국문학과,6643000
,,국제경영학과,6643000
,,독일어과,6643000
,,디지털공예과,9415000
,,모델과,9415000
,,무용과,9415000
,,문예창작과,6643000
,,문헌정보학과,6643000
,,미디어디자인학과,9415000
,,방송연예과,9415000
,,보건관리학과,8159000
,,사회복지학과,6643000
,,성악과,9415000
,,세무회계학과,6643000
,,시각&실내디자인학과,9415000
,,식품영양학과,8159000
,,실용음악과,9415000
,,아동학과,6643000
,,약학과,8908000
,,영어과,6643000
,,응용화학과,7542000
,,응용화학전공,8159000
,,일본어과,6643000
,,정보통계학과,8159000
,,중어중국학과,6643000
,,체육학과,8159000
,,컴퓨터학과,8159000
,,큐레이터학과,9415000
,,토탈뷰티케어학과,8159000
,,패션디자인학과,9415000
,,프랑스어과,6643000
,,피아노과,9415000
,,화장품학전공,8159000
,,회화과,9415000
,동명대학교,간호학과,7776000
,,건축공학과,8178000
,,건축학과,8178000
,,게임공학과,8178000
,,경영정보학과,6075000
,,경영학과,6075000
,,관광경영학과,6075000
,,광고홍보학과,6075000
,,국제물류학과,6075000
,,국제통상학과,6075000
,,군사학과,6840000
,,글로벌문화콘텐츠학부,6075000
,,금융・회계학과,6075000
,,기계공학부,8178000
,,기계공학전공,7738000
,,냉동공조공학과,8178000
,,디지털미디어공학부,8178000
,,디지털애니메이션학과,7738000
,,로봇시스템공학과,7738000
,,메카트로닉스공학과,7738000
,,메카트로닉스공학부,8178000
,,문화콘텐츠전공,5635000
,,복지건강학부,6075000
,,불교문화전공,5635000
,,불교문화콘텐츠학과,5635000
,,뷰티케어학과,7776000
,,사회복지학전공,5635000
,,산업디자인전공,8178000
,,상담심리학과,6075000
,,스포츠건강관리학전공,5635000
,,시각디자인학과,8178000
,,식품영양학과,7776000
,,신문방송학과,6075000
,,실내건축학과,8178000
,,언어치료학과,7776000
,,영미문화학과,5635000
,,"외국어전공(일본어,영어)",5635000
,,유아교육과,6075000
,,유통경영학과,6075000
,,융합미디어전공,7738000
,,의용공학전공,7738000
,,일본학과,5635000
,,자동차공학과,8178000
,,자율융합공학부,8178000
,,자율전공학부,7107100
,,전기공학과,8178000
,,전자・의용공학부,8178000
,,전자공학전공,7738000
,,정보보호학과,8178000
,,정보통신공학과,8178000
,,조선해양공학과,7738000
,,조선해양공학부,8178000
,,체육학과,7336000
,,컴퓨터공학과,8178000
,,패션디자인전공,8178000
,,항만물류시스템학과,8178000
,,해운경영학과,5635000
,,호텔경영학과,6075000
,동서대학교,International Studies과,6001000
,,간호학과,8037000
,,건축공학전공,7584000
,,건축설계학전공,7584000
,,건축토목공학부,8037000
,,경영학전공,5548000
,,경찰행정학과,6001000
,,경호전공,7107000
,,관광경영학전공,5548000
,,관광학부,6001000
,,광고PR전공,7584000
,,국제관계학전공,5548000
,,국제물류학전공,5548000
,,국제통상물류학부,6001000
,,국제통상학전공,5548000
,,글로벌경영학부,6001000
,,글로벌금융전공,5548000
,,글로벌생명공학전공,7584000
,,동아시아학과,6001000
,,디자인학부,8037000
,,디자인학전공,7584000
,,디지털콘텐츠학부,8037000
,,레저스포츠전공,6654000
,,레포츠과학부,7107000
,,메카트로닉스 융합공학부,8037000
,,뮤지컬과,8037000
,,미디어커뮤니케이션학부,8037000
,,방사선학과,8037000
,,방송영상전공,7584000
,,보건행정학과,6001000
,,사회복지학부,6001000
,,사회복지학전공,5548000
,,식품영양학전공,7584000
,,신소재공학전공,7584000
,,에너지환경공학전공,7584000
,,연기과,8037000
,,영상문학전공,7584000
,,영어학과,6001000
,,영화과,8037000
,,운동처방학전공,6654000
,,이벤트/컨벤션학전공,5548000
,,일본어학과,6001000
,,임상병리학과,8037000
,,작업치료학과,8037000
,,중국어학과,6001000
,,청소년상담심리전공,5548000
,,치위생학과,8037000
,,컴퓨터공학부,8037000
,,토목공학전공,7584000
,,패션디자인학과,8037000
,,호텔경영학전공,5548000
,,화학공학부,8037000
,동신대학교,간호학과,7078000
,,건축공학과,7594000
,,경찰행정학과,5826000
,,공연전시기획학과,5826000
,,관광경영학과,5826000
,,관광일본어학과,5402000
,,관광일본어학전공,5826000
,,군사학과,6492000
,,도시계획학과,6492000
,,디지털콘텐츠학과,7594000
,,물리치료학과,7078000
,,뮤지컬ㆍ실용음악학과,7594000
,,방사선학과,7078000
,,방송연예학과,7170000
,,보건행정학과,6492000
,,보석귀금속학과,7170000
,,보석귀금속학과(공학),7170000
,,뷰티미용학과,7594000
,,사회복지학과,6492000
,,상담심리학과,6492000
,,생활체육학과,7078000
,,소방행정학과,6492000
,,수소에너지학과,7170000
,,식품영양학과,7594000
,,신소재에너지전공,7594000
,,신재생에너지전공,7594000
,,실용음악학과,7170000
,,아동영어교육학과,5402000
,,아동영어교육학전공,5826000
,,안경광학과,7078000
,,언어치료학과,7078000
,,에너지IoT전공,7594000
,,에너지기계설비전공,7594000
,,에너지시스템경영공학전공,7594000
,,운동처방학과,7078000
,,유아교육학과,6492000
,,융합정보보안전공,7594000
,,작업치료학과,7078000
,,전기공학과,7170000
,,전기공학전공,7594000
,,전기차제어전공,7594000
,,정보보안학과,7170000
,,정보통신공학과,7594000
,,제약공학과,7594000
,,조경학과,7594000
,,중국어학과,5402000
,,중국어학전공,5826000
,,컴퓨터학과,7594000
,,토목공학과,7594000
,,한국어교원학과,5402000
,,한국어교원학전공,5826000
,,한약재산업학과,7594000
,,한의예과,8944000
,,한의학과,8520000
,,항공서비스학과,6492000
,,호텔경영학과,6492000
,,호텔관광학과,6068000
,동아대학교,간호학과,7438000
,,건강관리학과,7438000
,,건축공학과,8416000
,,건축학과,7752000
,,건축학과(5년제),8416000
,,경영정보학과,6378000
,,경영학과,6378000
,,경제학과,6378000
,,고고미술사학과,6378000
,,교육학과,6378000
,,국제관광학과,6378000
,,국제무역학과,6378000
,,글로벌비즈니스학과,6378000
,,금융학과,6378000
,,기계·산업경영공학부 기계공학과,7752000
,,기계·산업경영공학부 산업경영공학과,7752000
,,기계·산업경영공학부 조선해양플랜트공학과,7752000
,,기계공학과,8416000
,,도시계획공학과,8416000
,,독어독문학과,6378000
,,미디어커뮤니케이션학과,6686000
,,미술학과,8558000
,,분자유전공학과,7438000
,,사학과,6378000
,,사회복지학과,6378000
,,사회학과,6378000
,,산업경영공학과,8416000
,,산업디자인학과,8558000
,,생명공학과,7438000
,,생명과학과,7438000
,,생명자원산업학과,7438000
,,석당인재학부 공공정책학전공,6378000
,,수학과,6908000
,,식품영양학과,7438000
,,신문방송학과,6022000
,,신소재공학과,8416000
,,신소재물리학과,7438000
,,신소재화학공학부 신소재공학과,7752000
,,신소재화학공학부 유기재료고분자공학과,7316000
,,신소재화학공학부 화학공학과,7752000
,,아동가족학과,6774000
,,아동학과,7438000
,,에너지.자원공학과,8416000
,,영어영문학과,6378000
,,유기재료고분자공학과,7980000
,,유전공학과,6774000
,,음악학과 관현악전공,8558000
,,음악학과 성악ㆍ작곡전공,8558000
,,음악학과 실용음악전공,8558000
,,음악학과 피아노전공,8558000
,,응용생물공학과,7438000
,,의약생명공학과,7438000
,,의예과,9316000
,,의학과,9734000
,,인간환경융합공학부 건축공학과,7752000
,,인간환경융합공학부 에너지·자원공학과,7752000
,,인간환경융합공학부 토목공학과,7752000
,,인간환경융합공학부 환경공학과,7752000
,,전기·전자·컴퓨터공학부 전기공학과,7752000
,,전기·전자·컴퓨터공학부 전자공학과,7752000
,,전기·전자·컴퓨터공학부 컴퓨터공학과,7752000
,,전기공학과,8416000
,,전자공학과,8416000
,,정치외교학과,6378000
,,조경학과,8416000
,,조선해양플랜트공학과,8416000
,,중국·일본학부,6378000
,,중국어학과,6378000
,,지식서비스경영학과,6378000
,,철학생명의료윤리학과,6378000
,,체육학과,7438000
,,컴퓨터공학과,8416000
,,태권도경호학과,6774000
,,태권도학과,7438000
,,토목공학과,8416000
,,패션디자인학과,7438000
,,프랑스문화학과,6378000
,,한국어문학과,6378000
,,행정학과,6378000
,,화학공학과,8416000
,,화학과,7438000
,,환경공학과,8416000
,동양대학교,간호학과,8022000
,,건축소방안전학과,7942000
,,건축소방행정학과,7382000
,,건축실내학과,7382000
,,게임학부,8660000
,,경영관광학부,5646000
,,경영학과,5646000
,,경찰행정학과,6206000
,,공공디자인학부,8300000
,,공공인재학부,6998000
,,공연영상학부,8860000
,,국방전자전기학과,7382000
,,글로벌비즈니스학과,6206000
,,기계시스템공학과,7382000
