기준년도,학교,학과,등록금
,,항공IT학과,"7,382,000"
,,항공서비스학과,"5,646,000"
,동의대학교,e비즈니스학전공,"5,428,000"
,,간호학과,"6,520,000"
,,건설공학부,"7,528,000"
,,건축공학전공,"7,408,000"
,,건축학전공,"7,408,000"
,,게임공학과,"7,438,000"
,,경영정보학전공,"5,428,000"
,,경영학과,"5,435,241.40"
,,경제금융보험학과,"5,518,000"
,,경제학전공,"5,398,000"
,,경찰행정학과,"5,433,000"
,,고분자소재공학전공,"7,408,000"
,,광고홍보학과,"5,630,195.10"
,,국어국문학과,"5,428,000"
,,국제관광경영학과,"5,428,000"
,,금속소재공학전공,"7,408,000"
,,금융보험학전공,"5,398,000"
,,기계공학전공,"7,408,000"
,,기계자동차로봇부품공학부,"7,462,418.60"
,,도시공학전공,"7,408,000"
,,디자인공학부,"7,468,000"
,,디자인조형학과,"7,437,589"
,,디지털콘텐츠학과,"7,438,000"
,,레저스포츠학과,"6,520,000"
,,로봇·자동화공학전공,"7,408,000"
,,무역학과,"5,428,000"
,,문헌정보학과,"5,434,000"
,,물리치료학과,"6,520,000"
,,미디어커뮤니케이션학과,"5,632,285.70"
,,바이오응용공학부,"7,528,000"
,,바이오의약공학전공,"7,408,000"
,,방사선학과,"6,521,764.70"
,,법학과,"5,431,103.40"
,,보육・가정상담학과,"6,520,000"
,,부동산금융·자산경영학과,"5,507,090.90"
,,사회복지학과,"5,428,000"
,,산업ICT기술공학전공,"7,408,000"
,,산업경영빅데이터공학전공,"7,408,000"
,,산업융합시스템공학부,"7,462,857.10"
,,소방방재행정학과,"5,435,500"
,,식품공학전공,"7,408,000"
,,식품영양학과,"6,520,000"
,,신소재공학부,"7,456,510.60"
,,영어영문학과,"5,425,907"
,,영화학과,"7,438,000"
,,외식경영학과,"5,426,421.10"
,,유아교육과,"5,428,000"
,,유통물류학과,"5,426,235.30"
,,음악학과,"7,428,571.40"
,,응용소프트웨어공학전공,"7,408,000"
,,응용화학전공,"7,408,000"
,,의료경영학과,"6,522,000"
,,의생명공학전공,"7,408,000"
,,인간・시스템디자인공학전공,"7,408,000"
,,인공지능학과,"7,468,000"
,,일본학과,"5,430,195.10"
,,임상병리학과,"6,520,000"
,,자동차공학전공,"7,408,000"
,,재무부동산학과,"5,428,573.20"
,,전기공학전공,"7,408,000"
,,전기전자소재공학전공,"7,408,000"
,,전기전자통신공학부,"7,528,000"
,,전자공학전공,"7,408,000"
,,정보통신공학전공,"7,408,000"
,,제품디자인공학전공,"7,408,000"
,,조선해양공학과,"7,435,692.30"
,,중어중국학과,"5,426,695.70"
,,창의소프트웨어공학부,"7,528,000"
,,체육학과,"6,520,000"
,,치위생학과,"6,520,000"
,,컴퓨터공학과,"7,440,307.70"
,,컴퓨터소프트웨어공학전공,"7,408,000"
,,태권도학과,"6,520,000"
,,토목공학전공,"7,408,000"
,,패션디자인학과,"6,520,000"
,,평생교육·청소년상담학과,"5,428,000"
,,한의예과,"8,142,000"
,,한의학과,"8,082,000"
,,행정학과,"5,428,000"
,,호텔・컨벤션경영학과,"5,430,000"
,,화학공학전공,"7,408,000"
,,화학환경공학부,"7,528,000"
,,환경공학전공,"7,408,000"
,,회계학과,"5,428,000"
,루터대학교,디아코니아학부(사회복지학전공),"6,300,000"
,,디아코니아학부(상담심리학전공),"6,300,000"
,,디아코니아학부(신학전공),"6,300,000"
,,디아코니아학부(언어치료학전공),"6,300,000"
,,사회복지학과,"6,438,000"
,,사회혁신리더학과,"6,438,000"
,,상담심리학과,"6,438,000"
,,신학과,"6,438,000"
,,언어치료학과,"6,438,000"
,명지대학교,건축학부 공간디자인전공(5년제),"9,901,807.20"
,,건축학부(건축학전공/전통건축전공) (5년제),"9,902,212.20"
,,국제학부,"9,138,000"
,,기계산업경영공학부,"9,136,538.70"
,,디자인학부 산업디자인전공,"9,489,066.70"
,,디자인학부 시각디자인전공,"9,489,066.70"
,,디자인학부 영상디자인전공,"9,489,066.70"
,,디자인학부 패션디자인전공,"9,489,066.70"
,,바둑학과,"9,083,066.70"
,,반도체공학과,"9,270,000"
,,스포츠학부,"9,081,831.60"
,,스포츠학부 스포츠지도학전공,"9,083,600"
,,예술학부(뮤지컬공연전공),"9,910,615.40"
,,예술학부(성악전공),"9,635,066.70"
,,예술학부(아트앤멀티미디어작곡전공),"9,678,740.70"
,,예술학부(영화전공),"9,910,615.40"
,,예술학부(작곡전공),"9,594,000"
,,예술학부(피아노전공),"9,635,066.70"
,,융합공학부,"9,127,297.30"
,,자연과학대학,"8,280,808"
,,전공자유학부,"9,094,000"
,,전기전자공학부,"9,138,000"
,,정보통신공학과,"9,134,507.90"
,,컴퓨터공학과,"9,136,276.80"
,,토목교통공학부,"9,136,258.60"
,,화공신소재환경공학부,"9,136,105.30"
,목원대학교,AI로봇융합학과,"8,050,000"
,,IT융합전자공학과,"8,050,000"
,,TV・영화학부,"8,050,000"
,,건축학부,"8,085,000"
,,게임소프트웨어공학과,"8,200,000"
,,게임콘텐츠학과,"8,200,000"
,,경영학과,"6,432,089.60"
,,경찰법학과,"6,445,851.50"
,,공공인재학과,"6,400,000"
,,공공인재학부,"6,400,000"
,,공연예술학부,"8,050,000"
,,관현악・작곡학부,"8,200,000"
,,관현악・작곡학부 관악전공,"8,050,000"
,,관현악・작곡학부 작곡전공,"8,050,000"
,,관현악・작곡학부 현악전공,"8,050,000"
,,관현악학부,"8,050,000"
,,관현악학부 관악전공,"8,050,000"
,,관현악학부 현악전공,"8,050,000"
,,광고홍보언론학부,"6,400,000"
,,광고홍보커뮤니케이션학부,"6,448,387.10"
,,국악과,"8,119,444.40"
,,국어교육과,"6,437,500"
,,국제무역물류학과,"6,400,000"
,,국제문화학과,"6,400,000"
,,국제예술산업학부,"8,100,000"
,,글로벌경제학과,"6,400,000"
,,글로벌비즈니스학과,"6,550,000"
,,글로벌커뮤니케이션학부,"6,400,000"
,,금융경제학과,"6,476,470.60"
,,금융보험부동산학과,"6,400,000"
,,도시・환경・화학공학과,"8,050,000"
,,도시공학과,"8,094,318.20"
,,도자디자인학과,"8,093,032.80"
,,로봇학과,"8,050,000"
,,마케팅빅데이터학과,"6,433,720.90"
,,만화・애니메이션과,"8,050,000"
,,무역물류학과,"6,400,000"
,,무역학과,"6,400,000"
,,뮤지컬전공,"8,050,000"
,,미생물생명공학과,"7,254,000"
,,미생물소재학과,"7,254,000"
,,미술교육과,"8,087,500"
,,미술학부,"8,088,352.30"
,,부동산금융보험융합학과,"6,446,638.70"
,,사회복지학과,"6,439,823"
,,산업디자인학과,"8,088,461.50"
,,생명과학부,"7,404,000"
,,서비스경영학부,"6,400,000"
,,섬유・패션디자인학과,"8,090,425.50"
,,성악・뮤지컬학과,"8,050,000"
,,성악・뮤지컬학부,"8,121,052.60"
,,성악전공,"8,050,000"
,,소방안전관리학과,"7,254,000"
,,소방안전학부,"7,329,000"
,,수학과,"6,400,000"
,,수학교육과,"6,864,500"
,,스포츠건강관리학과,"7,296,253.50"
,,시각디자인학과,"8,050,000"
,,시각커뮤니케이션디자인학과,"8,126,704.50"
,,식품제약학부,"7,404,000"
,,신학과,"6,431,914.90"
,,실용음악과,"8,050,000"
,,실용음악학부,"8,200,000"
,,애니메이션전공,"8,050,000"
,,애니메이션학과,"8,200,000"
,,역사학과,"6,436,842.10"
,,연극영화영상학부,"8,125,000"
,,영어교육과,"6,437,500"
,,영어영문학과,"6,400,000"
,,영어학과,"6,550,000"
,,영어･국제문화학과,"6,400,000"
,,웹툰애니메이션・게임학부 게임콘텐츠전공,"8,050,000"
,,웹툰애니메이션・게임학부 웹툰애니메이션전공,"8,050,000"
,,웹툰전공,"8,050,000"
,,웹툰학과,"8,200,000"
,,유아교육과,"6,437,500"
,,융합컴퓨터·미디어학부,"8,050,000"
,,융합컴퓨터・미디어학과,"8,050,000"
,,음악교육과,"8,087,500"
,,의생명·보건학부,"7,254,000"
,,의생명바이오공학부,"7,254,000"
,,작곡과,"8,050,000"
,,전기전자공학과,"8,122,727.30"
,,전자공학과,"8,050,000"
,,정보통신공학과,"8,050,000"
,,정보통신융합공학부,"8,050,000"
,,제약공학과,"7,254,000"
,,조소과,"8,050,000"
,,조형콘텐츠학부,"8,100,000"
,,중국어중국통상학과,"6,476,470.60"
,,중국어중국학과,"6,400,000"
,,중국학과,"6,400,000"
,,지능로봇공학과,"8,050,000"
,,지식재산학과,"7,254,000"
,,첨단소재학과,"7,254,000"
,,컴퓨터공학과,"8,125,000"
,,피아노과,"8,085,526.30"
,,한국음악과,"8,050,000"
,,항공호텔관광경영학과,"6,472,580.60"
,,항공호텔관광경영학부,"6,400,000"
,,행정학과,"6,400,000"
,,행정학부,"6,550,000"
,,화장품공학과,"7,330,470.60"
,,화장품뷰티학과,"7,254,000"
,,화학・화장품학부,"7,254,000"
,목포가톨릭대학교,간호학과,"6,836,000"
,,사회복지학과,"5,382,000"
,,유아교육과,"5,952,000"
,배재대학교,IT경영정보학과,"6,648,000"
,,가정교육과,"7,210,000"
,,간호학과,"7,782,000"
,,건축학과,"8,020,000"
,,게임공학과,"8,020,000"
,,게임공학전공,"8,020,000"
,,게임애니메이션전공,"8,020,000"
,,경영학과,"6,398,000"
,,경찰법학과,"6,398,000"
,,공연예술학과,"8,020,000"
,,관광경영학과,"6,398,000"
,,광고사진영상학과,"8,020,000"
,,국어국문한국어교육학과,"6,398,000"
,,글로벌비즈니스학과,"6,398,000"
,,기독교사회복지학과,"6,398,000"
,,드론・철도건설공학과,"8,020,000"
,,레저스포츠학과,"8,020,000"
,,모바일소프트웨어학전공,"8,020,000"
,,무역물류경영학과,"6,398,000"
,,미디어콘텐츠학과,"6,398,000"
,,보건의료복지학과,"7,210,000"
,,복지신학과,"6,398,000"
,,뷰티케어학과,"8,020,000"
,,사이버보안학과,"8,020,000"
,,생명공학과,"7,210,000"
,,소프트웨어학전공,"8,020,000"
,,스마트배터리학과,"8,020,000"
,,스페인어・중남미학과,"6,398,000"
,,식품영양학과,"7,210,000"
,,식품영양학전공,"7,210,000"
,,신소재공학과,"8,020,000"
,,실내건축학과,"8,020,000"
,,실용음악과,"8,020,000"
,,실용음악전공,"8,020,000"
,,심리상담학과,"6,398,000"
,,아트앤웹툰전공,"8,020,000"
,,아트앤웹툰학부,"8,020,000"
,,영어과,"6,398,000"
,,외식조리학과,"7,210,000"
,,원예산림학과,"7,210,000"
,,유아교육과,"6,842,000"
,,의류패션학과,"7,210,000"
,,일본학과,"6,398,000"
,,전기공학과,"8,020,000"
,,전자공학과,"8,020,000"
,,정밀응용과학부,"7,210,000"
,,정보보안학전공,"8,020,000"
,,정보통신공학과,"8,020,000"
,,조경학과,"8,020,000"
,,중국통상학과,"6,398,000"
,,컴퓨터공학과,"8,020,000"
,,컴퓨터공학전공,"8,020,000"
,,클래식피아노전공,"8,020,000"
,,피아노과,"8,020,000"
,,항공서비스학과,"7,060,000"
,,행정학과,"6,398,000"
,,헬스케어생명공학전공,"7,210,000"
,,호텔항공경영학과,"6,398,000"
,백석대학교,ICT학부,"8,360,000"
,,간호학과,"8,396,500"
,,경상학부,"6,995,955.20"
,,경찰학부,"6,996,500"
,,관광학부,"6,996,500"
,,관광학부 글로벌호텔비즈니스전공,"6,996,500"
,,관광학부 항공서비스전공,"6,996,500"
,,기독교학부,"6,986,071.40"
,,디자인영상학부,"9,096,500"
,,문화예술학부 뮤지컬전공,"9,096,500"
,,문화예술학부 실용음악전공,"9,100,555.60"
,,문화예술학부 연기예술전공,"9,096,500"
,,문화예술학부 피아노전공,"9,096,500"
,,물리치료학과,"8,396,500"
,,사회복지학부,"6,996,500"
,,스마트IT공학부,"8,360,000"
,,스포츠과학부,"8,816,500"
,,스포츠과학부 태권도전공,"8,816,500"
,,안경광학과,"8,396,500"
,,어문학부,"6,986,816.30"
,,유아교육과,"6,996,500"
,,유아특수교육과,"6,996,500"
,,응급구조학과,"8,396,500"
,,작업치료학과,"8,396,500"
,,첨단IT학부,"8,433,000"
,,치위생학과,"8,396,500"
,,컴퓨터공학부,"8,399,459.50"
,,특수교육과,"6,996,500"
,,특수체육교육과,"8,816,500"
,부산가톨릭대학교,간호학과,"6,999,800"
,,경영정보학과,"5,906,000"
,,경영학과,"5,941,142.90"
,,노인복지보건학과,"6,978,000"
,,물리치료학과,"6,998,500"
,,방사선학과,"6,998,500"
,,병원경영학과,"6,987,950.80"
,,사회복지상담심리학과,"5,949,242.90"
,,사회복지학과,"5,959,496.90"
,,소방방재학과,"7,687,000"
,,소프트웨어학과,"7,566,000"
,,안전보건학과,"6,988,750"
,,언어청각치료학과,"6,992,650"
,,유통마케팅학과,"5,951,416.70"
,,임상병리학과,"6,998,500"
,,치기공학과,"7,004,551.70"
,,컴퓨터공학과,"7,566,000"
,,컴퓨터정보공학과,"7,682,181.80"
,,환경공학과,"7,566,000"
,,환경행정학과,"6,940,000"
,부산교육대학교,과학교육과,"3,144,000"
,,교육학과,"3,144,000"
,,국어교육과,"3,144,000"
,,미술교육과,"3,144,000"
,,사회교육과,"3,144,000"
,,수학교육과,"3,144,000"
,,실과교육과,"3,144,000"
,,영어교육과,"3,144,000"
,,유아교육과,"3,144,000"
,,윤리교육과,"3,144,000"
,,음악교육과,"3,144,000"
,,체육교육과,"3,144,000"
,,컴퓨터교육과,"3,144,000"
,부산대학교,IT응용공학과,"4,728,000"
,,간호학과,"4,364,000"
,,건설융합학부,"4,728,000"
,,경영학과,"3,360,000"
,,경제학부,"3,360,000"
,,고고학과,"3,360,000"
,,고분자공학과,"4,728,000"
,,공공정책학부,"3,360,000"
,,관광컨벤션학과,"3,360,000"
,,광메카트로닉스공학과,"4,728,000"
,,교육학과,"3,360,000"
,,국어교육과,"3,360,000"
,,국어국문학과,"3,360,000"
,,국제학부,"3,360,000"
,,기계공학부,"4,728,000"
,,나노메카트로닉스공학과,"4,728,000"
,,나노에너지공학과,"4,728,000"
,,노어노문학과,"3,360,000"
,,대기환경과학과,"4,364,000"
,,독어교육과,"3,360,000"
,,독어독문학과,"3,360,000"
,,동물생명자원과학과,"4,364,000"
,,디자인학과,"4,626,000"
,,무역학부,"3,360,000"
,,무용학과,"4,626,000"
,,문헌정보학과,"3,560,000"
,,물리교육과,"4,364,000"
,,물리학과,"4,364,000"
,,미디어커뮤니케이션학과,"3,560,000"
,,미생물학과,"4,364,000"
,,미술학과,"4,626,000"
,,바이오산업기계공학과,"4,728,000"
,,바이오소재과학과,"4,364,000"
,,바이오환경에너지학과,"4,728,000"
,,분자생물학과,"4,364,000"
,,불어교육과,"3,360,000"
,,불어불문학과,"3,360,000"
,,사학과,"3,360,000"
,,사회복지학과,"3,560,000"
,,사회학과,"3,360,000"
,,산업공학과,"4,728,000"
,,생명과학과,"4,364,000"
,,생명환경화학과,"4,364,000"
,,생물교육과,"4,364,000"
,,수학과,"4,364,000"
,,수학교육과,"4,364,000"
,,스포츠과학과,"4,364,000"
,,식물생명과학과,"4,364,000"
,,식품공학과,"4,364,000"
,,식품영양학과,"4,364,000"
,,식품자원경제학과,"3,360,000"
,,실내환경디자인학과,"4,364,000"
,,심리학과,"3,560,000"
,,아동가족학과,"4,364,000"
,,약학부,"6,802,000"
,,약학부(통합6년제),"6,802,000"
,,언어정보학과,"3,360,000"
,,역사교육과,"3,360,000"
,,영어교육과,"3,360,000"
,,영어영문학과,"3,360,000"
,,예술문화영상학과,"4,626,000"
,,원예생명과학과,"4,364,000"
,,유기소재시스템공학과,"4,728,000"
,,유아교육과,"4,348,000"
,,윤리교육과,"3,360,000"
,,음악학과,"5,146,000"
,,의류학과,"4,364,000"
,,의생명융합공학부,"4,728,000"
,,의예과,"6,114,000"
,,의학과,"10,100,000"
,,일반사회교육과,"3,360,000"
,,일어일문학과,"3,360,000"
,,재료공학부,"4,728,000"
,,전기공학과,"4,728,000"
,,전자공학과,"4,728,000"
,,정보컴퓨터공학부,"4,728,000"
,,정보컴퓨터공학부 인공지능전공,"4,728,000"
,,정보컴퓨터공학부 컴퓨터공학전공,"4,728,000"
,,정치외교학과,"3,360,000"
,,조경학과,"4,728,000"
,,조선·해양공학과,"4,728,000"
,,조형학과,"4,626,000"
,,중어중문학과,"3,360,000"
,,지구과학교육과,"4,364,000"
,,지리교육과,"4,348,000"
,,지질환경과학과,"4,364,000"
,,철학과,"3,360,000"
,,체육교육과,"4,364,000"
,,통계학과,"4,364,000"
,,특수교육과,"4,348,000"
,,한국음악학과,"5,146,000"
,,한문학과,"3,360,000"
,,항공우주공학과,"4,728,000"
,,해양학과,"4,364,000"
,,행정학과,"3,360,000"
,,화공생명.환경공학부,"4,728,000"
,,화학과,"4,364,000"
,,화학교육과,"4,364,000"
,부산외국어대학교,G2(영·중)융합학부,"6,472,000"
,,G2융합학과,"6,472,000"
,,경영학과,"5,726,000"
,,경영학부,"5,834,000"
,,경제금융학과,"5,726,000"
,,경찰행정학과,"5,758,108.10"
,,국제마케팅학과,"5,764,117.60"
,,국제무역・경제금융학부,"5,834,000"
,,국제무역・마케팅학부(국제마케팅전공),"5,726,000"
,,국제무역학과,"5,726,000"
,,국제문화비즈니스학부,"5,834,000"
,,국제비서학과,"5,726,000"
,,국제학부,"6,241,182.80"
,,국제학부(글로벌자율전공),"6,580,000"
,,국제학부(글로벌한국학전공),"5,834,000"
,,국제학부(외교전공),"5,834,000"
,,글로벌미래융합학부,"6,918,000"
,,글로벌웹툰콘텐츠학과,"7,870,000"
,,독일어과,"5,752,557.40"
,,동남아창의융합학부,"6,472,000"
,,러시아학과,"5,744,900"
,,미얀마어과,"6,472,000"
,,베트남어과,"6,472,000"
,,빅데이터학과,"7,762,000"
,,사이버경찰학과,"7,791,454.50"
,,사회복지학과,"6,303,000"
,,사회체육학과,"6,860,400"
,,상담심리학과,"6,515,200"
,,세무회계학과,"5,726,000"
,,소프트웨어학부,"7,790,800"
,,스마트융합보안학과,"7,762,000"
,,스마트자산경영학과,"5,726,000"
,,스페인어과,"5,751,714.30"
,,스포츠산업학부(사회체육전공),"6,810,000"
,,스포츠산업학부(스포츠산업전공),"6,810,000"
,,스포츠재활학과,"6,859,090.90"
,,아랍학과,"5,726,000"
,,아세안학부,"6,580,000"
,,영상콘텐츠융합학과,"6,500,800"
,,영어학부,"5,751,714.30"
,,외교・국제개발학부,"5,726,000"
,,외교・국제개발학부(외교전공),"5,726,000"
,,유럽지역통상학과,"5,726,000"
,,유럽학부,"5,834,000"
,,이탈리아어과,"5,726,000"
,,인공지능융합학과,"7,762,000"
,,인도네시아・말레이시아학과,"6,472,000"
